R_0,ACS_0,K_0,D_0,A_0,K-D_0,KAST_0,ADR_0,HS%_0,FK_0,FD_0,FK-FD_0,Game differential,resultado
-0.03166365007541465,1.4847662141779778,0.668476621417797,1.307390648567118,-2.3909502262443434,-0.638914027149321,-0.00957616892911004,0.8924585218702873,-0.028277526395173436,0.17496229260935153,-0.12835595776772238,0.3033182503770739,27,1
0.032925451559934295,4.032183908045977,-3.2148440065681454,-3.185090311986864,-0.3068637110016418,-0.029753694581280764,0.01696551724137929,2.6765845648604283,-0.019461412151067364,-0.6638423645320195,-0.24912972085385868,-0.4147126436781609,-18,0
0.06214782608695644,3.2261956521739137,3.900978260869567,1.7078260869565234,3.4254347826086957,2.1931521739130435,0.015172826086956604,2.377826086956523,-0.01118260869565219,0.5582608695652175,0.3920652173913042,0.16619565217391302,-34,1
-0.03428397411496,-4.293490673772363,-10.81096307575181,-9.811648267986296,-4.189950513894177,-0.9993148077655125,-0.011458698134754464,-1.918766653977923,0.001484583174724019,-1.5435097068899886,-1.4556528359345262,-0.08785687095546249,-34,0
0.07470471464019846,9.773076923076923,7.325186104218362,4.955831265508685,2.4888337468982633,2.3693548387096772,0.011313895781637728,7.834863523573207,0.002579404466501245,1.0174937965260547,0.6761786600496278,0.3413151364764268,21,1
0.09557437070938227,11.000686498855828,5.661556064073228,3.2496567505720835,2.037070938215103,2.411899313501144,0.02356979405034334,3.99130434782609,-0.016949656750572084,1.0244851258581233,0.29542334096109846,0.7290617848970251,27,1
0.041049159663865555,5.664243697478992,-1.4041176470588232,-2.1081932773109253,-0.8779831932773108,0.7040756302521007,0.006075210084033689,2.630462184873946,0.003323949579831953,-0.3087815126050422,-0.27365546218487397,-0.03512605042016812,29,1
0.09186750000000006,7.575999999999999,2.168499999999999,-1.2847500000000012,2.0124999999999997,3.4532499999999997,0.03955249999999995,2.5970000000000026,-0.01856,0.2569999999999997,-0.0060000000000000496,0.263,-7,0
-0.046565610859728476,-0.6226244343891381,-5.0524886877828035,-3.382352941176471,-4.254298642533936,-1.6701357466063347,-0.021687782805429802,-1.7429864253393645,0.002076923076923065,-1.0158371040723981,-0.43303167420814476,-0.5828054298642534,21,0
0.14666666666666656,17.058333333333337,7.474999999999999,2.6083333333333343,2.4083333333333337,4.866666666666667,0.06166666666666669,11.633333333333331,0.030749999999999993,1.341666666666667,0.2083333333333332,1.1333333333333333,0,0
0.10899521531100469,15.158532695374793,-2.185645933014353,-6.4236044657097295,-0.9090909090909094,4.237958532695375,0.02868899521531094,7.037639553429028,0.03331419457735247,-0.6462519936204145,-0.5629984051036683,-0.0832535885167464,-14,1
0.06787142857142865,5.077142857142855,-1.1685714285714297,-4.3500000000000005,1.694285714285714,3.181428571428571,0.04848571428571431,2.248571428571421,0.005071428571428549,0.19714285714285698,-0.8985714285714284,1.0957142857142856,-6,1
-0.0814619047619047,-8.816031746031745,-2.295555555555557,-0.04492063492063494,-0.5549206349206347,-2.2506349206349205,-0.02789523809523813,-6.4147619047619004,0.018084126984126973,-0.24936507936507946,-0.007936507936508175,-0.2414285714285715,-34,1
0.12874909090909098,16.814545454545453,10.097090909090909,5.703454545454547,2.403636363636364,4.393636363636364,0.05163636363636357,8.998181818181823,0.027996363636363635,1.4832727272727273,0.8445454545454549,0.6387272727272727,19,0
-0.11657540106951873,-4.602352941176468,-7.425454545454545,-3.801711229946526,-6.293903743315508,-3.623743315508021,-0.06174117647058823,-3.7281283422459923,0.043300534759358286,-1.2044919786096258,-0.24898395721925137,-0.9555080213903743,38,0
-0.06731829573934842,-5.560902255639093,3.427819548872179,4.526566416040102,-0.1223057644110277,-1.0987468671679197,-0.01818796992481204,-0.3974937343358363,-0.010581453634085225,0.37543859649122807,0.7005012531328321,-0.32506265664160405,4,0
0.042916239316239356,9.586324786324786,4.756923076923078,3.049914529914531,1.168547008547008,1.707008547008547,0.023176068376068316,4.043076923076922,0.002618803418803406,0.40923076923076945,0.4704273504273505,-0.06119658119658113,32,1
0.0467996744879968,6.605479452054794,1.4112844161128464,0.05471314254713207,1.8636375966363765,1.356571273565713,0.027110809711108196,4.642533568425338,0.010717753967177534,0.3191102671911025,-0.14550386545503874,0.4646141326461414,-28,0
-0.015504105090311904,0.2523809523809632,-4.1320197044335,-4.527914614121512,-1.8448275862068957,0.3958949096880133,0.004599343185550086,0.6689655172413751,-0.014688013136289013,-0.7098522167487686,-0.5847290640394089,-0.12512315270935956,-13,1
-0.0034999999999999476,-2.583333333333326,1.6722222222222214,2.0777777777777784,2.333333333333334,-0.4055555555555556,0.013222222222222269,-1.5666666666666658,-0.016111111111111097,0.5722222222222222,0.10555555555555562,0.4666666666666667,-18,0
-0.05034403173458342,-3.454453660295718,-0.8450414713306891,0.9617381896862597,1.3609808871258564,-1.806779661016949,-0.01416624594302196,-1.3643346556076381,0.013991345113595394,-0.09823296069239085,0.08896501983411458,-0.1871979805265056,-71,0
-0.03792727272727268,0.5818181818181813,0.15272727272727238,1.1709090909090911,-0.4036363636363632,-1.0181818181818179,-0.022472727272727245,0.38909090909091615,0.00010909090909093644,-0.23636363636363641,0.24727272727272753,-0.4836363636363636,44,1
0.015169230769230758,-0.06205128205127721,-0.9282051282051285,-2.5533333333333337,-0.5148717948717948,1.6251282051282054,0.011907692307692308,-0.18615384615384584,0.011000000000000015,-0.18717948717948724,-0.1758974358974359,-0.011282051282051286,48,1
0.02640940465918895,3.8079810181190736,-2.340336496980157,-3.1977998274374464,-0.6597497842968076,0.8574633304572906,0.013287316652286375,4.141889559965483,0.024343399482312306,-0.3182916307161345,-0.545297670405522,0.22700603968938743,-15,1
-0.005371303395399885,-2.6628696604600295,0.5331872946330776,1.6173055859802858,2.965826944140198,-1.0841182913472072,0.013905805038335117,0.28981380065717416,0.01898357064622125,0.01204819277108422,0.28083242059145663,-0.26878422782037237,-72,1
-0.06442521008403357,-7.719327731092443,2.707226890756302,4.940336134453782,1.8161344537815118,-2.2331092436974793,-0.02318655462184869,-1.7418487394957993,-0.018321008403361327,0.24857142857142875,0.8873949579831931,-0.6388235294117648,-1,1
-0.07558615136875997,-13.39436392914654,3.134460547504026,5.143800322061191,0.2776167471819647,-2.0093397745571657,-0.030771336553945306,-5.597262479871167,-0.010028985507246374,0.5489533011272141,0.71658615136876,-0.1676328502415459,-19,1
-0.08818461538461538,-9.275384615384615,-14.452820512820514,-12.626153846153844,-7.245641025641026,-1.8266666666666667,-0.07916923076923077,-6.665641025641023,0.04670769230769233,-2.548717948717948,-1.3405128205128205,-1.2082051282051283,29,0
0.12305230769230775,17.095384615384624,0.4984615384615374,-3.2178461538461525,0.4541538461538462,3.716307692307692,0.0524307692307693,10.051076923076929,0.02767384615384615,-0.03753846153846156,-0.32307692307692315,0.2855384615384615,40,1
0.1372692307692308,13.223504273504272,8.862820512820514,3.5023504273504273,1.3792735042735047,5.3604700854700855,0.04451068376068381,7.340384615384613,0.03314957264957265,1.3534188034188035,0.6707264957264957,0.6826923076923077,46,0
-0.006670967741935452,3.0877419354838707,1.1670967741935478,0.7548387096774178,-0.27999999999999936,0.41225806451612906,-0.0021935483870967553,3.4012903225806412,0.00020000000000000573,0.12967741935483854,0.11032258064516132,0.019354838709677448,21,1
0.03547747747747769,7.6058558558558556,1.7256756756756757,0.2950450450450447,0.763063063063063,1.4306306306306307,0.018500000000000027,4.943693693693698,0.011977477477477478,0.23603603603603576,-0.1288288288288288,0.36486486486486475,62,1
0.0014476190476191198,4.547619047619042,1.1857142857142862,-1.6590476190476182,-2.013333333333333,2.8447619047619046,-0.008038095238095243,2.261904761904762,-0.0010285714285714121,0.34380952380952384,-0.23714285714285727,0.5809523809523809,16,1
