,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,monk ASE,,,223.0,28.0,/  30  /,18.0,-2.0,,,,,,,0.0,2.0,monk ASE,,,297.0,16.0,/  15  /,13.0,1.0,,,,,,,Life ASE,,,272.0,21.0,/  19  /,6.0,2.0,,,,,,,,,,,,,,,,,,,,
1,Life ASE,,,204.0,29.0,/  35  /,11.0,-6.0,,,,,,,5.0,13.0,Zero1 ASE,,,190.0,13.0,/  14  /,3.0,-1.0,,,,,,,hfmi0dzjc9z7 ASE,,,194.0,17.0,/  17  /,4.0,0.0,,,,,,,,,,,,,,,,,,,,
2,Zero1 ASE,,,157.0,21.0,/  30  /,13.0,-9.0,,,,,,,10.0,13.0,Life ASE,,,136.0,8.0,/  16  /,5.0,-8.0,,,,,,,bunt ASE,,,188.0,16.0,/  15  /,6.0,1.0,,,,,,,,,,,,,,,,,,,,
3,bunt ASE,,,157.0,24.0,/  31  /,9.0,-7.0,,,,,,,,,bunt ASE,,,126.0,8.0,/  16  /,3.0,-8.0,,,,,,,monk ASE,,,149.0,12.0,/  15  /,5.0,-3.0,,,,,,,,,,,,,,,,,,,,
4,hfmi0dzjc9z7 ASE,,,146.0,22.0,/  33  /,6.0,-11.0,,,,,,,,,hfmi0dzjc9z7 ASE,,,98.0,5.0,/  16  /,2.0,-11.0,,,,,,,Zero1 ASE,,,124.0,8.0,/  16  /,10.0,-8.0,,,,,,,,,,,,,,,,,,,,
5,ZmjjKK EDG,,,311.0,46.0,/  28  /,13.0,18.0,,,,,,,,,ZmjjKK EDG,,,334.0,23.0,/  12  /,4.0,11.0,,,,,,,ZmjjKK EDG,,,288.0,23.0,/  16  /,9.0,7.0,,,,,,,,,,,,,,,,,,,,
6,nobody EDG,,,285.0,45.0,/  25  /,12.0,20.0,,,,,,,,,nobody EDG,,,326.0,22.0,/  11  /,8.0,11.0,,,,,,,nobody EDG,,,244.0,23.0,/  14  /,4.0,9.0,,,,,,,,,,,,,,,,,,,,
7,CHICHOO EDG,,,193.0,25.0,/  25  /,22.0,0.0,,,,,,,,,CHICHOO EDG,,,221.0,13.0,/  9  /,9.0,4.0,,,,,,,CHICHOO EDG,,,164.0,12.0,/  16  /,13.0,-4.0,,,,,,,,,,,,,,,,,,,,
8,Haodong EDG,,,151.0,22.0,/  25  /,15.0,-3.0,,,,,,,,,Haodong EDG,,,171.0,11.0,/  10  /,6.0,1.0,,,,,,,Smoggy EDG,,,153.0,13.0,/  13  /,4.0,0.0,,,,,,,,,,,,,,,,,,,,
9,Smoggy EDG,,,123.0,21.0,/  21  /,8.0,0.0,,,,,,,,,Smoggy EDG,,,93.0,8.0,/  8  /,4.0,0.0,,,,,,,Haodong EDG,,,130.0,11.0,/  15  /,9.0,-4.0,,,,,,,,,,,,,,,,,,,,
