,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,FengF TE,,,296,60,/  52  /,10,8,,,,,,,0.0,3.0,FengF TE,,,290,22,/  18  /,5,4,,,,,,,FengF TE,,,292,20,/  18  /,5,2,,,,,,,FengF TE,,,307,18,/  16  /,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Flex1n TE,,,168,38,/  43  /,16,-5,,,,,,,9.0,13.0,Flex1n TE,,,188,15,/  16  /,5,-1,,,,,,,HeiB TE,,,208,15,/  16  /,4,-1,,,,,,,Flex1n TE,,,179,12,/  12  /,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,YOU TE,,,151,31,/  48  /,9,-17,,,,,,,7.0,13.0,Kai TE,,,173,14,/  18  /,4,-4,,,,,,,YOU TE,,,157,12,/  15  /,2,-3,,,,,,,YOU TE,,,162,10,/  15  /,4,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Kai TE,,,146,30,/  48  /,9,-18,,,,,,,5.0,13.0,YOU TE,,,134,9,/  18  /,3,-9,,,,,,,Kai TE,,,148,10,/  15  /,2,-5,,,,,,,Kai TE,,,117,6,/  15  /,3,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,HeiB TE,,,144,28,/  49  /,18,-21,,,,,,,,,HeiB TE,,,118,7,/  19  /,9,-12,,,,,,,Flex1n TE,,,136,11,/  15  /,5,-4,,,,,,,HeiB TE,,,107,6,/  14  /,5,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,ZmjjKK EDG,,,279,60,/  41  /,13,19,,,,,,,,,ZmjjKK EDG,,,293,24,/  13  /,7,11,,,,,,,nobody EDG,,,297,21,/  10  /,6,11,,,,,,,ZmjjKK EDG,,,318,21,/  11  /,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,nobody EDG,,,246,53,/  34  /,14,19,,,,,,,,,nobody EDG,,,276,21,/  13  /,5,8,,,,,,,ZmjjKK EDG,,,225,15,/  17  /,4,-2,,,,,,,Smoggy EDG,,,247,16,/  13  /,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Smoggy EDG,,,238,53,/  43  /,22,10,,,,,,,,,Smoggy EDG,,,258,20,/  15  /,5,5,,,,,,,CHICHOO EDG,,,219,17,/  11  /,2,6,,,,,,,CHICHOO EDG,,,207,16,/  6  /,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CHICHOO EDG,,,179,41,/  30  /,12,11,,,,,,,,,Haodong EDG,,,185,15,/  13  /,8,2,,,,,,,Smoggy EDG,,,209,17,/  15  /,11,2,,,,,,,nobody EDG,,,166,11,/  11  /,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Haodong EDG,,,154,32,/  39  /,31,-7,,,,,,,,,CHICHOO EDG,,,110,8,/  13  /,7,-5,,,,,,,Haodong EDG,,,143,9,/  15  /,13,-6,,,,,,,Haodong EDG,,,135,8,/  11  /,10,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Vania BBL.Q,,1.31  1.74  0.78,266  345  178,39  27  12,/  27  12  15  /,15  10  5,+12  +15  -3,69%  82%  55%,165  206  120,37%  40%  31%,7  4  3,9  3  6,-2  +1  -3,2.0,0.0,Vania BBL.Q,,1.46  1.97  0.69,268  332  172,20  15  5,/  11  5  6  /,9  7  2,+9  +10  -1,75%  92%  50%,172  200  130,38%  43%  29%,2  1  1,3  0  3,-1  +1  -2,Wens BBL.Q,,1.37  1.32  1.42,266  268  266,21  10  11,/  14  7  7  /,14  5  9,+7  +3  +4,73%  70%  75%,177  149  201,50%  59%  44%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Wens BBL.Q,,1.24  1.30  1.14,256  261  253,38  21  17,/  28  14  14  /,20  10  10,+10  +7  +3,69%  64%  75%,166  154  180,38%  40%  36%,7  4  3,5  5  0,+2  -1  +3,13.0,7.0,eva BBL.Q,,1.41  1.11  1.87,262  151  430,19  5  14,/  10  5  5  /,6  6  0,+9  0  +9,80%  75%  88%,162  109  241,33%  7%  67%,1  0  1,0  0  0,+1  0  +1,Vania BBL.Q,,1.17  1.52  0.87,263  361  182,19  12  7,/  16  7  9  /,6  3  3,+3  +5  -2,64%  70%  58%,159  213  114,36%  37%  33%,5  3  2,6  3  3,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,alkyia BBL.Q,,1.18  1.39  0.91,253  319  183,36  25  11,/  28  15  13  /,18  10  8,+8  +10  -2,88%  82%  95%,172  206  134,25%  24%  28%,4  3  1,2  0  2,+2  +3  -1,13.0,9.0,alkyia BBL.Q,,1.22  1.51  0.77,240  308  140,17  14  3,/  15  8  7  /,11  5  6,+2  +6  -4,95%  92%  100%,159  185  121,32%  37%  24%,3  3  0,1  0  1,+2  +3  -1,alkyia BBL.Q,,1.15  1.26  1.05,266  332  213,19  11  8,/  13  7  6  /,7  5  2,+6  +4  +2,82%  70%  92%,183  231  143,22%  16%  30%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,eva BBL.Q,,1.17  0.81  1.56,209  114  310,33  7  26,/  26  13  13  /,17  13  4,+7  -6  +13,76%  68%  85%,127  77  181,33%  9%  49%,1  0  1,2  0  2,-1  0  -1,,,Wens BBL.Q,,1.11  1.28  0.86,246  256  234,17  11  6,/  14  7  7  /,6  5  1,+3  +4  -1,65%  58%  75%,154  158  148,27%  30%  22%,5  3  2,4  4  0,+1  -1  +2,eva BBL.Q,,0.92  0.52  1.26,156  69  230,14  2  12,/  16  8  8  /,11  7  4,-2  -6  +4,73%  60%  83%,94  40  140,32%  13%  37%,0  0  0,2  0  2,-2  0  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Felipa BBL.Q,,0.93  0.78  1.09,172  130  218,26  10  16,/  27  14  13  /,18  12  6,-1  -4  +3,81%  77%  85%,112  87  139,29%  42%  23%,2  0  2,3  3  0,-1  -3  +2,,,Felipa BBL.Q,,1.11  1.01  1.26,165  120  232,11  4  7,/  11  6  5  /,15  11  4,0  -2  +2,80%  83%  75%,100  76  136,29%  31%  27%,0  0  0,1  1  0,-1  -1  0,Felipa BBL.Q,,0.75  0.55  0.91,178  141  209,15  6  9,/  16  8  8  /,3  1  2,-1  -2  +1,82%  70%  92%,123  100  142,29%  55%  19%,2  0  2,2  2  0,0  -2  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ness FUT.Fe,,1.04  1.30  0.80,215  267  171,31  20  11,/  33  16  17  /,6  4  2,-2  +4  -6,74%  90%  59%,147  179  117,23%  31%  12%,2  1  1,4  1  3,-2  0  -2,,,Julis FUT.Fe,,0.97  1.41  0.68,225  323  161,16  10  6,/  16  6  10  /,8  5  3,0  +4  -4,60%  88%  42%,140  209  94,17%  13%  27%,1  0  1,0  0  0,+1  0  +1,ness FUT.Fe,,1.20  1.44  0.92,240  260  216,18  12  6,/  16  8  8  /,3  2  1,+2  +4  -2,73%  92%  50%,165  170  159,19%  26%  11%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Julis FUT.Fe,,0.98  1.26  0.77,201  249  156,29  18  11,/  33  15  18  /,17  10  7,-4  +3  -7,69%  80%  59%,129  168  94,19%  16%  24%,2  0  2,0  0  0,+2  0  +2,,,Lyda FUT.Fe,,0.93  1.11  0.82,167  161  172,12  5  7,/  16  6  10  /,7  4  3,-4  -1  -3,65%  88%  50%,111  114  109,19%  20%  17%,2  1  1,0  0  0,+2  +1  +1,Julis FUT.Fe,,1.00  1.12  0.85,176  199  150,13  8  5,/  17  9  8  /,9  5  4,-4  -1  -3,77%  75%  80%,119  141  94,20%  19%  22%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Lyda FUT.Fe,,0.93  0.85  1.07,174  149  197,27  11  16,/  33  16  17  /,13  7  6,-6  -5  -1,62%  65%  59%,114  95  131,22%  31%  17%,6  2  4,3  1  2,+3  +1  +2,,,ness FUT.Fe,,0.87  1.17  0.68,190  277  133,13  8  5,/  17  8  9  /,3  2  1,-4  0  -4,75%  88%  67%,127  194  82,30%  41%  15%,1  0  1,3  0  3,-2  0  -2,rezq FUT.Fe,,0.92  0.80  1.06,202  161  251,16  7  9,/  19  10  9  /,7  4  3,-3  -3  0,77%  75%  80%,136  109  168,29%  38%  23%,3  2  1,2  1  1,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,rezq FUT.Fe,,0.77  0.62  0.90,177  148  206,25  10  15,/  36  17  19  /,9  4  5,-11  -7  -4,64%  60%  68%,124  113  134,22%  35%  15%,5  3  2,4  3  1,+1  0  +1,,,rezq FUT.Fe,,0.62  0.45  0.73,151  128  168,9  3  6,/  17  7  10  /,2  0  2,-8  -4  -4,50%  38%  58%,110  118  105,16%  33%  9%,2  1  1,2  2  0,0  -1  +1,Lyda FUT.Fe,,0.92  0.59  1.32,180  142  228,15  6  9,/  17  10  7  /,6  3  3,-2  -4  +2,59%  50%  70%,116  83  157,26%  56%  16%,4  1  3,3  1  2,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Smurfette FUT.Fe,,0.64  0.56  0.70,180  151  208,24  9  15,/  37  18  19  /,9  5  4,-13  -9  -4,62%  75%  50%,120  102  136,23%  16%  31%,6  4  2,10  5  5,-4  -1  -3,,,Smurfette FUT.Fe,,0.51  0.41  0.58,170  152  183,11  4  7,/  18  8  10  /,3  1  2,-7  -4  -3,50%  63%  42%,100  93  104,17%  13%  20%,3  2  1,6  2  4,-3  0  -3,Smurfette FUT.Fe,,0.76  0.71  0.82,190  150  238,13  5  8,/  19  10  9  /,6  4  2,-6  -5  -1,73%  83%  60%,138  109  174,29%  18%  42%,3  2  1,4  3  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Elite BBL,,1.44  1.08  1.56,260  203  290,36  10  26,/  20  8  12  /,9  4  5,+16  +2  +14,84%  79%  88%,171  131  194,22%  13%  31%,4  1  3,1  0  1,+3  +1  +2,2.0,0.0,pAura BBL,,1.93  1.60  2.04,357  329  367,23  5  18,/  8  2  6  /,4  2  2,+15  +3  +12,100%  100%  100%,227  203  235,38%  18%  48%,3  1  2,0  0  0,+3  +1  +2,Elite BBL,,1.23  1.20  1.25,247  215  274,20  8  12,/  13  5  8  /,4  3  1,+7  +3  +4,82%  80%  83%,151  138  163,20%  15%  26%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,QutionerX BBL,,1.43  1.59  1.29,267  300  246,39  17  22,/  21  8  13  /,6  2  4,+18  +9  +9,82%  93%  75%,174  170  177,19%  16%  23%,2  1  1,1  0  1,+1  +1  0,13.0,3.0,QutionerX BBL,,1.66  1.63  1.67,278  314  266,18  5  13,/  7  2  5  /,3  0  3,+11  +3  +8,81%  75%  83%,189  180  191,22%  20%  23%,2  1  1,1  0  1,+1  +1  0,QutionerX BBL,,1.19  1.54  0.90,256  295  225,21  12  9,/  14  6  8  /,3  2  1,+7  +6  +1,82%  100%  67%,164  166  162,17%  14%  24%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,pAura BBL,,1.35  1.30  1.30,272  234  273,38  12  26,/  24  8  16  /,6  3  3,+14  +4  +10,76%  71%  79%,164  141  178,33%  21%  40%,7  2  5,4  1  3,+3  +1  +2,13.0,9.0,Elite BBL,,1.65  0.97  1.87,272  172  305,16  2  14,/  7  3  4  /,5  1  4,+9  -1  +10,88%  75%  92%,197  116  224,25%  10%  37%,3  1  2,0  0  0,+3  +1  +2,Reen BBL,,0.90  0.97  0.84,185  198  175,15  8  7,/  16  6  10  /,6  2  4,-1  +2  -3,77%  80%  75%,131  123  139,10%  9%  11%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Reen BBL,,0.87  0.59  0.95,162  170  164,21  9  12,/  27  10  17  /,13  4  9,-6  -1  -5,74%  71%  75%,120  107  128,13%  11%  16%,2  0  2,3  2  1,-1  -2  +1,,,Reen BBL,,0.85  0.21  1.06,139  100  153,6  1  5,/  11  4  7  /,7  2  5,-5  -3  -2,69%  50%  75%,105  68  118,21%  14%  24%,1  0  1,2  1  1,-1  -1  0,Brave BBL,,0.88  0.81  0.94,241  286  204,16  9  7,/  18  9  9  /,5  2  3,-2  0  -2,77%  90%  67%,173  206  145,30%  28%  33%,8  6  2,2  1  1,+6  +5  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Brave BBL,,0.81  0.58  0.90,191  220  186,22  9  13,/  31  12  19  /,12  3  9,-9  -3  -6,79%  79%  79%,149  163  141,25%  24%  26%,10  6  4,4  1  3,+6  +5  +1,,,Brave BBL,,0.73  0.35  0.86,140  55  169,6  0  6,/  13  3  10  /,7  1  6,-7  -3  -4,81%  50%  92%,117  57  136,21%  19%  22%,2  0  2,2  0  2,0  0  0,pAura BBL,,0.76  1.01  0.56,186  196  178,15  7  8,/  16  6  10  /,2  1  1,-1  +1  -2,59%  60%  58%,119  116  121,27%  24%  29%,4  1  3,4  1  3,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
