,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,jkuro TES,,,347.0,50.0,/  26  /,3.0,24.0,,,,,,,2.0,0.0,jkuro TES,,,319.0,21.0,/  13  /,3.0,8.0,,,,,,,jkuro TES,,,375.0,29.0,/  13  /,0.0,16.0,,,,,,,,,,,,,,,,,,,,
1,eKo TES,,,266.0,37.0,/  25  /,14.0,12.0,,,,,,,13.0,6.0,eKo TES,,,262.0,19.0,/  14  /,9.0,5.0,,,,,,,eKo TES,,,269.0,18.0,/  11  /,5.0,7.0,,,,,,,,,,,,,,,,,,,,
2,Sylvan TES,,,187.0,30.0,/  27  /,10.0,3.0,,,,,,,13.0,8.0,coldfish TES,,,217.0,14.0,/  10  /,5.0,4.0,,,,,,,Sylvan TES,,,177.0,14.0,/  17  /,4.0,-3.0,,,,,,,,,,,,,,,,,,,,
3,coldfish TES,,,186.0,23.0,/  26  /,13.0,-3.0,,,,,,,,,Sylvan TES,,,196.0,16.0,/  10  /,6.0,6.0,,,,,,,MrCANI TES,,,155.0,11.0,/  18  /,9.0,-7.0,,,,,,,,,,,,,,,,,,,,
4,MrCANI TES,,,169.0,23.0,/  28  /,13.0,-5.0,,,,,,,,,MrCANI TES,,,183.0,12.0,/  10  /,4.0,2.0,,,,,,,coldfish TES,,,154.0,9.0,/  16  /,8.0,-7.0,,,,,,,,,,,,,,,,,,,,
5,SWERL RNG,,,257.0,35.0,/  35  /,8.0,0.0,,,,,,,,,SWERL RNG,,,245.0,14.0,/  18  /,5.0,-4.0,,,,,,,Minimise RNG,,,292.0,20.0,/  18  /,11.0,2.0,,,,,,,,,,,,,,,,,,,,
6,Minimise RNG,,,209.0,29.0,/  36  /,15.0,-7.0,,,,,,,,,Xiaonuo RNG,,,201.0,13.0,/  17  /,5.0,-4.0,,,,,,,SWERL RNG,,,268.0,21.0,/  17  /,3.0,4.0,,,,,,,,,,,,,,,,,,,,
7,Xiaonuo RNG,,,199.0,28.0,/  32  /,16.0,-4.0,,,,,,,,,GuanG RNG,,,184.0,12.0,/  15  /,5.0,-3.0,,,,,,,Xiaonuo RNG,,,196.0,15.0,/  15  /,11.0,0.0,,,,,,,,,,,,,,,,,,,,
8,GuanG RNG,,,187.0,27.0,/  31  /,10.0,-4.0,,,,,,,,,HaTo RNG,,,149.0,9.0,/  14  /,7.0,-5.0,,,,,,,GuanG RNG,,,189.0,15.0,/  16  /,5.0,-1.0,,,,,,,,,,,,,,,,,,,,
9,HaTo RNG,,,112.0,13.0,/  30  /,10.0,-17.0,,,,,,,,,Minimise RNG,,,125.0,9.0,/  18  /,4.0,-9.0,,,,,,,HaTo RNG,,,75.0,4.0,/  16  /,3.0,-12.0,,,,,,,,,,,,,,,,,,,,
