,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,TenZ SEN,,1.23  1.09  1.41,271  229  331,47  20  27,/  37  19  18  /,23  14  9,+10  +1  +9,80%  73%  87%,182  154  214,34%  29%  39%,8  2  6,7  3  4,+1  -1  +2,2.0,0.0,johnqt SEN,,1.33  1.31  1.35,200  235  154,15  10  5,/  11  7  4  /,9  5  4,+4  +3  +1,71%  75%  67%,130  134  126,20%  21%  20%,0  0  0,1  1  0,-1  -1  0,TenZ SEN,,1.49  1.45  1.52,312  301  324,32  15  17,/  18  9  9  /,9  4  5,+14  +6  +8,79%  71%  86%,210  207  213,39%  38%  40%,4  2  2,4  2  2,0  0  0,,,,,,,,,,,,,,
1,johnqt SEN,,1.22  1.25  1.19,199  246  145,35  23  12,/  28  16  12  /,12  5  7,+7  +7  0,76%  77%  74%,125  146  101,28%  38%  17%,2  0  2,1  1  0,+1  -1  +2,13.0,8.0,Zellsis SEN,,1.23  1.38  1.04,237  327  118,19  18  1,/  12  6  6  /,10  7  3,+7  +12  -5,76%  92%  56%,137  178  82,14%  19%  6%,1  1  0,1  1  0,0  0  0,johnqt SEN,,1.12  1.20  1.03,197  256  139,20  13  7,/  17  9  8  /,3  0  3,+3  +4  -1,79%  79%  79%,122  158  86,35%  58%  15%,2  0  2,0  0  0,+2  0  +2,,,,,,,,,,,,,,
2,Zellsis SEN,,1.02  0.98  1.05,183  206  141,31  22  9,/  32  18  14  /,21  12  9,-1  +4  -5,69%  77%  61%,109  121  96,15%  16%  14%,3  1  2,4  4  0,-1  -3  +2,15.0,13.0,Sacy SEN,,0.97  1.00  0.93,208  250  153,15  10  5,/  16  10  6  /,13  7  6,-1  0  -1,76%  75%  78%,120  157  71,42%  46%  33%,1  1  0,0  0  0,+1  +1  0,Sacy SEN,,0.99  1.05  0.92,196  191  202,19  10  9,/  21  10  11  /,9  4  5,-2  0  -2,82%  79%  86%,138  147  129,31%  39%  22%,3  0  3,1  0  1,+2  0  +2,,,,,,,,,,,,,,
3,Sacy SEN,,0.98  1.03  0.93,202  218  183,34  20  14,/  37  20  17  /,22  11  11,-3  0  -3,80%  77%  83%,130  151  106,35%  42%  25%,4  1  3,1  0  1,+3  +1  +2,,,TenZ SEN,,0.97  0.72  1.29,230  146  343,15  5  10,/  19  10  9  /,14  10  4,-4  -5  +1,81%  75%  89%,145  92  217,27%  14%  38%,4  0  4,3  1  2,+1  -1  +2,zekken SEN,,0.92  0.40  1.44,168  105  231,16  4  12,/  19  12  7  /,6  3  3,-3  -8  +5,61%  43%  79%,122  75  170,15%  16%  14%,2  2  0,7  5  2,-5  -3  -2,,,,,,,,,,,,,,
4,zekken SEN,,0.77  0.30  1.31,146  88  219,25  5  20,/  35  23  12  /,12  8  4,-10  -18  +8,59%  46%  74%,107  67  152,13%  13%  13%,3  3  0,16  11  5,-13  -8  -5,,,zekken SEN,,0.63  0.21  1.19,123  67  199,9  1  8,/  16  11  5  /,6  5  1,-7  -10  +3,57%  50%  67%,86  58  124,10%  9%  11%,1  1  0,9  6  3,-8  -5  -3,Zellsis SEN,,0.82  0.58  1.06,128  101  156,12  4  8,/  20  12  8  /,11  5  6,-8  -8  0,64%  64%  64%,88  71  105,15%  11%  19%,2  0  2,3  3  0,-1  -3  +2,,,,,,,,,,,,,,
5,BuZz DRX,,1.16  1.03  1.30,278  252  303,46  19  27,/  36  20  16  /,11  4  7,+10  -1  +11,78%  74%  81%,178  163  191,22%  25%  20%,10  3  7,5  3  2,+5  0  +5,,,BuZz DRX,,1.20  1.27  1.15,271  274  271,20  9  11,/  14  7  7  /,4  2  2,+6  +2  +4,81%  89%  75%,175  171  178,24%  35%  18%,3  1  2,1  0  1,+2  +1  +1,BuZz DRX,,1.12  0.78  1.45,284  238  331,26  10  16,/  22  13  9  /,7  2  5,+4  -3  +7,75%  64%  86%,180  158  202,20%  18%  21%,7  2  5,4  3  1,+3  -1  +4,,,,,,,,,,,,,,
6,MaKo DRX,,1.11  1.03  1.18,178  188  166,31  16  15,/  30  15  15  /,27  9  18,+1  +1  0,73%  70%  77%,112  113  111,29%  33%  26%,3  1  2,1  0  1,+2  +1  +1,,,MaKo DRX,,1.17  1.14  1.20,195  209  185,14  7  7,/  13  6  7  /,16  5  11,+1  +1  0,81%  78%  83%,115  121  111,21%  23%  19%,2  0  2,1  0  1,+1  0  +1,MaKo DRX,,1.04  0.92  1.17,161  174  149,17  9  8,/  17  9  8  /,11  4  7,0  0  0,68%  64%  71%,110  109  111,41%  47%  35%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,
7,Zest DRX,,0.99  0.73  1.19,206  141  250,33  11  22,/  36  17  19  /,13  5  8,-3  -6  +3,71%  61%  81%,138  100  170,35%  33%  36%,4  1  3,8  6  2,-4  -5  +1,,,Zest DRX,,1.13  0.66  1.48,253  108  363,17  3  14,/  16  6  10  /,7  2  5,+1  -3  +4,81%  67%  92%,170  73  243,45%  40%  47%,3  1  2,4  3  1,-1  -2  +1,Rb DRX,,0.97  0.76  1.18,169  136  202,19  7  12,/  17  9  8  /,1  0  1,+2  -2  +4,61%  50%  71%,123  91  156,26%  35%  22%,3  0  3,1  0  1,+2  0  +2,,,,,,,,,,,,,,
8,Rb DRX,,0.85  0.69  1.00,155  148  165,30  12  18,/  32  17  15  /,5  1  4,-2  -5  +3,63%  57%  69%,104  94  113,28%  34%  24%,7  2  5,1  0  1,+6  +2  +4,,,stax DRX,,0.82  0.62  0.98,158  173  148,12  6  6,/  15  7  8  /,7  1  6,-3  -1  -2,81%  89%  75%,103  119  91,42%  50%  36%,2  1  1,1  1  0,+1  0  +1,Zest DRX,,0.85  0.81  0.90,158  162  154,16  8  8,/  20  11  9  /,6  3  3,-4  -3  -1,64%  57%  71%,113  118  108,26%  30%  21%,1  0  1,4  3  1,-3  -3  0,,,,,,,,,,,,,,
9,stax DRX,,0.81  0.73  0.86,177  190  171,29  15  14,/  38  18  20  /,20  9  11,-9  -3  -6,73%  78%  69%,117  121  115,37%  45%  31%,5  3  2,5  4  1,0  -1  +1,,,Rb DRX,,0.72  0.61  0.81,140  165  121,11  5  6,/  15  8  7  /,4  1  3,-4  -3  -1,67%  67%  67%,78  100  62,30%  33%  27%,4  2  2,0  0  0,+4  +2  +2,stax DRX,,0.79  0.84  0.75,195  200  192,17  9  8,/  23  11  12  /,13  8  5,-6  -2  -4,68%  71%  64%,128  122  134,35%  43%  29%,3  2  1,4  3  1,-1  -1  0,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Monyet PRX,,1.38  1.50  1.16,229  247  202,41  25  16,/  31  15  16  /,24  14  10,+10  +10  0,79%  83%  75%,153  157  148,24%  30%  17%,8  6  2,3  3  0,+5  +3  +2,2.0,0.0,Monyet PRX,,1.26  1.26  1.26,220  249  192,25  14  11,/  21  11  10  /,11  4  7,+4  +3  +1,74%  76%  71%,150  160  141,27%  32%  22%,4  3  1,2  2  0,+2  +1  +1,Monyet PRX,,1.49  1.74  1.06,237  244  227,16  11  5,/  10  4  6  /,13  10  3,+6  +7  -1,89%  92%  86%,157  152  165,20%  27%  11%,4  3  1,1  1  0,+3  +2  +1,,,,,,,,,,,,,,
12,f0rsakeN PRX,,1.36  1.63  0.91,213  223  196,16  11  5,/  10  4  6  /,11  6  5,+6  +7  -1,79%  83%  71%,130  139  113,39%  42%  33%,1  1  0,1  0  1,0  +1  -1,18.0,16.0,d4v41 PRX,,1.23  1.16  1.30,192  166  219,24  12  12,/  19  10  9  /,15  6  9,+5  +2  +3,79%  65%  94%,117  104  130,30%  32%  28%,3  0  3,3  2  1,0  -2  +2,f0rsakeN PRX,,1.36  1.63  0.91,213  223  196,16  11  5,/  10  4  6  /,11  6  5,+6  +7  -1,79%  83%  71%,130  139  113,39%  42%  33%,1  1  0,1  0  1,0  +1  -1,,,,,,,,,,,,,,
13,Jinggg PRX,,1.26  1.23  1.26,234  232  238,45  23  22,/  35  19  16  /,15  10  5,+10  +4  +6,72%  72%  71%,153  145  162,26%  21%  32%,8  3  5,4  3  1,+4  0  +4,13.0,6.0,Jinggg PRX,,1.19  1.01  1.37,234  203  265,27  10  17,/  24  13  11  /,11  8  3,+3  -3  +6,68%  71%  65%,151  126  177,29%  27%  31%,5  1  4,1  1  0,+4  0  +4,Jinggg PRX,,1.33  1.44  1.15,234  272  171,18  13  5,/  11  6  5  /,4  2  2,+7  +7  0,79%  75%  86%,155  173  125,20%  16%  33%,3  2  1,3  2  1,0  0  0,,,,,,,,,,,,,,
14,d4v41 PRX,,1.23  1.16  1.30,192  166  219,24  12  12,/  19  10  9  /,15  6  9,+5  +2  +3,79%  65%  94%,117  104  130,30%  32%  28%,3  0  3,3  2  1,0  -2  +2,,,something PRX,,1.18  1.09  1.26,238  195  282,29  12  17,/  25  13  12  /,2  1  1,+4  -1  +5,68%  71%  65%,167  127  207,29%  35%  26%,6  4  2,4  0  4,+2  +4  -2,mindfreak PRX,,1.15  1.54  0.46,225  296  104,16  14  2,/  13  7  6  /,10  7  3,+3  +7  -4,74%  92%  43%,145  189  70,37%  43%  23%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,
15,something PRX,,1.10  1.07  1.11,208  169  276,40  16  24,/  38  20  18  /,9  7  2,+2  -4  +6,68%  72%  63%,149  109  198,29%  25%  33%,9  6  3,5  0  5,+4  +6  -2,,,mindfreak PRX,,0.64  0.59  0.69,124  113  136,13  7  6,/  25  13  12  /,5  2  3,-12  -6  -6,56%  59%  53%,90  84  95,12%  16%  9%,0  0  0,6  4  2,-6  -4  -2,something PRX,,1.02  1.04  0.97,178  131  260,11  4  7,/  13  7  6  /,7  6  1,-2  -3  +1,68%  75%  57%,118  84  176,29%  9%  67%,3  2  1,1  0  1,+2  +2  0,,,,,,,,,,,,,,
16,mindfreak PRX,,0.89  1.06  0.58,175  189  127,29  21  8,/  38  20  18  /,15  9  6,-9  +1  -10,62%  72%  50%,110  128  88,21%  30%  13%,2  1  1,6  4  2,-4  -3  -1,,,JohnOlsen FS,,1.04  1.16  0.91,241  271  212,29  16  13,/  24  12  12  /,4  1  3,+5  +4  +1,79%  76%  82%,161  172  150,38%  44%  29%,8  5  3,5  2  3,+3  +3  0,JohnOlsen FS,,1.03  1.34  0.85,245  307  210,15  8  7,/  16  5  11  /,8  2  6,-1  +3  -4,68%  86%  58%,162  189  146,16%  14%  18%,3  1  2,3  1  2,0  0  0,,,,,,,,,,,,,,
17,JohnOlsen FS,,1.03  1.25  0.88,243  281  211,44  24  20,/  40  17  23  /,12  3  9,+4  +7  -3,75%  79%  72%,162  177  148,28%  31%  24%,11  6  5,8  3  5,+3  +3  0,,,Leviathan FS,,1.04  1.11  0.96,208  225  193,24  14  10,/  23  11  12  /,18  6  12,+1  +3  -2,65%  59%  71%,138  146  130,33%  40%  26%,1  1  0,1  0  1,0  +1  -1,Sushiboys FS,,0.81  1.21  0.57,198  289  146,13  7  6,/  17  6  11  /,5  2  3,-4  +1  -5,63%  71%  58%,124  176  93,23%  24%  22%,0  0  0,3  1  2,-3  -1  -2,,,,,,,,,,,,,,
18,foxz FS,,0.88  0.79  1.00,166  137  200,33  12  21,/  38  18  20  /,11  6  5,-5  -6  +1,64%  63%  66%,133  108  154,33%  38%  30%,2  1  1,6  4  2,-4  -3  -1,,,foxz FS,,0.98  0.64  1.31,183  128  239,21  7  14,/  23  13  10  /,9  6  3,-2  -6  +4,68%  59%  76%,146  108  183,30%  30%  30%,2  1  1,4  3  1,-2  -2  0,foxz FS,,0.78  0.95  0.68,149  158  144,12  5  7,/  15  5  10  /,2  0  2,-3  0  -3,58%  71%  50%,110  106  112,39%  67%  29%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,
