,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
0,BuZz DRX,,1.28  1.20  1.41,262  245  278,41  21  20,/  32  18  14  /,7  2  5,+9  +3  +6,82%  79%  86%,160  154  167,18%  22%  14%,7  5  2,8  5  3,-1  0  -1,2.0,0.0,stax DRX,,1.36  1.02  1.83,240  177  325,18  7  11,/  12  9  3  /,5  5  0,+6  -2  +8,67%  50%  89%,150  120  190,44%  27%  71%,1  0  1,0  0  0,+1  0  +1,BuZz DRX,,1.25  1.46  1.03,234  267  202,19  12  7,/  17  8  9  /,4  1  3,+2  +4  -2,75%  75%  75%,147  163  131,19%  26%  8%,4  3  1,4  3  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,stax DRX,,1.11  0.84  1.44,191  143  239,29  11  18,/  30  19  11  /,15  11  4,-1  -8  +7,62%  54%  71%,124  102  149,42%  34%  50%,2  0  2,3  1  2,-1  -1  0,13.0,8.0,BuZz DRX,,1.31  0.95  1.79,290  223  380,22  9  13,/  15  10  5  /,3  1  2,+7  -1  +8,90%  83%  100%,175  144  215,17%  17%  18%,3  2  1,4  2  2,-1  0  -1,Flashback DRX,,1.15  0.72  1.58,217  158  277,18  6  12,/  14  9  5  /,2  0  2,+4  -3  +7,63%  50%  75%,141  108  174,25%  38%  20%,4  2  2,1  1  0,+3  +1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Flashback DRX,,1.04  0.72  1.39,198  165  238,31  14  17,/  27  18  9  /,7  0  7,+4  -4  +8,71%  63%  81%,136  118  156,27%  30%  25%,4  2  2,4  4  0,0  -2  +2,13.0,11.0,Flashback DRX,,0.93  0.73  1.21,178  171  187,13  8  5,/  13  9  4  /,5  0  5,0  -1  +1,81%  75%  89%,130  127  132,30%  24%  42%,0  0  0,3  3  0,-3  -3  0,Foxy9 DRX,,1.03  0.90  1.17,164  154  175,12  5  7,/  17  10  7  /,18  9  9,-5  -5  0,79%  75%  83%,108  106  111,20%  32%  12%,1  0  1,2  0  2,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,MaKo DRX,,0.96  1.03  0.84,212  229  196,33  18  15,/  32  18  14  /,12  10  2,+1  0  +1,71%  71%  71%,135  144  126,31%  25%  39%,6  3  3,5  3  2,+1  0  +1,,,MaKo DRX,,0.93  1.21  0.55,189  264  90,14  11  3,/  14  8  6  /,6  5  1,0  +3  -3,62%  67%  56%,125  169  67,29%  24%  44%,2  1  1,5  3  2,-3  -2  -1,MaKo DRX,,0.99  0.85  1.14,235  194  276,19  7  12,/  18  10  8  /,6  5  1,+1  -3  +4,79%  75%  83%,145  120  170,32%  27%  37%,4  2  2,0  0  0,+4  +2  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Foxy9 DRX,,0.91  0.76  1.08,145  131  165,19  8  11,/  31  19  12  /,26  14  12,-12  -11  -1,69%  67%  71%,98  92  105,21%  25%  19%,2  0  2,4  1  3,-2  -1  -1,,,Foxy9 DRX,,0.78  0.63  0.98,126  107  153,7  3  4,/  14  9  5  /,8  5  3,-7  -6  -1,57%  58%  56%,86  77  97,23%  18%  26%,1  0  1,2  1  1,-1  -1  0,stax DRX,,0.86  0.67  1.06,141  109  175,11  4  7,/  18  10  8  /,10  6  4,-7  -6  -1,58%  58%  58%,101  84  118,38%  50%  31%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,eeiu 100T,,0.99  0.61  1.33,191  102  271,29  7  22,/  27  15  12  /,9  4  5,+2  -8  +10,73%  67%  79%,134  68  191,28%  32%  27%,5  1  4,3  1  2,+2  0  +2,,,bang 100T,,1.14  1.07  1.20,223  200  241,17  6  11,/  14  6  8  /,7  3  4,+3  0  +3,71%  67%  75%,140  128  149,27%  26%  28%,3  2  1,2  0  2,+1  +2  -1,Cryocells 100T,,1.14  0.76  1.52,257  238  276,23  11  12,/  16  10  6  /,3  0  3,+7  +1  +6,71%  67%  75%,154  142  165,18%  29%  5%,6  4  2,5  2  3,+1  +2  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Cryocells 100T,,0.98  0.75  1.19,197  215  189,33  16  17,/  30  17  13  /,5  1  4,+3  -1  +4,67%  62%  71%,130  139  122,27%  33%  19%,8  5  3,7  3  4,+1  +2  -1,,,NaturE 100T,,0.92  0.63  1.13,198  165  224,15  5  10,/  17  8  9  /,7  1  6,-2  -3  +1,67%  44%  83%,115  95  129,22%  18%  24%,2  0  2,1  1  0,+1  -1  +2,eeiu 100T,,1.14  0.74  1.53,205  119  292,17  5  12,/  13  8  5  /,4  1  3,+4  -3  +7,71%  67%  75%,149  86  212,30%  29%  31%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Asuna 100T,,0.98  0.77  1.15,184  158  206,28  11  17,/  29  17  12  /,21  8  13,-1  -6  +5,69%  52%  83%,124  103  142,14%  19%  11%,4  1  3,3  3  0,+1  -2  +3,,,Asuna 100T,,0.91  0.59  1.16,197  178  213,14  5  9,/  15  8  7  /,3  0  3,-1  -3  +2,62%  33%  83%,139  126  149,10%  22%  5%,3  1  2,2  2  0,+1  -1  +2,Asuna 100T,,1.05  0.95  1.14,171  144  200,14  6  8,/  14  9  5  /,18  8  10,0  -3  +3,75%  67%  83%,111  86  135,19%  16%  21%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,NaturE 100T,,0.94  0.67  1.17,197  169  223,31  12  19,/  33  17  16  /,11  2  9,-2  -5  +3,67%  48%  83%,134  117  149,25%  26%  25%,4  1  3,4  3  1,0  -2  +2,,,eeiu 100T,,0.85  0.47  1.13,176  79  250,12  2  10,/  14  7  7  /,5  3  2,-2  -5  +3,76%  67%  83%,116  44  170,25%  40%  23%,4  1  3,0  0  0,+4  +1  +3,NaturE 100T,,0.96  0.71  1.21,196  173  221,16  7  9,/  16  9  7  /,4  1  3,0  -2  +2,67%  50%  83%,151  133  169,28%  30%  27%,2  1  1,3  2  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,bang 100T,,0.93  1.01  0.84,202  205  197,31  14  17,/  34  16  18  /,17  8  9,-3  -2  -1,76%  76%  75%,128  137  119,28%  30%  25%,3  2  1,4  1  3,-1  +1  -2,,,Cryocells 100T,,0.82  0.75  0.87,136  183  102,10  5  5,/  14  7  7  /,2  1  1,-4  -2  -2,62%  56%  67%,102  135  78,41%  37%  50%,2  1  1,2  1  1,0  0  0,bang 100T,,0.72  0.96  0.48,180  208  153,14  8  6,/  20  10  10  /,10  5  5,-6  -2  -4,79%  83%  75%,117  144  90,29%  33%  21%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
