,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,xccurate T1,,1.23  0.74  1.60,234  128  308,40  9  31,/  28  16  12  /,13  10  3,+12  -7  +19,71%  65%  76%,141  82  189,24%  18%  27%,8  2  6,2  1  1,+6  +1  +5,2.0,0.0,Sayaplayer T1,,1.50  1.37  1.64,294  258  331,28  12  16,/  16  10  6  /,5  3  2,+12  +2  +10,81%  77%  85%,192  169  215,26%  39%  9%,4  2  2,4  2  2,0  0  0,xccurate T1,,1.40  0.80  1.74,275  176  334,21  5  16,/  9  5  4  /,0  0  0,+12  0  +12,74%  71%  75%,172  111  208,35%  60%  28%,8  2  6,2  1  1,+6  +1  +5
12,Sayaplayer T1,,1.22  1.11  1.31,224  208  257,39  15  24,/  26  14  12  /,6  4  2,+13  +1  +12,73%  75%  72%,159  145  169,27%  38%  16%,6  3  3,7  4  3,-1  -1  0,14.0,12.0,xccurate T1,,1.06  0.68  1.45,193  102  285,19  4  15,/  19  11  8  /,13  10  3,0  -7  +7,69%  62%  77%,118  66  171,20%  6%  26%,0  0  0,0  0  0,0  0  0,iZu T1,,1.33  2.10  0.88,280  448  183,19  12  7,/  10  4  6  /,7  2  5,+9  +8  +1,79%  86%  75%,192  294  133,33%  33%  33%,1  0  1,0  0  0,+1  0  +1
13,Rossy T1,,1.12  1.27  1.03,185  171  190,30  14  16,/  25  12  13  /,13  6  7,+5  +2  +3,76%  65%  84%,117  118  117,29%  38%  21%,3  1  2,2  1  1,+1  0  +1,13.0,6.0,Rossy T1,,0.96  0.95  0.98,162  149  177,16  8  8,/  17  9  8  /,4  1  3,-1  -1  0,65%  54%  77%,103  100  107,28%  41%  17%,3  1  2,2  1  1,+1  0  +1,Rossy T1,,1.27  1.59  1.09,207  213  205,14  6  8,/  8  3  5  /,9  5  4,+6  +3  +3,89%  86%  92%,136  151  128,30%  36%  24%,0  0  0,0  0  0,0  0  0
14,iZu T1,,1.05  1.54  0.72,195  255  123,29  19  10,/  27  13  14  /,19  11  8,+2  +6  -4,76%  80%  72%,118  162  83,33%  31%  36%,3  1  2,3  3  0,0  -2  +2,,,Carpe T1,,0.85  1.12  0.59,185  228  143,17  11  6,/  22  10  12  /,5  2  3,-5  +1  -6,77%  85%  69%,122  145  100,40%  68%  17%,4  1  3,4  2  2,0  -1  +1,Carpe T1,,1.22  1.36  1.14,182  143  206,14  4  10,/  12  4  8  /,11  9  2,+2  0  +2,84%  71%  92%,118  74  144,27%  17%  32%,3  1  2,0  0  0,+3  +1  +2
15,Carpe T1,,1.04  1.24  0.86,184  198  173,31  15  16,/  34  14  20  /,16  11  5,-3  +1  -4,80%  80%  80%,121  120  121,34%  48%  25%,7  2  5,4  2  2,+3  0  +3,,,iZu T1,,0.77  0.98  0.55,109  150  68,10  7  3,/  17  9  8  /,12  9  3,-7  -2  -5,73%  77%  69%,64  91  37,32%  28%  43%,2  1  1,3  3  0,-1  -2  +1,Sayaplayer T1,,0.93  0.85  0.97,153  114  177,11  3  8,/  10  4  6  /,1  1  0,+1  -1  +2,63%  71%  58%,112  101  119,29%  33%  27%,2  1  1,3  2  1,-1  -1  0
16,nobody EDG,,0.95  0.92  0.95,171  179  159,25  14  11,/  31  19  12  /,13  8  5,-6  -5  -1,62%  64%  60%,118  117  119,49%  45%  57%,2  1  1,5  3  2,-3  -2  -1,,,nobody EDG,,1.02  0.87  1.17,160  137  184,15  6  9,/  15  9  6  /,6  5  1,0  -3  +3,69%  69%  69%,113  96  130,53%  53%  53%,1  0  1,1  0  1,0  0  0,nobody EDG,,0.88  0.97  0.72,182  224  113,10  8  2,/  16  10  6  /,7  3  4,-6  -2  -4,53%  58%  43%,124  139  99,45%  41%  75%,1  1  0,4  3  1,-3  -2  -1
17,Smoggy EDG,,0.90  1.02  0.77,180  188  173,31  19  12,/  33  17  16  /,2  1  1,-2  +2  -4,53%  52%  55%,118  114  123,28%  24%  34%,4  2  2,5  3  2,-1  -1  0,,,CHICHOO EDG,,0.98  1.06  0.90,178  201  157,15  9  6,/  16  8  8  /,8  3  5,-1  +1  -2,77%  85%  69%,129  139  120,27%  21%  35%,0  0  0,5  2  3,-5  -2  -3,Smoggy EDG,,0.85  0.88  0.80,172  160  193,12  8  4,/  15  9  6  /,1  1  0,-3  -1  -2,53%  50%  57%,107  97  125,41%  35%  50%,0  0  0,1  0  1,-1  0  -1
18,Haodong EDG,,0.82  0.81  0.82,166  126  228,26  11  15,/  34  19  15  /,13  7  6,-8  -8  0,80%  72%  90%,111  77  152,33%  43%  28%,5  2  3,1  1  0,+4  +1  +3,,,ZmjjKK EDG,,0.95  0.61  1.29,252  192  312,24  9  15,/  22  13  9  /,2  2  0,+2  -4  +6,69%  62%  77%,155  115  194,32%  22%  44%,4  1  3,3  3  0,+1  -2  +3,Haodong EDG,,0.77  0.77  0.77,136  99  199,8  4  4,/  15  9  6  /,5  4  1,-7  -5  -2,79%  75%  86%,89  69  122,30%  44%  21%,1  0  1,1  1  0,0  -1  +1
19,CHICHOO EDG,,0.79  0.79  0.83,153  144  174,24  13  11,/  33  19  14  /,8  3  5,-9  -6  -3,60%  64%  55%,109  102  117,26%  20%  35%,2  1  1,6  3  3,-4  -2  -2,,,Smoggy EDG,,0.95  1.17  0.74,187  214  162,19  11  8,/  18  8  10  /,1  0  1,+1  +3  -2,54%  54%  54%,125  129  121,21%  18%  26%,4  2  2,4  3  1,0  -1  +1,CHICHOO EDG,,0.61  0.52  0.75,128  83  207,9  4  5,/  17  11  6  /,0  0  0,-8  -7  -1,37%  42%  29%,81  62  112,24%  17%  36%,2  1  1,1  1  0,+1  0  +1
20,ZmjjKK EDG,,0.77  0.65  0.84,207  176  261,34  16  18,/  38  23  15  /,3  3  0,-4  -7  +3,62%  56%  70%,131  104  166,26%  17%  41%,5  1  4,10  8  2,-5  -7  +2,,,Haodong EDG,,0.86  0.85  0.88,196  150  243,18  7  11,/  19  10  9  /,8  3  5,-1  -3  +2,81%  69%  92%,127  85  169,34%  42%  31%,4  2  2,0  0  0,+4  +2  +2,ZmjjKK EDG,,0.59  0.70  0.40,161  158  166,10  7  3,/  16  10  6  /,1  1  0,-6  -3  -3,53%  50%  57%,100  91  114,18%  11%  33%,1  0  1,7  5  2,-6  -5  -1
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Death TAE,,1.15  0.62  1.47,240  179  281,35  9  26,/  27  15  12  /,3  0  3,+8  -6  +14,77%  60%  88%,163  115  193,38%  36%  39%,3  1  2,2  0  2,+1  +1  0,0.0,2.0,Benefit TAE,,1.05  0.60  1.27,206  172  224,12  3  9,/  13  6  7  /,9  2  7,-1  -3  +2,78%  67%  83%,147  138  151,38%  27%  43%,0  0  0,0  0  0,0  0  0,Death TAE,,1.30  0.87  1.62,264  209  307,20  6  14,/  14  8  6  /,2  0  2,+6  -2  +8,81%  67%  92%,172  128  205,33%  35%  32%,3  1  2,1  0  1,+2  +1  +1
23,Ness TAE,,1.07  0.59  1.35,262  189  310,36  9  27,/  32  14  18  /,5  1  4,+4  -5  +9,62%  47%  71%,168  120  199,42%  53%  38%,9  2  7,9  6  3,0  -4  +4,5.0,13.0,Death TAE,,1.00  0.37  1.32,215  135  256,15  3  12,/  13  7  6  /,1  0  1,+2  -4  +6,72%  50%  83%,153  96  182,44%  38%  46%,0  0  0,1  0  1,-1  0  -1,Ness TAE,,1.18  0.92  1.37,276  243  301,20  7  13,/  17  8  9  /,4  1  3,+3  -1  +4,67%  56%  75%,174  157  186,40%  53%  32%,5  2  3,5  3  2,0  -1  +1
24,Benefit TAE,,0.86  0.68  0.94,164  169  155,20  9  11,/  30  14  16  /,15  3  12,-10  -5  -5,72%  67%  75%,115  120  113,31%  25%  35%,0  0  0,1  0  1,-1  0  -1,8.0,13.0,Ness TAE,,0.97  0.26  1.33,248  109  318,16  2  14,/  15  6  9  /,1  0  1,+1  -4  +5,56%  33%  67%,162  64  211,45%  50%  44%,4  0  4,4  3  1,0  -3  +3,sMan TAE,,0.68  0.34  0.93,147  61  212,12  2  10,/  17  8  9  /,1  0  1,-5  -6  +1,48%  33%  58%,94  53  125,29%  43%  25%,2  0  2,2  2  0,0  -2  +2
25,Yagami TAE,,0.57  0.34  0.69,97  53  125,12  3  9,/  30  14  16  /,17  6  11,-18  -11  -7,54%  53%  54%,64  34  83,27%  25%  28%,0  0  0,6  4  2,-6  -4  -2,,,Yagami TAE,,0.61  0.20  0.82,94  17  133,4  0  4,/  14  7  7  /,14  4  10,-10  -7  -3,61%  50%  67%,58  8  82,22%  0%  25%,0  0  0,4  3  1,-4  -3  -1,Benefit TAE,,0.67  0.77  0.60,121  168  87,8  6  2,/  17  8  9  /,6  1  5,-9  -2  -7,67%  67%  67%,89  107  75,23%  23%  23%,0  0  0,1  0  1,-1  0  -1
26,sMan TAE,,0.54  0.24  0.74,122  58  165,18  3  15,/  33  14  19  /,2  1  1,-15  -11  -4,51%  33%  63%,77  45  97,31%  44%  28%,4  0  4,5  2  3,-1  -2  +1,,,sMan TAE,,0.41  0.13  0.55,96  53  118,6  1  5,/  16  6  10  /,1  1  0,-10  -5  -5,56%  33%  67%,57  33  69,36%  50%  33%,2  0  2,3  0  3,-1  0  -1,Yagami TAE,,0.53  0.48  0.57,99  77  116,8  3  5,/  16  7  9  /,3  2  1,-8  -4  -4,48%  56%  42%,70  51  84,33%  33%  33%,0  0  0,2  1  1,-2  -1  -1
27,audaz TNT,,1.42  1.24  1.67,244  257  213,36  23  13,/  18  15  3  /,6  5  1,+18  +8  +10,77%  71%  87%,158  168  142,37%  44%  27%,3  1  2,2  1  1,+1  0  +1,,,audaz TNT,,1.78  1.70  1.94,304  344  226,22  16  6,/  7  7  0  /,5  4  1,+15  +9  +6,94%  92%  100%,191  216  140,34%  40%  24%,3  1  2,0  0  0,+3  +1  +2,CaN TNT,,1.46  0.98  2.09,331  243  450,25  9  16,/  14  10  4  /,3  3  0,+11  -1  +12,86%  75%  100%,210  158  279,27%  36%  19%,7  3  4,3  3  0,+4  0  +4
28,CaN TNT,,1.33  0.92  1.99,290  227  400,41  19  22,/  25  19  6  /,7  4  3,+16  0  +16,85%  75%  100%,192  152  255,33%  48%  20%,11  5  6,5  5  0,+6  0  +6,,,sunny TNT,,1.30  0.93  2.02,271  216  384,18  9  9,/  11  9  2  /,10  3  7,+7  0  +7,83%  75%  100%,146  124  190,34%  31%  40%,4  3  1,0  0  0,+4  +3  +1,sunny TNT,,1.14  1.27  0.97,235  272  186,16  11  5,/  14  8  6  /,8  1  7,+2  +3  -1,71%  67%  78%,164  193  125,30%  37%  19%,3  2  1,1  1  0,+2  +1  +1
29,sunny TNT,,1.22  1.10  1.50,253  244  265,34  20  14,/  25  17  8  /,18  4  14,+9  +3  +6,77%  71%  87%,156  158  151,32%  34%  29%,7  5  2,1  1  0,+6  +4  +2,,,CaN TNT,,1.21  0.86  1.90,248  210  326,16  10  6,/  11  9  2  /,4  1  3,+5  +1  +4,83%  75%  100%,171  146  220,44%  67%  24%,4  2  2,2  2  0,+2  0  +2,audaz TNT,,1.05  0.79  1.41,184  169  204,14  7  7,/  11  8  3  /,1  1  0,+3  -1  +4,62%  50%  78%,130  120  143,42%  53%  31%,0  0  0,2  1  1,-2  -1  -1
30,ibonata TNT,,0.94  0.71  1.31,121  121  119,16  10  6,/  23  18  5  /,25  15  10,-7  -8  +1,82%  75%  93%,85  80  93,20%  16%  25%,0  0  0,1  1  0,-1  -1  0,,,ibonata TNT,,0.94  0.76  1.30,134  154  97,7  6  1,/  11  9  2  /,13  9  4,-4  -3  -1,89%  83%  100%,95  106  74,19%  16%  29%,0  0  0,0  0  0,0  0  0,kabzi TNT,,0.97  1.10  0.80,259  263  253,17  11  6,/  17  9  8  /,7  2  5,0  +2  -2,67%  67%  67%,159  162  156,29%  42%  18%,1  0  1,3  1  2,-2  -1  -1
31,kabzi TNT,,0.84  0.71  1.16,197  171  250,25  13  12,/  30  19  11  /,10  3  7,-5  -6  +1,64%  54%  80%,131  114  157,26%  30%  21%,2  0  2,7  5  2,-5  -5  0,,,kabzi TNT,,0.71  0.31  1.51,134  78  246,8  2  6,/  13  10  3  /,3  1  2,-5  -8  +3,61%  42%  100%,98  67  160,20%  13%  29%,1  0  1,4  4  0,-3  -4  +1,ibonata TNT,,0.93  0.65  1.31,108  89  134,9  4  5,/  12  9  3  /,12  6  6,-3  -5  +2,76%  67%  89%,77  55  106,21%  17%  24%,0  0  0,1  1  0,-1  -1  0
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Kipperman PDS,,1.11  0.69  1.52,281  179  380,52  16  36,/  43  23  20  /,14  7  7,+9  -7  +16,70%  59%  81%,181  125  236,35%  28%  41%,8  2  6,10  7  3,-2  -5  +3,2.0,0.0,FIVESTAR PDS,,1.23  0.76  1.70,259  174  346,30  10  20,/  20  12  8  /,5  3  2,+10  -2  +12,75%  64%  86%,188  128  248,41%  43%  41%,1  0  1,4  3  1,-3  -3  0,Kipperman PDS,,1.26  0.78  1.75,331  196  468,31  9  22,/  20  10  10  /,4  2  2,+11  -1  +12,65%  54%  77%,213  145  282,47%  42%  50%,5  1  4,5  4  1,0  -3  +3
34,FIVESTAR PDS,,1.07  0.78  1.37,221  199  247,47  20  27,/  40  24  16  /,10  5  5,+7  -4  +11,72%  70%  74%,161  145  178,44%  45%  44%,3  2  1,7  5  2,-4  -3  -1,15.0,13.0,Kipperman PDS,,0.95  0.61  1.30,231  164  299,21  7  14,/  23  13  10  /,10  5  5,-2  -6  +4,75%  64%  86%,150  108  193,24%  15%  31%,3  1  2,5  3  2,-2  -2  0,nekky PDS,,1.23  1.32  1.14,224  221  228,21  11  10,/  18  8  10  /,7  4  3,+3  +3  0,73%  77%  69%,156  154  159,27%  29%  26%,3  1  2,2  1  1,+1  0  +1
35,nekky PDS,,1.01  0.81  1.20,208  149  266,38  14  24,/  43  22  21  /,18  6  12,-5  -8  +3,67%  56%  78%,137  101  172,24%  22%  25%,6  2  4,3  2  1,+3  0  +3,14.0,12.0,Shalz PDS,,0.93  0.65  1.20,138  139  137,14  6  8,/  17  12  5  /,3  0  3,-3  -6  +3,68%  50%  86%,96  93  99,29%  24%  35%,1  1  0,5  2  3,-4  -1  -3,erennTT PDS,,1.08  1.13  1.04,229  247  212,22  12  10,/  18  9  9  /,6  2  4,+4  +3  +1,92%  92%  92%,151  159  143,26%  23%  30%,0  0  0,2  1  1,-2  -1  -1
36,erennTT PDS,,1.00  0.90  1.09,194  202  185,37  18  19,/  39  21  18  /,17  5  12,-2  -3  +1,78%  67%  89%,130  132  128,27%  23%  31%,1  1  0,6  2  4,-5  -1  -4,,,erennTT PDS,,0.91  0.68  1.13,159  160  160,15  6  9,/  21  12  9  /,11  3  8,-6  -6  0,64%  43%  86%,110  108  113,27%  22%  32%,1  1  0,4  1  3,-3  0  -3,Shalz PDS,,0.97  1.23  0.71,174  167  183,14  7  7,/  18  6  12  /,17  11  6,-4  +1  -5,77%  92%  62%,126  126  127,22%  21%  22%,2  0  2,2  1  1,0  -1  +1
37,Shalz PDS,,0.95  0.94  0.96,156  152  159,28  13  15,/  35  18  17  /,20  11  9,-7  -5  -2,72%  70%  74%,111  109  113,24%  22%  27%,3  1  2,7  3  4,-4  -2  -2,,,nekky PDS,,0.78  0.30  1.27,191  82  302,17  3  14,/  25  14  11  /,11  2  9,-8  -11  +3,61%  36%  86%,118  52  185,20%  12%  24%,3  1  2,1  1  0,+2  0  +2,FIVESTAR PDS,,0.91  0.79  1.03,183  227  140,17  10  7,/  20  12  8  /,5  2  3,-3  -2  -1,69%  77%  62%,133  164  102,50%  46%  58%,2  2  0,3  2  1,-1  0  -1
38,Toronto NVS,,1.13  0.76  1.50,246  188  303,45  17  28,/  41  25  16  /,16  7  9,+4  -8  +12,76%  70%  81%,177  138  216,28%  27%  28%,3  0  3,3  2  1,0  -2  +2,,,Baransel NVS,,1.17  0.82  1.52,247  233  261,26  11  15,/  18  13  5  /,3  2  1,+8  -2  +10,75%  71%  79%,151  153  149,31%  22%  42%,7  3  4,2  1  1,+5  +2  +3,Toronto NVS,,1.20  1.10  1.30,274  288  261,25  13  12,/  21  12  9  /,5  3  2,+4  +1  +3,81%  85%  77%,193  198  189,29%  28%  30%,1  0  1,1  0  1,0  0  0
39,Baransel NVS,,1.04  0.91  1.17,222  225  220,44  21  23,/  38  23  15  /,12  5  7,+6  -2  +8,76%  70%  81%,143  152  134,28%  26%  31%,7  3  4,3  1  2,+4  +2  +2,,,j4héx NVS,,1.17  0.83  1.51,244  220  268,24  11  13,/  20  13  7  /,13  5  8,+4  -2  +6,86%  79%  93%,163  154  172,33%  31%  35%,4  0  4,2  1  1,+2  -1  +3,Baransel NVS,,0.91  0.99  0.82,196  217  176,18  10  8,/  20  10  10  /,9  3  6,-2  0  -2,77%  69%  85%,134  152  116,25%  31%  19%,0  0  0,1  0  1,-1  0  -1
40,j4héx NVS,,1.00  0.81  1.19,202  197  211,40  19  21,/  41  24  17  /,20  12  8,-1  -5  +4,80%  78%  81%,131  126  136,38%  38%  39%,7  1  6,5  4  1,+2  -3  +5,,,Toronto NVS,,1.05  0.41  1.69,218  96  341,20  4  16,/  20  13  7  /,11  4  7,0  -9  +9,71%  57%  86%,162  82  242,26%  24%  27%,2  0  2,2  2  0,0  -2  +2,j4héx NVS,,0.83  0.79  0.87,160  172  150,16  8  8,/  21  11  10  /,7  7  0,-5  -3  -2,73%  77%  69%,97  96  97,50%  54%  46%,3  1  2,3  3  0,0  -2  +2
41,iXeonN NVS,,0.92  0.87  0.98,210  242  179,38  20  18,/  41  25  16  /,7  6  1,-3  -5  +2,69%  59%  78%,137  157  116,22%  21%  25%,11  8  3,7  4  3,+4  +4  0,,,iXeonN NVS,,1.04  1.00  1.09,205  263  147,20  11  9,/  18  13  5  /,4  4  0,+2  -2  +4,75%  71%  79%,132  177  86,29%  31%  25%,5  5  0,2  0  2,+3  +5  -2,iXeonN NVS,,0.81  0.74  0.88,215  218  213,18  9  9,/  23  12  11  /,3  2  1,-5  -3  -2,62%  46%  77%,142  135  148,17%  12%  24%,6  3  3,5  4  1,+1  -1  +2
42,Unity NVS,,0.85  0.50  1.20,181  146  215,33  16  17,/  41  24  17  /,16  3  13,-8  -8  0,76%  63%  89%,126  95  158,27%  33%  23%,5  2  3,3  2  1,+2  0  +2,,,Unity NVS,,0.89  0.46  1.32,166  112  221,16  6  10,/  21  13  8  /,10  1  9,-5  -7  +2,79%  64%  93%,117  79  155,20%  36%  14%,1  1  0,1  1  0,0  0  0,Unity NVS,,0.81  0.55  1.07,196  183  209,17  10  7,/  20  11  9  /,6  2  4,-3  -1  -2,73%  62%  85%,137  112  161,32%  31%  33%,4  1  3,2  1  1,+2  0  +2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
