,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,Jamppi TL,,1.30  1.10  1.49,277  243  312,76  33  43,/  51  28  23  /,28  8  20,+25  +5  +20,81%  81%  82%,172  153  191,29%  32%  28%,11  5  6,4  2  2,+7  +3  +4,1.0,2.0,Jamppi TL,,1.39  1.41  1.37,274  281  268,31  17  14,/  17  10  7  /,9  1  8,+14  +7  +7,77%  80%  73%,187  195  179,35%  34%  36%,2  2  0,3  2  1,-1  0  -1,Mistic TL,,1.14  1.07  1.19,202  142  254,15  5  10,/  13  6  7  /,10  5  5,+2  -1  +3,77%  90%  67%,136  93  171,33%  45%  29%,0  0  0,3  1  2,-3  -1  -2,Jamppi TL,,1.54  0.89  2.15,366  215  506,30  8  22,/  18  10  8  /,12  5  7,+12  -2  +14,83%  73%  92%,210  122  292,24%  23%  24%,6  1  5,0  0  0,+6  +1  +5
1,Mistic TL,,1.13  0.91  1.33,220  165  270,59  23  36,/  50  27  23  /,31  15  16,+9  -4  +13,77%  78%  77%,143  107  176,30%  45%  25%,6  1  5,4  1  3,+2  0  +2,16.0,14.0,Mistic TL,,1.07  0.59  1.55,211  138  285,24  8  16,/  21  13  8  /,8  5  3,+3  -5  +8,77%  73%  80%,131  84  179,37%  53%  32%,5  1  4,1  0  1,+4  +1  +3,Enzo TL,,0.99  0.98  1.00,223  182  259,18  7  11,/  19  8  11  /,7  4  3,-1  -1  0,68%  70%  67%,139  100  171,14%  9%  18%,2  1  1,2  0  2,0  +1  -1,Mistic TL,,1.17  1.07  1.26,246  223  268,20  10  10,/  16  8  8  /,13  5  8,+4  +2  +2,78%  73%  83%,164  150  177,22%  39%  13%,1  0  1,0  0  0,+1  0  +1
2,Enzo TL,,0.94  0.89  0.98,179  167  192,42  19  23,/  53  28  25  /,28  15  13,-11  -9  -2,80%  78%  82%,123  113  132,14%  14%  14%,5  3  2,5  2  3,0  +1  -1,9.0,13.0,Keiko TL,,1.06  1.06  1.06,204  232  177,21  11  10,/  20  11  9  /,5  4  1,+1  0  +1,73%  73%  73%,143  166  120,29%  35%  19%,5  2  3,8  6  2,-3  -4  +1,Jamppi TL,,0.98  1.01  0.95,192  216  173,15  8  7,/  16  8  8  /,7  2  5,-1  0  -1,86%  90%  83%,113  123  105,31%  40%  24%,3  2  1,1  0  1,+2  +2  0,nAts TL,,0.90  0.51  1.25,155  118  190,14  4  10,/  14  9  5  /,1  0  1,0  -5  +5,61%  36%  83%,120  89  147,29%  14%  44%,0  0  0,1  1  0,-1  -1  0
3,nAts TL,,0.90  0.85  0.96,172  199  147,45  25  20,/  52  29  23  /,10  4  6,-7  -4  -3,68%  61%  74%,124  138  111,24%  22%  26%,3  1  2,7  4  3,-4  -3  -1,10.0,13.0,Enzo TL,,1.02  0.85  1.18,188  154  224,17  6  11,/  20  12  8  /,11  6  5,-3  -6  +3,87%  87%  87%,128  104  151,16%  21%  15%,2  1  1,1  0  1,+1  +1  0,nAts TL,,0.97  1.23  0.75,201  262  151,16  10  6,/  17  7  10  /,5  2  3,-1  +3  -4,77%  80%  75%,151  200  111,18%  15%  22%,2  1  1,4  2  2,-2  -1  -1,Enzo TL,,0.80  0.83  0.77,126  170  86,7  6  1,/  14  8  6  /,10  5  5,-7  -2  -5,83%  73%  92%,101  135  69,10%  12%  8%,1  1  0,2  2  0,-1  -1  0
4,Keiko TL,,0.83  0.69  0.95,166  161  178,44  18  26,/  57  30  27  /,11  8  3,-13  -12  -1,69%  67%  72%,116  119  113,34%  36%  31%,11  5  6,19  12  7,-8  -7  -1,,,nAts TL,,0.85  0.82  0.88,161  216  108,15  11  4,/  21  13  8  /,4  2  2,-6  -2  -4,67%  67%  67%,106  132  81,25%  38%  13%,1  0  1,2  1  1,-1  -1  0,Keiko TL,,0.86  0.67  1.01,172  121  215,14  4  10,/  18  8  10  /,2  2  0,-4  -4  0,68%  60%  75%,111  94  125,40%  50%  33%,1  0  1,4  3  1,-3  -3  0,Keiko TL,,0.56  0.33  0.78,122  101  143,9  3  6,/  19  11  8  /,4  2  2,-10  -8  -2,65%  64%  67%,86  78  93,36%  23%  56%,5  3  2,7  3  4,-2  0  -2
5,Rossy T1,,1.29  1.13  1.47,244  232  246,66  34  32,/  42  26  16  /,24  10  14,+24  +8  +16,79%  69%  89%,155  152  159,24%  20%  29%,4  1  3,4  3  1,0  -2  +2,,,xccurate T1,,1.17  0.80  1.54,226  108  345,24  6  18,/  20  10  10  /,1  1  0,+4  -4  +8,60%  53%  67%,141  75  207,21%  8%  28%,4  1  3,1  1  0,+3  0  +3,Rossy T1,,1.44  1.26  1.66,248  228  272,22  12  10,/  11  7  4  /,5  1  4,+11  +5  +6,91%  83%  100%,168  163  174,31%  28%  36%,0  0  0,1  1  0,-1  -1  0,Rossy T1,,1.39  1.06  1.75,297  262  337,24  11  13,/  13  9  4  /,9  4  5,+11  +2  +9,74%  58%  91%,181  149  217,23%  20%  28%,2  0  2,2  2  0,0  -2  +2
6,xccurate T1,,1.04  0.83  1.25,193  137  259,53  20  33,/  50  28  22  /,11  7  4,+3  -8  +11,67%  62%  72%,132  100  166,31%  38%  27%,10  3  7,5  4  1,+5  -1  +6,,,Rossy T1,,1.03  1.07  1.00,187  212  162,20  11  9,/  18  10  8  /,10  5  5,+2  +1  +1,73%  67%  80%,126  145  106,19%  17%  23%,2  1  1,1  0  1,+1  +1  0,xccurate T1,,1.37  1.28  1.47,259  223  303,21  11  10,/  13  7  6  /,6  4  2,+8  +4  +4,86%  92%  80%,190  169  216,41%  45%  38%,5  1  4,2  2  0,+3  -1  +4,Sayaplayer T1,,1.09  1.36  0.79,185  261  102,17  13  4,/  16  9  7  /,3  1  2,+1  +4  -3,61%  50%  73%,117  158  73,28%  30%  22%,3  2  1,5  3  2,-2  -1  -1
7,Sayaplayer T1,,0.90  0.88  0.91,188  203  180,53  30  23,/  57  33  24  /,11  4  7,-4  -3  -1,59%  54%  64%,126  130  120,24%  27%  19%,12  8  4,17  9  8,-5  -1  -4,,,Sayaplayer T1,,1.02  0.71  1.34,221  159  285,22  8  14,/  23  13  10  /,7  3  4,-1  -5  +4,57%  47%  67%,150  111  189,19%  19%  19%,6  3  3,9  5  4,-3  -2  -1,Carpe T1,,0.78  0.98  0.55,174  222  118,13  9  4,/  18  9  9  /,10  7  3,-5  0  -5,73%  75%  70%,133  160  99,25%  24%  27%,1  1  0,1  0  1,0  +1  -1,Carpe T1,,1.09  0.70  1.51,233  130  347,19  5  14,/  16  10  6  /,10  8  2,+3  -5  +8,70%  58%  82%,154  92  220,33%  43%  29%,3  1  2,3  2  1,0  -1  +1
8,iZu T1,,0.89  0.70  1.09,173  143  207,46  19  27,/  59  33  26  /,26  11  15,-13  -14  +1,67%  67%  67%,113  95  133,23%  26%  20%,7  4  3,3  1  2,+4  +3  +1,,,iZu T1,,0.89  0.90  0.88,172  156  189,20  9  11,/  23  11  12  /,9  4  5,-3  -2  -1,63%  67%  60%,118  108  128,23%  42%  13%,1  1  0,1  1  0,0  0  0,iZu T1,,0.76  0.75  0.77,173  183  162,13  7  6,/  18  10  8  /,6  4  2,-5  -3  -2,59%  67%  50%,111  119  101,29%  25%  36%,5  3  2,1  0  1,+4  +3  +1,iZu T1,,1.01  0.46  1.60,174  86  271,13  3  10,/  18  12  6  /,11  3  8,-5  -9  +4,78%  67%  91%,110  56  169,18%  11%  22%,1  0  1,1  0  1,0  0  0
9,Carpe T1,,0.83  0.80  0.85,181  157  200,45  20  25,/  58  30  28  /,33  22  11,-13  -10  -3,67%  64%  69%,120  108  133,31%  29%  33%,6  2  4,7  4  3,-1  -2  +1,,,Carpe T1,,0.61  0.73  0.49,136  125  148,13  6  7,/  24  11  13  /,13  7  6,-11  -5  -6,60%  60%  60%,85  78  92,34%  26%  44%,2  0  2,3  2  1,-1  -2  +1,Sayaplayer T1,,0.59  0.58  0.61,159  201  110,14  9  5,/  18  11  7  /,1  0  1,-4  -2  -2,59%  67%  50%,101  127  69,30%  33%  17%,3  3  0,3  1  2,0  +2  -2,xccurate T1,,0.57  0.42  0.74,95  89  103,8  3  5,/  17  11  6  /,4  2  2,-9  -8  -1,57%  42%  73%,64  61  66,27%  83%  6%,1  1  0,2  1  1,-1  0  -1
