,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,mindfreak PRX,,1.25  1.27  1.24,213  234  195,57  32  25,/  42  23  19  /,32  20  12,+15  +9  +6,81%  79%  83%,153  173  131,35%  39%  32%,2  2  0,4  1  3,-2  +1  -3,2.0,1.0,mindfreak PRX,,1.22  1.25  1.18,237  218  258,20  10  10,/  16  7  9  /,6  3  3,+4  +3  +1,91%  83%  100%,167  166  168,33%  43%  27%,1  1  0,0  0  0,+1  +1  0,Jinggg PRX,,1.26  0.99  1.60,291  275  311,22  11  11,/  16  11  5  /,4  2  2,+6  0  +6,77%  67%  90%,179  169  191,16%  23%  11%,3  1  2,3  3  0,0  -2  +2,mindfreak PRX,,1.39  1.58  1.20,235  324  147,23  16  7,/  14  7  7  /,14  9  5,+9  +9  0,75%  86%  64%,170  241  98,33%  33%  32%,0  0  0,3  1  2,-3  -1  -2
1,Jinggg PRX,,1.11  1.08  1.15,253  252  247,63  35  28,/  56  30  26  /,20  10  10,+7  +5  +2,79%  79%  80%,162  160  165,18%  21%  16%,9  4  5,9  5  4,0  -1  +1,10.0,13.0,something PRX,,1.15  1.68  0.57,235  301  164,20  14  6,/  16  8  8  /,3  2  1,+4  +6  -2,65%  75%  55%,157  202  108,15%  23%  6%,5  4  1,2  0  2,+3  +4  -1,mindfreak PRX,,1.14  0.97  1.34,166  146  192,14  6  8,/  12  9  3  /,12  8  4,+2  -3  +5,77%  67%  90%,117  100  137,44%  55%  38%,1  1  0,1  0  1,0  +1  -1,f0rsakeN PRX,,1.18  1.03  1.33,326  314  340,29  14  15,/  21  13  8  /,9  5  4,+8  +1  +7,75%  86%  64%,209  202  216,21%  23%  19%,2  1  1,2  0  2,0  +1  -1
2,f0rsakeN PRX,,1.02  0.91  1.15,228  212  261,57  27  30,/  53  31  22  /,22  10  12,+4  -4  +8,70%  74%  66%,151  136  167,24%  27%  22%,6  2  4,9  4  5,-3  -2  -1,13.0,9.0,Jinggg PRX,,1.11  1.27  0.93,259  272  246,20  12  8,/  18  8  10  /,6  3  3,+2  +4  -2,83%  92%  73%,166  161  172,18%  21%  15%,3  2  1,2  0  2,+1  +2  -1,d4v41 PRX,,1.10  0.97  1.26,238  208  274,20  10  10,/  15  10  5  /,2  1  1,+5  0  +5,73%  58%  90%,149  127  175,41%  53%  32%,1  0  1,2  0  2,-1  0  -1,d4v41 PRX,,0.97  1.09  0.85,159  189  130,15  10  5,/  21  10  11  /,17  14  3,-6  0  -6,75%  86%  64%,111  132  91,33%  33%  33%,0  0  0,1  0  1,-1  0  -1
3,d4v41 PRX,,0.95  0.97  0.93,177  182  169,44  26  18,/  52  28  24  /,32  20  12,-8  -2  -6,74%  71%  77%,116  118  114,25%  26%  24%,3  1  2,3  0  3,0  +1  -1,15.0,13.0,f0rsakeN PRX,,0.80  0.82  0.78,168  128  212,12  5  7,/  18  9  9  /,8  5  3,-6  -4  -2,74%  83%  64%,111  77  149,30%  21%  38%,3  1  2,5  3  2,-2  -2  0,f0rsakeN PRX,,1.09  0.89  1.34,189  177  203,16  8  8,/  14  9  5  /,5  0  5,+2  -1  +3,59%  50%  70%,119  119  120,27%  42%  17%,1  0  1,2  1  1,-1  -1  0,Jinggg PRX,,0.96  0.99  0.92,208  214  203,21  12  9,/  22  11  11  /,10  5  5,-1  +1  -2,79%  79%  79%,146  150  142,21%  18%  25%,3  1  2,4  2  2,-1  -1  0
4,something PRX,,0.95  0.90  1.02,179  160  201,44  21  23,/  51  28  23  /,16  11  5,-7  -7  0,67%  66%  69%,117  108  127,15%  17%  13%,13  7  6,15  12  3,-2  -5  +3,,,d4v41 PRX,,0.77  0.84  0.68,135  147  123,9  6  3,/  16  8  8  /,13  5  8,-7  -2  -5,74%  67%  82%,90  94  87,7%  6%  8%,2  1  1,0  0  0,+2  +1  +1,something PRX,,0.86  0.39  1.42,131  58  219,8  1  7,/  14  10  4  /,8  5  3,-6  -9  +3,73%  58%  90%,85  40  140,13%  0%  24%,3  1  2,5  5  0,-2  -4  +2,something PRX,,0.85  0.63  1.07,171  126  217,16  6  10,/  21  10  11  /,5  4  1,-5  -4  -1,64%  64%  64%,109  85  134,16%  18%  15%,5  2  3,8  7  1,-3  -5  +2
5,C0M EG,,1.20  1.14  1.23,233  227  229,64  31  33,/  47  23  24  /,19  11  8,+17  +8  +9,79%  80%  79%,147  151  143,24%  21%  27%,3  3  0,1  0  1,+2  +3  -1,,,C0M EG,,1.61  1.60  1.61,304  276  331,28  12  16,/  12  5  7  /,6  5  1,+16  +7  +9,78%  82%  75%,189  172  205,33%  26%  41%,1  1  0,0  0  0,+1  +1  0,C0M EG,,1.24  0.83  1.58,238  187  282,21  6  15,/  14  9  5  /,6  3  3,+7  -3  +10,77%  70%  83%,147  126  165,18%  11%  22%,1  1  0,0  0  0,+1  +1  0,Demon1 EG,,1.36  1.17  1.55,271  229  314,28  11  17,/  19  8  11  /,2  2  0,+9  +3  +6,82%  79%  86%,210  191  229,33%  28%  38%,4  1  3,0  0  0,+4  +1  +3
6,jawgemo EG,,1.06  1.10  1.00,213  230  202,52  31  21,/  52  24  28  /,38  16  22,0  +7  -7,75%  77%  74%,141  145  138,18%  25%  13%,6  3  3,6  3  3,0  0  0,,,jawgemo EG,,1.03  1.44  0.66,217  279  160,18  14  4,/  16  6  10  /,6  4  2,+2  +8  -6,74%  100%  50%,130  157  106,25%  40%  14%,1  1  0,1  0  1,0  +1  -1,Demon1 EG,,1.02  0.74  1.25,234  148  307,18  6  12,/  17  9  8  /,1  0  1,+1  -3  +4,59%  40%  75%,143  82  193,37%  56%  31%,6  1  5,2  1  1,+4  0  +4,jawgemo EG,,1.30  1.38  1.23,232  272  193,19  13  6,/  19  9  10  /,26  10  16,0  +4  -4,82%  79%  86%,166  182  149,24%  37%  12%,1  1  0,2  1  1,-1  0  -1
7,Demon1 EG,,1.00  0.88  1.11,207  183  238,56  23  33,/  54  25  29  /,5  4  1,+2  -2  +4,66%  63%  68%,151  135  165,34%  33%  36%,12  3  9,7  3  4,+5  0  +5,,,Ethan EG,,0.88  1.45  0.36,173  256  97,12  11  1,/  17  6  11  /,13  6  7,-5  +5  -10,70%  82%  58%,127  170  87,13%  12%  15%,2  1  1,5  1  4,-3  0  -3,Ethan EG,,0.85  0.77  0.93,141  164  123,10  5  5,/  15  8  7  /,8  5  3,-5  -3  -2,59%  50%  67%,88  96  80,13%  13%  14%,2  1  1,1  1  0,+1  0  +1,Ethan EG,,1.03  0.55  1.52,234  100  368,24  4  20,/  22  10  12  /,8  7  1,+2  -6  +8,68%  57%  79%,137  66  207,18%  16%  18%,7  1  6,2  2  0,+5  -1  +6
8,Ethan EG,,0.92  0.92  0.94,183  167  205,46  20  26,/  54  24  30  /,29  18  11,-8  -4  -4,66%  63%  68%,119  107  129,15%  13%  17%,11  3  8,8  4  4,+3  -1  +4,,,Boostio EG,,0.80  0.53  1.04,222  130  308,16  5  11,/  19  9  10  /,5  2  3,-3  -4  +1,74%  64%  83%,168  103  227,26%  20%  29%,3  2  1,3  2  1,0  0  0,jawgemo EG,,0.83  0.48  1.12,191  118  253,15  4  11,/  17  9  8  /,6  2  4,-2  -5  +3,68%  50%  83%,122  78  158,8%  0%  13%,4  1  3,3  2  1,+1  -1  +2,C0M EG,,0.75  1.00  0.49,156  218  96,15  13  2,/  21  9  12  /,7  3  4,-6  +4  -10,82%  86%  79%,112  152  72,22%  23%  20%,1  1  0,1  0  1,0  +1  -1
9,Boostio EG,,0.65  0.50  0.76,158  129  187,36  15  21,/  60  30  30  /,20  7  13,-24  -15  -9,63%  54%  71%,115  91  138,22%  20%  23%,8  6  2,11  7  4,-3  -1  -2,,,Demon1 EG,,0.62  0.72  0.52,115  155  80,10  6  4,/  18  8  10  /,2  2  0,-8  -2  -6,52%  64%  42%,86  112  63,33%  29%  43%,2  1  1,5  2  3,-3  -1  -2,Boostio EG,,0.51  0.12  0.84,94  29  149,7  1  6,/  17  9  8  /,6  0  6,-10  -8  -2,45%  20%  67%,65  17  105,16%  0%  18%,0  0  0,3  2  1,-3  -2  -1,Boostio EG,,0.63  0.84  0.41,157  199  115,13  9  4,/  24  12  12  /,9  5  4,-11  -3  -8,68%  71%  64%,111  134  89,20%  21%  18%,5  4  1,5  3  2,0  +1  -1
