,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,TryTryz WBG,,,190.0,23.0,/  25  /,13.0,-2.0,,,,,,,0.0,2.0,TryTryz WBG,,,198.0,12.0,/  12  /,3.0,0.0,,,,,,,pl1xx WBG,,,191.0,14.0,/  16  /,3.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,pl1xx WBG,,,187.0,27.0,/  31  /,4.0,-4.0,,,,,,,5.0,13.0,pl1xx WBG,,,183.0,13.0,/  15  /,1.0,-2.0,,,,,,,TryTryz WBG,,,181.0,11.0,/  13  /,10.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,R1ckLeexD WBG,,,129.0,16.0,/  29  /,6.0,-13.0,,,,,,,6.0,13.0,nos WBG,,,158.0,8.0,/  13  /,7.0,-5.0,,,,,,,R1ckLeexD WBG,,,163.0,10.0,/  15  /,4.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Zoomer WBG,,,128.0,15.0,/  30  /,8.0,-15.0,,,,,,,,,Zoomer WBG,,,107.0,6.0,/  14  /,2.0,-8.0,,,,,,,Zoomer WBG,,,149.0,9.0,/  16  /,6.0,-7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,nos WBG,,,116.0,12.0,/  28  /,12.0,-16.0,,,,,,,,,R1ckLeexD WBG,,,95.0,6.0,/  14  /,2.0,-8.0,,,,,,,nos WBG,,,74.0,4.0,/  15  /,5.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MarT1n RA,,,293.0,37.0,/  20  /,10.0,17.0,,,,,,,,,MarT1n RA,,,290.0,18.0,/  9  /,4.0,9.0,,,,,,,stew RA,,,353.0,26.0,/  11  /,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,stew RA,,,291.0,39.0,/  23  /,6.0,16.0,,,,,,,,,stew RA,,,228.0,13.0,/  12  /,5.0,1.0,,,,,,,MarT1n RA,,,296.0,19.0,/  11  /,6.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,yoman RA,,,190.0,28.0,/  18  /,21.0,10.0,,,,,,,,,Viva RA,,,210.0,14.0,/  8  /,3.0,6.0,,,,,,,yoman RA,,,185.0,14.0,/  9  /,12.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Viva RA,,,168.0,20.0,/  18  /,11.0,2.0,,,,,,,,,yoman RA,,,195.0,14.0,/  9  /,9.0,5.0,,,,,,,YiHao RA,,,135.0,10.0,/  7  /,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,YiHao RA,,,134.0,19.0,/  14  /,20.0,5.0,,,,,,,,,YiHao RA,,,133.0,9.0,/  7  /,8.0,2.0,,,,,,,Viva RA,,,126.0,6.0,/  10  /,8.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,dango HIVE.V,,1.03  0.96  0.99,163  188  145,38  21  17,/  37  20  17  /,11  5  6,+1  +1  0,69%  72%  66%,105  114  97,32%  31%  32%,3  2  1,4  2  2,-1  0  -1,1.0,2.0,dango HIVE.V,,1.36  1.32  1.41,239  223  265,18  10  8,/  12  7  5  /,6  3  3,+6  +3  +3,75%  83%  63%,145  135  160,42%  33%  57%,1  1  0,3  2  1,-2  -1  -1,snowbunny HIVE.V,,0.84  0.84  0.84,226  253  215,10  4  6,/  16  5  11  /,6  0  6,-6  -1  -5,71%  60%  75%,154  152  154,23%  20%  25%,1  0  1,4  2  2,-3  -2  -1,shishi HIVE.V,,1.24  0.88  1.72,322  211  470,22  9  13,/  18  11  7  /,5  0  5,+4  -2  +6,71%  50%  100%,216  147  308,23%  32%  18%,2  0  2,0  0  0,+2  0  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,shishi HIVE.V,,0.99  0.92  1.11,231  172  293,45  18  27,/  43  20  23  /,7  1  6,+2  -2  +4,67%  59%  76%,155  116  194,24%  31%  20%,5  3  2,3  1  2,+2  +2  0,13.0,7.0,snowbunny HIVE.V,,1.28  1.60  0.80,217  271  137,17  14  3,/  12  6  6  /,11  9  2,+5  +8  -3,70%  75%  63%,135  168  85,28%  35%  15%,0  0  0,1  0  1,-1  0  -1,shishi HIVE.V,,0.80  0.88  0.77,227  150  260,14  3  11,/  15  4  11  /,1  1  0,-1  -1  0,65%  60%  67%,147  113  161,33%  38%  32%,1  1  0,2  0  2,-1  +1  -2,dango HIVE.V,,1.02  1.26  0.68,144  201  71,13  10  3,/  13  8  5  /,2  1  1,0  +2  -2,62%  75%  44%,87  119  46,28%  35%  11%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,snowbunny HIVE.V,,0.90  0.92  0.87,184  196  165,35  21  14,/  43  22  21  /,19  11  8,-8  -1  -7,64%  59%  69%,121  123  118,24%  24%  23%,1  0  1,7  3  4,-6  -3  -3,4.0,13.0,shishi HIVE.V,,0.93  0.99  0.83,143  143  145,9  6  3,/  10  5  5  /,1  0  1,-1  +1  -2,65%  67%  63%,97  86  114,17%  26%  8%,2  2  0,1  1  0,+1  +1  0,dango HIVE.V,,0.70  0.30  0.87,106  72  121,7  1  6,/  12  5  7  /,3  1  2,-5  -4  -1,71%  40%  83%,81  53  93,20%  14%  22%,1  0  1,1  0  1,0  0  0,YuiCee HIVE.V,,0.75  0.64  0.90,145  127  170,10  4  6,/  16  10  6  /,6  4  2,-6  -6  0,67%  67%  67%,106  104  108,41%  35%  50%,3  2  1,4  4  0,-1  -2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,YuiCee HIVE.V,,0.71  0.85  0.64,149  180  122,30  17  13,/  49  25  24  /,14  6  8,-19  -8  -11,67%  76%  59%,106  129  82,30%  28%  31%,6  4  2,10  6  4,-4  -2  -2,8.0,13.0,anouk HIVE.V,,0.87  1.04  0.62,186  205  158,15  10  5,/  16  8  8  /,2  1  1,-1  +2  -3,55%  67%  38%,133  154  101,24%  19%  36%,3  1  2,2  1  1,+1  0  +1,anouk HIVE.V,,0.65  1.44  0.33,162  234  132,10  5  5,/  15  3  12  /,0  0  0,-5  +2  -7,65%  100%  50%,95  144  74,18%  25%  14%,1  1  0,4  1  3,-3  0  -3,snowbunny HIVE.V,,0.59  0.31  0.96,108  97  124,8  3  5,/  15  11  4  /,2  2  0,-7  -8  +1,52%  42%  67%,81  67  100,19%  13%  27%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,anouk HIVE.V,,0.70  0.97  0.57,167  191  144,36  21  15,/  49  23  26  /,4  2  2,-13  -2  -11,55%  62%  48%,114  136  91,23%  24%  22%,6  2  4,13  6  7,-7  -4  -3,,,YuiCee HIVE.V,,0.84  0.94  0.69,181  226  113,12  9  3,/  17  11  6  /,4  2  2,-5  -2  -3,75%  83%  63%,130  162  83,33%  30%  42%,3  2  1,4  2  2,-1  0  -1,YuiCee HIVE.V,,0.52  0.97  0.34,121  193  91,8  4  4,/  16  4  12  /,4  0  4,-8  0  -8,59%  80%  50%,76  110  62,9%  11%  8%,0  0  0,2  0  2,-2  0  -2,anouk HIVE.V,,0.57  0.42  0.77,154  159  148,11  6  5,/  18  12  6  /,2  1  1,-7  -6  -1,48%  42%  56%,111  116  103,27%  30%  24%,2  0  2,7  4  3,-5  -4  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,piano KARM,,1.27  1.23  1.13,207  189  225,40  19  21,/  33  14  19  /,36  17  19,+7  +5  +2,83%  86%  79%,150  150  150,31%  30%  32%,6  2  4,3  2  1,+3  0  +3,,,els KARM,,1.13  1.51  0.87,198  259  158,14  8  6,/  13  4  9  /,14  6  8,+1  +4  -3,90%  100%  83%,120  151  99,29%  35%  23%,2  1  1,1  0  1,+1  +1  0,Addi KARM,,1.60  1.34  2.23,297  182  573,19  9  10,/  9  6  3  /,3  3  0,+10  +3  +7,94%  92%  100%,196  143  323,28%  37%  21%,1  0  1,1  1  0,0  -1  +1,piano KARM,,1.37  1.15  1.54,181  142  211,12  3  9,/  11  5  6  /,21  8  13,+1  -2  +3,86%  78%  92%,128  109  142,23%  17%  27%,1  0  1,2  1  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Addi KARM,,1.23  1.34  1.30,223  221  217,47  26  21,/  34  16  18  /,15  4  11,+13  +10  +3,79%  76%  83%,156  164  147,25%  32%  19%,6  2  4,5  2  3,+1  0  +1,,,Puffy KARM,,1.12  1.28  1.01,269  267  271,17  6  11,/  16  6  10  /,8  6  2,+1  0  +1,70%  88%  58%,184  187  183,11%  8%  14%,5  3  2,2  0  2,+3  +3  0,piano KARM,,1.41  1.69  0.72,211  245  130,14  12  2,/  8  5  3  /,11  7  4,+6  +7  -1,88%  92%  80%,162  197  79,29%  33%  17%,2  2  0,0  0  0,+2  +2  0,els KARM,,1.21  0.88  1.46,260  174  325,22  6  16,/  14  7  7  /,5  3  2,+8  -1  +9,81%  67%  92%,160  104  203,33%  31%  33%,2  0  2,0  0  0,+2  0  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,els KARM,,1.14  1.16  1.13,215  201  235,47  22  25,/  37  18  19  /,28  15  13,+10  +4  +6,86%  86%  86%,132  119  145,31%  35%  28%,5  2  3,2  1  1,+3  +1  +2,,,piano KARM,,1.02  0.86  1.13,229  157  279,14  4  10,/  14  4  10  /,4  2  2,0  0  0,75%  88%  67%,163  127  187,43%  44%  42%,3  0  3,1  1  0,+2  -1  +3,Joanne KARM,,1.17  1.33  0.80,207  239  130,14  11  3,/  9  6  3  /,4  4  0,+5  +5  0,71%  67%  80%,140  160  93,22%  22%  22%,2  1  1,1  0  1,+1  +1  0,Addi KARM,,1.18  1.17  1.18,210  219  205,16  8  8,/  12  6  6  /,9  1  8,+4  +2  +2,81%  56%  100%,141  146  138,19%  29%  15%,4  1  3,1  1  0,+3  0  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Puffy KARM,,1.09  1.17  0.86,260  297  220,49  26  23,/  45  23  22  /,20  14  6,+4  +3  +1,74%  83%  66%,168  189  147,20%  28%  13%,18  12  6,8  3  5,+10  +9  +1,,,Addi KARM,,0.89  1.49  0.50,161  280  82,12  9  3,/  13  4  9  /,3  0  3,-1  +5  -6,65%  75%  58%,136  218  81,29%  31%  25%,1  1  0,3  0  3,-2  +1  -3,Puffy KARM,,1.12  1.45  0.33,295  350  166,16  14  2,/  13  8  5  /,6  4  2,+3  +6  -3,82%  92%  60%,192  221  122,30%  38%  8%,7  6  1,1  0  1,+6  +6  0,Joanne KARM,,1.17  1.08  1.24,175  124  214,14  5  9,/  11  5  6  /,5  0  5,+3  0  +3,81%  67%  92%,151  112  180,25%  33%  22%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Joanne KARM,,1.00  1.05  0.89,170  161  177,38  19  19,/  35  16  19  /,16  6  10,+3  +3  0,76%  69%  83%,126  118  134,19%  22%  17%,2  1  1,3  2  1,-1  -1  0,,,Joanne KARM,,0.67  0.74  0.62,129  84  160,10  3  7,/  15  5  10  /,7  2  5,-5  -2  -3,75%  75%  75%,88  61  106,8%  9%  7%,0  0  0,2  2  0,-2  -2  0,els KARM,,1.09  1.10  1.07,188  183  201,11  8  3,/  10  7  3  /,9  6  3,+1  +1  0,88%  92%  80%,110  108  115,31%  40%  21%,1  1  0,1  1  0,0  0  0,Puffy KARM,,1.04  0.79  1.24,217  252  192,16  6  10,/  16  9  7  /,6  4  2,0  -3  +3,71%  67%  75%,133  149  121,23%  35%  13%,6  3  3,5  3  2,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,adora One,,1.06  0.83  1.36,279  242  329,65  29  36,/  54  31  23  /,10  5  5,+11  -2  +13,73%  61%  87%,185  155  220,26%  26%  26%,18  11  7,14  10  4,+4  +1  +3,1.0,2.0,strahlen One,,1.21  1.36  1.06,259  237  281,22  11  11,/  16  6  10  /,8  5  3,+6  +5  +1,83%  83%  83%,169  150  188,27%  36%  22%,4  3  1,5  2  3,-1  +1  -2,adora One,,1.23  0.83  1.71,322  265  392,25  10  15,/  18  11  7  /,2  2  0,+7  -1  +8,73%  58%  90%,203  160  254,20%  14%  26%,8  6  2,3  2  1,+5  +4  +1,Frotsy One,,1.09  1.21  0.91,231  242  216,14  9  5,/  17  10  7  /,9  4  5,-3  -1  -2,70%  58%  88%,150  158  137,22%  26%  19%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,strahlen One,,1.00  1.12  0.84,209  197  230,49  27  22,/  48  22  26  /,30  16  14,+1  +5  -4,77%  75%  80%,137  128  148,24%  29%  20%,9  4  5,7  3  4,+2  +1  +1,11.0,13.0,adora One,,1.07  1.10  1.03,294  300  290,24  12  12,/  21  10  11  /,8  3  5,+3  +2  +1,88%  83%  92%,200  198  203,22%  29%  16%,5  2  3,3  2  1,+2  0  +2,Lunara One,,1.09  1.05  1.15,160  165  155,12  7  5,/  11  7  4  /,13  5  8,+1  0  +1,77%  67%  90%,103  100  106,39%  29%  53%,1  1  0,0  0  0,+1  +1  0,adora One,,0.88  0.58  1.32,220  162  308,16  7  9,/  15  10  5  /,0  0  0,+1  -3  +4,55%  42%  75%,146  107  205,54%  58%  50%,5  3  2,8  6  2,-3  -3  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Frotsy One,,0.95  1.18  0.70,188  222  148,43  29  14,/  46  22  24  /,18  9  9,-3  +7  -10,70%  72%  67%,120  134  102,21%  17%  26%,2  1  1,4  0  4,-2  +1  -3,13.0,9.0,Frotsy One,,0.83  1.29  0.37,202  289  117,18  14  4,/  18  7  11  /,5  2  3,0  +7  -7,63%  75%  50%,123  162  84,20%  16%  25%,0  0  0,3  0  3,-3  0  -3,strahlen One,,0.98  0.85  1.12,205  135  290,15  6  9,/  15  6  9  /,15  8  7,0  0  0,82%  83%  80%,122  71  182,12%  11%  13%,3  0  3,2  1  1,+1  -1  +2,strahlen One,,0.81  1.14  0.33,162  219  79,12  10  2,/  17  10  7  /,7  3  4,-5  0  -5,65%  58%  75%,117  163  47,40%  35%  75%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Lunara One,,0.75  0.67  0.87,118  118  118,26  14  12,/  44  27  17  /,30  15  15,-18  -13  -5,62%  53%  73%,74  74  74,27%  25%  30%,3  2  1,3  1  2,0  +1  -1,7.0,13.0,Lunara One,,0.67  0.83  0.52,98  139  57,8  6  2,/  16  8  8  /,12  6  6,-8  -2  -6,58%  67%  50%,59  84  33,23%  30%  10%,1  1  0,1  0  1,0  +1  -1,Frotsy One,,0.94  1.03  0.83,132  135  131,11  6  5,/  11  5  6  /,4  3  1,0  +1  -1,77%  83%  70%,89  83  95,21%  0%  45%,0  0  0,1  0  1,-1  0  -1,Dirt One,,0.78  0.74  0.84,162  134  205,11  5  6,/  15  9  6  /,1  1  0,-4  -4  0,55%  50%  63%,116  92  153,16%  11%  22%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Dirt One,,0.72  0.73  0.70,151  158  140,34  18  16,/  49  26  23  /,10  5  5,-15  -8  -7,55%  53%  57%,103  106  99,24%  23%  25%,2  1  1,4  3  1,-2  -2  0,,,Dirt One,,0.58  0.58  0.58,115  124  107,9  4  5,/  18  8  10  /,7  3  4,-9  -4  -5,46%  50%  42%,73  84  61,19%  20%  18%,0  0  0,2  2  0,-2  -2  0,Dirt One,,0.79  0.87  0.69,175  217  127,14  9  5,/  16  9  7  /,2  1  1,-2  0  -2,64%  58%  70%,124  141  103,36%  36%  37%,2  1  1,2  1  1,0  0  0,Lunara One,,0.47  0.14  0.96,96  51  165,6  1  5,/  17  12  5  /,5  4  1,-11  -11  0,50%  25%  88%,61  38  96,12%  8%  15%,1  0  1,2  1  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,leeni IL,,1.56  1.53  1.57,350  376  326,82  40  42,/  44  21  23  /,17  8  9,+38  +19  +19,83%  87%  81%,222  248  200,18%  19%  17%,11  5  6,7  2  5,+4  +3  +1,,,leeni IL,,1.81  1.94  1.69,359  400  320,32  18  14,/  14  6  8  /,5  3  2,+18  +12  +6,88%  92%  83%,238  281  196,15%  14%  16%,4  2  2,1  1  0,+3  +1  +2,cakie IL,,1.28  1.61  1.00,256  326  199,19  12  7,/  17  7  10  /,8  4  4,+2  +5  -3,86%  80%  92%,174  225  132,20%  21%  19%,2  2  0,3  1  2,-1  +1  -2,leeni IL,,1.75  1.43  1.96,417  412  421,30  11  19,/  12  7  5  /,7  3  4,+18  +4  +14,95%  100%  92%,249  252  247,20%  16%  24%,5  2  3,3  0  3,+2  +2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Yanie IL,,1.17  1.25  1.12,221  218  221,48  22  26,/  40  17  23  /,14  6  8,+8  +5  +3,67%  60%  72%,152  159  146,31%  33%  30%,4  0  4,6  2  4,-2  -2  0,,,Yanie IL,,1.15  1.29  1.01,233  242  225,19  11  8,/  16  6  10  /,4  0  4,+3  +5  -2,54%  50%  58%,164  169  159,31%  35%  28%,2  0  2,2  0  2,0  0  0,leeni IL,,1.13  1.23  1.05,275  320  238,20  11  9,/  18  8  10  /,5  2  3,+2  +3  -1,68%  70%  67%,179  205  158,19%  33%  12%,2  1  1,3  1  2,-1  0  -1,Yanie IL,,1.46  1.74  1.27,294  278  305,21  8  13,/  11  3  8  /,4  1  3,+10  +5  +5,90%  88%  92%,197  213  186,28%  33%  25%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,cakie IL,,1.07  1.19  0.94,191  219  168,44  24  20,/  46  20  26  /,27  11  16,-2  +4  -6,76%  73%  78%,124  143  109,28%  30%  26%,6  4  2,6  4  2,0  0  0,,,Juja IL,,1.14  1.22  1.05,213  218  210,17  8  9,/  17  8  9  /,13  7  6,0  0  0,75%  83%  67%,138  143  134,19%  17%  21%,5  3  2,3  1  2,+2  +2  0,sofia IL,,0.95  0.72  1.14,151  159  146,11  5  6,/  14  8  6  /,5  2  3,-3  -3  0,73%  70%  75%,106  110  104,33%  28%  39%,1  0  1,2  0  2,-1  0  -1,Juja IL,,1.08  1.06  1.10,160  146  169,11  4  7,/  10  4  6  /,8  3  5,+1  0  +1,75%  75%  75%,81  64  93,23%  20%  24%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Juja IL,,1.05  0.95  1.13,178  149  206,41  14  27,/  42  20  22  /,30  17  13,-1  -6  +5,74%  77%  72%,105  84  122,19%  16%  22%,7  4  3,7  4  3,0  0  0,,,cakie IL,,0.96  1.28  0.64,144  204  85,12  9  3,/  16  7  9  /,10  4  6,-4  +2  -6,63%  75%  50%,92  128  56,35%  47%  17%,2  2  0,1  1  0,+1  +1  0,Juja IL,,0.93  0.57  1.24,161  70  238,13  2  11,/  15  8  7  /,9  7  2,-2  -6  +4,73%  70%  75%,89  29  139,17%  0%  20%,2  1  1,3  2  1,-1  -1  0,cakie IL,,0.98  0.68  1.18,174  106  221,13  3  10,/  13  6  7  /,9  3  6,0  -3  +3,80%  63%  92%,109  63  139,40%  27%  47%,2  0  2,2  2  0,0  -2  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,sofia IL,,0.79  0.79  0.78,120  140  104,26  14  12,/  45  22  23  /,18  11  7,-19  -8  -11,68%  73%  64%,83  95  73,19%  18%  21%,4  2  2,8  3  5,-4  -1  -3,,,sofia IL,,0.72  0.91  0.52,108  110  106,9  5  4,/  18  7  11  /,6  5  1,-9  -2  -7,58%  75%  42%,74  81  68,15%  20%  10%,1  1  0,3  1  2,-2  0  -2,Yanie IL,,0.91  0.71  1.08,136  140  133,8  3  5,/  13  8  5  /,6  5  1,-5  -5  0,59%  50%  67%,98  105  93,41%  25%  60%,1  0  1,3  2  1,-2  -2  0,sofia IL,,0.70  0.75  0.67,100  160  61,6  4  2,/  13  7  6  /,7  4  3,-7  -3  -4,75%  75%  75%,68  98  48,7%  6%  11%,2  1  1,3  2  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
