,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,k1zpawn SAW,,1.35  1.02  1.71,279  262  299,21  10  11,/  16  11  5  /,10  2  8,+5  -1  +6,78%  58%  100%,202  197  208,23%  29%  20%,1  0  1,1  0  1,0  0  0,1.0,0.0,k1zpawn SAW,,1.35  1.02  1.71,279  262  299,21  10  11,/  16  11  5  /,10  2  8,+5  -1  +6,78%  58%  100%,202  197  208,23%  29%  20%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Addicted SAW,,1.28  1.00  1.58,221  205  241,17  7  10,/  13  9  4  /,7  2  5,+4  -2  +6,87%  83%  91%,133  117  151,26%  26%  26%,1  1  0,0  0  0,+1  +1  0,13.0,10.0,Addicted SAW,,1.28  1.00  1.58,221  205  241,17  7  10,/  13  9  4  /,7  2  5,+4  -2  +6,87%  83%  91%,133  117  151,26%  26%  26%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,brk SAW,,1.13  0.42  1.91,198  118  287,18  4  14,/  15  11  4  /,4  2  2,+3  -7  +10,70%  42%  100%,130  82  182,18%  29%  12%,6  2  4,7  6  1,-1  -4  +3,,,brk SAW,,1.13  0.42  1.91,198  118  287,18  4  14,/  15  11  4  /,4  2  2,+3  -7  +10,70%  42%  100%,130  82  182,18%  29%  12%,6  2  4,7  6  1,-1  -4  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,pdr SAW,,1.10  0.65  1.60,157  124  194,11  3  8,/  14  11  3  /,18  9  9,-3  -8  +5,74%  58%  91%,110  92  130,23%  13%  35%,1  0  1,1  1  0,0  -1  +1,,,pdr SAW,,1.10  0.65  1.60,157  124  194,11  3  8,/  14  11  3  /,18  9  9,-3  -8  +5,74%  58%  91%,110  92  130,23%  13%  35%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Fragger SAW,,0.91  0.56  1.29,172  99  254,15  4  11,/  15  9  6  /,6  1  5,0  -5  +5,78%  67%  91%,114  71  160,27%  25%  28%,2  0  2,3  2  1,-1  -2  +1,,,Fragger SAW,,0.91  0.56  1.29,172  99  254,15  4  11,/  15  9  6  /,6  1  5,0  -5  +5,78%  67%  91%,114  71  160,27%  25%  28%,2  0  2,3  2  1,-1  -2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Fito TQ,,1.14  0.73  1.52,240  237  244,18  7  11,/  16  11  5  /,6  2  4,+2  -4  +6,78%  73%  83%,161  162  159,21%  37%  15%,1  0  1,0  0  0,+1  0  +1,,,Fito TQ,,1.14  0.73  1.52,240  237  244,18  7  11,/  16  11  5  /,6  2  4,+2  -4  +6,78%  73%  83%,161  162  159,21%  37%  15%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,soloffg TQ,,0.92  0.19  1.58,234  99  359,18  2  16,/  18  11  7  /,5  2  3,0  -9  +9,74%  55%  92%,147  77  211,24%  19%  26%,7  1  6,3  3  0,+4  -2  +6,,,soloffg TQ,,0.92  0.19  1.58,234  99  359,18  2  16,/  18  11  7  /,5  2  3,0  -9  +9,74%  55%  92%,147  77  211,24%  19%  26%,7  1  6,3  3  0,+4  -2  +6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Boom TQ,,0.89  0.44  1.31,150  141  159,13  5  8,/  14  11  3  /,2  1  1,-1  -6  +5,70%  55%  83%,108  88  126,24%  27%  21%,1  1  0,2  1  1,-1  0  -1,,,Boom TQ,,0.89  0.44  1.31,150  141  159,13  5  8,/  14  11  3  /,2  1  1,-1  -6  +5,70%  55%  83%,108  88  126,24%  27%  21%,1  1  0,2  1  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,FacePalm TQ,,0.83  0.18  1.43,172  58  277,15  2  13,/  17  11  6  /,3  1  2,-2  -9  +7,57%  27%  83%,108  37  173,18%  17%  19%,3  1  2,4  4  0,-1  -3  +2,,,FacePalm TQ,,0.83  0.18  1.43,172  58  277,15  2  13,/  17  11  6  /,3  1  2,-2  -9  +7,57%  27%  83%,108  37  173,18%  17%  19%,3  1  2,4  4  0,-1  -3  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,MissLaia TQ,,0.57  0.53  0.61,101  124  80,9  6  3,/  17  10  7  /,5  1  4,-8  -4  -4,61%  45%  75%,64  68  61,21%  27%  14%,0  0  0,2  0  2,-2  0  -2,,,MissLaia TQ,,0.57  0.53  0.61,101  124  80,9  6  3,/  17  10  7  /,5  1  4,-8  -4  -4,61%  45%  75%,64  68  61,21%  27%  14%,0  0  0,2  0  2,-2  0  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,pashapain666 eco,,0.67  0.44  0.65,128  80  214,13  4  9,/  26  16  10  /,7  2  5,-13  -12  -1,53%  29%  85%,100  55  160,33%  27%  36%,2  0  2,3  1  2,-1  -1  0,0.0,2.0,sickrey eco,,0.72  0.69  1.13,242  222  488,10  8  2,/  13  12  1  /,1  1  0,-3  -4  +1,54%  50%  100%,153  148  210,56%  50%  100%,1  1  0,2  2  0,-1  -1  0,pashapain666 eco,,1.06  0.54  1.28,200  125  232,11  2  9,/  13  4  9  /,6  1  5,-2  -2  0,71%  20%  92%,147  85  173,37%  40%  36%,2  0  2,2  1  1,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,sickrey eco,,0.64  0.51  0.89,199  180  213,17  9  8,/  28  16  12  /,4  1  3,-11  -7  -4,53%  47%  62%,132  122  144,38%  45%  32%,1  1  0,3  3  0,-2  -2  0,0.0,13.0,Hasaa eco,,0.46  0.48  0.31,152  140  308,6  5  1,/  13  12  1  /,2  2  0,-7  -7  0,46%  42%  100%,98  86  234,29%  17%  100%,0  0  0,2  2  0,-2  -2  0,Pjotr eco,,0.73  0.94  0.64,161  269  116,10  5  5,/  14  4  10  /,2  0  2,-4  +1  -5,53%  80%  42%,120  170  99,27%  21%  33%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Pjotr eco,,0.59  0.73  0.32,133  159  107,15  10  5,/  27  16  11  /,2  0  2,-12  -6  -6,53%  59%  46%,96  99  92,24%  20%  33%,2  1  1,6  4  2,-4  -3  -1,4.0,13.0,Pjotr eco,,0.45  0.52  0.01,104  113,5  5  0,/  13  12  1  /,0  0  0,-8  -7  -1,54%  50%  100%,63  69,19%  19%,1  1  0,3  3  0,-2  -2  0,Hasaa eco,,0.67  0.47  0.75,140  114  151,9  2  7,/  12  5  7  /,0  0  0,-3  -3  0,59%  40%  67%,110  77  124,37%  36%  38%,1  0  1,2  0  2,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Hasaa eco,,0.57  0.47  0.53,146  132  163,15  7  8,/  25  17  8  /,2  2  0,-10  -10  0,53%  41%  69%,105  83  132,34%  24%  44%,1  0  1,4  2  2,-3  -2  -1,,,SH0UTy eco,,0.32  0.36  0.02,85  91  22,3  3  0,/  13  12  1  /,1  1  0,-10  -9  -1,54%  50%  100%,57  60  22,40%  44%  0%,1  1  0,2  2  0,-1  -1  0,sickrey eco,,0.56  0.33  0.66,156  78  190,7  1  6,/  15  4  11  /,3  0  3,-8  -3  -5,53%  40%  58%,116  60  139,27%  25%  27%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SH0UTy eco,,0.32  0.29  0.20,108  98  128,10  5  5,/  30  17  13  /,5  2  3,-20  -12  -8,60%  59%  62%,77  67  90,26%  29%  24%,1  1  0,7  4  3,-6  -3  -3,,,pashapain666 eco,,0.29  0.34  0.01,56  61,2  2  0,/  13  12  1  /,1  1  0,-11  -10  -1,31%  33%,40  43,20%  20%,0  0  0,1  0  1,-1  0  -1,SH0UTy eco,,0.33  0.21  0.37,130  115  137,7  2  5,/  17  5  12  /,4  1  3,-10  -3  -7,65%  80%  58%,92  84  95,21%  13%  25%,0  0  0,5  2  3,-5  -2  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,kaajak Z10,,1.78  1.34  2.14,333  271  376,38  14  24,/  16  8  8  /,6  1  5,+22  +6  +16,97%  92%  100%,222  173  259,50%  48%  51%,11  4  7,1  1  0,+10  +3  +7,,,kaajak Z10,,1.95  1.35  2.00,346  138  364,17  1  16,/  6  1  5  /,4  0  4,+11  0  +11,100%  100%  100%,242  105  253,48%  100%  47%,5  0  5,0  0  0,+5  0  +5,ALMO Z10,,1.66  1.79  1.33,304  344  211,21  16  5,/  8  6  2  /,3  3  0,+13  +10  +3,76%  83%  60%,207  234  144,44%  41%  57%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,kenobi Z10,,1.43  1.63  1.54,257  206  285,30  10  20,/  14  7  7  /,15  4  11,+16  +3  +13,90%  85%  94%,156  119  184,46%  55%  42%,4  4  0,2  1  1,+2  +3  -1,,,qxv Z10,,1.93  3.17  1.83,316  482  302,16  2  14,/  3  0  3  /,4  0  4,+13  +2  +11,92%  100%  92%,224  270  220,29%  50%  26%,2  1  1,0  0  0,+2  +1  +1,kaajak Z10,,1.61  1.33  2.29,319  283  407,21  13  8,/  10  7  3  /,2  1  1,+11  +6  +5,94%  92%  100%,207  178  274,51%  45%  62%,6  4  2,1  1  0,+5  +3  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,qxv Z10,,1.36  1.97  1.34,209  156  225,22  8  14,/  13  8  5  /,6  0  6,+9  0  +9,80%  69%  88%,142  109  167,30%  47%  24%,2  1  1,1  1  0,+1  0  +1,,,kenobi Z10,,1.67  2.18  1.63,307  193  317,17  1  16,/  5  0  5  /,10  1  9,+12  +1  +11,92%  100%  92%,204  183  205,48%  100%  45%,0  0  0,1  0  1,-1  0  -1,Freyy Z10,,1.27  1.25  1.31,172  143  245,10  6  4,/  7  4  3  /,8  5  3,+3  +2  +1,82%  83%  80%,107  95  138,31%  22%  50%,3  0  3,0  0  0,+3  0  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ALMO Z10,,1.26  1.16  1.11,218  326  157,27  16  11,/  14  7  7  /,6  5  1,+13  +9  +4,80%  85%  76%,153  224  100,37%  38%  33%,2  0  2,3  1  2,-1  -1  0,,,Freyy Z10,,1.17  1.75  1.13,177  255  171,9  1  8,/  6  1  5  /,4  1  3,+3  0  +3,100%  100%  100%,123  135  122,40%  50%  39%,1  0  1,0  0  0,+1  0  +1,kenobi Z10,,1.20  1.09  1.46,206  207  207,13  9  4,/  9  7  2  /,5  3  2,+4  +2  +2,88%  83%  100%,119  113  134,44%  50%  36%,4  4  0,1  1  0,+3  +3  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Freyy Z10,,1.22  1.50  1.22,175  152  193,19  7  12,/  13  5  8  /,12  6  6,+6  +2  +4,90%  85%  94%,114  98  126,35%  25%  42%,4  0  4,0  0  0,+4  0  +4,,,ALMO Z10,,0.87  0.53  0.89,132  106  135,6  0  6,/  6  1  5  /,3  2  1,0  -1  +1,85%  100%  83%,83  106  81,15%  0%  18%,2  0  2,2  0  2,0  0  0,qxv Z10,,0.80  0.77  0.85,102  129  41,6  6  0,/  10  8  2  /,2  0  2,-4  -2  -2,71%  67%  80%,80  96  41,33%  45%  0%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Ichiro AKU,,1.67  0.65  2.18,290  90  391,20  2  18,/  8  4  4  /,8  1  7,+12  -2  +14,83%  67%  92%,186  55  251,28%  14%  30%,0  0  0,1  1  0,-1  -1  0,1.0,0.0,Ichiro AKU,,1.67  0.65  2.18,290  90  391,20  2  18,/  8  4  4  /,8  1  7,+12  -2  +14,83%  67%  92%,186  55  251,28%  14%  30%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Anoxai AKU,,1.66  1.85  1.57,367  408  347,22  8  14,/  11  4  7  /,7  3  4,+11  +4  +7,78%  83%  75%,244  287  222,28%  52%  17%,4  2  2,1  0  1,+3  +2  +1,13.0,5.0,Anoxai AKU,,1.66  1.85  1.57,367  408  347,22  8  14,/  11  4  7  /,7  3  4,+11  +4  +7,78%  83%  75%,244  287  222,28%  52%  17%,4  2  2,1  0  1,+3  +2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,stonezy AKU,,1.17  1.51  1.00,240  290  216,17  8  9,/  11  3  8  /,1  0  1,+6  +5  +1,83%  83%  83%,160  185  147,27%  37%  20%,4  1  3,3  0  3,+1  +1  0,,,stonezy AKU,,1.17  1.51  1.00,240  290  216,17  8  9,/  11  3  8  /,1  0  1,+6  +5  +1,83%  83%  83%,160  185  147,27%  37%  20%,4  1  3,3  0  3,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Ximy AKU,,1.10  1.69  0.80,120  208  76,8  5  3,/  9  2  7  /,12  4  8,-1  +3  -4,83%  83%  83%,86  139  59,33%  45%  23%,0  0  0,2  1  1,-2  -1  -1,,,Ximy AKU,,1.10  1.69  0.80,120  208  76,8  5  3,/  9  2  7  /,12  4  8,-1  +3  -4,83%  83%  83%,86  139  59,33%  45%  23%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Pukytoo AKU,,0.96  0.75  1.06,126  126  126,6  1  5,/  12  5  7  /,13  7  6,-6  -4  -2,83%  100%  75%,85  89  83,23%  18%  26%,2  0  2,1  1  0,+1  -1  +2,,,Pukytoo AKU,,0.96  0.75  1.06,126  126  126,6  1  5,/  12  5  7  /,13  7  6,-6  -4  -2,83%  100%  75%,85  89  83,23%  18%  26%,2  0  2,1  1  0,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Morthe MT,,1.08  1.27  0.71,293  308  264,16  11  5,/  15  9  6  /,5  3  2,+1  +2  -1,78%  75%  83%,197  220  153,15%  17%  10%,6  3  3,3  1  2,+3  +2  +1,,,Morthe MT,,1.08  1.27  0.71,293  308  264,16  11  5,/  15  9  6  /,5  3  2,+1  +2  -1,78%  75%  83%,197  220  153,15%  17%  10%,6  3  3,3  1  2,+3  +2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Vity MT,,0.80  0.49  1.43,181  130  286,10  4  6,/  15  11  4  /,5  3  2,-5  -7  +2,67%  58%  83%,138  116  181,41%  33%  50%,1  1  0,3  3  0,-2  -2  0,,,Vity MT,,0.80  0.49  1.43,181  130  286,10  4  6,/  15  11  4  /,5  3  2,-5  -7  +2,67%  58%  83%,138  116  181,41%  33%  50%,1  1  0,3  3  0,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Neiker MT,,0.79  0.97  0.44,144  171  91,9  7  2,/  14  9  5  /,10  8  2,-5  -2  -3,72%  75%  67%,92  108  61,39%  41%  33%,0  0  0,1  1  0,-1  -1  0,,,Neiker MT,,0.79  0.97  0.44,144  171  91,9  7  2,/  14  9  5  /,10  8  2,-5  -2  -3,72%  75%  67%,92  108  61,39%  41%  33%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,JoYe MT,,0.63  0.48  0.93,138  123  171,9  5  4,/  14  10  4  /,6  3  3,-5  -5  0,67%  58%  83%,77  70  91,21%  21%  20%,0  0  0,1  1  0,-1  -1  0,,,JoYe MT,,0.63  0.48  0.93,138  123  171,9  5  4,/  14  10  4  /,6  3  3,-5  -5  0,67%  58%  83%,77  70  91,21%  21%  20%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,xKyjote MT,,0.50  0.60  0.31,95  124  38,7  6  1,/  15  10  5  /,0  0  0,-8  -4  -4,39%  42%  33%,59  78  23,33%  45%  0%,1  1  0,2  1  1,-1  0  -1,,,xKyjote MT,,0.50  0.60  0.31,95  124  38,7  6  1,/  15  10  5  /,0  0  0,-8  -4  -4,39%  42%  33%,59  78  23,33%  45%  0%,1  1  0,2  1  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
