,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Fighter TU,,1.13  1.20  1.13,235  234  241,88  46  42,/  75  39  36  /,32  16  16,+13  +7  +6,70%  73%  67%,156  157  155,36%  37%  36%,13  5  8,13  7  6,0  -2  +2,3.0,2.0,Avvix TU,,1.31  1.02  1.66,243  202  294,19  8  11,/  11  8  3  /,2  0  2,+8  0  +8,68%  58%  80%,160  135  190,33%  36%  31%,2  1  1,1  0  1,+1  +1  0,Flowy TU,,1.43  1.57  1.29,342  304  377,28  13  15,/  17  6  11  /,7  4  3,+11  +7  +4,87%  82%  92%,203  176  228,35%  32%  37%,2  1  1,1  1  0,+1  0  +1,str1keR TU,,0.97  0.54  1.82,246  156  427,14  5  9,/  16  12  4  /,5  3  2,-2  -7  +5,72%  58%  100%,156  103  263,24%  14%  32%,3  1  2,1  1  0,+2  0  +2,Fighter TU,,1.26  1.19  1.32,228  197  252,19  7  12,/  14  6  8  /,8  3  5,+5  +1  +4,71%  78%  67%,145  140  149,22%  24%  21%,1  1  0,2  2  0,-1  -1  0,Elixllo TU,,1.41  1.71  1.02,246  267  219,20  14  6,/  12  4  8  /,4  0  4,+8  +10  -2,81%  92%  67%,176  182  169,24%  23%  26%,5  4  1,2  0  2,+3  +4  -1
45,Elixllo TU,,1.01  1.11  0.91,207  220  196,76  44  32,/  73  36  37  /,22  11  11,+3  +8  -5,72%  73%  71%,143  151  134,26%  22%  31%,15  7  8,11  5  6,+4  +2  +2,13.0,9.0,Fighter TU,,1.27  1.16  1.40,216  203  232,17  8  9,/  13  8  5  /,6  2  4,+4  0  +4,73%  58%  90%,144  132  159,53%  56%  50%,3  2  1,0  0  0,+3  +2  +1,Fighter TU,,1.33  2.09  0.64,244  346  151,20  14  6,/  14  4  10  /,8  7  1,+6  +10  -4,61%  91%  33%,151  216  92,44%  41%  50%,3  1  2,5  1  4,-2  0  -2,Avvix TU,,0.89  0.71  1.26,192  148  281,13  6  7,/  15  11  4  /,4  1  3,-2  -5  +3,72%  58%  100%,126  111  155,41%  40%  43%,0  0  0,0  0  0,0  0  0,Elixllo TU,,1.14  1.49  0.87,273  351  215,21  12  9,/  15  5  10  /,5  3  2,+6  +7  -1,81%  100%  67%,183  244  138,32%  23%  48%,3  1  2,2  0  2,+1  +1  0,str1keR TU,,1.18  1.61  0.61,242  344  108,18  15  3,/  14  7  7  /,2  2  0,+4  +8  -4,81%  92%  67%,161  225  77,26%  28%  21%,5  5  0,2  1  1,+3  +4  -1
46,Avvix TU,,1.00  1.05  1.00,170  173  168,61  33  28,/  66  35  31  /,33  17  16,-5  -2  -3,74%  75%  73%,113  116  110,36%  42%  31%,2  1  1,1  0  1,+1  +1  0,10.0,13.0,Elixllo TU,,1.14  0.77  1.58,209  159  270,15  5  10,/  11  8  3  /,5  4  1,+4  -3  +7,77%  58%  100%,151  120  189,30%  28%  31%,5  1  4,3  3  0,+2  -2  +4,Avvix TU,,0.87  1.11  0.65,152  196  113,11  8  3,/  17  6  11  /,11  5  6,-6  +2  -8,78%  82%  75%,98  115  82,28%  33%  22%,0  0  0,0  0  0,0  0  0,Fighter TU,,0.75  0.48  1.29,190  158  254,11  6  5,/  16  12  4  /,4  0  4,-5  -6  +1,67%  58%  83%,135  109  188,34%  47%  25%,3  1  2,5  4  1,-2  -3  +1,Avvix TU,,0.96  1.18  0.80,148  216  98,11  7  4,/  14  6  8  /,7  4  3,-3  +1  -4,76%  89%  67%,106  156  69,65%  75%  55%,0  0  0,0  0  0,0  0  0,Flowy TU,,1.07  1.12  1.00,205  205  206,17  10  7,/  15  7  8  /,5  4  1,+2  +3  -1,76%  100%  44%,134  125  147,42%  35%  50%,2  1  1,1  1  0,+1  0  +1
47,Flowy TU,,0.96  0.98  1.00,202  197  219,78  41  37,/  76  41  35  /,27  16  11,+2  0  +2,74%  75%  73%,131  123  140,36%  33%  40%,11  5  6,12  9  3,-1  -4  +3,5.0,13.0,Flowy TU,,0.94  0.69  1.25,147  107  197,11  4  7,/  13  9  4  /,8  5  3,-2  -5  +3,68%  58%  80%,88  68  113,24%  11%  39%,2  0  2,4  3  1,-2  -3  +1,Elixllo TU,,0.76  0.90  0.63,165  157  173,13  7  6,/  19  7  12  /,5  2  3,-6  0  -6,61%  64%  58%,104  99  110,21%  15%  28%,1  0  1,3  1  2,-2  -1  -1,Elixllo TU,,0.60  0.68  0.43,143  192  46,7  6  1,/  16  12  4  /,3  2  1,-9  -6  -3,61%  58%  67%,96  130  30,16%  20%  0%,1  1  0,1  1  0,0  0  0,str1keR TU,,0.94  0.77  1.07,196  135  243,15  5  10,/  15  6  9  /,2  0  2,0  -1  +1,62%  56%  67%,120  84  146,18%  30%  14%,4  0  4,2  1  1,+2  -1  +3,Fighter TU,,1.03  1.06  0.99,299  265  346,21  11  10,/  18  9  9  /,6  4  2,+3  +2  +1,81%  83%  78%,202  190  218,35%  28%  48%,3  0  3,1  0  1,+2  0  +2
48,str1keR TU,,0.88  0.77  1.04,202  185  218,75  36  39,/  85  46  39  /,17  11  6,-10  -10  0,70%  64%  76%,132  126  139,25%  25%  26%,15  7  8,12  10  2,+3  -3  +6,13.0,8.0,str1keR TU,,0.89  0.58  1.26,188  134  254,18  7  11,/  17  10  7  /,1  0  1,+1  -3  +4,73%  58%  90%,130  103  163,30%  26%  33%,0  0  0,2  2  0,-2  -2  0,str1keR TU,,0.41  0.37  0.46,140  141  141,10  4  6,/  23  11  12  /,7  6  1,-13  -7  -6,61%  55%  67%,100  103  97,28%  23%  36%,3  1  2,5  5  0,-2  -4  +2,Flowy TU,,0.48  0.36  0.74,95  97  91,6  4  2,/  15  12  3  /,4  2  2,-9  -8  -1,67%  58%  83%,68  68  69,25%  19%  50%,0  0  0,4  3  1,-4  -3  -1,Flowy TU,,0.90  1.17  0.70,220  308  155,16  10  6,/  16  7  9  /,3  1  2,0  +3  -3,71%  78%  67%,148  204  106,55%  67%  40%,5  3  2,2  1  1,+3  +2  +1,Avvix TU,,0.96  1.22  0.62,116  113  120,7  4  3,/  9  4  5  /,9  7  2,-2  0  -2,76%  92%  56%,77  72  84,21%  33%  13%,0  0  0,0  0  0,0  0  0
49,SpYzera FLC,,1.26  1.25  1.26,229  260  204,92  47  45,/  66  32  34  /,36  20  16,+26  +15  +11,81%  84%  79%,146  163  132,41%  47%  35%,6  2  4,9  3  6,-3  -1  -2,13.0,8.0,SpYzera FLC,,1.09  0.27  1.77,191  55  306,16  1  15,/  15  10  5  /,4  4  0,+1  -9  +10,73%  60%  83%,119  35  189,38%  17%  43%,2  0  2,1  1  0,+1  -1  +2,Moh FLC,,1.24  1.39  1.08,252  250  255,20  11  9,/  16  7  9  /,13  9  4,+4  +4  0,74%  83%  64%,170  160  181,36%  35%  38%,4  2  2,1  0  1,+3  +2  +1,SpYzera FLC,,1.53  1.32  1.63,213  239  201,15  5  10,/  7  4  3  /,11  3  8,+8  +1  +7,89%  83%  92%,144  165  133,32%  50%  24%,1  0  1,2  0  2,-1  0  -1,SpYzera FLC,,1.40  1.54  1.21,290  322  250,22  14  8,/  15  7  8  /,5  3  2,+7  +7  0,81%  83%  78%,190  204  171,41%  46%  31%,1  1  0,1  0  1,0  +1  -1,SpYzera FLC,,1.15  1.89  0.60,205  342  104,16  12  4,/  13  3  10  /,9  6  3,+3  +9  -6,86%  100%  75%,138  226  72,42%  43%  40%,0  0  0,2  1  1,-2  -1  -1
50,Moh FLC,,1.11  1.10  1.05,228  224  232,84  39  45,/  75  34  41  /,39  21  18,+9  +5  +4,77%  82%  73%,157  154  160,27%  31%  24%,12  4  8,11  6  5,+1  -2  +3,,,Moh FLC,,1.07  0.76  1.33,242  190  285,19  7  12,/  16  9  7  /,4  0  4,+3  -2  +5,64%  60%  67%,168  141  191,25%  39%  20%,4  1  3,4  3  1,0  -2  +2,KHaaLiD FLC,,1.14  1.71  0.52,206  291  114,18  14  4,/  14  5  9  /,2  0  2,+4  +9  -5,61%  83%  36%,137  187  82,46%  43%  57%,2  2  0,0  0  0,+2  +2  0,KHaaLiD FLC,,1.28  1.00  1.43,168  157  174,13  4  9,/  7  4  3  /,5  1  4,+6  0  +6,78%  83%  75%,101  87  107,42%  67%  33%,1  0  1,1  0  1,0  0  0,Moh FLC,,1.01  1.36  0.55,235  276  182,19  13  6,/  17  8  9  /,4  3  1,+2  +5  -3,86%  92%  78%,160  185  126,30%  29%  31%,1  0  1,2  1  1,-1  -1  0,KHaaLiD FLC,,1.04  1.61  0.62,209  263  169,14  8  6,/  16  5  11  /,10  9  1,-2  +3  -5,62%  89%  42%,163  211  128,36%  27%  50%,0  0  0,2  0  2,-2  0  -2
51,KHaaLiD FLC,,1.00  1.07  0.90,175  195  159,67  35  32,/  71  33  38  /,29  14  15,-4  +2  -6,65%  69%  61%,121  132  111,40%  35%  46%,6  4  2,5  1  4,+1  +3  -2,,,Akai FLC,,0.94  1.09  0.81,178  276  96,14  10  4,/  15  9  6  /,2  1  1,-1  +1  -2,68%  60%  75%,118  170  75,36%  36%  36%,2  1  1,2  1  1,0  0  0,SpYzera FLC,,1.14  1.20  1.08,246  317  169,23  15  8,/  16  8  8  /,7  4  3,+7  +7  0,78%  92%  64%,142  181  101,50%  57%  38%,2  1  1,3  1  2,-1  0  -1,Moh FLC,,1.22  0.60  1.53,246  94  322,15  1  14,/  10  4  6  /,9  2  7,+5  -3  +8,83%  67%  92%,162  66  210,19%  25%  18%,3  1  2,1  1  0,+2  0  +2,KHaaLiD FLC,,0.83  0.75  0.93,182  154  220,14  6  8,/  18  9  9  /,2  2  0,-4  -3  -1,62%  50%  78%,130  106  163,42%  29%  57%,2  2  0,1  1  0,+1  +1  0,Moh FLC,,1.02  1.39  0.75,165  244  107,11  7  4,/  16  6  10  /,9  7  2,-5  +1  -6,81%  100%  67%,125  179  85,25%  23%  29%,0  0  0,3  1  2,-3  -1  -2
52,Akai FLC,,0.89  0.87  0.88,212  193  223,76  35  41,/  83  39  44  /,14  5  9,-7  -4  -3,78%  71%  84%,135  124  145,25%  27%  23%,21  8  13,17  12  5,+4  -4  +8,,,KHaaLiD FLC,,0.70  0.30  1.03,112  91  131,8  3  5,/  16  10  6  /,10  2  8,-8  -7  -1,64%  50%  75%,70  53  85,38%  25%  44%,1  0  1,1  0  1,0  0  0,Akai FLC,,1.00  1.02  0.98,222  190  257,19  9  10,/  18  8  10  /,3  1  2,+1  +1  0,91%  92%  91%,149  148  149,20%  19%  23%,5  1  4,3  3  0,+2  -2  +4,Akai FLC,,1.17  0.91  1.30,298  224  336,19  5  14,/  14  6  8  /,3  0  3,+5  -1  +6,78%  50%  92%,184  112  220,36%  38%  35%,5  1  4,2  2  0,+3  -1  +4,OuTLaW FLC,,0.75  0.73  0.77,157  154  162,11  7  4,/  16  9  7  /,9  3  6,-5  -2  -3,62%  58%  67%,119  117  121,33%  37%  29%,0  0  0,4  2  2,-4  -2  -2,Akai FLC,,0.65  0.61  0.68,236  209  256,16  7  9,/  20  8  12  /,2  1  1,-4  -1  -3,76%  78%  75%,147  114  172,24%  38%  18%,5  4  1,5  2  3,0  +2  -2
53,OuTLaW FLC,,0.73  0.59  0.81,159  135  175,56  23  33,/  83  40  43  /,27  10  17,-27  -17  -10,64%  61%  66%,112  101  123,30%  32%  29%,4  0  4,14  9  5,-10  -9  -1,,,OuTLaW FLC,,0.58  0.20  0.90,125  75  167,8  1  7,/  18  10  8  /,6  2  4,-10  -9  -1,55%  50%  58%,90  68  107,24%  13%  35%,1  0  1,4  3  1,-3  -3  0,OuTLaW FLC,,0.64  0.84  0.43,143  166  119,10  7  3,/  18  8  10  /,6  3  3,-8  -1  -7,70%  75%  64%,104  110  98,24%  27%  20%,1  0  1,2  2  0,-1  -2  +1,OuTLaW FLC,,1.11  0.62  1.36,226  184  248,16  4  12,/  13  6  7  /,4  1  3,+3  -2  +5,83%  67%  92%,163  137  176,34%  55%  27%,1  0  1,1  1  0,0  -1  +1,Akai FLC,,0.68  0.73  0.61,124  100  156,8  4  4,/  16  8  8  /,4  2  2,-8  -4  -4,76%  67%  89%,85  74  99,9%  15%  5%,4  1  3,5  4  1,-1  -3  +2,OuTLaW FLC,,0.57  0.56  0.58,142  103  172,11  4  7,/  18  7  11  /,2  1  1,-7  -3  -4,52%  56%  50%,95  79  108,37%  40%  35%,1  0  1,3  1  2,-2  -1  -1
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,brk SAW,,1.69  1.59  1.75,339  301  358,21  7  14,/  11  3  8  /,8  2  6,+10  +4  +6,83%  83%  83%,225  200  238,22%  25%  21%,2  1  1,1  1  0,+1  0  +1,1.0,0.0,brk SAW,,1.69  1.59  1.75,339  301  358,21  7  14,/  11  3  8  /,8  2  6,+10  +4  +6,83%  83%  83%,225  200  238,22%  25%  21%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Addicted SAW,,1.50  2.11  1.20,265  335  231,18  8  10,/  9  0  9  /,4  0  4,+9  +8  +1,94%  100%  92%,174  209  156,44%  42%  45%,2  0  2,1  0  1,+1  0  +1,13.0,5.0,Addicted SAW,,1.50  2.11  1.20,265  335  231,18  8  10,/  9  0  9  /,4  0  4,+9  +8  +1,94%  100%  92%,174  209  156,44%  42%  45%,2  0  2,1  0  1,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,k1zpawn SAW,,1.24  1.75  0.98,190  247  162,16  7  9,/  8  1  7  /,1  0  1,+8  +6  +2,78%  83%  75%,127  121  130,17%  14%  20%,3  2  1,2  0  2,+1  +2  -1,,,k1zpawn SAW,,1.24  1.75  0.98,190  247  162,16  7  9,/  8  1  7  /,1  0  1,+8  +6  +2,78%  83%  75%,127  121  130,17%  14%  20%,3  2  1,2  0  2,+1  +2  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Fragger SAW,,1.04  0.73  1.20,208  114  255,13  2  11,/  14  5  9  /,8  3  5,-1  -3  +2,83%  100%  75%,151  97  178,33%  20%  37%,2  0  2,1  1  0,+1  -1  +2,,,Fragger SAW,,1.04  0.73  1.20,208  114  255,13  2  11,/  14  5  9  /,8  3  5,-1  -3  +2,83%  100%  75%,151  97  178,33%  20%  37%,2  0  2,1  1  0,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,pdr SAW,,0.86  1.26  0.66,113  207  67,7  4  3,/  10  3  7  /,9  5  4,-3  +1  -4,72%  100%  58%,86  144  56,19%  36%  6%,1  1  0,3  0  3,-2  +1  -3,,,pdr SAW,,0.86  1.26  0.66,113  207  67,7  4  3,/  10  3  7  /,9  5  4,-3  +1  -4,72%  100%  58%,86  144  56,19%  36%  6%,1  1  0,3  0  3,-2  +1  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Ximy AKU,,0.94  1.12  0.57,193  220  140,12  10  2,/  14  8  6  /,7  5  2,-2  +2  -4,78%  92%  50%,133  152  94,37%  50%  17%,2  1  1,0  0  0,+2  +1  +1,,,Ximy AKU,,0.94  1.12  0.57,193  220  140,12  10  2,/  14  8  6  /,7  5  2,-2  +2  -4,78%  92%  50%,133  152  94,37%  50%  17%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Ichiro AKU,,0.92  0.83  1.11,216  164  321,13  7  6,/  14  10  4  /,6  6  0,-1  -3  +2,56%  58%  50%,135  104  197,24%  32%  18%,2  2  0,2  2  0,0  0  0,,,Ichiro AKU,,0.92  0.83  1.11,216  164  321,13  7  6,/  14  10  4  /,6  6  0,-1  -3  +2,56%  58%  50%,135  104  197,24%  32%  18%,2  2  0,2  2  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Anoxai AKU,,0.91  1.13  0.47,209  249  131,12  10  2,/  15  9  6  /,2  2  0,-3  +1  -4,56%  58%  50%,135  155  94,14%  11%  25%,3  2  1,3  3  0,0  -1  +1,,,Anoxai AKU,,0.91  1.13  0.47,209  249  131,12  10  2,/  15  9  6  /,2  2  0,-3  +1  -4,56%  58%  50%,135  155  94,14%  11%  25%,3  2  1,3  3  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Pukytoo AKU,,0.50  0.65  0.20,127  153  77,9  7  2,/  16  10  6  /,1  1  0,-7  -3  -4,44%  50%  33%,93  119  40,32%  35%  20%,0  0  0,2  1  1,-2  -1  -1,,,Pukytoo AKU,,0.50  0.65  0.20,127  153  77,9  7  2,/  16  10  6  /,1  1  0,-7  -3  -4,44%  50%  33%,93  119  40,32%  35%  20%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,stonezy AKU,,0.39  0.60  0.03,107  144  34,6  6  0,/  16  10  6  /,1  1  0,-10  -4  -6,28%  42%,78  99  34,19%  21%  13%,1  1  0,3  0  3,-2  +1  -3,,,stonezy AKU,,0.39  0.60  0.03,107  144  34,6  6  0,/  16  10  6  /,1  1  0,-10  -4  -6,28%  42%,78  99  34,19%  21%  13%,1  1  0,3  0  3,-2  +1  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Cantzer EP,,0.98  0.81  1.37,194  140  248,27  8  19,/  27  18  9  /,9  6  3,0  -10  +10,69%  63%  75%,132  88  174,27%  21%  31%,2  0  2,4  2  2,-2  -2  0,0.0,2.0,Minny EP,,1.02  1.29  0.87,258  262  256,17  7  10,/  15  4  11  /,8  5  3,+2  +3  -1,74%  86%  67%,152  165  145,30%  29%  31%,3  0  3,1  0  1,+2  0  +2,Cantzer EP,,1.18  0.53  2.15,221  112  385,17  4  13,/  12  11  1  /,3  1  2,+5  -7  +12,70%  50%  100%,145  68  261,28%  17%  36%,2  0  2,1  1  0,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Minny EP,,0.97  1.03  0.99,226  228  222,30  15  15,/  30  15  15  /,12  6  6,0  0  0,69%  68%  70%,143  155  132,27%  27%  28%,4  1  3,2  1  1,+2  0  +2,6.0,13.0,WanZeru EP,,0.78  1.12  0.59,194  244  165,11  6  5,/  17  6  11  /,6  2  4,-6  0  -6,63%  100%  42%,134  161  119,27%  21%  32%,2  1  1,4  1  3,-2  0  -2,Minny EP,,0.91  0.77  1.12,193  209  171,13  8  5,/  15  11  4  /,4  1  3,-2  -3  +1,65%  58%  75%,135  149  114,25%  26%  23%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,WanZeru EP,,0.72  0.78  0.78,191  164  217,23  10  13,/  34  17  17  /,8  2  6,-11  -7  -4,62%  63%  60%,133  107  158,25%  27%  24%,4  3  1,7  4  3,-3  -1  -2,7.0,13.0,Cantzer EP,,0.78  1.10  0.59,167  187  156,10  4  6,/  15  7  8  /,6  5  1,-5  -3  -2,68%  86%  58%,119  123  117,26%  27%  25%,0  0  0,3  1  2,-3  -1  -2,MaFiN EP,,0.69  0.44  1.07,149  91  236,11  4  7,/  17  11  6  /,4  1  3,-6  -7  +1,60%  42%  88%,89  55  141,14%  24%  5%,2  0  2,1  1  0,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,MaFiN EP,,0.71  0.81  0.77,158  155  161,22  11  11,/  33  16  17  /,9  4  5,-11  -5  -6,62%  53%  70%,100  102  98,15%  26%  8%,3  0  3,2  2  0,+1  -2  +3,,,MaFiN EP,,0.74  1.18  0.48,167  265  111,11  7  4,/  16  5  11  /,5  3  2,-5  +2  -7,63%  71%  58%,111  184  69,17%  28%  10%,1  0  1,1  1  0,0  -1  +1,WanZeru EP,,0.65  0.44  0.98,187  117  295,12  4  8,/  17  11  6  /,2  0  2,-5  -7  +2,60%  42%  88%,132  75  217,24%  32%  18%,2  2  0,3  3  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Nunmeister EP,,0.58  0.41  0.72,128  107  147,17  6  11,/  30  15  15  /,4  2  2,-13  -9  -4,46%  42%  50%,80  61  98,42%  46%  40%,4  2  2,7  4  3,-3  -2  -1,,,Nunmeister EP,,0.64  0.41  0.78,134  99  155,10  2  8,/  14  5  9  /,0  0  0,-4  -3  -1,47%  57%  42%,80  58  93,39%  29%  44%,2  2  0,2  1  1,0  +1  -1,Nunmeister EP,,0.51  0.41  0.66,121  112  136,7  4  3,/  16  10  6  /,4  2  2,-9  -6  -3,45%  33%  63%,80  63  105,45%  67%  36%,2  0  2,5  3  2,-3  -3  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Buld GN,,1.39  1.08  1.52,236  226  247,34  15  19,/  22  15  7  /,18  14  4,+12  0  +12,82%  85%  79%,151  146  157,23%  28%  19%,6  4  2,4  3  1,+2  +1  +1,,,Chadi GN,,1.43  1.71  0.93,272  308  213,19  13  6,/  12  7  5  /,9  6  3,+7  +6  +1,100%  100%  100%,179  206  134,43%  43%  43%,1  0  1,0  0  0,+1  0  +1,Buld GN,,1.45  0.73  1.93,255  218  280,19  5  14,/  10  8  2  /,8  5  3,+9  -3  +12,80%  75%  83%,155  121  179,24%  42%  18%,3  1  2,2  2  0,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Chadi GN,,1.25  1.15  1.17,197  219  172,27  15  12,/  23  14  9  /,18  9  9,+4  +1  +3,92%  90%  95%,131  147  115,36%  30%  43%,3  0  3,1  1  0,+2  -1  +3,,,Buld GN,,1.32  1.44  1.12,216  232  189,15  10  5,/  12  7  5  /,10  9  1,+3  +3  0,84%  92%  71%,147  164  119,22%  24%  20%,3  3  0,2  1  1,+1  +2  -1,tsack GN,,1.44  1.54  1.37,244  328  190,17  9  8,/  9  6  3  /,6  2  4,+8  +3  +5,85%  75%  92%,146  184  121,18%  17%  20%,1  1  0,2  1  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PROFEK GN,,1.24  1.05  1.14,263  216  315,37  16  21,/  26  12  14  /,7  7  0,+11  +4  +7,82%  80%  84%,160  123  199,38%  41%  35%,6  1  5,3  1  2,+3  0  +3,,,zeek GN,,1.25  1.01  1.66,284  227  383,19  10  9,/  14  9  5  /,5  3  2,+5  +1  +4,84%  83%  86%,187  150  252,15%  15%  15%,5  3  2,4  4  0,+1  -1  +2,PROFEK GN,,1.34  0.56  1.87,326  171  431,24  6  18,/  14  7  7  /,0  0  0,+10  -1  +11,80%  63%  92%,202  96  273,33%  43%  31%,4  0  4,1  1  0,+3  -1  +4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,tsack GN,,1.20  1.30  1.07,198  235  162,28  17  11,/  18  11  7  /,9  3  6,+10  +6  +4,77%  70%  84%,125  147  102,23%  24%  19%,1  1  0,2  1  1,-1  0  -1,,,PROFEK GN,,1.13  1.55  0.42,199  247  117,13  10  3,/  12  5  7  /,7  7  0,+1  +5  -4,84%  92%  71%,116  141  73,44%  41%  60%,2  1  1,2  0  2,0  +1  -1,Chadi GN,,1.08  0.59  1.41,122  84  148,8  2  6,/  11  7  4  /,9  3  6,-3  -5  +2,85%  75%  92%,86  59  104,26%  7%  44%,2  0  2,1  1  0,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,zeek GN,,0.94  0.74  1.20,212  185  235,28  13  15,/  30  17  13  /,11  6  5,-2  -4  +2,69%  65%  74%,137  123  152,13%  15%  12%,6  3  3,7  5  2,-1  -2  +1,,,tsack GN,,0.96  1.07  0.77,152  174  115,11  8  3,/  9  5  4  /,3  1  2,+2  +3  -1,68%  67%  71%,102  121  69,30%  37%  18%,0  0  0,0  0  0,0  0  0,zeek GN,,0.62  0.46  0.73,139  123  150,9  3  6,/  16  8  8  /,6  3  3,-7  -5  -2,55%  38%  67%,89  83  93,10%  14%  5%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Fito TQ,,0.92  1.18  0.53,229  224  238,15  9  6,/  18  10  8  /,1  1  0,-3  -1  -2,45%  50%  38%,133  126  143,41%  57%  30%,2  2  0,1  0  1,+1  +2  -1,0.0,1.0,Fito TQ,,0.92  1.18  0.53,229  224  238,15  9  6,/  18  10  8  /,1  1  0,-3  -1  -2,45%  50%  38%,133  126  143,41%  57%  30%,2  2  0,1  0  1,+1  +2  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,FacePalm TQ,,0.86  0.99  0.67,210  228  183,14  9  5,/  18  11  7  /,3  3  0,-4  -2  -2,55%  50%  63%,145  161  122,37%  31%  56%,0  0  0,7  3  4,-7  -3  -4,7.0,13.0,FacePalm TQ,,0.86  0.99  0.67,210  228  183,14  9  5,/  18  11  7  /,3  3  0,-4  -2  -2,55%  50%  63%,145  161  122,37%  31%  56%,0  0  0,7  3  4,-7  -3  -4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
