,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
18,Smoggy EDG,,,175,31,/  29  /,5,2,,,,,,,,,CHICHOO EDG,,,184,16,/  16  /,6,0,,,,,,,Smoggy EDG,,,143,10,/  15  /,1,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CHICHOO EDG,,,154,24,/  30  /,10,-6,,,,,,,,,Haodong EDG,,,166,15,/  16  /,10,-1,,,,,,,ZmjjKK EDG,,,138,10,/  16  /,2,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,nobody EDG,,,142,21,/  34  /,11,-13,,,,,,,,,nobody EDG,,,132,12,/  18  /,7,-6,,,,,,,CHICHOO EDG,,,124,8,/  14  /,4,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,patagod NG,,1.08  1.53  0.45,228  298  130,33  27  6,/  29  14  15  /,5  4  1,+4  +13  -9,68%  79%  50%,149  192  86,25%  27%  21%,3  2  1,4  1  3,-1  +1  -2,0.0,2.0,patagod NG,,1.26  1.97  0.31,273  395  112,21  18  3,/  14  5  9  /,3  2  1,+7  +13  -6,67%  83%  44%,180  260  73,29%  34%  22%,2  1  1,3  0  3,-1  +1  -2,MaFiN NG,,0.99  1.26  0.53,183  228  107,11  9  2,/  15  9  6  /,8  5  3,-4  0  -4,68%  67%  71%,132  157  91,14%  13%  18%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MaFiN NG,,0.89  1.18  0.46,167  191  130,21  15  6,/  31  16  15  /,17  13  4,-10  -1  -9,68%  71%  63%,114  130  90,18%  18%  18%,3  1  2,3  1  2,0  0  0,8.0,13.0,Hasaa NG,,1.03  1.48  0.43,225  304  121,17  14  3,/  18  9  9  /,7  4  3,-1  +5  -6,67%  83%  44%,150  201  81,38%  37%  44%,1  1  0,0  0  0,+1  +1  0,patagod NG,,0.89  1.08  0.58,183  202  152,12  9  3,/  15  9  6  /,2  2  0,-3  0  -3,68%  75%  57%,115  123  102,17%  18%  14%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Hasaa NG,,0.89  1.16  0.51,196  232  146,29  21  8,/  36  20  16  /,7  4  3,-7  +1  -8,63%  71%  50%,124  147  90,33%  34%  31%,3  2  1,1  0  1,+2  +2  0,6.0,13.0,MaFiN NG,,0.79  1.10  0.38,151  155  147,10  6  4,/  16  7  9  /,9  8  1,-6  -1  -5,67%  75%  56%,98  104  89,24%  36%  17%,2  1  1,3  1  2,-1  0  -1,Hasaa NG,,0.75  0.84  0.59,166  160  178,12  7  5,/  18  11  7  /,0  0  0,-6  -4  -2,58%  58%  57%,96  94  100,29%  31%  25%,2  1  1,1  0  1,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Pjotr NG,,0.59  0.70  0.44,164  173  151,22  13  9,/  36  20  16  /,7  4  3,-14  -7  -7,58%  58%  56%,112  128  87,22%  24%  19%,3  3  0,6  5  1,-3  -2  -1,,,Pjotr NG,,0.63  0.78  0.44,159  173  142,11  6  5,/  19  10  9  /,4  3  1,-8  -4  -4,71%  83%  56%,98  115  76,23%  21%  25%,3  3  0,1  0  1,+2  +3  -1,SH0UTyy NG,,0.68  0.69  0.65,135  115  171,7  3  4,/  15  9  6  /,7  6  1,-8  -6  -2,63%  58%  71%,89  80  104,17%  24%  11%,3  2  1,5  2  3,-2  0  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SH0UTyy NG,,0.56  0.52  0.62,129  104  167,15  7  8,/  34  19  15  /,11  8  3,-19  -12  -7,60%  58%  63%,82  68  104,17%  21%  15%,4  2  2,10  7  3,-6  -5  -1,,,SH0UTyy NG,,0.45  0.34  0.59,123  93  163,8  4  4,/  19  10  9  /,4  2  2,-11  -6  -5,57%  58%  56%,76  55  104,18%  17%  19%,1  0  1,5  5  0,-4  -5  +1,Pjotr NG,,0.55  0.61  0.45,169  174  163,11  7  4,/  17  10  7  /,3  1  2,-6  -3  -3,42%  33%  57%,127  142  101,22%  26%  13%,0  0  0,5  5  0,-5  -5  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ValdyN GRD,,1.31  1.79  1.02,230  306  176,32  18  14,/  24  8  16  /,18  9  9,+8  +10  -2,90%  100%  83%,140  202  99,31%  29%  34%,3  1  2,2  0  2,+1  +1  0,,,ray4c GRD,,1.47  1.91  1.13,349  372  333,27  13  14,/  14  4  10  /,5  2  3,+13  +9  +4,90%  89%  92%,212  213  212,12%  12%  13%,2  1  1,2  1  1,0  0  0,ValdyN GRD,,1.55  2.32  1.10,263  422  171,18  11  7,/  10  4  6  /,11  6  5,+8  +7  +1,89%  100%  83%,173  293  102,32%  28%  42%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Kush GRD,,1.28  1.70  1.01,257  264  253,35  16  19,/  23  6  17  /,14  8  6,+12  +10  +2,80%  94%  71%,175  172  176,37%  33%  39%,5  2  3,6  1  5,-1  +1  -2,,,Kush GRD,,1.20  1.57  0.93,262  274  253,20  10  10,/  13  4  9  /,5  4  1,+7  +6  +1,71%  89%  58%,172  167  176,39%  44%  36%,1  1  0,3  1  2,-2  0  -2,gotten GRD,,1.42  1.83  1.18,241  241  242,17  6  11,/  9  2  7  /,17  10  7,+8  +4  +4,89%  100%  83%,148  99  177,38%  23%  46%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Cud GRD,,1.21  1.39  1.05,244  272  224,37  19  18,/  23  7  16  /,3  1  2,+14  +12  +2,73%  88%  63%,153  154  152,33%  38%  29%,8  4  4,1  0  1,+7  +4  +3,,,ValdyN GRD,,1.07  1.26  0.94,196  217  181,14  7  7,/  14  4  10  /,7  3  4,0  +3  -3,90%  100%  83%,111  131  95,30%  30%  29%,1  0  1,2  0  2,-1  0  -1,Cud GRD,,1.37  1.17  1.48,265  229  287,20  7  13,/  10  4  6  /,0  0  0,+10  +3  +7,79%  86%  75%,173  129  199,41%  71%  34%,3  1  2,0  0  0,+3  +1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,gotten GRD,,1.11  1.44  0.90,176  178  170,25  10  15,/  22  6  16  /,24  14  10,+3  +4  -1,80%  94%  71%,109  92  120,29%  16%  41%,4  1  3,1  1  0,+3  0  +3,,,Cud GRD,,1.05  1.60  0.63,222  305  161,17  12  5,/  13  3  10  /,3  1  2,+4  +9  -5,67%  89%  50%,135  173  106,27%  30%  21%,5  3  2,1  0  1,+4  +3  +1,Kush GRD,,1.36  1.83  1.08,251  251  252,15  6  9,/  10  2  8  /,9  4  5,+5  +4  +1,89%  100%  83%,177  180  176,34%  24%  43%,4  1  3,3  0  3,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ray4c GRD,,1.00  1.01  0.96,254  253  263,37  15  22,/  28  10  18  /,5  2  3,+9  +5  +4,75%  69%  79%,158  147  166,10%  12%  9%,4  2  2,6  4  2,-2  -2  0,,,gotten GRD,,0.81  1.05  0.63,111  129  98,8  4  4,/  13  4  9  /,7  4  3,-5  0  -5,71%  89%  58%,73  87  63,18%  11%  30%,3  1  2,1  1  0,+2  0  +2,ray4c GRD,,0.54  0.11  0.79,159  101  193,10  2  8,/  14  6  8  /,0  0  0,-4  -4  0,58%  43%  67%,98  62  119,5%  10%  3%,2  1  1,4  3  1,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,FengF TE,,,244,51,/  44  /,13,7,,,,,,,1.0,2.0,FengF TE,,,273,20,/  15  /,7,5,,,,,,,HeiB TE,,,236,15,/  16  /,4,-1,,,,,,,FengF TE,,,237,14,/  14  /,4,0,,,,,,,,,,,,,,,,,,,,
34,Kai TE,,,220,48,/  43  /,15,5,,,,,,,13.0,7.0,Kai TE,,,260,20,/  12  /,7,8,,,,,,,FengF TE,,,223,17,/  15  /,2,2,,,,,,,Kai TE,,,208,16,/  16  /,3,0,,,,,,,,,,,,,,,,,,,,
35,HeiB TE,,,193,39,/  42  /,14,-3,,,,,,,6.0,13.0,YOU TE,,,237,19,/  11  /,6,8,,,,,,,YOU TE,,,192,12,/  14  /,10,-2,,,,,,,HeiB TE,,,202,15,/  15  /,4,0,,,,,,,,,,,,,,,,,,,,
36,YOU TE,,,172,35,/  37  /,28,-2,,,,,,,7.0,13.0,Flex1n TE,,,143,10,/  11  /,14,-1,,,,,,,Kai TE,,,192,12,/  15  /,5,-3,,,,,,,Flex1n TE,,,117,8,/  14  /,5,-6,,,,,,,,,,,,,,,,,,,,
37,Flex1n TE,,,141,27,/  38  /,28,-11,,,,,,,,,HeiB TE,,,140,9,/  11  /,6,-2,,,,,,,Flex1n TE,,,162,9,/  13  /,9,-4,,,,,,,YOU TE,,,87,4,/  12  /,12,-8,,,,,,,,,,,,,,,,,,,,
38,AAAAY FPX,,,212,47,/  37  /,13,10,,,,,,,,,Lysoar FPX,,,200,12,/  15  /,4,-3,,,,,,,Autumn FPX,,,258,17,/  13  /,4,4,,,,,,,AAAAY FPX,,,247,19,/  10  /,4,9,,,,,,,,,,,,,,,,,,,,
39,Autumn FPX,,,202,40,/  47  /,10,-7,,,,,,,,,nizhaoTZH FPX,,,187,14,/  15  /,2,-1,,,,,,,AAAAY FPX,,,225,16,/  12  /,6,4,,,,,,,BerLIN FPX,,,202,14,/  11  /,8,3,,,,,,,,,,,,,,,,,,,,
40,Lysoar FPX,,,200,42,/  33  /,15,9,,,,,,,,,AAAAY FPX,,,164,12,/  15  /,3,-3,,,,,,,Lysoar FPX,,,214,16,/  12  /,5,4,,,,,,,nizhaoTZH FPX,,,192,13,/  13  /,4,0,,,,,,,,,,,,,,,,,,,,
41,nizhaoTZH FPX,,,196,42,/  42  /,8,0,,,,,,,,,Autumn FPX,,,161,12,/  17  /,1,-5,,,,,,,nizhaoTZH FPX,,,209,15,/  14  /,2,1,,,,,,,Autumn FPX,,,188,11,/  17  /,5,-6,,,,,,,,,,,,,,,,,,,,
42,BerLIN FPX,,,166,33,/  41  /,24,-8,,,,,,,,,BerLIN FPX,,,158,10,/  16  /,7,-6,,,,,,,BerLIN FPX,,,138,9,/  14  /,9,-5,,,,,,,Lysoar FPX,,,186,14,/  6  /,6,8,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Xuto ZEN,,1.30  1.24  1.32,244  271  222,39  19  20,/  27  15  12  /,11  3  8,+12  +4  +8,79%  75%  83%,157  167  148,31%  36%  24%,5  3  2,2  2  0,+3  +1  +2,2.0,0.0,WeboDeus ZEN,,1.33  1.23  1.40,231  201  252,17  5  12,/  13  5  8  /,11  4  7,+4  0  +4,80%  63%  92%,158  145  167,24%  36%  20%,2  1  1,2  0  2,0  +1  -1,Xuto ZEN,,1.28  1.35  1.22,254  258  251,21  11  10,/  16  9  7  /,10  3  7,+5  +2  +3,87%  83%  91%,176  168  186,33%  30%  36%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,fabiziN ZEN,,1.16  0.95  1.33,198  187  207,30  13  17,/  26  16  10  /,15  9  6,+4  -3  +7,72%  75%  70%,135  127  142,27%  23%  30%,6  2  4,2  0  2,+4  +2  +2,13.0,7.0,Xuto ZEN,,1.31  1.13  1.43,234  292  196,18  8  10,/  11  6  5  /,1  0  1,+7  +2  +5,70%  63%  75%,134  165  114,29%  45%  11%,3  2  1,1  1  0,+2  +1  +1,fabiziN ZEN,,1.17  1.05  1.31,180  190  171,15  8  7,/  13  9  4  /,6  4  2,+2  -1  +3,65%  67%  64%,127  133  120,24%  28%  20%,3  1  2,1  0  1,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SAYLED ZEN,,1.08  1.07  1.12,213  185  239,33  14  19,/  31  15  16  /,18  8  10,+2  -1  +3,77%  75%  78%,125  103  144,17%  15%  18%,2  0  2,2  1  1,0  -1  +1,13.0,10.0,fabiziN ZEN,,1.14  0.84  1.34,216  182  239,15  5  10,/  13  7  6  /,9  5  4,+2  -2  +4,80%  88%  75%,146  119  163,29%  16%  37%,3  1  2,1  0  1,+2  +1  +1,SAYLED ZEN,,1.11  0.89  1.35,217  175  263,18  7  11,/  18  11  7  /,9  5  4,0  -4  +4,74%  75%  73%,130  109  154,19%  19%  18%,2  0  2,1  0  1,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,WeboDeus ZEN,,1.04  0.93  1.14,192  174  202,27  10  17,/  30  15  15  /,20  7  13,-3  -5  +2,77%  60%  91%,130  120  140,23%  25%  22%,4  3  1,8  5  3,-4  -2  -2,,,W1 ZEN,,1.05  0.91  1.15,228  210  242,16  6  10,/  14  5  9  /,2  1  1,+2  +1  +1,75%  75%  75%,163  139  179,23%  17%  28%,2  0  2,5  2  3,-3  -2  -1,W1 ZEN,,1.00  1.25  0.72,172  225  115,15  11  4,/  14  8  6  /,3  0  3,+1  +3  -2,70%  67%  73%,114  140  86,25%  41%  9%,1  1  0,5  2  3,-4  -1  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,W1 ZEN,,1.02  1.08  0.93,200  219  181,31  17  14,/  28  13  15  /,5  1  4,+3  +4  -1,72%  70%  74%,137  140  134,24%  27%  20%,3  1  2,10  4  6,-7  -3  -4,,,SAYLED ZEN,,1.04  1.26  0.90,209  199  217,15  7  8,/  13  4  9  /,9  3  6,+2  +3  -1,80%  75%  83%,119  95  135,15%  11%  17%,0  0  0,1  1  0,-1  -1  0,WeboDeus ZEN,,0.76  0.63  0.89,152  156  148,10  5  5,/  17  10  7  /,9  3  6,-7  -5  -2,74%  58%  91%,106  103  110,21%  18%  24%,2  2  0,6  5  1,-4  -3  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,soren VLNT,,1.15  1.22  1.07,258  280  224,39  22  17,/  30  16  14  /,9  6  3,+9  +6  +3,77%  83%  70%,170  188  149,35%  32%  39%,7  6  1,4  2  2,+3  +4  -1,,,soren VLNT,,1.31  1.31  1.30,321  323  320,23  14  9,/  15  9  6  /,2  1  1,+8  +5  +3,80%  83%  75%,224  217  233,40%  41%  39%,4  3  1,2  1  1,+2  +2  0,YoZeii VLNT,,1.14  1.18  1.10,277  301  255,21  12  9,/  17  8  9  /,4  2  2,+4  +4  0,83%  100%  67%,187  207  168,39%  37%  41%,3  1  2,0  0  0,+3  +1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
