,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PTC FS,,1.34  1.24  1.45,253  191  288,40  13  27,/  26  14  12  /,10  6  4,+14  -1  +15,74%  67%  79%,163  132  186,28%  18%  35%,5  0  5,0  0  0,+5  0  +5,2.0,0.0,JohnOlsen FS,,1.40  1.28  1.52,324  344  305,26  13  13,/  17  10  7  /,6  4  2,+9  +3  +6,83%  83%  83%,210  226  194,32%  34%  30%,5  3  2,3  2  1,+2  +1  +1,PTC FS,,1.54  1.61  1.51,300  249  326,20  5  15,/  9  3  6  /,5  3  2,+11  +2  +9,78%  67%  83%,195  188  198,25%  16%  31%,3  0  3,0  0  0,+3  0  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,JohnOlsen FS,,1.29  1.42  1.25,275  347  234,41  22  19,/  29  14  15  /,10  4  6,+12  +8  +4,83%  83%  83%,175  211  148,31%  34%  27%,7  3  4,5  2  3,+2  +1  +1,13.0,11.0,Sushiboys FS,,1.32  1.65  1.00,242  298  187,20  13  7,/  13  5  8  /,5  2  3,+7  +8  -1,71%  83%  58%,155  194  117,19%  25%  12%,2  0  2,3  2  1,-1  -2  +1,Leviathan FS,,1.29  0.85  1.52,218  154  251,15  3  12,/  11  4  7  /,11  3  8,+4  -1  +5,83%  50%  100%,137  90  160,30%  20%  33%,1  0  1,3  2  1,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Leviathan FS,,1.13  0.88  1.28,177  126  204,27  8  19,/  26  12  14  /,24  12  12,+1  -4  +5,67%  50%  79%,102  72  125,37%  30%  41%,2  1  1,6  4  2,-4  -3  -1,13.0,5.0,PTC FS,,1.14  0.88  1.40,206  162  250,20  8  12,/  17  11  6  /,5  3  2,+3  -3  +6,71%  67%  75%,139  104  174,31%  21%  41%,2  0  2,0  0  0,+2  0  +2,JohnOlsen FS,,1.18  1.56  0.98,226  353  164,15  9  6,/  12  4  8  /,4  0  4,+3  +5  -2,83%  83%  83%,128  180  102,28%  33%  22%,2  0  2,2  0  2,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Sushiboys FS,,1.12  1.04  1.08,204  233  192,31  15  16,/  26  11  15  /,7  2  5,+5  +4  +1,69%  72%  67%,136  152  124,17%  24%  13%,3  1  2,3  2  1,0  -1  +1,,,Leviathan FS,,0.97  0.91  1.04,135  112  158,12  5  7,/  15  8  7  /,13  9  4,-3  -3  0,54%  50%  58%,76  63  90,53%  40%  67%,1  1  0,3  2  1,-2  -1  -1,foxz FS,,1.07  0.92  1.14,224  162  256,13  3  10,/  15  4  11  /,7  4  3,-2  -1  -1,61%  83%  50%,139  92  162,39%  43%  38%,3  1  2,3  2  1,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,foxz FS,,0.76  0.66  0.83,172  108  209,20  5  15,/  35  13  22  /,16  9  7,-15  -8  -7,64%  67%  63%,111  69  143,36%  36%  37%,4  1  3,7  4  3,-3  -3  0,,,foxz FS,,0.46  0.41  0.51,120  80  162,7  2  5,/  20  9  11  /,9  5  4,-13  -7  -6,67%  58%  75%,90  57  123,33%  29%  35%,1  0  1,4  2  2,-3  -2  -1,Sushiboys FS,,0.92  0.43  1.16,166  105  197,11  2  9,/  13  6  7  /,2  0  2,-2  -4  +2,67%  50%  75%,111  70  131,15%  22%  13%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Kntz MiTH,,1.02  1.31  0.54,205  300  75,31  27  4,/  28  16  12  /,11  6  5,+3  +11  -8,81%  96%  61%,126  179  55,28%  30%  21%,2  2  0,0  0  0,+2  +2  0,,,Kntz MiTH,,1.09  1.30  0.88,196  284  109,17  13  4,/  14  7  7  /,8  3  5,+3  +6  -3,88%  100%  75%,120  161  79,24%  24%  24%,2  2  0,0  0  0,+2  +2  0,Kntz MiTH,,0.94  1.31  0.20,214  317  9,14  14  0,/  14  9  5  /,3  3  0,0  +5  -5,72%  92%  33%,134  197  9,35%  37%  0%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,cgrs MiTH,,0.85  0.64  1.14,219  165  284,30  11  19,/  33  21  12  /,9  5  4,-3  -10  +7,71%  67%  78%,147  120  183,25%  17%  36%,3  1  2,2  1  1,+1  0  +1,,,seph1roth MiTH,,1.01  0.76  1.26,224  178  270,18  7  11,/  18  9  9  /,3  1  2,0  -2  +2,75%  58%  92%,145  129  161,34%  32%  36%,3  0  3,3  1  2,0  -1  +1,cgrs MiTH,,0.85  0.69  1.18,241  186  351,14  6  8,/  15  11  4  /,4  3  1,-1  -5  +4,78%  75%  83%,152  132  192,26%  19%  38%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,seph1roth MiTH,,0.84  0.65  1.09,208  178  254,30  14  16,/  33  20  13  /,4  2  2,-3  -6  +3,69%  58%  83%,138  123  158,30%  28%  32%,7  3  4,7  4  3,0  -1  +1,,,Kadoom MiTH,,0.93  1.06  0.80,211  254  168,17  10  7,/  18  9  9  /,4  3  1,-1  +1  -2,79%  75%  83%,140  163  118,26%  29%  21%,3  1  2,2  0  2,+1  +1  0,kongared MiTH,,0.72  0.69  0.78,174  164  195,11  7  4,/  15  10  5  /,3  2  1,-4  -3  -1,61%  67%  50%,128  135  114,38%  35%  44%,1  0  1,2  2  0,-1  -2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Kadoom MiTH,,0.79  0.70  1.03,180  183  186,26  15  11,/  33  20  13  /,8  4  4,-7  -5  -2,74%  67%  83%,123  122  125,23%  28%  16%,5  2  3,5  3  2,0  -1  +1,,,cgrs MiTH,,0.85  0.59  1.11,197  143  251,16  5  11,/  18  10  8  /,5  2  3,-2  -5  +3,67%  58%  75%,144  109  179,24%  15%  34%,2  1  1,1  1  0,+1  0  +1,seph1roth MiTH,,0.67  0.53  0.93,192  178  223,12  7  5,/  15  11  4  /,1  1  0,-3  -4  +1,61%  58%  67%,128  116  151,25%  24%  26%,4  3  1,4  3  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,kongared MiTH,,0.76  0.66  0.86,165  132  205,25  12  13,/  32  19  13  /,5  3  2,-7  -7  0,64%  63%  67%,108  95  126,37%  26%  57%,4  1  3,7  7  0,-3  -6  +3,,,kongared MiTH,,0.79  0.63  0.94,155  101  211,14  5  9,/  17  9  8  /,2  1  1,-3  -4  +1,67%  58%  75%,94  56  132,37%  13%  64%,3  1  2,5  5  0,-2  -4  +2,Kadoom MiTH,,0.64  0.33  1.26,148  112  222,9  5  4,/  15  11  4  /,4  1  3,-6  -6  0,67%  58%  83%,101  81  140,18%  25%  8%,2  1  1,3  3  0,-1  -2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,UdoTan 4AM,,,326,65,/  40  /,6,25,,,,17.0,,,1.0,2.0,UdoTan 4AM,,,375,44,/  21  /,3,23,,,,10.0,,,UdoTan 4AM,,,277,21,/  19  /,3,2,,,,7.0,,,Ace 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
23,Ace 4AM,,,189,34,/  40  /,24,-6,,,,,,,17.0,15.0,PAULTATO 4AM,,,196,22,/  18  /,6,4,,,,,,,Ace 4AM,,,208,16,/  17  /,5,-1,,,,,,,XuAN 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
24,PAULTATO 4AM,,,171,32,/  36  /,9,-4,,,,,,,9.0,13.0,XuAN 4AM,,,190,20,/  25  /,13,-5,,,,,,,Banger 4AM,,,195,16,/  12  /,5,4,,,,,,,PAULTATO 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
25,Banger 4AM,,,166,30,/  34  /,13,-4,,,,,,,11.0,13.0,Ace 4AM,,,170,18,/  23  /,19,-5,,,,,,,PAULTATO 4AM,,,146,10,/  18  /,3,-8,,,,,,,UdoTan 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
26,XuAN 4AM,,,139,27,/  44  /,14,-17,,,,,,,,,Banger 4AM,,,136,14,/  22  /,8,-8,,,,,,,XuAN 4AM,,,88,7,/  19  /,1,-12,,,,,,,Banger 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
27,watasink LGD,,,265,47,/  40  /,10,7,,,,8.0,,,,,WsLeo LGD,,,234,26,/  24  /,12,2,,,,4.0,,,watasink LGD,,,332,25,/  16  /,8,9,,,,8.0,,,diseased LGD,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
28,WsLeo LGD,,,221,41,/  39  /,21,2,,,,4.0,,,,,Kiuuuu LGD,,,229,26,/  25  /,8,1,,,,,,,GGHuiii LGD,,,235,22,/  11  /,4,11,,,,,,,watasink LGD,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
29,Kiuuuu LGD,,,185,38,/  41  /,13,-3,,,,,,,,,watasink LGD,,,197,22,/  24  /,2,-2,,,,,,,WsLeo LGD,,,208,15,/  15  /,9,0,,,,,,,WsLeo LGD,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
30,GGHuiii LGD,,,184,34,/  38  /,18,-4,,,,,,,,,diseased LGD,,,193,23,/  18  /,3,5,,,,,,,diseased LGD,,,150,11,/  12  /,13,-1,,,,,,,Kiuuuu LGD,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
31,diseased LGD,,,172,34,/  30  /,16,4,,,,,,,,,GGHuiii LGD,,,132,12,/  27  /,14,-15,,,,,,,Kiuuuu LGD,,,140,12,/  16  /,5,-4,,,,,,,GGHuiii LGD,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Laz NKT,,1.30  0.93  1.48,231  217  239,37  15  22,/  26  12  14  /,19  5  14,+11  +3  +8,77%  75%  78%,162  151  171,33%  43%  27%,3  0  3,4  3  1,-1  -3  +2,2.0,0.0,Laz NKT,,1.28  1.21  1.35,225  213  238,21  11  10,/  17  7  10  /,16  4  12,+4  +4  0,73%  73%  73%,167  149  184,35%  46%  28%,2  0  2,3  2  1,-1  -2  +1,qq NKT,,1.39  1.47  1.37,297  285  303,20  6  14,/  9  2  7  /,3  1  2,+11  +4  +7,88%  80%  92%,185  151  199,18%  15%  19%,3  0  3,2  2  0,+1  -2  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,qq NKT,,1.22  1.05  1.41,259  206  281,43  15  28,/  29  15  14  /,7  3  4,+14  0  +14,74%  60%  85%,153  118  180,17%  18%  16%,7  1  6,7  7  0,0  -6  +6,16.0,14.0,socools0da NKT,,1.18  1.03  1.33,250  239  262,27  13  14,/  21  11  10  /,7  1  6,+6  +2  +4,80%  67%  93%,162  134  190,36%  52%  26%,5  3  2,2  2  0,+3  +1  +2,Laz NKT,,1.33  0.66  1.61,237  228  241,16  4  12,/  9  5  4  /,3  1  2,+7  -1  +8,82%  80%  83%,154  156  154,29%  36%  26%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,socools0da NKT,,1.21  0.97  1.36,229  197  263,39  14  25,/  33  16  17  /,21  9  12,+6  -2  +8,83%  75%  89%,151  115  178,39%  48%  35%,8  3  5,4  3  1,+4  0  +4,13.0,4.0,PoomOneLove NKT,,1.16  0.94  1.38,208  185  231,23  9  14,/  18  10  8  /,14  9  5,+5  -1  +6,90%  87%  93%,126  106  146,30%  25%  36%,1  0  1,0  0  0,+1  0  +1,socools0da NKT,,1.24  0.90  1.38,208  73  266,12  1  11,/  12  5  7  /,14  8  6,0  -4  +4,88%  100%  83%,132  56  163,44%  25%  48%,3  0  3,2  1  1,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PoomOneLove NKT,,1.14  1.10  1.22,190  196  195,33  13  20,/  27  13  14  /,25  13  12,+6  0  +6,94%  90%  96%,118  114  121,37%  30%  43%,2  0  2,0  0  0,+2  0  +2,,,qq NKT,,1.04  0.63  1.45,221  179  263,23  9  14,/  20  13  7  /,4  2  2,+3  -4  +7,67%  53%  80%,136  107  164,15%  19%  12%,4  1  3,5  5  0,-1  -4  +3,Teerapong NKT,,1.23  1.41  1.15,240  283  223,16  6  10,/  10  2  8  /,3  1  2,+6  +4  +2,82%  100%  75%,166  188  157,35%  33%  36%,2  1  1,2  0  2,0  +1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Teerapong NKT,,1.12  1.29  1.00,212  223  190,35  17  18,/  30  12  18  /,14  7  7,+5  +5  0,81%  85%  78%,136  150  126,31%  28%  34%,7  2  5,5  1  4,+2  +1  +1,,,Teerapong NKT,,1.02  1.18  0.85,183  203  164,19  11  8,/  20  10  10  /,11  6  5,-1  +1  -2,80%  80%  80%,119  137  101,28%  26%  32%,5  1  4,3  1  2,+2  0  +2,PoomOneLove NKT,,1.12  1.25  1.06,172  227  149,10  4  6,/  9  3  6  /,11  4  7,+1  +1  0,100%  100%  100%,105  138  91,50%  44%  53%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,RoLEX XIA,,0.99  0.96  1.00,179  169  197,29  15  14,/  32  19  13  /,8  3  5,-3  -4  +1,66%  59%  75%,122  121  124,20%  20%  22%,2  0  2,3  2  1,-1  -2  +1,,,siraphop XIA,,1.15  0.93  1.37,232  197  268,26  11  15,/  22  12  10  /,6  4  2,+4  -1  +5,80%  80%  80%,160  144  177,55%  34%  82%,3  1  2,0  0  0,+3  +1  +2,LBY XIA,,0.88  0.78  1.14,183  183  183,11  8  3,/  13  11  2  /,4  3  1,-2  -3  +1,59%  58%  60%,128  129  128,38%  37%  43%,3  2  1,1  1  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,siraphop XIA,,0.88  0.83  0.87,203  191  241,36  19  17,/  37  22  15  /,12  10  2,-1  -3  +2,74%  74%  75%,140  128  156,49%  37%  69%,3  1  2,0  0  0,+3  +1  +2,,,RoLEX XIA,,1.10  1.05  1.15,186  180  192,19  9  10,/  18  9  9  /,5  1  4,+1  0  +1,70%  67%  73%,123  126  120,28%  27%  29%,2  0  2,2  1  1,0  -1  +1,RoLEX XIA,,0.87  0.88  0.85,171  155  213,10  6  4,/  14  10  4  /,3  2  1,-4  -4  0,59%  50%  80%,121  115  135,10%  12%  8%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LBY XIA,,0.87  0.79  1.02,185  176  200,31  17  14,/  38  23  15  /,16  10  6,-7  -6  -1,68%  67%  70%,128  117  142,45%  46%  45%,5  2  3,2  1  1,+3  +1  +2,,,LBY XIA,,0.85  0.81  0.89,187  169  206,20  9  11,/  25  12  13  /,12  7  5,-5  -3  -2,73%  73%  73%,127  108  146,50%  56%  46%,2  0  2,1  0  1,+1  0  +1,siraphop XIA,,0.62  0.72  0.37,174  182  157,10  8  2,/  15  10  5  /,6  6  0,-5  -2  -3,65%  67%  60%,105  109  94,38%  41%  29%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Vickyz XIA,,0.67  0.65  0.75,153  172  124,21  13  8,/  40  25  15  /,16  9  7,-19  -12  -7,72%  78%  65%,102  118  80,19%  19%  19%,2  1  1,6  4  2,-4  -3  -1,,,Vickyz XIA,,0.76  0.78  0.73,147  198  97,13  9  4,/  24  14  10  /,13  6  7,-11  -5  -6,70%  73%  67%,101  134  68,20%  21%  18%,1  1  0,3  2  1,-2  -1  -1,Vickyz XIA,,0.59  0.52  0.76,159  141  205,8  4  4,/  16  11  5  /,3  3  0,-8  -7  -1,76%  83%  60%,104  99  117,18%  16%  22%,1  0  1,3  2  1,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,aLerT XIA,,0.64  0.48  0.86,171  149  209,28  14  14,/  41  25  16  /,5  3  2,-13  -11  -2,64%  56%  75%,115  96  140,31%  33%  29%,8  2  6,16  14  2,-8  -12  +4,,,aLerT XIA,,0.70  0.45  0.95,182  146  220,18  7  11,/  25  13  12  /,3  1  2,-7  -6  -1,63%  53%  73%,120  91  148,30%  40%  25%,5  1  4,11  9  2,-6  -8  +2,aLerT XIA,,0.58  0.51  0.76,159  153  176,10  7  3,/  16  12  4  /,2  2  0,-6  -5  -1,65%  58%  80%,106  103  114,33%  28%  50%,3  1  2,5  5  0,-2  -4  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,kawaii TEC,,,240,60,/  39  /,19,21,,,,2.0,,,2.0,1.0,kawaii TEC,,,253,20,/  15  /,10,5,,,,2.0,,,qiuye TEC,,,204,18,/  14  /,0,4,,,,4.0,,,kawaii TEC,,,282.0,24.0,/  9  /,2.0,15.0,,,,,,,,,,,,,,,,,,,,
45,qiuye TEC,,,222,50,/  39  /,9,11,,,,4.0,,,9.0,13.0,Abo TEC,,,235,19,/  14  /,1,5,,,,,,,kawaii TEC,,,185,16,/  15  /,7,1,,,,,,,qiuye TEC,,,254.0,17.0,/  10  /,5.0,7.0,,,,,,,,,,,,,,,,,,,,
46,Abo TEC,,,210,50,/  41  /,10,9,,,,,,,13.0,11.0,qiuye TEC,,,208,15,/  15  /,4,0,,,,,,,B1ack TEC,,,184,16,/  16  /,8,0,,,,,,,Abo TEC,,,214.0,15.0,/  11  /,1.0,4.0,,,,,,,,,,,,,,,,,,,,
47,B1ack TEC,,,172,39,/  40  /,23,-1,,,,,,,13.0,7.0,B1ack TEC,,,197,14,/  13  /,7,1,,,,,,,Abo TEC,,,181,16,/  16  /,8,0,,,,,,,shameless TEC,,,147.0,12.0,/  8  /,6.0,4.0,,,,,,,,,,,,,,,,,,,,
48,shameless TEC,,,164,41,/  36  /,17,5,,,,,,,,,shameless TEC,,,193,14,/  15  /,6,-1,,,,,,,shameless TEC,,,153,15,/  13  /,5,2,,,,,,,B1ack TEC,,,135.0,9.0,/  11  /,8.0,-2.0,,,,,,,,,,,,,,,,,,,,
49,Secret RSG,,,225,52,/  45  /,13,7,,,,10.0,,,,,Jeong Hi RSG,,,243,20,/  14  /,6,6,,,,,,,Secret RSG,,,277,23,/  16  /,6,7,,,,5.0,,,Secret RSG,,,195.0,13.0,/  15  /,4.0,-2.0,,,,5.0,,,,,,,,,,,,,,,,
50,Jeong Hi RSG,,,189,47,/  44  /,19,3,,,,,,,,,Secret RSG,,,202,16,/  14  /,3,2,,,,,,,Jeong Hi RSG,,,218,21,/  15  /,3,6,,,,,,,PPDBJ RSG,,,166.0,10.0,/  15  /,1.0,-5.0,,,,,,,,,,,,,,,,,,,,
51,PPDBJ RSG,,,159,34,/  48  /,7,-14,,,,,,,,,Sing RSG,,,189,14,/  17  /,5,-3,,,,,,,PPDBJ RSG,,,180,14,/  16  /,3,-2,,,,,,,Sing RSG,,,143.0,9.0,/  18  /,3.0,-9.0,,,,,,,,,,,,,,,,,,,,
52,Sing RSG,,,142,30,/  53  /,16,-23,,,,,,,,,KattelEC16 RSG,,,165,12,/  20  /,4,-8,,,,,,,KattelEC16 RSG,,,116,9,/  16  /,9,-7,,,,,,,KattelEC16 RSG,,,137.0,11.0,/  14  /,4.0,-3.0,,,,,,,,,,,,,,,,,,,,
53,KattelEC16 RSG,,,139,32,/  50  /,17,-18,,,,,,,,,PPDBJ RSG,,,132,10,/  17  /,3,-7,,,,,,,Sing RSG,,,94,7,/  18  /,8,-11,,,,,,,Jeong Hi RSG,,,106.0,6.0,/  15  /,10.0,-9.0,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,zeek GN,,1.45  1.66  1.22,293  333  241,103  63  40,/  62  32  30  /,38  27  11,+41  +31  +10,82%  90%  73%,186  206  165,23%  25%  21%,12  7  5,8  3  5,+4  +4  0,3.0,1.0,zeek GN,,1.57  1.76  1.35,308  335  276,24  15  9,/  13  7  6  /,6  4  2,+11  +8  +3,86%  92%  80%,209  215  201,16%  17%  14%,6  4  2,4  2  2,+2  +2  0,zeek GN,,1.68  2.35  1.00,361  503  220,31  22  9,/  14  5  9  /,5  2  3,+17  +17  0,75%  100%  50%,229  300  157,22%  20%  29%,1  1  0,2  0  2,-1  +1  -2,PROFEK GN,,1.24  0.88  1.59,237  190  285,28  12  16,/  21  13  8  /,10  5  5,+7  -1  +8,78%  69%  88%,164  141  186,33%  35%  31%,3  0  3,3  2  1,0  -2  +2,zeek GN,,1.31  1.30  1.31,274  244  311,22  10  12,/  15  8  7  /,14  11  3,+7  +2  +5,91%  92%  90%,180  164  200,30%  50%  19%,1  0  1,1  0  1,0  0  0
56,Chadi GN,,1.09  0.96  1.26,205  183  236,74  34  40,/  68  38  30  /,27  18  9,+6  -4  +10,76%  79%  73%,134  115  155,27%  22%  31%,14  6  8,14  8  6,0  -2  +2,13.0,9.0,Chadi GN,,1.14  0.66  1.73,205  84  351,17  3  14,/  14  9  5  /,4  3  1,+3  -6  +9,86%  92%  80%,129  53  221,33%  7%  48%,1  0  1,1  0  1,0  0  0,PROFEK GN,,1.07  1.07  1.07,234  182  287,20  9  11,/  17  6  11  /,4  2  2,+3  +3  0,71%  67%  75%,145  106  185,23%  13%  33%,2  2  0,5  2  3,-3  0  -3,Chadi GN,,1.23  1.16  1.29,247  250  245,29  15  14,/  21  12  9  /,5  2  3,+8  +3  +5,72%  69%  75%,163  166  160,27%  28%  25%,7  3  4,6  4  2,+1  -1  +2,Buld GN,,1.27  1.23  1.30,203  193  216,16  8  8,/  13  7  6  /,9  6  3,+3  +1  +2,82%  83%  80%,146  135  159,21%  14%  32%,3  1  2,2  1  1,+1  0  +1
