,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,hvoya RGE,,1.14  1.07  1.21,220  198  250,68  29  39,/  50  27  23  /,11  6  5,+18  +2  +16,66%  62%  71%,148  139  157,32%  38%  28%,9  5  4,8  5  3,+1  0  +1,3.0,1.0,hvoya RGE,,1.46  1.07  1.85,267  209  325,26  10  16,/  13  8  5  /,3  0  3,+13  +2  +11,65%  46%  85%,180  147  213,30%  50%  21%,4  2  2,3  3  0,+1  -1  +2,karam1l RGE,,1.50  1.74  1.20,334  342  327,25  14  11,/  16  7  9  /,12  8  4,+9  +7  +2,77%  83%  70%,209  213  205,44%  41%  48%,2  1  1,1  0  1,+1  +1  0,hvoya RGE,,0.97  1.05  0.82,188  188  190,11  7  4,/  13  8  5  /,3  3  0,-2  -1  -1,50%  58%  33%,127  133  115,56%  50%  75%,2  1  1,1  0  1,+1  +1  0,Anq RGE,,1.67  2.18  1.46,308  499  230,20  9  11,/  8  3  5  /,1  1  0,+12  +6  +6,82%  80%  83%,200  336  143,18%  25%  7%,3  1  2,1  0  1,+2  +1  +1,,,,,,,,,,,,,,
12,Anq RGE,,1.10  1.22  1.01,213  218  200,61  32  29,/  58  32  26  /,14  6  8,+3  0  +3,70%  67%  73%,139  150  128,20%  26%  12%,9  4  5,10  5  5,-1  -1  0,14.0,12.0,Anq RGE,,1.03  0.74  1.31,207  167  247,19  7  12,/  20  12  8  /,7  4  3,-1  -5  +4,81%  77%  85%,135  123  148,21%  22%  20%,2  0  2,5  3  2,-3  -3  0,hvoya RGE,,0.97  0.91  1.05,201  187  217,17  8  9,/  15  8  7  /,3  2  1,+2  0  +2,73%  75%  70%,136  133  139,27%  22%  32%,1  1  0,2  2  0,-1  -1  0,Anq RGE,,0.87  1.08  0.44,167  198  105,10  8  2,/  15  9  6  /,2  1  1,-5  -1  -4,50%  58%  33%,114  133  75,26%  35%  9%,1  1  0,1  1  0,0  0  0,karam1l RGE,,1.36  1.21  1.42,233  176  257,15  4  11,/  9  3  6  /,9  1  8,+6  +1  +5,88%  80%  92%,139  107  153,29%  11%  36%,3  0  3,2  1  1,+1  -1  +2,,,,,,,,,,,,,,
13,karam1l RGE,,1.08  1.05  1.12,239  218  263,68  31  37,/  62  32  30  /,30  13  17,+6  -1  +7,75%  69%  80%,151  140  163,37%  32%  42%,11  6  5,9  5  4,+2  +1  +1,13.0,9.0,Harshhh RGE,,0.98  1.21  0.75,198  226  171,19  11  8,/  19  9  10  /,10  5  5,0  +2  -2,77%  85%  69%,143  159  128,18%  23%  13%,1  0  1,3  1  2,-2  -1  -1,Harshhh RGE,,0.93  1.06  0.79,173  182  164,13  8  5,/  15  8  7  /,6  4  2,-2  0  -2,77%  75%  80%,120  124  115,19%  16%  22%,4  2  2,1  1  0,+3  +1  +2,Harshhh RGE,,0.58  0.71  0.32,132  139  120,8  6  2,/  16  10  6  /,6  4  2,-8  -4  -4,56%  58%  50%,94  97  89,15%  13%  22%,0  0  0,2  0  2,-2  0  -2,Excali RGE,,1.16  0.46  1.45,164  99  192,11  2  9,/  10  4  6  /,2  0  2,+1  -2  +3,88%  80%  92%,109  62  129,19%  0%  28%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,
14,Harshhh RGE,,0.86  0.83  0.77,174  171  181,51  26  25,/  61  32  29  /,28  14  14,-10  -6  -4,72%  71%  73%,123  121  126,19%  19%  18%,5  2  3,7  2  5,-2  0  -2,5.0,13.0,karam1l RGE,,0.96  0.89  1.02,198  185  213,16  7  9,/  19  10  9  /,9  4  5,-3  -3  0,77%  69%  85%,132  124  139,29%  29%  30%,2  1  1,2  1  1,0  0  0,Excali RGE,,0.87  0.97  0.75,182  161  209,13  7  6,/  16  7  9  /,7  3  4,-3  0  -3,64%  67%  60%,115  100  132,33%  29%  37%,3  1  2,2  1  1,+1  0  +1,Excali RGE,,0.52  0.62  0.33,174  197  128,10  8  2,/  17  11  6  /,4  2  2,-7  -3  -4,56%  58%  50%,106  121  78,31%  30%  33%,1  1  0,2  1  1,-1  0  -1,hvoya RGE,,1.15  1.25  1.11,224  223  225,14  4  10,/  9  3  6  /,2  1  1,+5  +1  +4,76%  80%  75%,135  144  131,31%  36%  28%,2  1  1,2  0  2,0  +1  -1,,,,,,,,,,,,,,
15,Excali RGE,,0.85  0.73  0.84,174  168  182,50  25  25,/  63  31  32  /,20  10  10,-13  -6  -7,67%  64%  71%,112  107  116,31%  27%  36%,9  4  5,6  4  2,+3  0  +3,13.0,4.0,Excali RGE,,0.84  0.87  0.81,175  176  176,16  8  8,/  20  9  11  /,7  5  2,-4  -1  -3,65%  62%  69%,114  119  110,38%  33%  44%,3  1  2,1  1  0,+2  0  +2,Anq RGE,,0.84  0.86  0.82,169  177  160,12  8  4,/  15  8  7  /,4  0  4,-3  0  -3,64%  58%  70%,118  119  117,16%  25%  0%,3  2  1,3  1  2,0  +1  -1,karam1l RGE,,0.51  0.36  0.83,191  148  278,12  6  6,/  18  12  6  /,0  0  0,-6  -6  0,56%  50%  67%,119  98  163,44%  29%  80%,4  4  0,4  3  1,0  +1  -1,Harshhh RGE,,0.96  0.34  1.22,191  81  238,11  1  10,/  11  5  6  /,6  1  5,0  -4  +4,76%  60%  83%,128  70  153,22%  40%  19%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,
16,d1srupt TR,,1.13  1.27  1.18,244  257  237,72  37  35,/  63  32  31  /,17  9  8,+9  +5  +4,66%  68%  64%,164  168  160,41%  40%  42%,14  6  8,14  8  6,0  -2  +2,,,Aryu TR,,1.09  0.73  1.45,172  135  210,16  6  10,/  15  9  6  /,8  3  5,+1  -3  +4,69%  69%  69%,125  89  161,35%  38%  33%,2  0  2,4  3  1,-2  -3  +1,Techno TR,,1.63  1.67  1.59,320  346  298,26  13  13,/  13  6  7  /,9  5  4,+13  +7  +6,91%  90%  92%,204  186  219,31%  21%  41%,2  1  1,2  0  2,0  +1  -1,d1srupt TR,,1.60  2.25  1.28,290  433  220,18  8  10,/  10  3  7  /,5  4  1,+8  +5  +3,83%  100%  75%,193  270  154,60%  56%  65%,4  3  1,3  0  3,+1  +3  -2,Techno TR,,0.85  0.66  1.31,187  136  311,10  5  5,/  14  10  4  /,5  4  1,-4  -5  +1,71%  75%  60%,127  78  245,26%  17%  33%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,
17,Techno TR,,1.13  0.96  1.33,220  189  253,64  27  37,/  57  31  26  /,35  17  18,+7  -4  +11,83%  83%  83%,139  102  174,26%  21%  29%,5  3  2,5  2  3,0  +1  -1,,,d1srupt TR,,1.02  1.14  0.89,263  316  211,24  15  9,/  23  11  12  /,5  1  4,+1  +4  -3,65%  69%  62%,170  190  150,31%  38%  24%,5  1  4,4  2  2,+1  -1  +2,d1srupt TR,,1.10  1.13  1.07,235  276  201,18  10  8,/  16  8  8  /,5  2  3,+2  +2  0,59%  70%  50%,155  182  133,35%  39%  30%,4  2  2,5  4  1,-1  -2  +1,DEATHMAKER TR,,1.54  1.48  1.57,286  277  292,20  7  13,/  10  4  6  /,7  3  4,+10  +3  +7,94%  100%  92%,188  151  207,24%  21%  25%,2  0  2,0  0  0,+2  0  +2,d1srupt TR,,0.82  0.55  1.49,189  90  429,12  4  8,/  14  10  4  /,2  2  0,-2  -6  +4,59%  50%  80%,133  80  262,46%  27%  69%,1  0  1,2  2  0,-1  -2  +1,,,,,,,,,,,,,,
18,DEATHMAKER TR,,0.95  0.89  1.01,200  179  224,59  27  32,/  61  33  28  /,22  8  14,-2  -6  +4,72%  68%  76%,130  112  147,24%  25%  24%,8  2  6,8  5  3,0  -3  +3,,,Techno TR,,0.95  0.71  1.20,177  142  213,16  6  10,/  18  11  7  /,9  4  5,-2  -5  +3,85%  85%  85%,109  78  141,19%  22%  18%,3  2  1,1  1  0,+2  +1  +1,DEATHMAKER TR,,0.94  0.96  0.93,203  171  231,15  7  8,/  17  7  10  /,5  1  4,-2  0  -2,68%  70%  67%,139  110  163,28%  26%  29%,2  0  2,5  2  3,-3  -2  -1,hellff TR,,1.20  1.31  1.14,212  172  233,16  5  11,/  10  3  7  /,10  4  6,+6  +2  +4,78%  83%  75%,132  97  150,30%  14%  39%,2  0  2,3  0  3,-1  0  -1,hellff TR,,0.81  0.98  0.42,184  219  100,11  9  2,/  16  11  5  /,4  3  1,-5  -2  -3,71%  67%  80%,109  129  62,23%  32%  0%,3  3  0,2  1  1,+1  +2  -1,,,,,,,,,,,,,,
19,Aryu TR,,0.89  0.89  0.90,157  144  174,47  22  25,/  54  28  26  /,20  9  11,-7  -6  -1,69%  73%  64%,113  97  129,28%  35%  23%,8  5  3,9  5  4,-1  0  -1,,,DEATHMAKER TR,,0.89  0.72  1.06,201  192  210,18  8  10,/  20  11  9  /,7  3  4,-2  -3  +1,73%  69%  77%,119  120  118,18%  19%  18%,4  2  2,1  1  0,+3  +1  +2,Aryu TR,,0.83  1.02  0.68,150  149  152,11  5  6,/  17  7  10  /,6  4  2,-6  -2  -4,73%  90%  58%,109  109  108,26%  31%  22%,1  1  0,1  0  1,0  +1  -1,Techno TR,,1.07  0.81  1.20,196  134  228,12  3  9,/  12  4  8  /,12  4  8,0  -1  +1,83%  83%  83%,113  66  136,25%  25%  25%,0  0  0,0  0  0,0  0  0,Aryu TR,,0.61  0.64  0.52,128  124  141,7  5  2,/  13  9  4  /,4  2  2,-6  -4  -2,53%  58%  40%,87  81  100,26%  31%  20%,3  2  1,2  1  1,+1  +1  0,,,,,,,,,,,,,,
20,hellff TR,,0.84  0.95  0.70,172  171  169,51  26  25,/  63  32  31  /,28  15  13,-12  -6  -6,67%  71%  64%,108  107  109,24%  24%  25%,5  3  2,7  2  5,-2  +1  -3,,,hellff TR,,0.85  0.83  0.87,187  176  199,17  8  9,/  20  11  9  /,9  5  4,-3  -3  0,65%  69%  62%,120  114  126,22%  24%  21%,0  0  0,2  1  1,-2  -1  -1,hellff TR,,0.50  0.66  0.36,103  106  100,7  4  3,/  17  7  10  /,5  3  2,-10  -3  -7,59%  70%  50%,75  78  72,22%  21%  23%,0  0  0,0  0  0,0  0  0,Aryu TR,,1.01  1.17  0.93,177  195  169,13  6  7,/  9  3  6  /,2  0  2,+4  +3  +1,78%  83%  75%,127  125  128,23%  40%  16%,2  2  0,2  1  1,0  +1  -1,DEATHMAKER TR,,0.43  0.41  0.47,110  123  81,6  5  1,/  14  11  3  /,3  1  2,-8  -6  -2,53%  50%  60%,71  84  41,37%  40%  25%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Kntz MiTH,,1.26  1.06  1.44,264  208  305,47  18  29,/  33  16  17  /,18  7  11,+14  +2  +12,78%  61%  92%,167  120  209,24%  17%  29%,4  1  3,1  0  1,+3  +1  +2,2.0,0.0,Kadoom MiTH,,1.29  0.87  1.72,286  208  364,28  9  19,/  22  13  9  /,5  1  4,+6  -4  +10,82%  71%  93%,185  131  238,22%  16%  27%,6  1  5,5  2  3,+1  -1  +2,Kntz MiTH,,1.37  1.28  1.43,294  214  354,23  7  16,/  14  5  9  /,5  1  4,+9  +2  +7,76%  56%  92%,183  113  235,20%  8%  28%,3  1  2,1  0  1,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Kadoom MiTH,,1.21  0.82  1.55,273  227  317,49  17  32,/  35  20  15  /,7  2  5,+14  -3  +17,78%  70%  85%,173  137  206,23%  20%  26%,11  2  9,9  5  4,+2  -3  +5,15.0,13.0,Kntz MiTH,,1.14  0.84  1.44,233  203  263,24  11  13,/  19  11  8  /,13  6  7,+5  0  +5,79%  64%  93%,156  124  187,28%  25%  30%,1  0  1,0  0  0,+1  0  +1,cgrs MiTH,,1.13  0.84  1.35,245  209  273,17  7  10,/  15  8  7  /,11  2  9,+2  -1  +3,71%  67%  75%,192  141  230,35%  63%  26%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,cgrs MiTH,,0.98  0.71  1.20,201  147  237,32  12  20,/  36  20  16  /,16  3  13,-4  -8  +4,69%  57%  81%,147  101  188,21%  33%  16%,3  1  2,3  2  1,0  -1  +1,13.0,8.0,seph1roth MiTH,,0.98  0.97  0.99,205  245  166,22  13  9,/  20  11  9  /,8  0  8,+2  +2  0,71%  50%  93%,135  156  114,42%  65%  22%,2  2  0,4  4  0,-2  -2  0,Kadoom MiTH,,1.13  0.77  1.39,259  255  262,21  8  13,/  13  7  6  /,2  1  1,+8  +1  +7,71%  67%  75%,158  145  167,26%  28%  24%,5  1  4,4  3  1,+1  -2  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,seph1roth MiTH,,0.92  0.78  1.03,163  180  161,32  15  17,/  32  17  15  /,12  3  9,0  -2  +2,69%  43%  92%,115  119  112,42%  63%  28%,2  2  0,7  5  2,-5  -3  -2,,,cgrs MiTH,,0.82  0.59  1.05,157  108  206,15  5  10,/  21  12  9  /,5  1  4,-6  -7  +1,68%  50%  86%,114  75  153,9%  13%  8%,3  1  2,2  2  0,+1  -1  +2,kongared MiTH,,0.95  0.74  1.11,162  159  165,12  5  7,/  15  8  7  /,11  3  8,-3  -3  0,71%  56%  83%,111  80  135,34%  57%  28%,3  2  1,1  1  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,kongared MiTH,,0.88  0.57  1.16,154  101  199,27  8  19,/  35  20  15  /,15  4  11,-8  -12  +4,67%  52%  81%,105  63  143,31%  41%  28%,5  2  3,4  3  1,+1  -1  +2,,,kongared MiTH,,0.80  0.39  1.20,145  64  227,15  3  12,/  20  12  8  /,4  1  3,-5  -9  +4,64%  50%  79%,101  52  150,29%  30%  28%,2  0  2,3  2  1,-1  -2  +1,seph1roth MiTH,,0.86  0.58  1.06,121  78  155,10  2  8,/  12  6  6  /,4  3  1,-2  -4  +2,67%  33%  92%,89  60  111,42%  57%  35%,0  0  0,3  1  2,-3  -1  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,gin FCY,,1.13  0.78  1.55,236  171  315,40  15  25,/  37  23  14  /,14  6  8,+3  -8  +11,73%  65%  83%,154  108  205,24%  24%  24%,10  3  7,11  7  4,-1  -4  +3,,,YESicaN FCY,,1.28  1.03  1.54,271  242  302,28  12  16,/  21  12  9  /,16  3  13,+7  0  +7,86%  71%  100%,169  144  194,46%  44%  48%,2  2  0,0  0  0,+2  +2  0,gin FCY,,1.14  0.82  1.55,216  130  333,15  5  10,/  16  10  6  /,8  5  3,-1  -5  +4,76%  75%  78%,146  91  219,30%  20%  36%,4  1  3,3  2  1,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,YESicaN FCY,,1.10  0.90  1.32,243  218  280,45  21  24,/  40  24  16  /,24  7  17,+5  -3  +8,80%  69%  91%,160  148  175,47%  50%  44%,4  2  2,3  2  1,+1  0  +1,,,gin FCY,,1.13  0.73  1.54,255  207  304,25  10  15,/  21  13  8  /,6  1  5,+4  -3  +7,71%  57%  86%,159  122  197,21%  27%  18%,6  2  4,8  5  3,-2  -3  +1,f1cio FCY,,1.06  0.98  1.17,210  238  174,15  9  6,/  15  10  5  /,8  2  6,0  -1  +1,67%  67%  67%,143  149  136,49%  43%  57%,2  2  0,2  1  1,0  +1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
