,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,Japips OGX,,1.22  1.18  1.29,221  206  235,54  25  29,/  46  22  24  /,28  16  12,+8  +3  +5,76%  78%  74%,145  136  155,26%  22%  31%,6  1  5,3  1  2,+3  0  +3,1.0,2.0,Japips OGX,,1.41  1.67  1.17,219  214  224,18  9  9,/  12  3  9  /,7  3  4,+6  +6  0,74%  91%  58%,141  135  147,30%  33%  28%,1  0  1,1  0  1,0  0  0,Japips OGX,,1.18  0.96  1.47,234  207  270,18  8  10,/  18  11  7  /,10  8  2,0  -3  +3,71%  67%  78%,160  151  172,29%  22%  44%,5  1  4,1  1  0,+4  0  +4,CaspeR OGX,,1.16  1.22  1.10,230  206  255,20  9  11,/  19  8  11  /,20  10  10,+1  +1  0,73%  54%  92%,147  119  175,22%  14%  29%,2  1  1,1  1  0,+1  0  +1
1,CaspeR OGX,,1.10  1.27  0.92,220  245  197,54  32  22,/  49  22  27  /,39  18  21,+5  +10  -5,73%  75%  71%,143  153  132,31%  32%  31%,3  2  1,5  3  2,-2  -1  -1,13.0,10.0,CaspeR OGX,,1.34  1.71  1.01,227  291  168,19  12  7,/  12  4  8  /,13  5  8,+7  +8  -1,74%  91%  58%,147  195  103,40%  41%  37%,1  1  0,1  0  1,0  +1  -1,CaspeR OGX,,0.79  0.89  0.65,204  246  150,15  11  4,/  18  10  8  /,6  3  3,-3  +1  -4,71%  83%  56%,133  153  108,36%  40%  29%,0  0  0,3  2  1,-3  -2  -1,Japips OGX,,1.08  0.92  1.24,210  200  222,18  8  10,/  16  8  8  /,11  5  6,+2  0  +2,81%  77%  85%,137  122  152,21%  16%  27%,0  0  0,1  0  1,-1  0  -1
2,Twirly OGX,,0.87  0.84  0.94,228  223  234,52  27  25,/  58  29  29  /,18  7  11,-6  -2  -4,71%  67%  76%,152  146  158,28%  29%  27%,8  4  4,12  10  2,-4  -6  +2,8.0,13.0,Sway OGX,,1.04  1.51  0.62,195  311  90,16  13  3,/  16  7  9  /,10  6  4,0  +6  -6,70%  82%  58%,114  173  59,17%  16%  18%,4  2  2,2  0  2,+2  +2  0,Twirly OGX,,0.78  0.48  1.18,223  184  275,13  6  7,/  20  12  8  /,6  2  4,-7  -6  -1,76%  67%  89%,163  125  214,22%  14%  30%,2  1  1,2  2  0,0  -1  +1,Twirly OGX,,0.89  0.94  0.85,231  246  216,22  12  10,/  20  10  10  /,6  3  3,+2  +2  0,69%  62%  77%,148  154  142,40%  57%  28%,2  1  1,5  4  1,-3  -3  0
3,Sway OGX,,0.87  1.01  0.74,183  199  165,41  24  17,/  55  27  28  /,31  19  12,-14  -3  -11,69%  69%  68%,115  120  109,29%  28%  30%,9  4  5,8  3  5,+1  +1  0,12.0,14.0,Twirly OGX,,0.94  1.09  0.81,230  238  223,17  9  8,/  18  7  11  /,6  2  4,-1  +2  -3,70%  73%  67%,147  160  135,22%  23%  22%,4  2  2,5  4  1,-1  -2  +1,Sway OGX,,0.69  0.69  0.69,187  152  236,11  4  7,/  19  10  9  /,9  6  3,-8  -6  -2,67%  67%  67%,123  104  148,38%  47%  32%,3  2  1,3  2  1,0  0  0,Sway OGX,,0.87  0.83  0.91,166  148  184,14  7  7,/  20  10  10  /,12  7  5,-6  -3  -3,69%  62%  77%,109  89  128,34%  35%  33%,2  0  2,3  1  2,-1  -1  0
4,Erumaa OGX,,0.62  0.66  0.56,130  122  144,34  16  18,/  57  27  30  /,10  6  4,-23  -11  -12,57%  58%  56%,85  78  91,14%  11%  20%,7  2  5,9  6  3,-2  -4  +2,,,Erumaa OGX,,0.63  0.93  0.35,127  110  143,11  5  6,/  18  6  12  /,4  3  1,-7  -1  -6,61%  73%  50%,79  71  86,24%  14%  43%,2  1  1,2  1  1,0  0  0,Erumaa OGX,,0.45  0.59  0.26,104  129  72,8  6  2,/  19  10  9  /,3  2  1,-11  -4  -7,43%  42%  44%,66  77  51,11%  13%  6%,0  0  0,2  1  1,-2  -1  -1,Erumaa OGX,,0.78  0.47  1.09,160  125  196,15  5  10,/  20  11  9  /,3  1  2,-5  -6  +1,65%  62%  69%,105  86  125,13%  7%  25%,5  1  4,5  4  1,0  -3  +3
5,lynn NWJ,,1.38  1.36  1.38,259  240  273,70  34  36,/  43  19  24  /,21  8  13,+27  +15  +12,84%  79%  89%,161  145  175,22%  31%  18%,8  3  5,3  2  1,+5  +1  +4,,,lynn NWJ,,1.38  1.65  1.08,269  277  262,24  15  9,/  14  5  9  /,5  2  3,+10  +10  0,87%  83%  91%,174  174  175,17%  33%  9%,0  0  0,2  1  1,-2  -1  -1,oreopheliaa NWJ,,1.92  2.04  1.83,347  384  321,29  14  15,/  10  5  5  /,8  4  4,+19  +9  +10,90%  89%  92%,226  245  212,24%  19%  29%,2  0  2,0  0  0,+2  0  +2,lynn NWJ,,1.36  1.10  1.62,219  178  262,21  8  13,/  14  8  6  /,10  4  6,+7  0  +7,81%  77%  85%,150  132  167,35%  33%  36%,4  1  3,0  0  0,+4  +1  +3
6,oreopheliaa NWJ,,1.31  1.43  1.18,251  276  224,64  37  27,/  48  22  26  /,32  14  18,+16  +15  +1,84%  85%  83%,159  170  149,23%  24%  21%,5  0  5,3  2  1,+2  -2  +4,,,skyelyse NWJ,,1.13  1.28  0.97,247  282  210,21  12  9,/  16  7  9  /,3  2  1,+5  +5  0,78%  92%  64%,156  186  123,25%  25%  24%,5  2  3,3  1  2,+2  +1  +1,lynn NWJ,,1.39  1.32  1.44,289  281  296,25  11  14,/  15  6  9  /,6  2  4,+10  +5  +5,86%  78%  92%,159  127  183,17%  22%  15%,4  2  2,1  1  0,+3  +1  +2,skyelyse NWJ,,1.28  1.35  1.21,276  308  246,25  14  11,/  18  9  9  /,5  1  4,+7  +5  +2,81%  92%  69%,191  204  179,21%  21%  21%,2  1  1,2  1  1,0  0  0
7,skyelyse NWJ,,1.17  1.20  1.12,265  291  243,66  35  31,/  50  23  27  /,15  7  8,+16  +12  +4,80%  85%  75%,181  202  161,24%  24%  24%,10  3  7,7  3  4,+3  0  +3,,,crescents NWJ,,1.10  1.57  0.59,200  226  172,12  7  5,/  14  4  10  /,19  13  6,-2  +3  -5,74%  75%  73%,129  138  119,8%  3%  17%,2  1  1,0  0  0,+2  +1  +1,skyelyse NWJ,,1.09  0.96  1.18,273  278  270,20  9  11,/  16  7  9  /,7  4  3,+4  +2  +2,81%  67%  92%,194  220  175,29%  29%  29%,3  0  3,2  1  1,+1  -1  +2,oreopheliaa NWJ,,1.26  1.32  1.20,251  291  213,24  15  9,/  19  8  11  /,12  4  8,+5  +7  -2,88%  85%  92%,157  187  127,22%  19%  26%,2  0  2,2  1  1,0  -1  +1
8,crescents NWJ,,0.99  1.05  0.90,164  170  159,34  16  18,/  43  20  23  /,46  25  21,-9  -4  -5,81%  82%  81%,104  108  101,11%  8%  15%,6  2  4,4  3  1,+2  -1  +3,,,oreopheliaa NWJ,,0.74  0.94  0.52,156  179  133,11  8  3,/  19  9  10  /,12  6  6,-8  -1  -7,74%  83%  64%,99  94  105,21%  57%  4%,1  0  1,1  1  0,0  -1  +1,crescents NWJ,,1.01  0.82  1.16,144  130  155,11  3  8,/  11  6  5  /,12  6  6,0  -3  +3,86%  78%  92%,83  86  80,10%  11%  10%,0  0  0,1  1  0,-1  -1  0,crescents NWJ,,0.85  0.76  0.95,149  147  153,11  6  5,/  18  10  8  /,15  6  9,-7  -4  -3,85%  92%  77%,100  95  105,16%  14%  19%,4  1  3,3  2  1,+1  -1  +2
9,yaamorii NWJ,,0.69  0.68  0.69,131  140  125,31  16  15,/  51  28  23  /,9  5  4,-20  -12  -8,66%  74%  58%,92  97  88,23%  20%  25%,8  6  2,16  10  6,-8  -4  -4,,,yaamorii NWJ,,0.50  0.84  0.13,106  166  41,8  7  1,/  18  8  10  /,2  1  1,-10  -1  -9,52%  67%  36%,71  106  33,21%  25%  13%,3  3  0,6  3  3,-3  0  -3,yaamorii NWJ,,0.78  0.70  0.85,132  157  113,9  4  5,/  13  7  6  /,7  4  3,-4  -3  -1,81%  89%  75%,94  103  88,14%  7%  23%,2  1  1,6  3  3,-4  -2  -2,yaamorii NWJ,,0.79  0.48  1.09,155  105  206,14  5  9,/  20  13  7  /,0  0  0,-6  -8  +2,65%  69%  62%,109  84  135,34%  38%  32%,3  2  1,4  4  0,-1  -2  +1
