,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
0,Demon1 EG,,1.16  1.26  1.03,257  299  213,101  63  38,/  81  41  40  /,23  15  8,+20  +22  -2,77%  81%  73%,175  195  154,41%  46%  36%,13  8  5,9  6  3,+4  +2  +2,3.0,2.0,Demon1 EG,,1.33  1.50  1.16,266  293  240,26  16  10,/  19  9  10  /,2  1  1,+7  +7  0,73%  69%  77%,177  185  170,44%  42%  46%,5  2  3,1  1  0,+4  +1  +3,jawgemo EG,,1.77  1.90  1.46,347  364  308,21  17  4,/  10  4  6  /,6  4  2,+11  +13  -2,94%  100%  80%,204  207  196,10%  12%  6%,4  4  0,1  0  1,+3  +4  -1,Demon1 EG,,1.13  1.14  1.12,291  313  274,21  10  11,/  18  8  10  /,3  2  1,+3  +2  +1,76%  78%  75%,211  217  206,48%  55%  42%,2  1  1,3  3  0,-1  -2  +1,Boostio EG,,1.16  1.17  1.15,240  232  246,16  7  9,/  15  5  10  /,2  1  1,+1  +2  -1,75%  75%  75%,151  144  157,21%  27%  18%,5  1  4,1  0  1,+4  +1  +3,Ethan EG,,1.16  0.84  1.58,220  176  279,18  7  11,/  13  9  4  /,8  7  1,+5  -2  +7,81%  75%  89%,139  120  165,22%  18%  26%,1  0  1,0  0  0,+1  0  +1
1,Ethan EG,,1.02  0.94  1.10,192  163  226,68  31  37,/  72  35  37  /,65  38  27,-4  -4  0,81%  80%  82%,127  110  146,24%  24%  25%,5  1  4,8  4  4,-3  -3  0,14.0,12.0,Ethan EG,,1.10  0.87  1.34,195  109  282,16  5  11,/  17  8  9  /,21  11  10,-1  -3  +2,85%  85%  85%,136  85  187,18%  10%  22%,0  0  0,2  1  1,-2  -1  -1,Demon1 EG,,1.67  1.80  1.36,297  292  309,20  14  6,/  10  6  4  /,9  8  1,+10  +8  +2,82%  83%  80%,194  185  218,38%  39%  33%,1  1  0,0  0  0,+1  +1  0,C0M EG,,0.92  1.21  0.70,148  209  103,12  8  4,/  13  4  9  /,2  0  2,-1  +4  -5,62%  78%  50%,96  132  70,23%  24%  20%,1  1  0,1  0  1,0  +1  -1,Ethan EG,,1.04  0.75  1.23,211  185  229,14  5  9,/  16  7  9  /,11  6  5,-2  -2  0,75%  75%  75%,135  117  147,30%  33%  28%,1  0  1,1  0  1,0  0  0,Demon1 EG,,0.99  1.06  0.91,249  333  139,20  15  5,/  16  11  5  /,2  1  1,+4  +4  0,86%  92%  78%,164  216  94,48%  50%  43%,5  4  1,1  1  0,+4  +3  +1
2,jawgemo EG,,0.97  1.04  0.87,221  250  180,82  53  29,/  80  37  43  /,18  10  8,+2  +16  -14,67%  78%  55%,133  151  114,15%  18%  12%,10  8  2,12  6  6,-2  +2  -4,13.0,4.0,C0M EG,,0.92  1.21  0.63,179  232  127,14  9  5,/  18  8  10  /,13  9  4,-4  +1  -5,62%  62%  62%,122  167  77,15%  19%  8%,2  1  1,6  3  3,-4  -2  -2,Ethan EG,,1.30  1.38  1.10,163  159  176,9  7  2,/  7  4  3  /,15  10  5,+2  +3  -1,88%  83%  100%,111  106  123,38%  32%  50%,1  0  1,1  1  0,0  -1  +1,jawgemo EG,,0.82  0.99  0.69,162  201  133,13  8  5,/  15  6  9  /,1  0  1,-2  +2  -4,62%  67%  58%,98  122  80,24%  23%  27%,1  0  1,2  0  2,-1  0  -1,C0M EG,,0.77  1.11  0.54,208  293  153,15  9  6,/  16  5  11  /,5  3  2,-1  +4  -5,70%  75%  67%,131  190  91,24%  30%  18%,0  0  0,2  1  1,-2  -1  -1,Boostio EG,,0.97  1.05  0.86,169  173  165,14  9  5,/  13  8  5  /,5  2  3,+1  +1  0,71%  67%  78%,110  119  97,21%  27%  15%,2  0  2,2  1  1,0  -1  +1
3,Boostio EG,,0.92  0.91  0.87,194  179  205,69  36  33,/  77  39  38  /,26  15  11,-8  -3  -5,74%  78%  71%,127  122  131,23%  26%  20%,16  6  10,12  6  6,+4  0  +4,8.0,13.0,jawgemo EG,,0.85  1.00  0.71,200  241  159,19  11  8,/  21  10  11  /,6  2  4,-2  +1  -3,62%  77%  46%,137  166  107,35%  46%  23%,0  0  0,3  1  2,-3  -1  -2,Boostio EG,,1.07  1.20  0.78,221  241  174,13  9  4,/  12  8  4  /,9  7  2,+1  +1  0,88%  92%  80%,149  156  133,29%  24%  44%,3  3  0,3  2  1,0  +1  -1,Boostio EG,,0.61  0.36  0.79,166  105  212,9  2  7,/  19  10  9  /,8  4  4,-10  -8  -2,62%  78%  50%,127  88  156,26%  18%  29%,2  0  2,3  1  2,-1  -1  0,Demon1 EG,,0.67  0.78  0.59,184  253  139,14  8  6,/  18  7  11  /,7  3  4,-4  +1  -5,70%  88%  58%,129  170  102,29%  46%  18%,0  0  0,4  1  3,-4  -1  -3,jawgemo EG,,0.94  0.87  1.03,244  247  242,19  12  7,/  17  11  6  /,4  3  1,+2  +1  +1,86%  83%  89%,141  146  135,12%  15%  9%,4  3  1,1  1  0,+3  +2  +1
4,C0M EG,,0.88  1.04  0.75,166  191  143,61  38  23,/  72  31  41  /,36  22  14,-11  +7  -18,70%  74%  67%,110  133  86,20%  25%  13%,6  2  4,14  7  7,-8  -5  -3,7.0,13.0,Boostio EG,,0.77  0.78  0.76,174  148  201,17  9  8,/  18  8  10  /,2  1  1,-1  +1  -2,77%  77%  77%,107  105  108,18%  35%  11%,4  2  2,3  2  1,+1  0  +1,C0M EG,,1.03  1.16  0.71,146  160  112,10  8  2,/  9  5  4  /,4  4  0,+1  +3  -2,94%  92%  100%,94  115  45,29%  56%  0%,1  0  1,2  1  1,-1  -1  0,Ethan EG,,0.53  0.86  0.27,172  210  144,11  7  4,/  19  7  12  /,10  4  6,-8  0  -8,76%  78%  75%,111  129  97,23%  32%  16%,2  1  1,4  2  2,-2  -1  -1,jawgemo EG,,0.45  0.46  0.45,151  156  148,10  5  5,/  17  6  11  /,1  1  0,-7  -1  -6,35%  50%  25%,94  80  104,9%  7%  11%,1  1  0,5  4  1,-4  -3  -1,C0M EG,,0.78  0.50  1.15,149  96  220,10  4  6,/  16  9  7  /,12  6  6,-6  -5  -1,71%  67%  78%,102  75  138,17%  19%  14%,2  0  2,3  2  1,-1  -2  +1
5,aspas LOUD,,1.15  1.05  1.23,252  242  265,95  43  52,/  81  38  43  /,14  10  4,+14  +5  +9,75%  76%  74%,164  161  167,25%  24%  27%,18  5  13,16  10  6,+2  -5  +7,13.0,8.0,Less LOUD,,1.26  1.34  1.17,277  294  262,26  14  12,/  19  9  10  /,6  4  2,+7  +5  +2,77%  85%  69%,176  179  174,22%  22%  22%,2  1  1,1  0  1,+1  +1  0,Less LOUD,,1.11  1.32  1.03,276  347  247,16  6  10,/  14  4  10  /,3  2  1,+2  +2  0,76%  100%  67%,181  240  157,20%  38%  12%,4  2  2,0  0  0,+4  +2  +2,Less LOUD,,1.44  1.39  1.50,326  340  308,25  15  10,/  13  7  6  /,7  2  5,+12  +8  +4,95%  92%  100%,211  212  209,34%  38%  29%,4  2  2,0  0  0,+4  +2  +2,aspas LOUD,,1.56  1.77  1.26,378  487  216,30  23  7,/  16  9  7  /,1  0  1,+14  +14  0,85%  83%  88%,241  316  129,26%  28%  22%,4  1  3,1  1  0,+3  0  +3,saadhak LOUD,,1.17  1.40  0.99,251  302  214,16  8  8,/  15  7  8  /,15  7  8,+1  +1  0,81%  89%  75%,153  183  132,22%  28%  18%,2  1  1,4  1  3,-2  0  -2
6,Less LOUD,,1.08  1.10  1.06,238  248  233,91  46  45,/  77  35  42  /,22  10  12,+14  +11  +3,77%  78%  76%,157  165  149,21%  28%  15%,13  6  7,9  5  4,+4  +1  +3,,,aspas LOUD,,1.15  1.05  1.25,208  195  222,18  7  11,/  18  9  9  /,6  6  0,0  -2  +2,85%  92%  77%,148  133  163,26%  17%  43%,6  2  4,5  4  1,+1  -2  +3,saadhak LOUD,,0.67  1.09  0.50,160  182  152,8  3  5,/  15  3  12  /,6  3  3,-7  0  -7,59%  80%  50%,120  154  106,17%  30%  13%,0  0  0,1  0  1,-1  0  -1,aspas LOUD,,1.32  1.19  1.49,294  248  357,22  10  12,/  16  8  8  /,2  2  0,+6  +2  +4,67%  58%  78%,182  172  195,33%  32%  35%,4  1  3,2  2  0,+2  -1  +3,cauanzin LOUD,,1.53  1.13  2.12,332  219  503,22  9  13,/  14  7  7  /,11  6  5,+8  +2  +6,90%  83%  100%,204  141  299,22%  13%  31%,5  2  3,0  0  0,+5  +2  +3,Less LOUD,,1.14  0.84  1.36,204  173  228,17  6  11,/  15  7  8  /,4  1  3,+2  -1  +3,81%  67%  92%,131  133  130,15%  38%  6%,2  0  2,2  1  1,0  -1  +1
7,saadhak LOUD,,1.03  1.35  0.70,198  249  159,67  43  24,/  74  30  44  /,53  31  22,-7  +13  -20,75%  88%  63%,128  156  101,20%  21%  18%,10  8  2,11  3  8,-1  +5  -6,,,saadhak LOUD,,0.99  1.34  0.64,230  328  133,20  14  6,/  21  11  10  /,14  10  4,-1  +3  -4,69%  92%  46%,131  191  72,22%  24%  17%,4  3  1,4  1  3,0  +2  -2,aspas LOUD,,0.59  0.88  0.46,133  142  129,8  3  5,/  14  4  10  /,3  2  1,-6  -1  -5,59%  60%  58%,96  72  106,18%  19%  18%,2  1  1,4  0  4,-2  +1  -3,saadhak LOUD,,1.18  1.49  0.78,195  234  145,13  11  2,/  12  5  7  /,7  3  4,+1  +6  -5,86%  92%  78%,136  161  102,15%  16%  14%,2  2  0,2  1  1,0  +1  -1,tuyz LOUD,,1.26  1.26  1.28,180  204  146,13  8  5,/  12  7  5  /,11  11  0,+1  +1  0,75%  92%  50%,127  122  134,29%  23%  38%,1  1  0,0  0  0,+1  +1  0,aspas LOUD,,1.12  0.38  1.68,247  31  411,17  0  17,/  17  8  9  /,2  0  2,0  -8  +8,76%  78%  75%,149  31  238,20%  0%  23%,2  0  2,4  3  1,-2  -3  +1
8,cauanzin LOUD,,0.96  0.99  0.94,201  214  192,70  39  31,/  80  35  45  /,46  23  23,-10  +4  -14,73%  80%  67%,134  134  133,23%  22%  24%,11  6  5,9  5  4,+2  +1  +1,,,cauanzin LOUD,,0.93  1.01  0.84,173  158  189,13  7  6,/  17  8  9  /,13  8  5,-4  -1  -3,73%  77%  69%,118  98  139,24%  20%  27%,2  1  1,1  1  0,+1  0  +1,tuyz LOUD,,0.56  0.86  0.43,145  252  101,9  6  3,/  15  4  11  /,3  1  2,-6  +2  -8,65%  80%  58%,96  154  72,30%  18%  67%,1  0  1,1  0  1,0  0  0,cauanzin LOUD,,1.10  1.51  0.55,185  254  93,14  11  3,/  14  7  7  /,9  7  2,0  +4  -4,71%  92%  44%,129  170  76,40%  47%  20%,3  2  1,2  1  1,+1  +1  0,saadhak LOUD,,1.11  1.45  0.61,156  165  143,10  7  3,/  11  4  7  /,11  8  3,-1  +3  -4,80%  83%  75%,93  93  93,24%  15%  45%,2  2  0,0  0  0,+2  +2  0,cauanzin LOUD,,0.92  0.98  0.87,205  280  150,15  9  6,/  20  9  11  /,11  2  9,-5  0  -5,86%  89%  83%,126  148  110,19%  13%  29%,1  1  0,2  1  1,-1  0  -1
9,tuyz LOUD,,0.92  0.99  0.88,154  150  158,58  31  27,/  69  27  42  /,49  28  21,-11  +4  -15,70%  76%  65%,101  94  107,25%  24%  26%,3  1  2,5  2  3,-2  -1  -1,,,tuyz LOUD,,0.92  1.08  0.77,156  145  169,16  8  8,/  17  7  10  /,14  9  5,-1  +1  -2,69%  62%  77%,93  90  97,24%  28%  22%,1  0  1,0  0  0,+1  0  +1,cauanzin LOUD,,0.33  0.30  0.34,110  129  102,6  3  3,/  15  4  11  /,2  0  2,-9  -1  -8,41%  40%  42%,88  100  83,7%  14%  5%,0  0  0,4  2  2,-4  -2  -2,tuyz LOUD,,0.92  0.87  0.99,125  73  196,10  5  5,/  11  4  7  /,5  2  3,-1  +1  -2,71%  75%  67%,85  50  132,21%  30%  17%,0  0  0,2  1  1,-2  -1  -1,Less LOUD,,0.45  0.59  0.24,108  123  88,7  5  2,/  16  8  8  /,2  1  1,-9  -3  -6,55%  58%  50%,81  96  59,10%  13%  6%,1  1  0,6  4  2,-5  -3  -2,tuyz LOUD,,0.91  0.87  0.94,163  135  185,10  4  6,/  14  5  9  /,16  5  11,-4  -1  -3,71%  78%  67%,104  87  116,23%  25%  22%,0  0  0,2  1  1,-2  -1  -1
