,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,Alexy SMG.GC,,1.45  1.23  1.56,242  248  247,35  12  23,/  17  7  10  /,17  6  11,+18  +5  +13,83%  75%  88%,155  149  158,23%  27%  21%,4  0  4,1  0  1,+3  0  +3,2.0,0.0,shirazi SMG.GC,,1.54  0.95  1.74,290  172  330,17  2  15,/  8  2  6  /,4  2  2,+9  0  +9,88%  75%  92%,189  105  218,24%  13%  27%,3  1  2,0  0  0,+3  +1  +2,Alexy SMG.GC,,1.59  1.39  1.73,287  237  322,21  7  14,/  10  4  6  /,8  5  3,+11  +3  +8,70%  63%  75%,185  143  213,30%  30%  30%,3  0  3,1  0  1,+2  0  +2,,,,,,,,,,,,,,
1,shirazi SMG.GC,,1.27  0.87  1.44,253  164  292,32  6  26,/  23  8  15  /,10  5  5,+9  -2  +11,78%  75%  79%,170  96  207,30%  20%  33%,7  4  3,3  2  1,+4  +2  +2,13.0,3.0,enerii SMG.GC,,1.42  0.92  1.59,295  220  320,18  3  15,/  12  4  8  /,5  2  3,+6  -1  +7,88%  100%  83%,199  143  217,31%  33%  31%,3  1  2,4  2  2,-1  -1  0,shirazi SMG.GC,,1.00  0.79  1.15,216  161  254,15  4  11,/  15  6  9  /,6  3  3,0  -2  +2,70%  75%  67%,155  92  197,37%  25%  42%,4  3  1,3  2  1,+1  +1  0,,,,,,,,,,,,,,
2,enerii SMG.GC,,1.20  1.04  1.23,256  255  250,33  11  22,/  27  10  17  /,9  3  6,+6  +1  +5,83%  83%  83%,164  162  166,17%  17%  17%,5  2  3,5  3  2,0  -1  +1,13.0,7.0,Alexy SMG.GC,,1.32  1.07  1.40,197  271  173,14  5  9,/  7  3  4  /,9  1  8,+7  +2  +5,100%  100%  100%,118  161  104,14%  23%  10%,1  0  1,0  0  0,+1  0  +1,enerii SMG.GC,,0.99  1.16  0.88,216  272  179,15  8  7,/  15  6  9  /,4  1  3,0  +2  -2,80%  75%  83%,137  171  114,10%  13%  8%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,
3,Kohaibi SMG.GC,,1.10  0.98  1.15,209  215  204,28  10  18,/  24  9  15  /,4  1  3,+4  +1  +3,75%  83%  71%,139  141  137,20%  24%  17%,4  0  4,6  1  5,-2  -1  -1,,,Kohaibi SMG.GC,,1.32  1.18  1.36,222  260  210,13  4  9,/  8  2  6  /,4  1  3,+5  +2  +3,75%  75%  75%,146  152  144,17%  26%  13%,1  0  1,3  0  3,-2  0  -2,Kohaibi SMG.GC,,0.87  0.78  0.93,195  192  199,15  6  9,/  16  7  9  /,0  0  0,-1  -1  0,75%  88%  67%,133  136  131,24%  22%  25%,3  0  3,3  1  2,0  -1  +1,,,,,,,,,,,,,,
4,Kamiyu SMG.GC,,1.03  0.91  1.02,178  157  183,23  8  15,/  24  8  16  /,9  1  8,-1  0  -1,72%  67%  75%,116  92  128,45%  50%  42%,1  0  1,0  0  0,+1  0  +1,,,Kamiyu SMG.GC,,1.20  0.66  1.38,208  115  240,12  2  10,/  9  3  6  /,4  0  4,+3  -1  +4,88%  75%  92%,128  71  148,50%  50%  50%,1  0  1,0  0  0,+1  0  +1,Kamiyu SMG.GC,,0.86  1.16  0.66,147  178  127,11  6  5,/  15  5  10  /,5  1  4,-4  +1  -5,60%  63%  58%,106  103  108,41%  50%  33%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,
5,shyz KRÃ.B,,0.80  0.63  1.27,201  168  277,25  14  11,/  29  20  9  /,6  3  3,-4  -6  +2,61%  50%  83%,136  114  181,22%  19%  28%,2  1  1,3  1  2,-1  0  -1,,,kalita KRÃ.B,,0.69  0.46  1.38,169  160  200,10  6  4,/  14  12  2  /,4  3  1,-4  -6  +2,75%  67%  100%,109  103  125,29%  28%  30%,1  1  0,2  1  1,-1  0  -1,shyz KRÃ.B,,0.96  0.90  1.04,226  210  253,17  9  8,/  15  9  6  /,4  3  1,+2  0  +2,65%  58%  75%,146  137  159,25%  19%  38%,0  0  0,3  1  2,-3  -1  -2,,,,,,,,,,,,,,
6,micaela KRÃ.B,,0.79  0.66  1.02,204  193  233,25  16  9,/  32  24  8  /,4  2  2,-7  -8  +1,64%  54%  83%,131  116  160,18%  19%  18%,5  4  1,8  7  1,-3  -3  0,,,shyz KRÃ.B,,0.65  0.37  1.50,175  126  324,8  5  3,/  14  11  3  /,2  0  2,-6  -6  0,56%  42%  100%,125  91  225,20%  19%  21%,2  1  1,0  0  0,+2  +1  +1,micaela KRÃ.B,,0.96  0.78  1.24,221  183  280,15  8  7,/  17  12  5  /,3  1  2,-2  -4  +2,70%  58%  88%,140  105  192,16%  15%  17%,3  2  1,5  5  0,-2  -3  +1,,,,,,,,,,,,,,
7,kalita KRÃ.B,,0.75  0.60  1.14,172  150  218,21  11  10,/  30  22  8  /,16  13  3,-9  -11  +2,78%  71%  92%,117  101  149,28%  28%  28%,3  2  1,4  2  2,-1  0  -1,,,micaela KRÃ.B,,0.61  0.55  0.80,186  203  139,10  8  2,/  15  12  3  /,1  1  0,-5  -4  -1,56%  50%  75%,120  127  97,22%  24%  19%,2  2  0,3  2  1,-1  0  -1,conir KRÃ.B,,0.96  1.13  0.71,206  258  130,14  10  4,/  15  9  6  /,8  7  1,-1  +1  -2,75%  83%  63%,130  158  89,38%  43%  27%,2  1  1,2  1  1,0  0  0,,,,,,,,,,,,,,
8,conir KRÃ.B,,0.71  0.78  0.62,160  189  117,20  15  5,/  30  20  10  /,10  7  3,-10  -5  -5,64%  67%  58%,112  131  75,39%  41%  33%,3  1  2,4  3  1,-1  -2  +1,,,romi KRÃ.B,,0.46  0.41  0.63,182  177  196,10  7  3,/  16  12  4  /,1  1  0,-6  -5  -1,50%  33%  100%,112  113  108,46%  41%  57%,1  1  0,2  2  0,-1  -1  0,romi KRÃ.B,,0.88  1.15  0.47,194  236  132,14  11  3,/  14  7  7  /,2  1  1,0  +4  -4,75%  83%  63%,127  141  104,34%  26%  60%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
9,romi KRÃ.B,,0.67  0.78  0.55,188  207  153,24  18  6,/  30  19  11  /,3  2  1,-6  -1  -5,64%  58%  75%,120  127  106,38%  31%  59%,2  1  1,2  2  0,0  -1  +1,,,conir KRÃ.B,,0.45  0.43  0.53,113  120  91,6  5  1,/  15  11  4  /,2  0  2,-9  -6  -3,50%  50%  50%,90  103  48,41%  38%  50%,1  0  1,2  2  0,-1  -2  +1,kalita KRÃ.B,,0.81  0.75  0.90,175  141  227,11  5  6,/  16  10  6  /,12  10  2,-5  -5  0,80%  75%  88%,124  99  162,27%  28%  26%,2  1  1,2  1  1,0  0  0,,,,,,,,,,,,,,
