,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,whoscxta MOX,,1.44  1.27  1.62,248  223  274,33  15  18,/  21  10  11  /,18  10  8,+12  +5  +7,90%  85%  95%,163  141  185,21%  21%  20%,3  1  2,2  0  2,+1  +1  0,2.0,0.0,whoscxta MOX,,1.37  1.21  1.48,228  211  241,14  5  9,/  11  4  7  /,10  4  6,+3  +1  +2,95%  100%  92%,159  143  170,24%  27%  23%,2  1  1,2  0  2,0  +1  -1,whoscxta MOX,,1.50  1.33  1.76,267  231  323,19  10  9,/  10  6  4  /,8  6  2,+9  +4  +5,85%  75%  100%,166  140  207,18%  18%  17%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
1,may MOX,,1.25  1.37  1.15,222  245  199,31  18  13,/  26  14  12  /,25  11  14,+5  +4  +1,83%  95%  70%,133  146  121,22%  26%  19%,10  5  5,4  1  3,+6  +4  +2,13.0,7.0,may MOX,,1.25  1.44  1.12,232  256  217,17  8  9,/  13  5  8  /,11  4  7,+4  +3  +1,75%  88%  67%,140  150  134,22%  23%  21%,7  3  4,2  1  1,+5  +2  +3,Hanna MOX,,1.29  1.16  1.48,219  178  282,15  7  8,/  11  7  4  /,13  6  7,+4  0  +4,80%  83%  75%,117  93  152,17%  14%  21%,3  3  0,1  1  0,+2  +2  0,,,,,,,,,,,,,,
2,Hanna MOX,,1.24  1.47  1.14,207  226  190,31  17  14,/  22  10  12  /,19  9  10,+9  +7  +2,80%  90%  70%,123  141  106,23%  26%  20%,3  3  0,2  1  1,+1  +2  -1,13.0,7.0,Coalflake MOX,,1.20  0.95  1.36,250  185  294,20  6  14,/  14  6  8  /,2  1  1,+6  0  +6,85%  63%  100%,159  120  186,21%  28%  18%,4  2  2,0  0  0,+4  +2  +2,may MOX,,1.26  1.31  1.18,212  238  173,14  10  4,/  13  9  4  /,14  7  7,+1  +1  0,90%  100%  75%,126  143  101,23%  28%  13%,3  2  1,2  0  2,+1  +2  -1,,,,,,,,,,,,,,
3,Coalflake MOX,,1.12  0.97  1.24,246  242  251,38  19  19,/  29  16  13  /,4  2  2,+9  +3  +6,85%  70%  100%,150  146  153,19%  21%  17%,5  2  3,0  0  0,+5  +2  +3,,,Hanna MOX,,1.19  1.77  0.79,195  297  128,16  10  6,/  11  3  8  /,6  3  3,+5  +7  -2,80%  100%  67%,130  213  75,30%  38%  20%,0  0  0,1  0  1,-1  0  -1,Uvita MOX,,1.10  0.89  1.41,237  187  312,17  8  9,/  13  9  4  /,5  4  1,+4  -1  +5,70%  75%  63%,139  117  171,13%  9%  17%,2  2  0,7  4  3,-5  -2  -3,,,,,,,,,,,,,,
4,Uvita MOX,,0.98  0.87  1.14,209  195  222,30  14  16,/  27  15  12  /,10  6  4,+3  -1  +4,65%  65%  65%,127  122  133,13%  12%  14%,2  2  0,9  5  4,-7  -3  -4,,,Uvita MOX,,0.86  0.84  0.86,180  207  163,13  6  7,/  14  6  8  /,5  2  3,-1  0  -1,60%  50%  67%,116  130  107,13%  16%  11%,0  0  0,2  1  1,-2  -1  -1,Coalflake MOX,,1.05  1.00  1.12,242  281  186,18  13  5,/  15  10  5  /,2  1  1,+3  +3  0,85%  75%  100%,140  163  105,17%  18%  16%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
5,Vivii 9z.GC,,1.05  0.72  1.30,221  169  274,32  13  19,/  31  16  15  /,5  1  4,+1  -3  +4,60%  45%  75%,136  94  179,28%  23%  31%,4  3  1,2  1  1,+2  +2  0,,,Daiyana 9z.GC,,1.14  1.36  0.80,206  219  188,13  9  4,/  14  7  7  /,14  8  6,-1  +2  -3,80%  83%  75%,143  144  143,15%  17%  12%,0  0  0,3  0  3,-3  0  -3,Vivii 9z.GC,,1.03  0.43  1.43,210  63  308,15  2  13,/  15  6  9  /,2  0  2,0  -4  +4,65%  25%  92%,135  36  202,44%  25%  50%,1  0  1,2  1  1,-1  -1  0,,,,,,,,,,,,,,
6,ponix 9z.GC,,0.93  1.02  0.85,216  214  219,32  15  17,/  33  16  17  /,7  5  2,-1  -1  0,68%  65%  70%,125  126  125,28%  32%  25%,6  4  2,3  2  1,+3  +2  +1,,,Vivii 9z.GC,,1.06  1.00  1.16,232  239  224,17  11  6,/  16  10  6  /,3  1  2,+1  +1  0,55%  58%  50%,138  133  145,19%  22%  16%,3  3  0,0  0  0,+3  +3  0,Adenina 9z.GC,,0.95  0.72  1.09,181  177  184,14  6  8,/  15  7  8  /,11  4  7,-1  -1  0,60%  75%  50%,111  96  121,31%  20%  41%,0  0  0,2  0  2,-2  0  -2,,,,,,,,,,,,,,
7,Daiyana 9z.GC,,0.92  0.87  0.86,192  180  205,25  12  13,/  31  15  16  /,21  10  11,-6  -3  -3,78%  70%  85%,128  116  140,19%  21%  17%,3  1  2,4  1  3,-1  0  -1,,,ponix 9z.GC,,1.02  1.07  0.96,216  203  237,16  8  8,/  16  9  7  /,4  4  0,0  -1  +1,70%  67%  75%,137  138  136,40%  30%  53%,2  1  1,2  2  0,0  -1  +1,ponix 9z.GC,,0.83  0.96  0.74,215  230  207,16  7  9,/  17  7  10  /,3  1  2,-1  0  -1,65%  63%  67%,114  108  118,19%  33%  12%,4  3  1,1  0  1,+3  +3  0,,,,,,,,,,,,,,
8,Adenina 9z.GC,,0.67  0.61  0.66,136  139  133,19  10  9,/  31  16  15  /,22  13  9,-12  -6  -6,58%  75%  40%,85  82  87,22%  12%  36%,0  0  0,7  3  4,-7  -3  -4,,,Saikiwi 9z.GC,,0.61  0.66  0.53,170  169  174,12  7  5,/  18  10  8  /,1  1  0,-6  -3  -3,60%  58%  63%,118  120  116,27%  19%  50%,2  1  1,3  2  1,-1  -1  0,Daiyana 9z.GC,,0.71  0.38  0.93,178  122  216,12  3  9,/  17  8  9  /,7  2  5,-5  -5  0,75%  50%  92%,113  75  139,26%  50%  21%,3  1  2,1  1  0,+2  0  +2,,,,,,,,,,,,,,
9,Saikiwi 9z.GC,,0.48  0.62  0.37,133  155  111,17  10  7,/  37  17  20  /,8  5  3,-20  -7  -13,58%  60%  55%,98  115  80,25%  17%  42%,4  2  2,7  3  4,-3  -1  -2,,,Adenina 9z.GC,,0.39  0.50  0.23,90  113  58,5  4  1,/  16  9  7  /,11  9  2,-11  -5  -6,55%  75%  25%,58  73  36,7%  5%  17%,0  0  0,5  3  2,-5  -3  -2,Saikiwi 9z.GC,,0.36  0.59  0.21,95  134  70,5  3  2,/  19  7  12  /,7  4  3,-14  -4  -10,55%  63%  50%,77  108  57,21%  16%  33%,2  1  1,4  1  3,-2  0  -2,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Danonino FSX,,1.33  1.14  1.44,210  221  214,46  18  28,/  28  12  16  /,28  8  20,+18  +6  +12,78%  76%  79%,133  131  134,29%  20%  35%,5  2  3,3  1  2,+2  +1  +1,2.0,1.0,Danonino FSX,,1.52  1.37  1.71,275  303  243,25  16  9,/  11  8  3  /,11  2  9,+14  +8  +6,77%  67%  90%,167  171  161,24%  21%  29%,2  1  1,1  1  0,+1  0  +1,Danonino FSX,,1.13  0.81  1.23,218  202  224,12  2  10,/  12  4  8  /,8  2  6,0  -2  +2,63%  75%  58%,140  144  139,35%  30%  37%,2  1  1,1  0  1,+1  +1  0,Bunnileyah FSX,,1.67  2.83  1.19,344  631  224,22  12  10,/  8  4  4  /,2  1  1,+14  +8  +6,88%  100%  83%,218  364  157,35%  42%  27%,5  3  2,1  0  1,+4  +3  +1
12,Jia FSX,,1.13  0.73  1.47,224  146  276,40  9  31,/  36  17  19  /,22  7  15,+4  -8  +12,76%  71%  79%,164  121  190,10%  13%  10%,2  1  1,3  3  0,-1  -2  +1,13.0,9.0,Jia FSX,,1.21  0.53  2.02,236  169  317,18  5  13,/  14  12  2  /,8  5  3,+4  -7  +11,82%  67%  100%,159  136  186,9%  11%  8%,1  1  0,3  3  0,-2  -2  0,Jia FSX,,0.71  0.50  0.78,182  166  188,7  2  5,/  15  4  11  /,8  1  7,-8  -2  -6,56%  50%  58%,158  157  158,20%  33%  17%,0  0  0,0  0  0,0  0  0,Jia FSX,,1.47  1.16  1.61,255  75  331,15  2  13,/  7  1  6  /,6  1  5,+8  +1  +7,88%  100%  83%,175  54  226,7%  0%  9%,1  0  1,0  0  0,+1  0  +1
13,Raquinuki FSX,,1.00  1.14  1.08,182  170  193,35  14  21,/  37  14  23  /,24  8  16,-2  0  -2,80%  76%  82%,123  106  133,26%  26%  27%,4  0  4,7  3  4,-3  -3  0,3.0,13.0,Raquinuki FSX,,1.07  0.60  1.62,189  131  259,13  5  8,/  15  10  5  /,12  5  7,-2  -5  +3,82%  67%  100%,124  82  175,17%  15%  19%,2  0  2,2  2  0,0  -2  +2,Luna FSX,,0.60  0.33  0.69,169  89  197,9  1  8,/  15  4  11  /,2  1  1,-6  -3  -3,56%  75%  50%,96  53  110,25%  50%  22%,5  1  4,4  2  2,+1  -1  +2,Raquinuki FSX,,1.44  1.86  1.26,245  290  227,15  6  9,/  8  1  7  /,9  2  7,+7  +5  +2,82%  100%  75%,161  167  158,28%  29%  27%,1  0  1,3  1  2,-2  -1  -1
