,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,BuZz DRX,,1.26  1.25  1.25,276  270  284,41  20  21,/  31  18  13  /,14  8  6,+10  +2  +8,80%  71%  90%,188  194  181,19%  20%  19%,13  7  6,6  5  1,+7  +2  +5,2.0,0.0,BuZz DRX,,1.29  1.03  1.57,297  257  342,20  7  13,/  17  11  6  /,12  6  6,+3  -4  +7,83%  67%  100%,202  193  212,16%  15%  16%,7  4  3,4  4  0,+3  0  +3,Zest DRX,,1.55  1.33  1.81,298  269  335,24  12  12,/  12  7  5  /,11  7  4,+12  +5  +7,82%  83%  80%,189  157  228,44%  50%  40%,4  3  1,0  0  0,+4  +3  +1,,,,,,,,,,,,,,
1,Zest DRX,,1.26  1.12  1.42,243  237  248,38  20  18,/  28  18  10  /,19  10  9,+10  +2  +8,73%  71%  76%,150  145  156,45%  50%  40%,6  3  3,2  1  1,+4  +2  +2,13.0,10.0,MaKo DRX,,1.27  0.29  2.34,236  134  348,20  5  15,/  14  12  2  /,12  3  9,+6  -7  +13,83%  67%  100%,156  90  227,34%  38%  32%,3  1  2,0  0  0,+3  +1  +2,BuZz DRX,,1.23  1.48  0.94,254  283  221,21  13  8,/  14  7  7  /,2  2  0,+7  +6  +1,77%  75%  80%,173  195  147,25%  24%  27%,6  3  3,2  1  1,+4  +2  +2,,,,,,,,,,,,,,
2,MaKo DRX,,1.22  0.75  1.72,216  158  283,34  12  22,/  28  19  9  /,32  15  17,+6  -7  +13,84%  79%  90%,141  104  182,30%  30%  30%,5  2  3,1  1  0,+4  +1  +3,13.0,9.0,Rb DRX,,0.96  0.62  1.34,148  136  163,14  6  8,/  15  11  4  /,4  1  3,-1  -5  +4,74%  50%  100%,106  95  118,19%  21%  17%,0  0  0,0  0  0,0  0  0,MaKo DRX,,1.16  1.21  1.10,195  182  211,14  7  7,/  14  7  7  /,20  12  8,0  0  0,86%  92%  80%,125  119  132,26%  25%  26%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,
3,stax DRX,,0.91  0.79  1.04,159  137  183,27  13  14,/  30  17  13  /,17  10  7,-3  -4  +1,71%  63%  81%,99  85  116,31%  34%  29%,3  1  2,6  3  3,-3  -2  -1,,,Zest DRX,,0.96  0.91  1.03,187  205  168,14  8  6,/  16  11  5  /,8  3  5,-2  -3  +1,65%  58%  73%,113  133  91,46%  50%  40%,2  0  2,2  1  1,0  -1  +1,stax DRX,,1.01  1.09  0.92,201  206  196,17  10  7,/  14  7  7  /,11  6  5,+3  +3  0,73%  67%  80%,123  127  119,36%  40%  31%,1  1  0,3  1  2,-2  0  -2,,,,,,,,,,,,,,
4,Rb DRX,,0.79  0.66  0.91,130  151  108,22  13  9,/  31  21  10  /,7  3  4,-9  -8  -1,71%  67%  76%,93  107  78,21%  22%  19%,1  0  1,2  1  1,-1  -1  0,,,stax DRX,,0.81  0.49  1.16,117  68  170,10  3  7,/  16  10  6  /,6  4  2,-6  -7  +1,70%  58%  82%,76  43  113,25%  22%  26%,2  0  2,3  2  1,-1  -2  +1,Rb DRX,,0.61  0.70  0.49,112  167  47,8  7  1,/  16  10  6  /,3  2  1,-8  -3  -5,68%  83%  50%,80  118  34,24%  23%  25%,1  0  1,2  1  1,-1  -1  0,,,,,,,,,,,,,,
5,whzy BLG,,1.04  0.81  1.25,237  183  285,39  13  26,/  36  19  17  /,3  2  1,+3  -6  +9,62%  62%  63%,148  110  180,21%  24%  19%,7  4  3,12  5  7,-5  -1  -4,,,whzy BLG,,1.26  0.59  1.87,257  131  373,22  4  18,/  15  10  5  /,2  1  1,+7  -6  +13,70%  45%  92%,172  95  242,16%  13%  18%,2  0  2,6  3  3,-4  -3  -1,Biank BLG,,1.19  0.71  1.58,266  158  357,18  4  14,/  17  8  9  /,12  6  6,+1  -4  +5,77%  60%  92%,191  119  252,24%  18%  29%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,
6,Biank BLG,,1.01  0.52  1.43,211  124  285,30  7  23,/  32  18  14  /,20  7  13,-2  -11  +9,69%  48%  88%,142  87  189,21%  10%  31%,1  0  1,2  2  0,-1  -2  +1,,,Yosemite BLG,,1.02  0.83  1.19,217  209  225,17  8  9,/  17  9  8  /,8  1  7,0  -1  +1,83%  73%  92%,133  136  131,22%  27%  16%,2  1  1,2  1  1,0  0  0,rin BLG,,0.99  1.31  0.73,158  223  106,14  10  4,/  16  7  9  /,13  7  6,-2  +3  -5,82%  100%  67%,87  115  64,16%  10%  25%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,
7,Knight BLG,,0.94  0.98  0.92,176  210  147,27  15  12,/  29  15  14  /,20  9  11,-2  0  -2,78%  81%  75%,115  131  101,32%  30%  34%,2  1  1,6  3  3,-4  -2  -2,,,Knight BLG,,0.90  0.79  0.99,182  210  158,14  7  7,/  16  10  6  /,10  3  7,-2  -3  +1,83%  73%  92%,112  128  97,30%  25%  37%,1  1  0,3  2  1,-2  -1  -1,Knight BLG,,0.99  1.18  0.84,169  210  136,13  8  5,/  13  5  8  /,10  6  4,0  +3  -3,73%  90%  58%,118  135  104,34%  36%  31%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,
8,rin BLG,,0.90  0.70  1.09,157  124  187,27  11  16,/  31  17  14  /,15  8  7,-4  -6  +2,67%  62%  71%,86  68  101,20%  11%  25%,4  0  4,2  2  0,+2  -2  +4,,,Biank BLG,,0.83  0.34  1.28,155  93  214,12  3  9,/  15  10  5  /,8  1  7,-3  -7  +4,61%  36%  83%,94  58  127,17%  0%  33%,0  0  0,1  1  0,-1  -1  0,whzy BLG,,0.81  1.03  0.63,216  239  197,17  9  8,/  21  9  12  /,1  1  0,-4  0  -4,55%  80%  33%,122  127  119,28%  37%  21%,5  4  1,6  2  4,-1  +2  -3,,,,,,,,,,,,,,
9,Yosemite BLG,,0.88  0.81  0.95,175  157  193,25  10  15,/  34  15  19  /,13  4  9,-9  -5  -4,76%  76%  75%,117  112  121,24%  26%  22%,3  1  2,6  3  3,-3  -2  -1,,,rin BLG,,0.80  0.10  1.45,156  34  268,13  1  12,/  15  10  5  /,2  1  1,-2  -9  +7,52%  27%  75%,84  26  137,23%  11%  26%,4  0  4,2  2  0,+2  -2  +4,Yosemite BLG,,0.74  0.79  0.70,132  99  161,8  2  6,/  17  6  11  /,5  3  2,-9  -4  -5,68%  80%  58%,100  86  112,26%  24%  29%,1  0  1,4  2  2,-3  -2  -1,,,,,,,,,,,,,,
