,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,nizhaoTZH FPX,,,257.0,41.0,/  26  /,7.0,15.0,,,,6.0,,,2.0,0.0,nizhaoTZH FPX,,,305.0,28.0,/  16  /,2.0,12.0,,,,6.0,,,BerLIN FPX,,,324.0,22.0,/  8  /,11.0,14.0,,,,2.0,,,,,,,,,,,,,,,,
1,BerLIN FPX,,,232.0,32.0,/  25  /,25.0,7.0,,,,2.0,,,13.0,10.0,AAAAY FPX,,,300.0,25.0,/  17  /,6.0,8.0,,,,,,,Autumn FPX,,,290.0,19.0,/  8  /,5.0,11.0,,,,,,,,,,,,,,,,,,,,
2,AAAAY FPX,,,227.0,35.0,/  28  /,9.0,7.0,,,,,,,13.0,5.0,Lysoar FPX,,,278.0,17.0,/  14  /,8.0,3.0,,,,,,,nizhaoTZH FPX,,,209.0,13.0,/  10  /,5.0,3.0,,,,,,,,,,,,,,,,,,,,
3,Autumn FPX,,,225.0,31.0,/  24  /,14.0,7.0,,,,,,,,,Autumn FPX,,,160.0,12.0,/  16  /,9.0,-4.0,,,,,,,Lysoar FPX,,,168.0,12.0,/  14  /,5.0,-2.0,,,,,,,,,,,,,,,,,,,,
4,Lysoar FPX,,,223.0,29.0,/  28  /,13.0,1.0,,,,,,,,,BerLIN FPX,,,139.0,10.0,/  17  /,14.0,-7.0,,,,,,,AAAAY FPX,,,154.0,10.0,/  11  /,3.0,-1.0,,,,,,,,,,,,,,,,,,,,
5,Playerr AG,,,221.0,30.0,/  36  /,4.0,-6.0,,,,3.0,,,,,BeYN AG,,,247.0,18.0,/  19  /,4.0,-1.0,,,,5.0,,,Playerr AG,,,256.0,14.0,/  16  /,3.0,-2.0,,,,3.0,,,,,,,,,,,,,,,,
6,BeYN AG,,,217.0,29.0,/  34  /,6.0,-5.0,,,,5.0,,,,,X3B AG,,,229.0,19.0,/  17  /,4.0,2.0,,,,,,,BeYN AG,,,187.0,11.0,/  15  /,2.0,-4.0,,,,,,,,,,,,,,,,,,,,
7,X3B AG,,,206.0,30.0,/  33  /,6.0,-3.0,,,,,,,,,Naschzz AG,,,197.0,14.0,/  19  /,5.0,-5.0,,,,,,,X3B AG,,,182.0,11.0,/  16  /,2.0,-5.0,,,,,,,,,,,,,,,,,,,,
8,Naschzz AG,,,166.0,24.0,/  32  /,13.0,-8.0,,,,,,,,,Playerr AG,,,186.0,16.0,/  20  /,1.0,-4.0,,,,,,,Naschzz AG,,,135.0,10.0,/  13  /,8.0,-3.0,,,,,,,,,,,,,,,,,,,,
9,miKa AG,,,122.0,18.0,/  33  /,23.0,-15.0,,,,,,,,,miKa AG,,,149.0,13.0,/  17  /,13.0,-4.0,,,,,,,miKa AG,,,94.0,5.0,/  16  /,10.0,-11.0,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Secret RSG,,,256.0,41.0,/  31  /,16.0,10.0,,,,3.0,,,2.0,0.0,Secret RSG,,,328.0,27.0,/  11  /,9.0,16.0,,,,3.0,,,PPDBJ RSG,,,291.0,23.0,/  15  /,5.0,8.0,,,,2.0,,,,,,,,,,,,,,,,
