,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
14,AAAAY FPX,,,214.0,38.0,/  25  /,18.0,13.0,,,,,,,,,BerLIN FPX,,,209.0,20.0,/  21  /,10.0,-1.0,,,,,,,AAAAY FPX,,,196.0,13.0,/  9  /,6.0,4.0,,,,,,,,,,,,,,,,,,,,
15,nizhaoTZH FPX,,,142.0,23.0,/  29  /,24.0,-6.0,,,,,,,,,nizhaoTZH FPX,,,152.0,14.0,/  21  /,20.0,-7.0,,,,,,,nizhaoTZH FPX,,,131.0,9.0,/  8  /,4.0,1.0,,,,,,,,,,,,,,,,,,,,
16,Yoyo 17,,,208.0,35.0,/  39  /,10.0,-4.0,,,,,,,,,deLb 17,,,240.0,28.0,/  20  /,3.0,8.0,,,,,,,0n1y 17,,,218.0,14.0,/  15  /,1.0,-1.0,,,,,,,,,,,,,,,,,,,,
17,0n1y 17,,,189.0,31.0,/  35  /,8.0,-4.0,,,,,,,,,Yoyo 17,,,220.0,23.0,/  25  /,6.0,-2.0,,,,,,,Yoyo 17,,,195.0,12.0,/  14  /,4.0,-2.0,,,,,,,,,,,,,,,,,,,,
18,theDoctorr 17,,,162.0,26.0,/  38  /,14.0,-12.0,,,,,,,,,theDoctorr 17,,,168.0,16.0,/  25  /,10.0,-9.0,,,,,,,theDoctorr 17,,,156.0,10.0,/  13  /,4.0,-3.0,,,,,,,,,,,,,,,,,,,,
19,deLb 17,,,161.0,33.0,/  34  /,8.0,-1.0,,,,,,,,,0n1y 17,,,159.0,17.0,/  20  /,7.0,-3.0,,,,,,,LuXlis 17,,,83.0,4.0,/  15  /,5.0,-11.0,,,,,,,,,,,,,,,,,,,,
20,LuXlis 17,,,97.0,15.0,/  36  /,19.0,-21.0,,,,,,,,,LuXlis 17,,,110.0,11.0,/  21  /,14.0,-10.0,,,,,,,deLb 17,,,82.0,5.0,/  14  /,5.0,-9.0,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,FengF TE,,,271.0,69.0,/  61  /,19.0,8.0,,,,,,,1.0,2.0,FengF TE,,,308.0,24.0,/  17  /,7.0,7.0,,,,,,,Kai TE,,,229.0,20.0,/  19  /,2.0,1.0,,,,,,,FengF TE,,,308.0,31.0,/  24  /,6.0,7.0,,,,,,
23,Kai TE,,,203.0,56.0,/  53  /,13.0,3.0,,,,,,,13.0,9.0,Flex1n TE,,,237.0,20.0,/  13  /,10.0,7.0,,,,,,,FengF TE,,,197.0,14.0,/  20  /,6.0,-6.0,,,,,,,Kai TE,,,236.0,23.0,/  21  /,10.0,2.0,,,,,,
24,YOU TE,,,194.0,30.0,/  33  /,12.0,-3.0,,,,,,,10.0,13.0,YOU TE,,,225.0,18.0,/  15  /,9.0,3.0,,,,,,,YOU TE,,,163.0,12.0,/  18  /,3.0,-6.0,,,,,,,Flex1n TE,,,224.0,22.0,/  18  /,5.0,4.0,,,,,,
25,Flex1n TE,,,189.0,50.0,/  46  /,29.0,4.0,,,,,,,14.0,16.0,HeiB TE,,,147.0,11.0,/  13  /,10.0,-2.0,,,,,,,HeiB TE,,,145.0,10.0,/  17  /,12.0,-7.0,,,,,,,HeiB TE,,,166.0,16.0,/  23  /,7.0,-7.0,,,,,,
26,HeiB TE,,,153.0,37.0,/  53  /,29.0,-16.0,,,,,,,,,Kai TE,,,144.0,13.0,/  13  /,1.0,0.0,,,,,,,Flex1n TE,,,107.0,8.0,/  15  /,14.0,-7.0,,,,,,,Dynamite TE,,,96.0,10.0,/  19  /,6.0,-9.0,,,,,,
27,Dynamite TE,,,96.0,10.0,/  19  /,6.0,-9.0,,,,,,,,,Viva RA,,,235.0,17.0,/  18  /,7.0,-1.0,,,,,,,YiHao RA,,,291.0,25.0,/  11  /,13.0,14.0,,,,,,,stew RA,,,250.0,25.0,/  22  /,3.0,3.0,,,,,,
28,stew RA,,,221.0,60.0,/  52  /,6.0,8.0,,,,,,,,,stew RA,,,221.0,18.0,/  16  /,1.0,2.0,,,,,,,yoman RA,,,219.0,17.0,/  14  /,12.0,3.0,,,,,,,MarT1n RA,,,237.0,24.0,/  21  /,9.0,3.0,,,,,,
29,YiHao RA,,,207.0,54.0,/  47  /,28.0,7.0,,,,,,,,,MarT1n RA,,,181.0,12.0,/  18  /,7.0,-6.0,,,,,,,MarT1n RA,,,204.0,18.0,/  11  /,5.0,7.0,,,,,,,Viva RA,,,226.0,22.0,/  22  /,9.0,0.0,,,,,,
30,MarT1n RA,,,207.0,54.0,/  50  /,21.0,4.0,,,,,,,,,yoman RA,,,178.0,13.0,/  16  /,10.0,-3.0,,,,,,,stew RA,,,193.0,17.0,/  14  /,2.0,3.0,,,,,,,YiHao RA,,,176.0,18.0,/  18  /,8.0,0.0,,,,,,
31,Viva RA,,,206.0,51.0,/  54  /,21.0,-3.0,,,,,,,,,YiHao RA,,,153.0,11.0,/  18  /,7.0,-7.0,,,,,,,Viva RA,,,158.0,12.0,/  14  /,5.0,-2.0,,,,,,,yoman RA,,,132.0,16.0,/  19  /,9.0,-3.0,,,,,,
32,yoman RA,,,176.0,46.0,/  49  /,31.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,zMART OXR,,1.08  1.02  0.95,260  221  315,50  22  28,/  43  25  18  /,8  4  4,+7  -3  +10,65%  55%  76%,171  145  201,34%  36%  31%,8  2  6,11  6  5,-3  -4  +1,1.0,2.0,SkaNoodles OXR,,0.76  0.82  0.04,224  243,9  9  0,/  12  11  1  /,2  2  0,-3  -2  -1,46%  50%,139  150,47%  47%,0  0  0,2  2  0,-2  -2  0,zMART OXR,,1.67  1.84  1.58,392  384  398,27  10  17,/  13  4  9  /,3  2  1,+14  +6  +8,84%  86%  83%,260  253  265,34%  30%  37%,4  0  4,3  1  2,+1  -1  +2,Eso177 OXR,,1.04  1.12  0.97,177  163  189,15  7  8,/  15  7  8  /,7  3  4,0  0  0,73%  70%  75%,114  111  116,24%  16%  31%,1  0  1,2  1  1,-1  -1  0
35,SkaNoodles OXR,,1.06  1.05  0.86,205  215  188,39  22  17,/  40  24  16  /,28  12  16,-1  -2  +1,70%  69%  72%,128  124  132,31%  33%  30%,0  0  0,2  2  0,-2  -2  0,0.0,13.0,zMART OXR,,0.62  0.69  0.02,193  209,8  8  0,/  13  12  1  /,0  0  0,-5  -4  -1,46%  50%,112  122,56%  56%,1  1  0,2  2  0,-1  -1  0,SkaNoodles OXR,,1.38  1.56  1.27,210  284  167,15  8  7,/  11  4  7  /,18  7  11,+4  +4  0,84%  86%  83%,130  146  121,26%  29%  24%,0  0  0,0  0  0,0  0  0,SkaNoodles OXR,,1.04  0.76  1.28,182  133  225,15  5  10,/  17  9  8  /,8  3  5,-2  -4  +2,73%  80%  67%,119  78  154,30%  20%  34%,0  0  0,0  0  0,0  0  0
36,VTaguT OXR,,0.81  0.80  0.80,164  207  143,34  20  14,/  40  26  14  /,14  6  8,-6  -6  0,72%  69%  76%,113  129  95,20%  23%  15%,4  3  1,6  5  1,-2  -2  0,13.0,6.0,ACHRF OXR,,0.31  0.29  0.65,106  98  203,3  2  1,/  13  12  1  /,1  1  0,-10  -10  0,46%  42%  100%,87  83  135,21%  18%  50%,0  0  0,2  2  0,-2  -2  0,VTaguT OXR,,1.16  1.13  1.17,188  278  136,14  7  7,/  10  5  5  /,7  2  5,+4  +2  +2,89%  86%  92%,113  160  85,13%  11%  15%,1  1  0,3  2  1,-2  -1  -1,VTaguT OXR,,1.03  1.04  1.03,223  303  158,18  11  7,/  17  9  8  /,2  1  1,+1  +2  -1,68%  80%  58%,147  189  112,26%  36%  15%,3  2  1,2  2  0,+1  0  +1
37,Eso177 OXR,,0.66  0.68  0.73,129  112  162,28  13  15,/  41  24  17  /,10  5  5,-13  -11  -2,59%  55%  64%,88  74  103,24%  19%  27%,3  1  2,8  4  4,-5  -3  -2,9.0,13.0,Eso177 OXR,,0.26  0.23  0.53,100  84  300,5  4  1,/  13  12  1  /,0  0  0,-8  -8  0,38%  33%  100%,68  56  209,29%  29%  29%,2  1  1,3  3  0,-1  -2  +1,ACHRF OXR,,1.03  0.44  1.38,220  133  272,15  3  12,/  15  6  9  /,8  2  6,0  -3  +3,74%  57%  83%,136  89  164,33%  22%  38%,2  1  1,3  2  1,-1  -1  0,zMART OXR,,0.94  0.54  1.27,195  120  258,15  4  11,/  17  9  8  /,5  2  3,-2  -5  +3,59%  40%  75%,127  96  153,24%  25%  24%,3  1  2,6  3  3,-3  -2  -1
38,ACHRF OXR,,0.64  0.34  0.95,163  114  235,27  7  20,/  48  27  21  /,18  7  11,-21  -20  -1,63%  48%  80%,114  88  144,27%  18%  36%,4  1  3,8  5  3,-4  -4  0,,,VTaguT OXR,,0.23  0.24  0.19,82  86  50,2  2  0,/  13  12  1  /,5  3  2,-11  -10  -1,54%  50%  100%,56  61,14%  14%,0  0  0,1  1  0,-1  -1  0,Eso177 OXR,,0.69  0.69  0.69,111  88  124,8  2  6,/  13  5  8  /,3  2  1,-5  -3  -2,58%  71%  50%,71  53  82,19%  11%  23%,0  0  0,3  0  3,-3  0  -3,ACHRF OXR,,0.59  0.29  0.83,163  119  200,9  2  7,/  20  9  11  /,9  4  5,-11  -7  -4,64%  50%  75%,111  93  125,26%  17%  33%,2  0  2,3  1  2,-1  -1  0
39,sibeastw0w NASR,,1.30  1.66  1.40,271  295  257,53  25  28,/  35  20  15  /,14  4  10,+18  +5  +13,78%  72%  83%,183  191  175,20%  25%  16%,11  5  6,9  8  1,+2  -3  +5,,,alvar NASR,,1.79  1.62  1.80,329  140  345,16  1  15,/  6  0  6  /,10  0  10,+10  +1  +9,92%  100%  92%,193  105  201,33%  100%  31%,2  0  2,1  0  1,+1  0  +1,Avez NASR,,1.07  1.12  0.99,266  270  260,17  11  6,/  16  10  6  /,9  7  2,+1  +1  0,84%  92%  71%,179  191  158,39%  29%  70%,1  0  1,1  0  1,0  0  0,sibeastw0w NASR,,1.37  1.10  1.69,312  320  303,25  13  12,/  14  10  4  /,6  3  3,+11  +3  +8,82%  75%  90%,200  214  183,16%  21%  10%,5  3  2,6  5  1,-1  -2  +1
40,alvar NASR,,1.25  0.98  1.49,254  168  315,48  15  33,/  38  20  18  /,28  4  24,+10  -5  +15,74%  60%  86%,157  112  197,31%  35%  29%,8  3  5,2  0  2,+6  +3  +3,,,vakk NASR,,1.75  1.96  1.73,247  229  249,13  1  12,/  3  0  3  /,4  0  4,+10  +1  +9,92%  100%  92%,180  100  186,28%  0%  31%,0  0  0,0  0  0,0  0  0,sibeastw0w NASR,,0.98  0.93  1.07,239  232  253,15  9  6,/  15  9  6  /,3  1  2,0  0  0,68%  67%  71%,171  150  207,23%  24%  23%,3  2  1,3  3  0,0  -1  +1,alvar NASR,,1.25  0.61  2.03,268  152  408,21  6  15,/  15  9  6  /,14  4  10,+6  -3  +9,77%  67%  90%,174  93  271,25%  18%  29%,2  0  2,0  0  0,+2  0  +2
41,Avez NASR,,1.21  1.01  1.28,226  193  243,44  18  26,/  36  19  17  /,22  10  12,+8  -1  +9,87%  80%  93%,150  141  158,29%  29%  30%,6  1  5,1  0  1,+5  +1  +4,,,Avez NASR,,1.57  1.13  1.61,251  25  271,13  0  13,/  5  0  5  /,7  1  6,+8  +8,100%  100%  100%,146  0  158,23%  23%,3  0  3,0  0  0,+3  0  +3,vakk NASR,,0.75  0.34  1.45,171  94  304,11  3  8,/  17  11  6  /,1  0  1,-6  -8  +2,53%  33%  86%,135  77  236,33%  29%  37%,2  1  1,2  2  0,0  -1  +1,chrollo NASR,,1.01  1.26  0.70,182  228  128,14  9  5,/  15  8  7  /,12  9  3,-1  +1  -2,86%  83%  90%,127  164  83,31%  30%  33%,3  2  1,2  1  1,+1  +1  0
42,vakk NASR,,1.14  1.12  1.30,192  149  214,36  12  24,/  33  18  15  /,9  3  6,+3  -6  +9,72%  60%  83%,135  107  158,24%  15%  31%,3  1  2,3  2  1,0  -1  +1,,,sibeastw0w NASR,,1.56  2.95  1.44,261  754  220,13  3  10,/  6  1  5  /,5  0  5,+7  +2  +5,85%  100%  83%,170  405  151,26%  50%  18%,3  0  3,0  0  0,+3  0  +3,alvar NASR,,0.70  0.72  0.65,164  186  128,11  8  3,/  17  11  6  /,4  0  4,-6  -3  -3,58%  50%  71%,113  130  84,37%  50%  18%,4  3  1,1  0  1,+3  +3  0,Avez NASR,,0.99  0.78  1.23,160  129  199,14  7  7,/  15  9  6  /,6  2  4,-1  -2  +1,82%  67%  100%,127  103  157,23%  29%  20%,2  1  1,0  0  0,+2  +1  +1
43,chrollo NASR,,1.00  0.80  0.83,166  180  149,31  16  15,/  36  17  19  /,30  11  19,-5  -1  -4,80%  72%  86%,112  125  102,28%  27%  30%,7  3  4,4  2  2,+3  +1  +2,,,chrollo NASR,,1.31  0.28  1.40,202  26  217,9  0  9,/  7  1  6  /,12  0  12,+2  -1  +3,100%  100%  100%,143  26  153,31%  0%  32%,2  0  2,2  1  1,0  -1  +1,chrollo NASR,,0.67  0.85  0.38,115  146  63,8  7  1,/  14  8  6  /,6  2  4,-6  -1  -5,58%  58%  57%,74  94  40,22%  24%  17%,2  1  1,0  0  0,+2  +1  +1,vakk NASR,,0.91  1.07  0.72,157  198  109,12  8  4,/  13  7  6  /,4  3  1,-1  +1  -2,77%  83%  70%,107  138  71,13%  11%  18%,1  0  1,1  0  1,0  0  0
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
