,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Jinboong SG,,0.98  0.60  1.20,195  119  236,26  7  19,/  29  12  17  /,8  2  6,-3  -5  +2,64%  53%  71%,128  68  165,28%  18%  31%,4  0  4,1  1  0,+3  -1  +4,0.0,2.0,Jinboong SG,,0.98  0.54  1.17,231  142  268,14  3  11,/  15  5  10  /,4  0  4,-1  -2  +1,71%  60%  75%,149  59  186,30%  0%  37%,1  0  1,0  0  0,+1  0  +1,gatorada SG,,1.12  1.05  1.18,170  193  151,12  6  6,/  14  7  7  /,10  5  5,-2  -1  -1,68%  70%  67%,118  133  106,26%  25%  27%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,gatorada SG,,0.93  0.80  0.99,175  173  175,23  8  15,/  29  13  16  /,15  6  9,-6  -5  -1,69%  67%  71%,114  118  113,17%  20%  16%,2  1  1,2  1  1,0  0  0,4.0,13.0,NOBITA SG,,0.83  0.34  1.04,163  43  214,9  1  8,/  14  6  8  /,6  1  5,-5  -5  0,71%  40%  83%,118  40  150,25%  50%  23%,1  0  1,1  0  1,0  0  0,Gwangboong SG,,1.04  0.99  1.08,261  266  257,18  9  9,/  18  8  10  /,6  1  5,0  +1  -1,86%  80%  92%,186  175  195,20%  21%  19%,2  1  1,2  2  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Gwangboong SG,,0.92  0.66  1.04,219  223  225,28  11  17,/  31  14  17  /,8  1  7,-3  -3  0,79%  67%  88%,158  147  165,22%  24%  21%,6  3  3,5  3  2,+1  0  +1,9.0,13.0,Gwangboong SG,,0.81  0.34  1.01,176  138  193,10  2  8,/  13  6  7  /,2  0  2,-3  -4  +1,71%  40%  83%,123  91  136,30%  33%  29%,4  2  2,3  1  2,+1  +1  0,Jinboong SG,,0.98  0.66  1.24,159  107  204,12  4  8,/  14  7  7  /,4  2  2,-2  -3  +1,59%  50%  67%,111  72  144,26%  30%  24%,3  0  3,1  1  0,+2  -1  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,NOBITA SG,,0.82  0.44  1.03,147  90  179,19  5  14,/  29  15  14  /,9  1  8,-10  -10  0,59%  47%  67%,106  68  130,27%  38%  23%,1  0  1,5  1  4,-4  -1  -3,,,gatorada SG,,0.73  0.55  0.80,179  133  198,11  2  9,/  15  6  9  /,5  1  4,-4  -4  0,71%  60%  75%,110  86  119,9%  10%  8%,1  0  1,1  0  1,0  0  0,NOBITA SG,,0.80  0.53  1.03,130  113  145,10  4  6,/  15  9  6  /,3  0  3,-5  -5  0,50%  50%  50%,97  83  109,28%  36%  24%,0  0  0,4  1  3,-4  -1  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Misaya SG,,0.64  0.25  0.85,168  124  195,22  5  17,/  33  15  18  /,18  6  12,-11  -10  -1,74%  73%  75%,94  84  100,17%  18%  16%,4  0  4,9  5  4,-5  -5  0,,,Misaya SG,,0.71  0.11  0.96,169  84  205,8  0  8,/  14  6  8  /,12  4  8,-6  -6  0,76%  60%  83%,97  79  105,22%  18%  23%,2  0  2,3  2  1,-1  -2  +1,Misaya SG,,0.58  0.39  0.73,166  144  186,14  5  9,/  19  9  10  /,6  2  4,-5  -4  -1,73%  80%  67%,91  87  95,13%  18%  10%,2  0  2,6  3  3,-4  -3  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,bazz FAV,,1.44  1.28  1.87,294  289  318,44  25  19,/  25  17  8  /,21  13  8,+19  +8  +11,74%  75%  73%,187  170  216,39%  39%  40%,7  6  1,4  2  2,+3  +4  -1,,,TenTen FAV,,1.46  1.15  2.20,290  245  402,19  11  8,/  10  8  2  /,1  0  1,+9  +3  +6,76%  67%  100%,189  164  250,35%  38%  27%,3  1  2,4  4  0,-1  -3  +2,bazz FAV,,1.56  1.63  1.47,340  397  272,29  18  11,/  14  8  6  /,6  4  2,+15  +10  +5,73%  83%  60%,211  223  196,37%  38%  35%,5  4  1,2  1  1,+3  +3  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,TenTen FAV,,1.19  0.91  1.71,231  185  285,32  16  16,/  25  17  8  /,6  3  3,+7  -1  +8,67%  63%  73%,148  132  174,23%  28%  17%,7  2  5,8  7  1,-1  -5  +4,,,bazz FAV,,1.32  0.93  2.27,248  181  410,15  7  8,/  11  9  2  /,15  9  6,+4  -2  +6,76%  67%  100%,157  117  255,45%  41%  50%,2  2  0,2  1  1,0  +1  -1,Minty FAV,,1.12  1.27  0.93,198  235  155,14  10  4,/  12  6  6  /,5  2  3,+2  +4  -2,64%  67%  60%,151  177  120,24%  21%  30%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Phantom FAV,,1.12  0.99  1.27,215  215  203,32  20  12,/  24  17  7  /,7  2  5,+8  +3  +5,87%  79%  100%,138  145  127,26%  19%  46%,3  0  3,2  1  1,+1  -1  +2,,,Phantom FAV,,1.21  1.24  1.13,246  309  97,17  15  2,/  10  9  1  /,1  0  1,+7  +6  +1,88%  83%  100%,156  197  60,20%  14%  100%,0  0  0,2  1  1,-2  -1  -1,Phantom FAV,,1.04  0.74  1.40,183  122  257,15  5  10,/  14  8  6  /,6  2  4,+1  -3  +4,86%  75%  100%,124  93  161,36%  38%  35%,3  0  3,0  0  0,+3  0  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Minty FAV,,1.10  1.02  1.40,201  186  224,27  16  11,/  23  15  8  /,12  6  6,+4  +1  +3,72%  71%  73%,145  133  164,26%  26%  26%,4  2  2,0  0  0,+4  +2  +2,,,Minty FAV,,1.09  0.76  1.88,203  136  363,13  6  7,/  11  9  2  /,7  4  3,+2  -3  +5,82%  75%  100%,137  90  251,30%  45%  21%,2  1  1,0  0  0,+2  +1  +1,TenTen FAV,,0.92  0.66  1.23,171  125  227,13  5  8,/  15  9  6  /,5  3  2,-2  -4  +2,59%  58%  60%,116  101  135,14%  17%  12%,4  1  3,4  3  1,0  -2  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Hands FAV,,0.84  0.67  1.05,113  107  118,16  9  7,/  21  16  5  /,9  4  5,-5  -7  +2,77%  67%  93%,69  69  69,34%  50%  18%,1  1  0,3  3  0,-2  -2  0,,,Hands FAV,,0.81  0.79  0.88,129  171  32,7  7  0,/  10  9  1  /,6  4  2,-3  -2  -1,71%  58%  100%,83  106  27,37%  50%  0%,1  1  0,1  1  0,0  0  0,Hands FAV,,0.86  0.56  1.22,97  43  162,9  2  7,/  11  7  4  /,3  0  3,-2  -5  +3,82%  75%  90%,58  32  90,31%  50%  25%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,tinggg2k5 TÃ i,,1.20  1.12  1.35,257  264  242,93  47  46,/  64  38  26  /,10  4  6,+29  +9  +20,80%  79%  80%,170  183  156,28%  35%  20%,16  10  6,8  6  2,+8  +4  +4,3.0,1.0,alyal TÃ i,,1.29  0.89  1.69,293  188  400,29  9  20,/  21  10  11  /,5  2  3,+8  -1  +9,75%  79%  71%,202  132  273,37%  32%  39%,4  1  3,2  1  1,+2  0  +2,viness TÃ i,,1.51  1.12  1.90,307  240  375,26  11  15,/  16  9  7  /,9  4  5,+10  +2  +8,83%  83%  83%,212  170  255,33%  30%  36%,5  1  4,2  1  1,+3  0  +3,tinggg2k5 TÃ i,,1.75  1.27  2.48,369  307  464,29  14  15,/  11  8  3  /,3  0  3,+18  +6  +12,90%  83%  100%,238  211  279,23%  31%  15%,7  4  3,2  2  0,+5  +2  +3,WUKONG TÃ i,,1.54  1.27  1.76,344  284  395,27  10  17,/  16  8  8  /,4  1  3,+11  +2  +9,73%  70%  75%,204  151  248,19%  17%  20%,7  2  5,2  0  2,+5  +2  +3
23,viness TÃ i,,1.14  0.80  1.46,208  171  241,66  30  36,/  64  38  26  /,56  25  31,+2  -8  +10,78%  75%  80%,135  107  165,38%  36%  39%,11  2  9,9  4  5,+2  -2  +4,13.0,15.0,tinggg2k5 TÃ i,,1.12  1.27  0.97,272  323  222,30  17  13,/  21  11  10  /,3  2  1,+9  +6  +3,75%  79%  71%,184  226  142,26%  32%  15%,3  2  1,1  0  1,+2  +2  0,WUKONG TÃ i,,1.19  1.45  0.94,209  214  205,20  11  9,/  16  6  10  /,7  4  3,+4  +5  -1,71%  75%  67%,141  140  142,33%  39%  28%,2  1  1,2  2  0,0  -1  +1,alyal TÃ i,,1.19  1.00  1.49,204  175  248,15  8  7,/  12  8  4  /,7  4  3,+3  0  +3,80%  75%  88%,140  121  167,20%  18%  22%,0  0  0,4  4  0,-4  -4  0,tinggg2k5 TÃ i,,1.38  1.39  1.38,239  298  191,21  11  10,/  12  9  3  /,1  0  1,+9  +2  +7,86%  90%  83%,181  227  143,39%  43%  33%,4  2  2,1  1  0,+3  +1  +2
24,WUKONG TÃ i,,1.13  1.16  1.09,233  226  236,76  38  38,/  66  32  34  /,30  16  14,+10  +6  +4,76%  77%  74%,152  147  158,25%  28%  22%,14  6  8,10  6  4,+4  0  +4,13.0,11.0,viness TÃ i,,0.76  0.64  0.89,126  132  121,12  6  6,/  20  12  8  /,14  7  7,-8  -6  -2,68%  64%  71%,78  86  71,50%  64%  40%,2  1  1,3  1  2,-1  0  -1,d0rf TÃ i,,1.06  0.70  1.42,197  124  271,18  5  13,/  15  9  6  /,6  4  2,+3  -4  +7,71%  58%  83%,138  96  179,26%  17%  34%,0  0  0,1  0  1,-1  0  -1,d0rf TÃ i,,1.11  0.85  1.50,199  217  172,15  9  6,/  13  10  3  /,8  6  2,+2  -1  +3,80%  75%  88%,142  141  143,42%  39%  46%,2  0  2,0  0  0,+2  0  +2,viness TÃ i,,1.19  0.48  1.79,213  111  299,15  4  11,/  15  8  7  /,17  5  12,0  -4  +4,82%  70%  92%,143  54  216,37%  38%  37%,3  0  3,1  1  0,+2  -1  +3
25,alyal TÃ i,,1.05  0.91  1.21,217  186  259,75  31  44,/  72  37  35  /,36  18  18,+3  -6  +9,73%  77%  70%,148  127  170,24%  23%  26%,6  2  4,14  10  4,-8  -8  0,13.0,7.0,WUKONG TÃ i,,0.71  0.82  0.60,187  216  160,17  10  7,/  21  10  11  /,4  2  2,-4  0  -4,71%  79%  64%,134  150  119,20%  19%  21%,4  2  2,6  4  2,-2  -2  0,alyal TÃ i,,0.84  1.28  0.40,180  248  113,15  11  4,/  21  10  11  /,8  4  4,-6  +1  -7,63%  75%  50%,124  161  87,23%  28%  15%,2  1  1,4  1  3,-2  0  -2,viness TÃ i,,1.09  0.98  1.25,184  199  163,13  9  4,/  13  9  4  /,16  9  7,0  0  0,80%  83%  75%,115  112  118,38%  28%  55%,1  0  1,3  1  2,-2  -1  -1,alyal TÃ i,,0.89  0.47  1.25,191  124  247,16  3  13,/  18  9  9  /,16  8  8,-2  -6  +4,77%  80%  75%,114  87  137,16%  10%  19%,0  0  0,4  4  0,-4  -4  0
26,d0rf TÃ i,,0.91  0.68  1.17,143  129  151,46  20  26,/  60  39  21  /,34  22  12,-14  -19  +5,70%  65%  76%,98  87  110,27%  22%  32%,4  1  3,2  1  1,+2  0  +2,13.0,9.0,d0rf TÃ i,,0.64  0.47  0.80,90  71  109,6  2  4,/  20  12  8  /,11  7  4,-14  -10  -4,64%  64%  64%,61  41  80,15%  8%  20%,2  1  1,1  1  0,+1  0  +1,tinggg2k5 TÃ i,,0.56  0.55  0.57,146  123  170,13  5  8,/  20  10  10  /,3  2  1,-7  -5  -2,71%  67%  75%,86  68  105,30%  36%  25%,2  2  0,4  3  1,-2  -1  -1,WUKONG TÃ i,,1.07  1.10  1.03,192  201  179,12  7  5,/  13  8  5  /,15  9  6,-1  -1  0,90%  83%  100%,135  147  116,33%  45%  18%,1  1  0,0  0  0,+1  +1  0,d0rf TÃ i,,0.84  0.70  0.95,87  112  68,7  4  3,/  12  8  4  /,9  5  4,-5  -4  -1,68%  60%  75%,64  75  55,21%  14%  30%,0  0  0,0  0  0,0  0  0
27,f1cio FCY,,1.11  0.99  1.19,241  239  244,81  38  43,/  67  35  32  /,21  9  12,+14  +3  +11,68%  70%  67%,155  156  153,30%  31%  29%,10  3  7,6  4  2,+4  -1  +5,,,Suka FCY,,1.30  1.40  1.20,274  324  225,27  16  11,/  19  10  9  /,10  5  5,+8  +6  +2,79%  86%  71%,169  191  148,37%  47%  26%,4  1  3,4  0  4,0  +1  -1,Crus FCY,,1.20  1.17  1.24,251  227  276,21  9  12,/  18  10  8  /,11  7  4,+3  -1  +4,75%  75%  75%,169  162  176,38%  31%  46%,3  1  2,1  0  1,+2  +1  +1,f1cio FCY,,1.07  0.57  1.41,215  120  279,16  3  13,/  15  7  8  /,7  3  4,+1  -4  +5,60%  50%  67%,146  84  187,23%  15%  27%,2  0  2,1  1  0,+1  -1  +2,Crus FCY,,1.09  0.51  1.79,197  68  354,16  3  13,/  16  10  6  /,10  5  5,0  -7  +7,73%  67%  80%,125  40  228,52%  50%  52%,2  0  2,0  0  0,+2  0  +2
28,Crus FCY,,0.95  0.58  1.30,181  113  244,58  17  41,/  70  39  31  /,40  21  19,-12  -22  +10,71%  65%  77%,116  73  156,35%  31%  37%,7  2  5,4  2  2,+3  0  +3,,,f1cio FCY,,1.23  1.09  1.36,239  201  277,23  10  13,/  18  9  9  /,6  1  5,+5  +1  +4,64%  64%  64%,160  148  172,40%  39%  42%,2  1  1,1  0  1,+1  +1  0,f1cio FCY,,1.12  1.34  0.89,241  280  204,22  13  9,/  17  8  9  /,4  2  2,+5  +5  0,79%  75%  83%,153  182  123,36%  50%  19%,4  1  3,2  1  1,+2  0  +2,gin FCY,,0.99  1.07  0.94,260  303  232,17  8  9,/  18  7  11  /,6  1  5,-1  +1  -2,65%  63%  67%,183  224  156,31%  67%  12%,4  2  2,5  3  2,-1  -1  0,f1cio FCY,,1.03  0.97  1.11,268  322  204,20  12  8,/  17  11  6  /,4  3  1,+3  +1  +2,68%  83%  50%,159  189  123,22%  18%  28%,2  1  1,2  2  0,0  -1  +1
29,Suka FCY,,0.92  0.79  1.03,203  233  186,66  36  30,/  73  41  32  /,35  15  20,-7  -5  -2,73%  74%  73%,130  138  122,36%  43%  29%,12  4  8,12  4  8,0  0  0,,,YESicaN FCY,,1.18  0.88  1.49,180  139  223,19  6  13,/  17  10  7  /,12  6  6,+2  -4  +6,64%  57%  71%,119  95  142,38%  29%  44%,0  0  0,4  3  1,-4  -3  -1,Suka FCY,,0.88  0.85  0.91,224  278  170,19  12  7,/  20  12  8  /,4  1  3,-1  0  -1,71%  75%  67%,142  160  125,35%  40%  29%,4  3  1,4  2  2,0  +1  -1,Suka FCY,,0.77  0.34  1.05,164  111  200,11  3  8,/  17  8  9  /,7  2  5,-6  -5  -1,60%  50%  67%,93  77  104,40%  40%  40%,3  0  3,3  1  2,0  -1  +1,gin FCY,,0.75  0.28  1.32,199  115  300,15  4  11,/  19  12  7  /,2  1  1,-4  -8  +4,64%  58%  70%,115  69  171,13%  15%  11%,3  1  2,10  7  3,-7  -6  -1
30,gin FCY,,0.92  0.87  0.99,222  221  224,69  32  37,/  78  39  39  /,20  8  12,-9  -7  -2,74%  72%  77%,149  155  143,24%  29%  19%,14  7  7,20  15  5,-6  -8  +2,,,gin FCY,,1.15  1.29  1.01,252  296  209,23  13  10,/  21  10  11  /,5  2  3,+2  +3  -1,79%  79%  79%,174  209  139,34%  36%  31%,5  3  2,3  3  0,+2  0  +2,gin FCY,,0.77  0.86  0.68,176  186  168,14  7  7,/  20  10  10  /,7  4  3,-6  -3  -3,88%  83%  92%,121  131  111,23%  14%  35%,2  1  1,2  2  0,0  -1  +1,Crus FCY,,0.74  0.11  1.16,155  70  212,10  2  8,/  17  8  9  /,12  4  8,-7  -6  -1,70%  50%  83%,94  47  125,29%  67%  25%,0  0  0,0  0  0,0  0  0,Suka FCY,,0.74  0.56  0.96,151  164  136,9  5  4,/  17  11  6  /,14  7  7,-8  -6  -2,82%  75%  90%,101  98  105,33%  43%  25%,1  0  1,1  1  0,0  -1  +1
31,YESicaN FCY,,0.81  0.65  0.96,148  131  170,52  20  32,/  68  37  31  /,24  10  14,-16  -17  +1,65%  61%  69%,101  84  117,27%  27%  27%,0  0  0,9  5  4,-9  -5  -4,,,Crus FCY,,0.75  0.52  0.99,122  79  165,11  3  8,/  19  11  8  /,7  5  2,-8  -8  0,68%  64%  71%,78  42  113,22%  15%  25%,2  1  1,3  2  1,-1  -1  0,YESicaN FCY,,0.77  0.46  1.08,134  78  190,12  3  9,/  17  10  7  /,7  3  4,-5  -7  +2,67%  58%  75%,93  49  137,22%  20%  22%,0  0  0,2  1  1,-2  -1  -1,YESicaN FCY,,0.58  0.53  0.60,120  135  111,8  3  5,/  17  7  10  /,2  0  2,-9  -4  -5,60%  63%  58%,78  92  68,19%  27%  13%,0  0  0,2  1  1,-2  -1  -1,YESicaN FCY,,0.71  0.73  0.68,158  171  144,13  8  5,/  17  10  7  /,3  1  2,-4  -2  -2,68%  67%  70%,108  101  116,27%  29%  25%,0  0  0,1  0  1,-1  0  -1
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,HYUNMIN CGZ,,1.25  1.12  1.36,220  203  236,51  20  31,/  39  21  18  /,14  6  8,+12  -1  +13,74%  70%  77%,152  134  168,26%  29%  24%,6  4  2,5  1  4,+1  +3  -2,2.0,1.0,HYUNMIN CGZ,,1.07  0.94  1.21,218  212  226,18  8  10,/  16  10  6  /,5  3  2,+2  -2  +4,74%  58%  91%,146  140  154,22%  28%  15%,2  2  0,0  0  0,+2  +2  0,Brofeld CGZ,,1.32  1.01  1.56,242  188  284,20  6  14,/  11  5  6  /,0  0  0,+9  +1  +8,62%  44%  75%,151  124  171,24%  25%  24%,3  1  2,2  0  2,+1  +1  0,HYUNMIN CGZ,,1.55  1.27  1.76,243  171  298,20  6  14,/  10  5  5  /,2  1  1,+10  +1  +9,76%  89%  67%,155  99  198,36%  29%  43%,4  2  2,2  0  2,+2  +2  0,,,,,,,,,,,,,,
