,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,stew RA,,,213,47,/  53  /,11,-6,,,,,,,0.0,3.0,yoman RA,,,258,21,/  16  /,5,5,,,,,,,stew RA,,,276,19,/  19  /,6,0,,,,,,,MarT1n RA,,,286,22,/  15  /,6,7,,,,,,,,,,,,,,,,,,,,
12,MarT1n RA,,,213,51,/  51  /,16,0,,,,,,,11.0,13.0,MarT1n RA,,,210,18,/  17  /,4,1,,,,,,,YiHao RA,,,254,22,/  15  /,5,7,,,,,,,Viva RA,,,239,19,/  15  /,7,4,,,,,,,,,,,,,,,,,,,,
13,yoman RA,,,185,43,/  48  /,18,-5,,,,,,,9.0,13.0,stew RA,,,188,16,/  17  /,1,-1,,,,,,,Viva RA,,,188,15,/  14  /,4,1,,,,,,,stew RA,,,174,12,/  17  /,4,-5,,,,,,,,,,,,,,,,,,,,
14,Viva RA,,,180,44,/  46  /,14,-2,,,,,,,9.0,13.0,YiHao RA,,,164,13,/  17  /,10,-4,,,,,,,MarT1n RA,,,144,11,/  19  /,6,-8,,,,,,,yoman RA,,,165,12,/  15  /,7,-3,,,,,,,,,,,,,,,,,,,,
15,YiHao RA,,,173,43,/  49  /,21,-6,,,,,,,,,Viva RA,,,114,10,/  17  /,3,-7,,,,,,,yoman RA,,,132,10,/  17  /,6,-7,,,,,,,YiHao RA,,,102,8,/  17  /,6,-9,,,,,,,,,,,,,,,,,,,,
16,ZmjjKK EDG,,,252,63,/  49  /,13,14,,,,,,,,,nobody EDG,,,252,22,/  14  /,11,8,,,,,,,Haodong EDG,,,301,26,/  14  /,12,12,,,,,,,ZmjjKK EDG,,,254,21,/  12  /,4,9,,,,,,,,,,,,,,,,,,,,
17,CHICHOO EDG,,,198,49,/  42  /,19,7,,,,,,,,,ZmjjKK EDG,,,250,22,/  17  /,3,5,,,,,,,ZmjjKK EDG,,,253,20,/  20  /,6,0,,,,,,,CHICHOO EDG,,,234,18,/  15  /,8,3,,,,,,,,,,,,,,,,,,,,
18,Haodong EDG,,,197,50,/  47  /,31,3,,,,,,,,,CHICHOO EDG,,,198,16,/  14  /,7,2,,,,,,,nobody EDG,,,188,13,/  14  /,8,-1,,,,,,,Smoggy EDG,,,207,16,/  15  /,3,1,,,,,,,,,,,,,,,,,,,,
19,nobody EDG,,,194,45,/  43  /,29,2,,,,,,,,,Smoggy EDG,,,178,14,/  16  /,3,-2,,,,,,,CHICHOO EDG,,,161,15,/  13  /,4,2,,,,,,,Haodong EDG,,,160,14,/  16  /,8,-2,,,,,,,,,,,,,,,,,,,,
20,Smoggy EDG,,,169,40,/  47  /,10,-7,,,,,,,,,Haodong EDG,,,130,10,/  17  /,11,-7,,,,,,,Smoggy EDG,,,122,10,/  16  /,4,-6,,,,,,,nobody EDG,,,143,10,/  15  /,10,-5,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Laz NKT,,1.54  1.25  1.88,298  252  340,52  24  28,/  32  18  14  /,8  3  5,+20  +6  +14,79%  76%  83%,192  175  211,26%  24%  28%,8  2  6,2  2  0,+6  0  +6,2.0,0.0,Laz NKT,,1.31  1.20  1.42,247  262  234,24  13  11,/  20  11  9  /,5  1  4,+4  +2  +2,69%  62%  77%,157  166  147,35%  31%  39%,5  1  4,2  2  0,+3  -1  +4,Laz NKT,,1.78  1.31  2.34,349  242  477,28  11  17,/  12  7  5  /,3  2  1,+16  +4  +12,91%  92%  90%,234  186  293,22%  20%  23%,3  1  2,0  0  0,+3  +1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,qq NKT,,1.02  0.99  1.08,224  224  228,40  20  20,/  33  17  16  /,9  5  4,+7  +3  +4,69%  60%  78%,150  146  154,19%  19%  19%,4  2  2,7  4  3,-3  -2  -1,14.0,12.0,qq NKT,,1.21  1.41  1.01,243  271  215,24  13  11,/  16  7  9  /,5  2  3,+8  +6  +2,69%  69%  69%,158  179  137,22%  28%  16%,0  0  0,3  1  2,-3  -1  -2,socools0da NKT,,1.15  1.34  0.93,184  222  139,15  10  5,/  14  7  7  /,6  4  2,+1  +3  -2,68%  75%  60%,123  150  90,36%  38%  33%,1  1  0,1  0  1,0  +1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Teerapong NKT,,0.97  0.99  0.92,202  196  212,33  17  16,/  36  18  18  /,15  9  6,-3  -1  -2,71%  64%  78%,145  132  160,27%  36%  21%,6  4  2,8  4  4,-2  0  -2,13.0,9.0,Teerapong NKT,,1.04  0.81  1.28,223  174  273,19  7  12,/  20  11  9  /,5  2  3,-1  -4  +3,65%  46%  85%,167  122  213,20%  24%  18%,3  1  2,5  4  1,-2  -3  +1,PoomOneLove NKT,,1.07  1.24  0.85,225  248  198,19  13  6,/  13  5  8  /,5  2  3,+6  +8  -2,77%  83%  70%,160  179  138,35%  26%  56%,1  1  0,2  1  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PoomOneLove NKT,,0.94  0.84  1.02,195  184  200,32  17  15,/  33  17  16  /,12  6  6,-1  0  -1,73%  76%  70%,132  130  133,29%  26%  31%,2  1  1,4  2  2,-2  -1  -1,,,PoomOneLove NKT,,0.81  0.44  1.19,164  126  202,13  4  9,/  20  12  8  /,7  4  3,-7  -8  +1,69%  69%  69%,108  86  130,22%  26%  20%,1  0  1,2  1  1,-1  -1  0,Teerapong NKT,,0.89  1.17  0.56,180  220  133,14  10  4,/  16  7  9  /,10  7  3,-2  +3  -5,77%  83%  70%,119  142  91,41%  50%  29%,3  3  0,3  0  3,0  +3  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,socools0da NKT,,0.90  1.03  0.76,160  184  130,28  17  11,/  35  18  17  /,10  7  3,-7  -1  -6,73%  72%  74%,107  126  87,31%  29%  34%,2  2  0,5  2  3,-3  0  -3,,,socools0da NKT,,0.65  0.71  0.59,135  148  123,13  7  6,/  21  11  10  /,4  3  1,-8  -4  -4,77%  69%  85%,94  103  85,27%  21%  35%,1  1  0,4  2  2,-3  -1  -2,qq NKT,,0.83  0.57  1.14,205  172  246,16  7  9,/  17  10  7  /,4  3  1,-1  -3  +2,68%  50%  90%,140  111  176,15%  10%  23%,4  2  2,4  3  1,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Crws TLN,,1.01  1.08  0.94,181  204  162,34  19  15,/  33  16  17  /,14  7  7,+1  +3  -2,71%  70%  72%,117  121  113,29%  25%  35%,2  1  1,2  0  2,0  +1  -1,,,Crws TLN,,1.10  1.29  0.91,198  239  157,20  13  7,/  16  8  8  /,9  3  6,+4  +5  -1,73%  77%  69%,127  148  106,35%  28%  50%,1  1  0,0  0  0,+1  +1  0,ban TLN,,1.09  1.09  1.08,210  245  181,16  9  7,/  16  8  8  /,8  5  3,0  +1  -1,64%  50%  75%,138  152  126,36%  33%  38%,3  2  1,3  2  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,ban TLN,,1.01  0.81  1.22,211  162  257,34  12  22,/  36  19  17  /,15  11  4,-2  -7  +5,67%  57%  76%,135  111  157,29%  22%  36%,8  2  6,7  5  2,+1  -3  +4,,,JitBoyS TLN,,1.06  1.21  0.90,227  314  141,22  15  7,/  17  9  8  /,6  2  4,+5  +6  -1,73%  77%  69%,152  197  108,52%  67%  35%,3  2  1,0  0  0,+3  +2  +1,Crws TLN,,0.92  0.87  0.96,163  158  168,14  6  8,/  17  8  9  /,5  4  1,-3  -2  -1,68%  60%  75%,105  86  121,23%  20%  25%,1  0  1,2  0  2,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,JitBoyS TLN,,0.85  0.90  0.79,209  260  166,36  22  14,/  38  19  19  /,10  4  6,-2  +3  -5,67%  70%  64%,140  166  115,40%  60%  27%,4  3  1,4  1  3,0  +2  -2,,,Governor TLN,,0.96  0.68  1.24,222  157  288,21  8  13,/  20  10  10  /,6  3  3,+1  -2  +3,73%  54%  92%,147  112  181,23%  37%  16%,5  1  4,6  4  2,-1  -3  +2,lenne TLN,,0.80  0.76  0.83,201  199  202,15  7  8,/  18  8  10  /,9  5  4,-3  -1  -2,64%  60%  67%,132  125  137,15%  13%  17%,1  0  1,2  1  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,lenne TLN,,0.84  0.76  0.92,191  176  204,31  14  17,/  38  19  19  /,24  13  11,-7  -5  -2,71%  70%  72%,123  106  139,17%  14%  20%,3  2  1,2  1  1,+1  +1  0,,,ban TLN,,0.94  0.52  1.36,212  98  326,18  3  15,/  20  11  9  /,7  6  1,-2  -8  +6,69%  62%  77%,132  79  185,23%  13%  33%,5  0  5,4  3  1,+1  -3  +4,Governor TLN,,0.70  0.74  0.66,181  213  156,13  7  6,/  20  9  11  /,2  1  1,-7  -2  -5,55%  60%  50%,115  134  99,24%  32%  13%,4  3  1,1  0  1,+3  +3  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Governor TLN,,0.83  0.71  0.95,202  182  225,34  15  19,/  40  19  21  /,8  4  4,-6  -4  -2,65%  57%  72%,132  121  142,23%  34%  16%,9  4  5,7  4  3,+2  0  +2,,,lenne TLN,,0.88  0.76  1.00,181  157  206,16  7  9,/  20  11  9  /,15  8  7,-4  -4  0,77%  77%  77%,116  91  141,19%  15%  22%,2  2  0,0  0  0,+2  +2  0,JitBoyS TLN,,0.64  0.58  0.68,191  189  193,14  7  7,/  21  10  11  /,4  2  2,-7  -3  -4,59%  60%  58%,125  127  124,28%  45%  22%,1  1  0,4  1  3,-3  0  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,LizA Beyb,,1.09  1.44  0.68,240  307  146,52  37  15,/  41  21  20  /,4  2  2,+11  +16  -5,60%  70%  48%,159  212  89,26%  27%  21%,3  3  0,7  3  4,-4  0  -4,0.0,3.0,LizA Beyb,,1.09  1.34  0.47,285  326  186,16  13  3,/  14  9  5  /,2  1  1,+2  +4  -2,65%  67%  60%,209  237  142,34%  28%  71%,2  2  0,1  0  1,+1  +2  -1,LizA Beyb,,1.11  1.16  1.04,211  244  164,18  12  6,/  13  8  5  /,1  0  1,+5  +4  +1,65%  75%  50%,132  163  86,29%  47%  6%,0  0  0,3  2  1,-3  -2  -1,LizA Beyb,,1.09  1.81  0.54,223  364  118,18  12  6,/  14  4  10  /,1  1  0,+4  +8  -4,52%  67%  42%,145  246  69,16%  18%  13%,1  1  0,3  1  2,-2  0  -2,,,,,,,,,,,,,,
34,adora Beyb,,0.73  0.71  0.66,139  112  174,24  10  14,/  49  26  23  /,25  21  4,-25  -16  -9,57%  67%  44%,90  75  110,41%  41%  41%,2  0  2,3  2  1,-1  -2  +1,4.0,13.0,6sonya Beyb,,0.84  0.75  1.05,230  189  329,14  9  5,/  14  11  3  /,3  2  1,0  -2  +2,59%  67%  40%,146  123  199,50%  58%  43%,1  1  0,1  1  0,0  0  0,Raina Beyb,,0.78  0.91  0.59,192  163  237,12  7  5,/  17  9  8  /,7  4  3,-5  -2  -3,65%  67%  63%,113  86  153,23%  43%  12%,1  1  0,0  0  0,+1  +1  0,adora Beyb,,0.85  0.70  0.96,157  128  179,11  4  7,/  17  7  10  /,6  3  3,-6  -3  -3,62%  67%  58%,101  80  117,52%  50%  53%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,
35,Raina Beyb,,0.67  0.82  0.54,163  150  185,32  18  14,/  47  24  23  /,14  8  6,-15  -6  -9,55%  55%  56%,95  81  114,18%  23%  15%,3  3  0,5  2  3,-2  +1  -3,7.0,13.0,adora Beyb,,0.82  0.97  0.48,154  148  170,7  4  3,/  15  10  5  /,10  10  0,-8  -6  -2,59%  67%  40%,112  112  110,32%  39%  20%,0  0  0,1  0  1,-1  0  -1,SUPERPHROG Beyb,,0.68  0.65  0.72,179  190  165,13  8  5,/  17  10  7  /,2  1  1,-4  -2  -2,55%  50%  63%,103  110  93,41%  46%  33%,6  4  2,3  2  1,+3  +2  +1,Raina Beyb,,0.81  1.15  0.55,170  179  163,12  6  6,/  14  4  10  /,5  2  3,-2  +2  -4,57%  56%  58%,99  100  98,19%  27%  14%,1  1  0,4  1  3,-3  0  -3,,,,,,,,,,,,,,
36,6sonya Beyb,,0.62  0.65  0.62,135  133  125,23  15  8,/  46  27  19  /,9  7  2,-23  -12  -11,50%  58%  40%,89  89  87,23%  27%  20%,4  2  2,3  1  2,+1  +1  0,8.0,13.0,Raina Beyb,,0.42  0.40  0.47,126  115  155,8  5  3,/  16  11  5  /,2  2  0,-8  -6  -2,41%  42%  40%,70  62  88,12%  5%  29%,1  1  0,1  1  0,0  0  0,6sonya Beyb,,0.61  0.72  0.43,89  121  43,4  4  0,/  15  10  5  /,5  4  1,-11  -6  -5,55%  58%  50%,67  83  43,19%  24%  13%,1  1  0,2  0  2,-1  +1  -2,SUPERPHROG Beyb,,0.62  0.79  0.50,140  177  112,9  6  3,/  18  7  11  /,4  1  3,-9  -1  -8,48%  67%  33%,96  111  85,38%  31%  46%,4  2  2,6  3  3,-2  -1  -1,,,,,,,,,,,,,,
37,SUPERPHROG Beyb,,0.52  0.61  0.41,141  163  118,28  19  9,/  52  29  23  /,8  4  4,-24  -10  -14,47%  52%  40%,91  101  78,42%  42%  42%,11  7  4,17  10  7,-6  -3  -3,,,SUPERPHROG Beyb,,0.26  0.38  0.03,104  125  54,6  5  1,/  17  12  5  /,2  2  0,-11  -7  -4,35%  42%  20%,70  84  35,50%  50%  50%,1  1  0,8  5  3,-7  -4  -3,adora Beyb,,0.51  0.48  0.55,106  64  170,6  2  4,/  17  9  8  /,9  8  1,-11  -7  -4,50%  67%  25%,59  33  100,39%  33%  42%,2  0  2,2  2  0,0  -2  +2,6sonya Beyb,,0.42  0.46  0.39,86  76  95,5  2  3,/  17  6  11  /,1  1  0,-12  -4  -8,38%  44%  33%,63  53  70,6%  0%  10%,2  0  2,0  0  0,+2  0  +2,,,,,,,,,,,,,,
38,moshieroo Surr,,1.35  1.61  1.18,252  275  229,54  26  28,/  35  12  23  /,23  9  14,+19  +14  +5,79%  96%  67%,163  183  148,37%  37%  37%,6  3  3,5  1  4,+1  +2  -1,,,moshieroo Surr,,1.62  2.20  1.37,311  394  277,20  8  12,/  10  2  8  /,10  3  7,+10  +6  +4,88%  100%  83%,203  233  191,42%  67%  33%,4  2  2,1  0  1,+3  +2  +1,jademwah Surr,,1.47  1.85  1.22,243  262  230,16  7  9,/  11  3  8  /,15  6  9,+5  +4  +1,80%  100%  67%,144  149  141,26%  26%  25%,2  1  1,2  0  2,0  +1  -1,moshieroo Surr,,1.34  1.48  1.16,260  253  269,21  12  9,/  12  5  7  /,2  2  0,+9  +7  +2,71%  92%  44%,176  187  161,38%  37%  39%,2  1  1,1  0  1,+1  +1  0,,,,,,,,,,,,,,
39,jademwah Surr,,1.29  1.46  1.10,205  200  203,40  18  22,/  34  12  22  /,40  16  24,+6  +6  0,83%  92%  76%,123  113  130,29%  30%  28%,6  4  2,3  0  3,+3  +4  -1,,,Poetite Surr,,1.49  0.74  1.80,289  177  336,20  4  16,/  9  4  5  /,3  1  2,+11  0  +11,82%  60%  92%,193  111  228,45%  50%  44%,0  0  0,0  0  0,0  0  0,els Surr,,1.41  1.07  1.64,303  252  337,23  8  15,/  10  5  5  /,2  1  1,+13  +3  +10,80%  75%  83%,196  148  228,32%  43%  26%,6  3  3,4  3  1,+2  0  +2,Poetite Surr,,1.31  1.75  0.73,235  328  112,18  15  3,/  11  4  7  /,10  4  6,+7  +11  -4,81%  92%  67%,140  185  80,37%  39%  30%,4  3  1,2  1  1,+2  +2  0,,,,,,,,,,,,,,
40,Poetite Surr,,1.27  1.16  1.18,216  230  200,46  22  24,/  30  12  18  /,23  9  14,+16  +10  +6,79%  80%  79%,133  135  132,33%  38%  29%,5  3  2,3  1  2,+2  +2  0,,,jademwah Surr,,1.36  1.21  1.43,253  210  271,15  4  11,/  11  3  8  /,14  2  12,+4  +1  +3,94%  80%  100%,160  128  173,31%  33%  31%,3  2  1,1  0  1,+2  +2  0,stars Surr,,1.38  1.51  1.30,226  245  214,19  9  10,/  9  3  6  /,0  0  0,+10  +6  +4,90%  100%  83%,163  198  140,42%  38%  45%,1  0  1,0  0  0,+1  0  +1,els Surr,,1.29  1.26  1.32,270  254  292,19  11  8,/  12  6  6  /,6  4  2,+7  +5  +2,76%  83%  67%,178  173  186,12%  16%  7%,5  2  3,4  3  1,+1  -1  +2,,,,,,,,,,,,,,
