,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Biank BLG,,,272.0,43.0,/  23  /,12.0,20.0,,,,3.0,,,2.0,0.0,Biank BLG,,,274.0,25.0,/  16  /,8.0,9.0,,,,3.0,,,Yosemite BLG,,,290.0,20.0,/  8  /,4.0,12.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Knight BLG,,,253.0,39.0,/  24  /,21.0,15.0,,,,,,,14.0,12.0,Knight BLG,,,242.0,23.0,/  14  /,14.0,9.0,,,,,,,Biank BLG,,,270.0,18.0,/  7  /,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,whzy BLG,,,232.0,32.0,/  29  /,10.0,3.0,,,,,,,13.0,4.0,whzy BLG,,,199.0,16.0,/  19  /,5.0,-3.0,,,,,,,whzy BLG,,,265.0,16.0,/  10  /,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Yosemite BLG,,,226.0,36.0,/  22  /,8.0,14.0,,,,1.0,,,,,rin BLG,,,175.0,16.0,/  17  /,16.0,-1.0,,,,,,,Knight BLG,,,263.0,16.0,/  10  /,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,rin BLG,,,166.0,26.0,/  27  /,24.0,-1.0,,,,,,,,,Yosemite BLG,,,162.0,16.0,/  14  /,4.0,2.0,,,,,,,rin BLG,,,157.0,10.0,/  10  /,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Xiaonuo RNG,,,212.0,30.0,/  34  /,15.0,-4.0,,,,2.0,,,,,GuanG RNG,,,208.0,19.0,/  19  /,7.0,0.0,,,,3.0,,,Xiaonuo RNG,,,239.0,14.0,/  15  /,3.0,-1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,GuanG RNG,,,184.0,29.0,/  35  /,10.0,-6.0,,,,3.0,,,,,Xiaonuo RNG,,,184.0,16.0,/  19  /,12.0,-3.0,,,,,,,GuanG RNG,,,159.0,10.0,/  16  /,3.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,SWERL RNG,,,161.0,27.0,/  36  /,4.0,-9.0,,,,,,,,,HaTo RNG,,,176.0,15.0,/  18  /,3.0,-3.0,,,,,,,SWERL RNG,,,149.0,10.0,/  16  /,3.0,-6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,HaTo RNG,,,142.0,20.0,/  34  /,7.0,-14.0,,,,,,,,,SWERL RNG,,,172.0,17.0,/  20  /,1.0,-3.0,,,,,,,Minimise RNG,,,122.0,6.0,/  17  /,4.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Minimise RNG,,,138.0,19.0,/  37  /,16.0,-18.0,,,,,,,,,Minimise RNG,,,154.0,13.0,/  20  /,12.0,-7.0,,,,,,,HaTo RNG,,,107.0,5.0,/  16  /,4.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PoomOneLove NKT,,1.21  0.89  1.40,214  143  263,50  14  36,/  41  19  22  /,19  12  7,+9  -5  +14,72%  66%  78%,138  96  173,31%  25%  34%,7  2  5,5  3  2,+2  -1  +3,2.0,1.0,PoomOneLove NKT,,1.49  0.57  2.03,296  130  393,22  3  19,/  11  6  5  /,3  2  1,+11  -3  +14,68%  43%  83%,205  110  260,32%  20%  35%,2  0  2,2  2  0,0  -2  +2,Teerapong NKT,,1.13  1.03  1.23,278  230  327,22  8  14,/  21  11  10  /,13  7  6,+1  -3  +4,79%  75%  83%,183  159  208,18%  19%  17%,4  2  2,2  2  0,+2  0  +2,Laz NKT,,1.40  1.31  1.47,258  236  276,19  9  10,/  11  4  7  /,7  1  6,+8  +5  +3,77%  90%  67%,182  175  187,37%  35%  38%,2  0  2,2  0  2,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Teerapong NKT,,1.15  1.33  1.03,259  278  248,57  27  30,/  50  23  27  /,28  15  13,+7  +4  +3,77%  79%  75%,170  172  168,19%  23%  16%,9  4  5,7  4  3,+2  0  +2,13.0,6.0,socools0da NKT,,1.12  1.71  0.77,191  332  109,13  8  5,/  12  4  8  /,7  4  3,+1  +4  -3,74%  71%  75%,124  188  86,27%  29%  25%,1  1  0,2  0  2,-1  +1  -2,qq NKT,,1.10  0.90  1.30,205  154  258,19  8  11,/  17  9  8  /,2  0  2,+2  -1  +3,71%  58%  83%,134  96  171,16%  22%  13%,3  1  2,5  4  1,-2  -3  +1,PoomOneLove NKT,,1.25  1.15  1.34,181  124  230,15  4  11,/  10  4  6  /,4  4  0,+5  0  +5,73%  80%  67%,115  75  149,44%  38%  47%,3  1  2,2  1  1,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,socools0da NKT,,1.09  1.38  0.90,207  265  163,49  28  21,/  44  19  25  /,24  14  10,+5  +9  -4,75%  69%  81%,127  153  106,31%  31%  30%,4  3  1,5  0  5,-1  +3  -4,11.0,13.0,Teerapong NKT,,1.10  1.41  0.92,223  263  200,14  6  8,/  13  5  8  /,11  7  4,+1  +1  0,74%  71%  75%,144  152  138,26%  43%  17%,3  0  3,3  0  3,0  0  0,socools0da NKT,,0.93  0.84  1.03,229  235  224,20  11  9,/  21  11  10  /,7  3  4,-1  0  -1,71%  58%  83%,145  148  141,30%  30%  30%,1  0  1,0  0  0,+1  0  +1,Teerapong NKT,,1.22  1.54  0.95,275  346  217,21  13  8,/  16  7  9  /,4  1  3,+5  +6  -1,77%  90%  67%,177  200  158,17%  21%  14%,2  2  0,2  2  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Laz NKT,,1.07  1.15  1.02,220  214  224,49  23  26,/  44  19  25  /,19  7  12,+5  +4  +1,75%  76%  75%,149  149  148,36%  32%  40%,5  1  4,6  1  5,-1  0  -1,13.0,9.0,Laz NKT,,1.02  1.27  0.87,212  185  228,14  5  9,/  14  6  8  /,6  5  1,0  -1  +1,79%  71%  83%,136  112  149,38%  27%  44%,0  0  0,1  0  1,-1  0  -1,PoomOneLove NKT,,0.90  0.94  0.85,165  165  166,13  7  6,/  20  9  11  /,12  6  6,-7  -2  -5,75%  67%  83%,107  105  109,24%  23%  25%,2  1  1,1  0  1,+1  +1  0,socools0da NKT,,1.21  1.60  0.88,201  255  157,16  9  7,/  11  4  7  /,10  7  3,+5  +5  0,82%  80%  83%,111  134  92,35%  33%  38%,2  2  0,3  0  3,-1  +2  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,qq NKT,,0.98  0.87  1.05,176  168  183,44  19  25,/  42  21  21  /,5  1  4,+2  -2  +4,71%  62%  78%,114  107  119,15%  22%  11%,6  4  2,11  7  4,-5  -3  -2,,,qq NKT,,0.99  0.68  1.17,195  196  195,15  5  10,/  13  7  6  /,1  0  1,+2  -2  +4,68%  43%  83%,121  114  125,13%  13%  13%,2  2  0,3  2  1,-1  0  -1,Laz NKT,,0.79  0.86  0.72,189  212  166,16  9  7,/  19  9  10  /,6  1  5,-3  0  -3,71%  67%  75%,129  149  109,34%  32%  38%,3  1  2,3  1  2,0  0  0,qq NKT,,0.85  1.04  0.68,128  167  97,10  6  4,/  12  5  7  /,2  1  1,-2  +1  -3,73%  80%  67%,86  115  62,18%  31%  0%,1  1  0,3  1  2,-2  0  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,b3ta AAA,,1.00  0.91  1.13,210  188  241,48  24  24,/  50  28  22  /,28  14  14,-2  -4  +2,66%  69%  62%,136  117  159,24%  32%  18%,5  0  5,3  2  1,+2  -2  +4,,,b3ta AAA,,1.02  0.90  1.21,220  180  289,14  7  7,/  15  9  6  /,6  3  3,-1  -2  +1,58%  58%  57%,136  115  171,21%  24%  19%,3  0  3,1  1  0,+2  -1  +3,Potter AAA,,1.23  1.05  1.42,261  252  271,22  10  12,/  17  10  7  /,6  4  2,+5  0  +5,88%  75%  100%,187  181  192,28%  24%  33%,6  3  3,5  2  3,+1  +1  0,niffy AAA,,1.05  1.25  0.82,193  203  181,15  9  6,/  15  7  8  /,10  7  3,0  +2  -2,73%  83%  60%,136  119  156,18%  16%  21%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Potter AAA,,0.94  0.94  0.93,206  226  186,48  27  21,/  52  32  20  /,10  6  4,-4  -5  +1,71%  72%  69%,140  146  132,27%  22%  36%,15  11  4,12  4  8,+3  +7  -4,,,ChAlalala AAA,,0.95  0.95  0.94,211  212  212,14  10  4,/  14  9  5  /,9  5  4,0  +1  -1,68%  75%  57%,132  136  124,24%  23%  25%,1  1  0,1  1  0,0  0  0,b3ta AAA,,1.21  1.27  1.15,256  290  224,22  13  9,/  18  10  8  /,12  5  7,+4  +3  +1,83%  92%  75%,168  183  154,24%  35%  14%,2  0  2,2  1  1,0  -1  +1,AloNeFillz AAA,,0.88  1.22  0.48,207  284  116,13  11  2,/  17  8  9  /,6  3  3,-4  +3  -7,68%  75%  60%,128  159  92,8%  10%  6%,7  5  2,7  3  4,0  +2  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,niffy AAA,,0.91  0.96  0.85,182  170  199,43  23  20,/  49  26  23  /,24  18  6,-6  -3  -3,68%  69%  66%,125  108  147,29%  30%  29%,2  1  1,2  2  0,0  -1  +1,,,Potter AAA,,0.78  0.84  0.69,194  234  127,13  9  4,/  17  12  5  /,2  1  1,-4  -3  -1,63%  67%  57%,126  143  97,24%  21%  33%,5  5  0,5  2  3,0  +3  -3,ChAlalala AAA,,1.07  1.23  0.92,219  190  249,21  10  11,/  16  7  9  /,5  3  2,+5  +3  +2,75%  75%  75%,168  153  183,38%  32%  44%,1  0  1,1  0  1,0  0  0,Potter AAA,,0.81  0.93  0.67,162  192  127,13  8  5,/  18  10  8  /,2  1  1,-5  -2  -3,59%  75%  40%,101  115  84,29%  20%  44%,4  3  1,2  0  2,+2  +3  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ChAlalala AAA,,0.90  1.00  0.78,173  165  182,42  24  18,/  44  22  22  /,20  11  9,-2  +2  -4,66%  72%  59%,119  114  124,29%  24%  35%,2  1  1,2  1  1,0  0  0,,,niffy AAA,,0.76  0.74  0.80,171  132  239,11  5  6,/  15  9  6  /,5  4  1,-4  -4  0,63%  50%  86%,117  88  167,44%  60%  33%,1  1  0,0  0  0,+1  +1  0,niffy AAA,,0.92  0.91  0.93,182  175  191,17  9  8,/  19  10  9  /,9  7  2,-2  -1  -1,67%  75%  58%,123  117  128,35%  35%  35%,0  0  0,1  1  0,-1  -1  0,b3ta AAA,,0.77  0.55  1.03,153  93  227,12  4  8,/  17  9  8  /,10  6  4,-5  -5  0,55%  58%  50%,100  53  157,30%  36%  26%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,AloNeFillz AAA,,0.74  0.76  0.74,189  200  178,40  23  17,/  55  31  24  /,14  7  7,-15  -8  -7,68%  64%  72%,119  122  116,9%  9%  9%,10  6  4,12  8  4,-2  -2  0,,,AloNeFillz AAA,,0.64  0.51  0.85,177  143  237,11  5  6,/  18  12  6  /,3  2  1,-7  -7  0,63%  50%  86%,108  86  147,12%  4%  29%,1  0  1,1  1  0,0  -1  +1,AloNeFillz AAA,,0.72  0.55  0.89,184  174  196,16  7  9,/  20  11  9  /,5  2  3,-4  -4  0,71%  67%  75%,119  122  117,9%  12%  6%,2  1  1,4  4  0,-2  -3  +1,ChAlalala AAA,,0.67  0.82  0.49,88  94  83,7  4  3,/  14  6  8  /,6  3  3,-7  -2  -5,55%  67%  40%,54  55  54,17%  9%  29%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Yoyo 17,,,216,43,/  41  /,12,2,,,,,,,1.0,2.0,deLb 17,,,280,24,/  14  /,2,10,,,,,,,Yoyo 17,,,262,16,/  15  /,4,1,,,,,,,theDoctorr 17,,,240,11,/  14  /,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,theDoctorr 17,,,188,33,/  46  /,14,-13,,,,,,,13.0,9.0,Yoyo 17,,,257,20,/  13  /,3,7,,,,,,,deLb 17,,,194,12,/  15  /,1,-3,,,,,,,0n1y 17,,,178,9,/  13  /,3,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,deLb 17,,,187,38,/  43  /,8,-5,,,,,,,6.0,13.0,LuXlis 17,,,168,15,/  14  /,14,1,,,,,,,theDoctorr 17,,,174,11,/  16  /,4,-5,,,,,,,Yoyo 17,,,128,7,/  13  /,5,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0n1y 17,,,170,32,/  48  /,10,-16,,,,,,,1.0,13.0,0n1y 17,,,160,12,/  18  /,3,-6,,,,,,,0n1y 17,,,172,11,/  17  /,4,-6,,,,,,,LuXlis 17,,,91,3,/  13  /,1,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,LuXlis 17,,,126,25,/  42  /,24,-17,,,,,,,,,theDoctorr 17,,,150,11,/  16  /,8,-5,,,,,,,LuXlis 17,,,120,7,/  15  /,9,-8,,,,,,,deLb 17,,,88,2,/  14  /,5,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,maizi DRG,,,241,49,/  30  /,14,19,,,,,,,,,maizi DRG,,,261,21,/  14  /,4,7,,,,,,,vo0kashu DRG,,,286,18,/  10  /,7,8,,,,,,,Nicc DRG,,,345,18,/  5  /,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,vo0kashu DRG,,,239,43,/  35  /,16,8,,,,,,,,,Shion7 DRG,,,254,20,/  15  /,4,5,,,,,,,maizi DRG,,,267,18,/  10  /,5,8,,,,,,,TvirusLuke DRG,,,266,14,/  9  /,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Nicc DRG,,,228,44,/  31  /,23,13,,,,,,,,,vo0kashu DRG,,,194,12,/  20  /,6,-8,,,,,,,Nicc DRG,,,224,17,/  9  /,4,8,,,,,,,vo0kashu DRG,,,237,13,/  5  /,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Shion7 DRG,,,226,44,/  35  /,19,9,,,,,,,,,TvirusLuke DRG,,,172,13,/  16  /,4,-3,,,,,,,Shion7 DRG,,,191,12,/  13  /,8,-1,,,,,,,Shion7 DRG,,,232,12,/  7  /,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TvirusLuke DRG,,,207,40,/  40  /,9,0,,,,,,,,,Nicc DRG,,,116,9,/  17  /,6,-8,,,,,,,TvirusLuke DRG,,,184,13,/  15  /,4,-2,,,,,,,maizi DRG,,,194,10,/  6  /,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,RoLEX XIA,,1.32  1.41  1.28,247  253  236,54  28  26,/  38  21  17  /,7  5  2,+16  +7  +9,73%  80%  66%,170  171  169,26%  20%  31%,6  4  2,4  3  1,+2  +1  +1,2.0,1.0,RoLEX XIA,,1.02  0.72  1.48,192  147  261,15  7  8,/  15  10  5  /,0  0  0,0  -3  +3,60%  58%  63%,159  122  216,36%  30%  42%,0  0  0,2  2  0,-2  -2  0,RoLEX XIA,,1.96  2.15  1.86,328  380  303,22  8  14,/  9  4  5  /,6  4  2,+13  +4  +9,94%  100%  92%,215  242  202,25%  12%  37%,3  1  2,0  0  0,+3  +1  +2,LBY XIA,,1.41  1.30  1.55,248  214  295,21  11  10,/  11  6  5  /,3  1  2,+10  +5  +5,76%  75%  78%,159  143  180,43%  56%  33%,2  0  2,1  1  0,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LBY XIA,,1.14  1.20  1.12,201  212  191,46  26  20,/  38  20  18  /,18  6  12,+8  +6  +2,75%  73%  76%,129  133  125,38%  41%  35%,5  1  4,3  2  1,+2  -1  +3,7.0,13.0,siraphop XIA,,0.81  0.83  0.78,165  210  99,11  8  3,/  15  10  5  /,5  4  1,-4  -2  -2,75%  83%  63%,115  154  58,50%  44%  75%,0  0  0,1  0  1,-1  0  -1,LBY XIA,,1.35  1.60  1.23,221  312  177,16  8  8,/  10  3  7  /,9  1  8,+6  +5  +1,94%  100%  92%,135  192  106,36%  30%  44%,2  0  2,0  0  0,+2  0  +2,siraphop XIA,,1.23  1.39  1.03,203  196  215,15  9  6,/  13  6  7  /,11  8  3,+2  +3  -1,67%  75%  56%,145  133  161,33%  60%  21%,1  0  1,2  1  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,siraphop XIA,,1.02  0.77  1.09,182  176  191,37  18  19,/  39  22  17  /,25  14  11,-2  -4  +2,71%  73%  69%,125  125  124,43%  49%  38%,3  0  3,3  1  2,0  -1  +1,13.0,5.0,aLerT XIA,,0.76  0.68  0.87,212  182  260,13  7  6,/  18  11  7  /,8  6  2,-5  -4  -1,55%  58%  50%,157  129  199,27%  28%  27%,4  2  2,8  4  4,-4  -2  -2,Vickyz XIA,,1.21  0.66  1.48,291  197  339,17  4  13,/  12  5  7  /,5  1  4,+5  -1  +6,78%  67%  83%,174  116  204,19%  21%  18%,4  1  3,2  1  1,+2  0  +2,RoLEX XIA,,0.99  1.36  0.50,222  295  126,17  13  4,/  14  7  7  /,1  1  0,+3  +6  -3,67%  92%  33%,141  184  82,16%  19%  13%,3  3  0,2  1  1,+1  +2  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Vickyz XIA,,0.89  0.92  0.69,198  198  189,37  20  17,/  46  23  23  /,25  16  9,-9  -3  -6,73%  83%  62%,124  133  115,23%  28%  18%,7  4  3,5  2  3,+2  +2  0,13.0,8.0,Vickyz XIA,,0.76  0.90  0.56,181  199  156,12  8  4,/  18  11  7  /,9  7  2,-6  -3  -3,85%  92%  75%,115  127  96,25%  28%  20%,1  1  0,1  1  0,0  0  0,siraphop XIA,,1.00  0.10  1.46,179  71  233,11  1  10,/  11  6  5  /,9  2  7,0  -5  +5,72%  50%  83%,112  54  140,58%  25%  67%,2  0  2,0  0  0,+2  0  +2,aLerT XIA,,0.97  1.03  0.89,228  259  188,17  12  5,/  15  9  6  /,4  3  1,+2  +3  -1,71%  67%  78%,158  192  113,40%  39%  45%,1  0  1,5  4  1,-4  -4  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,aLerT XIA,,0.86  0.82  0.88,198  210  191,41  23  18,/  46  25  21  /,16  10  6,-5  -2  -3,68%  67%  69%,141  149  132,35%  34%  35%,5  2  3,17  10  7,-12  -8  -4,,,LBY XIA,,0.65  0.69  0.59,134  160  95,9  7  2,/  17  11  6  /,6  4  2,-8  -4  -4,55%  58%  50%,92  93  89,32%  38%  25%,1  1  0,2  1  1,-1  0  -1,aLerT XIA,,0.84  0.75  0.88,154  169  147,11  4  7,/  13  5  8  /,4  1  3,-2  -1  -1,78%  83%  75%,102  105  101,37%  33%  39%,0  0  0,4  2  2,-4  -2  -2,Vickyz XIA,,0.70  1.20  0.04,121  197  21,8  8  0,/  16  7  9  /,11  8  3,-8  +1  -9,57%  83%  22%,89  147  12,31%  35%  0%,2  2  0,2  0  2,0  +2  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,LoRangeZ INFN,,1.16  1.29  1.19,209  220  204,45  24  21,/  39  20  19  /,29  19  10,+6  +4  +2,78%  79%  77%,131  128  133,47%  37%  60%,4  1  3,6  3  3,-2  -2  0,,,LoRangeZ INFN,,1.38  1.51  1.28,221  232  215,17  7  10,/  10  4  6  /,13  7  6,+7  +3  +4,85%  88%  83%,132  118  141,39%  29%  46%,1  0  1,0  0  0,+1  0  +1,LoRangeZ INFN,,0.92  0.61  1.54,166  140  220,11  7  4,/  14  11  3  /,3  3  0,-3  -4  +1,61%  58%  67%,106  83  153,45%  33%  71%,1  1  0,4  3  1,-3  -2  -1,notxd INFN,,1.31  1.35  1.28,235  230  240,17  7  10,/  13  4  9  /,5  2  3,+4  +3  +1,76%  78%  75%,171  180  164,23%  22%  24%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
