,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
10,tupai DOM,,0.76  0.60  0.96,178  150  212,42  19  23,/  58  33  25  /,14  7  7,-16  -14  -2,65%  62%  68%,115  91  144,23%  30%  20%,7  1  6,9  6  3,-2  -5  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Spyko PDM,,1.19  1.39  0.99,225  261  190,68  41  27,/  50  22  28  /,16  8  8,+18  +19  -1,76%  79%  72%,151  178  124,33%  40%  25%,4  2  2,4  1  3,0  +1  -1,2.0,1.0,Spyko PDM,,1.28  1.41  1.14,260  283  239,26  15  11,/  17  7  10  /,8  4  4,+9  +8  +1,81%  77%  85%,172  180  165,38%  50%  29%,2  0  2,1  0  1,+1  0  +1,Spyko PDM,,1.33  1.47  1.18,285  302  269,29  16  13,/  17  7  10  /,5  2  3,+12  +9  +3,85%  85%  85%,185  208  161,28%  35%  21%,1  1  0,0  0  0,+1  +1  0,artxsy PDM,,1.30  1.45  1.15,256  267  246,22  13  9,/  16  8  8  /,11  9  2,+6  +5  +1,69%  85%  54%,177  168  186,28%  37%  21%,4  2  2,1  1  0,+3  +1  +2,,,,,,,,,,,,,,
13,artxsy PDM,,1.09  1.13  1.05,220  214  226,58  30  28,/  53  25  28  /,18  13  5,+5  +5  0,71%  77%  64%,150  141  160,19%  21%  18%,11  4  7,9  6  3,+2  -2  +4,14.0,12.0,artxsy PDM,,1.14  1.11  1.18,222  190  255,21  9  12,/  17  8  9  /,4  3  1,+4  +1  +3,73%  77%  69%,149  133  166,17%  16%  18%,4  1  3,3  3  0,+1  -2  +3,BELOV PDM,,0.97  0.94  1.01,177  149  205,15  6  9,/  18  8  10  /,10  6  4,-3  -2  -1,85%  92%  77%,119  93  144,28%  33%  25%,2  0  2,3  2  1,-1  -2  +1,BELOV PDM,,1.11  1.57  0.66,235  311  161,21  14  7,/  18  8  10  /,8  6  2,+3  +6  -3,62%  77%  46%,142  180  105,31%  28%  38%,3  2  1,2  1  1,+1  +1  0,,,,,,,,,,,,,,
14,BELOV PDM,,1.07  1.22  0.92,205  219  193,54  30  24,/  52  24  28  /,28  15  13,+2  +6  -4,77%  85%  69%,134  133  134,24%  25%  24%,7  3  4,6  3  3,+1  0  +1,12.0,14.0,BELOV PDM,,1.13  1.16  1.10,204  198  212,18  10  8,/  16  8  8  /,10  3  7,+2  +2  0,85%  85%  85%,140  127  153,17%  16%  18%,2  1  1,1  0  1,+1  +1  0,ventura PDM,,0.96  1.26  0.66,225  312  138,20  15  5,/  19  9  10  /,7  2  5,+1  +6  -5,65%  85%  46%,157  236  79,21%  26%  17%,1  0  1,4  2  2,-3  -2  -1,Kaguya PDM,,1.00  0.67  1.33,207  125  290,19  6  13,/  19  10  9  /,2  0  2,0  -4  +4,58%  62%  54%,147  76  219,36%  25%  40%,3  2  1,6  3  3,-3  -1  -2,,,,,,,,,,,,,,
15,Kaguya PDM,,0.95  0.89  1.02,217  212  224,57  27  30,/  61  33  28  /,12  6  6,-4  -6  +2,64%  69%  59%,154  140  167,30%  26%  34%,12  10  2,13  6  7,-1  +4  -5,14.0,12.0,Kaguya PDM,,1.04  1.18  0.90,258  318  200,22  13  9,/  20  11  9  /,4  3  1,+2  +2  0,62%  62%  62%,181  206  157,25%  22%  31%,6  5  1,3  1  2,+3  +4  -1,artxsy PDM,,0.83  0.85  0.81,181  184  178,15  8  7,/  20  9  11  /,3  1  2,-5  -1  -4,69%  69%  69%,125  123  127,14%  12%  15%,3  1  2,5  2  3,-2  -1  -1,Spyko PDM,,0.96  1.28  0.64,131  199  63,13  10  3,/  16  8  8  /,3  2  1,-3  +2  -5,62%  77%  46%,96  146  47,33%  38%  25%,1  1  0,3  1  2,-2  0  -2,,,,,,,,,,,,,,
16,ventura PDM,,0.82  0.93  0.71,161  186  136,43  26  17,/  55  28  27  /,21  9  12,-12  -2  -10,62%  72%  51%,110  134  85,22%  23%  20%,1  0  1,11  4  7,-10  -4  -6,,,ventura PDM,,0.58  0.25  0.92,100  26  176,8  0  8,/  17  11  6  /,11  5  6,-9  -11  +2,65%  62%  69%,66  22  109,35%  33%  35%,0  0  0,4  2  2,-4  -2  -2,Kaguya PDM,,0.82  0.81  0.84,186  193  181,16  8  8,/  22  12  10  /,6  3  3,-6  -4  -2,73%  85%  62%,132  139  126,32%  33%  31%,3  3  0,4  2  2,-1  +1  -2,ventura PDM,,0.91  1.28  0.54,157  221  94,15  11  4,/  19  8  11  /,3  2  1,-4  +3  -7,54%  69%  38%,106  146  66,16%  18%  13%,0  0  0,3  0  3,-3  0  -3,,,,,,,,,,,,,,
17,Dragy DEWA,,1.15  1.42  0.88,264  323  206,68  43  25,/  58  27  31  /,17  6  11,+10  +16  -6,71%  79%  62%,184  219  150,22%  30%  11%,19  14  5,12  5  7,+7  +9  -2,,,Dragy DEWA,,1.19  1.44  0.95,304  381  227,25  16  9,/  21  11  10  /,3  0  3,+4  +5  -1,73%  85%  62%,208  274  143,32%  40%  15%,9  6  3,4  1  3,+5  +5  0,Nimji DEWA,,1.39  1.58  1.20,277  276  278,26  13  13,/  18  8  10  /,7  3  4,+8  +5  +3,81%  85%  77%,184  201  168,24%  56%  7%,3  1  2,0  0  0,+3  +1  +2,Nifty DEWA,,1.00  0.99  1.02,196  150  243,20  8  12,/  17  7  10  /,3  1  2,+3  +1  +2,73%  77%  69%,129  100  159,34%  32%  36%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,
18,Nifty DEWA,,1.05  1.00  1.09,184  151  218,55  24  31,/  51  22  29  /,20  9  11,+4  +2  +2,73%  72%  74%,120  99  140,27%  30%  24%,4  0  4,3  2  1,+1  -2  +3,,,Nifty DEWA,,1.14  1.09  1.20,196  174  220,19  9  10,/  17  8  9  /,6  2  4,+2  +1  +1,69%  62%  77%,128  120  136,35%  50%  26%,1  0  1,0  0  0,+1  0  +1,Dragy DEWA,,1.27  1.46  1.08,271  309  234,23  14  9,/  19  8  11  /,10  4  6,+4  +6  -2,73%  77%  69%,191  196  186,15%  20%  11%,3  3  0,5  3  2,-2  0  -2,Dragy DEWA,,0.99  1.35  0.62,218  280  158,20  13  7,/  18  8  10  /,4  2  2,+2  +5  -3,65%  77%  54%,154  187  120,22%  30%  10%,7  5  2,3  1  2,+4  +4  0,,,,,,,,,,,,,,
19,Nimji DEWA,,1.03  1.00  1.07,201  162  240,53  21  32,/  55  25  30  /,19  6  13,-2  -4  +2,67%  62%  72%,139  119  159,29%  44%  20%,6  2  4,8  5  3,-2  -3  +1,,,Margiela DEWA,,1.05  1.11  0.99,184  189  181,18  9  9,/  19  10  9  /,8  5  3,-1  -1  0,69%  77%  62%,122  137  107,38%  28%  52%,1  0  1,1  0  1,0  0  0,Nifty DEWA,,0.99  0.92  1.06,160  129  192,16  7  9,/  17  7  10  /,11  6  5,-1  0  -1,77%  77%  77%,102  78  126,13%  12%  14%,2  0  2,2  1  1,0  -1  +1,Nimji DEWA,,0.98  1.04  0.92,193  178  208,16  7  9,/  18  8  10  /,6  2  4,-2  -1  -1,58%  54%  62%,134  131  138,38%  53%  28%,2  1  1,3  1  2,-1  0  -1,,,,,,,,,,,,,,
20,Zall DEWA,,0.90  1.07  0.73,203  232  175,56  34  22,/  58  26  32  /,16  7  9,-2  +8  -10,68%  74%  62%,138  154  123,34%  39%  28%,8  4  4,6  3  3,+2  +1  +1,,,Zall DEWA,,0.81  0.84  0.77,147  158  138,14  8  6,/  19  10  9  /,8  4  4,-5  -2  -3,62%  62%  62%,109  114  105,32%  36%  26%,0  0  0,4  2  2,-4  -2  -2,Zall DEWA,,0.96  1.06  0.85,224  257  191,21  13  8,/  20  9  11  /,4  1  3,+1  +4  -3,73%  77%  69%,152  164  140,32%  41%  24%,5  2  3,0  0  0,+5  +2  +3,Zall DEWA,,0.93  1.31  0.56,238  280  198,21  13  8,/  19  7  12  /,4  2  2,+2  +6  -4,69%  85%  54%,153  183  123,37%  39%  33%,3  2  1,2  1  1,+1  +1  0,,,,,,,,,,,,,,
21,Margiela DEWA,,0.79  0.86  0.71,144  137  153,39  19  20,/  58  27  31  /,28  15  13,-19  -8  -11,67%  69%  64%,98  101  95,31%  28%  33%,6  3  3,6  1  5,0  +2  -2,,,Nimji DEWA,,0.73  0.37  1.09,132  31  233,11  1  10,/  19  9  10  /,6  1  5,-8  -8  0,62%  46%  77%,99  27  171,28%  0%  41%,1  0  1,5  4  1,-4  -4  0,Margiela DEWA,,0.65  0.58  0.72,130  101  160,10  4  6,/  21  10  11  /,17  9  8,-11  -6  -5,73%  69%  77%,84  68  101,20%  16%  23%,3  2  1,3  1  2,0  +1  -1,Margiela DEWA,,0.66  0.89  0.43,118  120  117,11  6  5,/  18  7  11  /,3  1  2,-7  -1  -6,58%  62%  54%,88  99  77,33%  46%  24%,2  1  1,2  0  2,0  +1  -1,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Fit1nho GIA,,1.36  1.28  1.47,261  247  270,79  34  45,/  50  26  24  /,14  6  8,+29  +8  +21,76%  72%  80%,166  162  169,24%  26%  22%,21  10  11,12  8  4,+9  +2  +7,3.0,1.0,Cloud GIA,,1.32  1.36  1.28,222  221  225,21  11  10,/  13  9  4  /,6  2  4,+8  +2  +6,88%  83%  92%,168  168  169,34%  26%  45%,1  1  0,0  0  0,+1  +1  0,Fit1nho GIA,,1.36  1.06  1.80,286  228  374,20  9  11,/  13  8  5  /,6  4  2,+7  +1  +6,80%  75%  88%,194  166  235,20%  23%  17%,5  4  1,4  4  0,+1  0  +1,Fit1nho GIA,,1.32  1.02  1.52,239  203  264,19  6  13,/  11  6  5  /,2  1  1,+8  0  +8,70%  63%  75%,155  123  176,22%  18%  24%,7  2  5,2  1  1,+5  +1  +4,Fit1nho GIA,,1.49  1.69  1.37,304  342  283,22  9  13,/  12  5  7  /,4  0  4,+10  +4  +6,79%  86%  75%,180  202  167,24%  28%  21%,3  1  2,2  1  1,+1  0  +1
24,nukkye GIA,,1.17  1.39  1.00,220  243  194,66  34  32,/  49  22  27  /,21  8  13,+17  +12  +5,78%  87%  70%,154  173  137,24%  30%  18%,9  6  3,9  4  5,0  +2  -2,11.0,13.0,Fit1nho GIA,,1.26  1.34  1.18,215  239  192,18  10  8,/  14  7  7  /,2  1  1,+4  +3  +1,75%  67%  83%,140  160  121,31%  32%  30%,6  3  3,4  2  2,+2  +1  +1,nukkye GIA,,1.34  1.42  1.22,224  247  191,18  12  6,/  10  6  4  /,6  4  2,+8  +6  +2,95%  100%  88%,162  175  142,33%  32%  33%,4  3  1,1  0  1,+3  +3  0,Cloud GIA,,1.31  1.14  1.43,259  276  249,16  8  8,/  12  6  6  /,9  2  7,+4  +2  +2,65%  63%  67%,179  191  171,15%  19%  13%,1  0  1,1  0  1,0  0  0,nukkye GIA,,1.42  2.28  0.92,262  375  197,17  9  8,/  10  1  9  /,6  2  4,+7  +8  -1,79%  100%  67%,181  268  130,30%  52%  14%,1  1  0,2  0  2,-1  +1  -2
25,Cloud GIA,,1.17  1.12  1.21,213  210  219,67  33  34,/  47  25  22  /,28  11  17,+20  +8  +12,78%  77%  80%,149  143  155,24%  23%  25%,2  1  1,4  3  1,-2  -2  0,13.0,7.0,hoody GIA,,1.08  1.32  0.85,196  210  183,17  10  7,/  16  6  10  /,7  4  3,+1  +4  -3,71%  83%  58%,127  139  114,28%  33%  23%,1  1  0,2  0  2,-1  +1  -2,hoody GIA,,1.31  1.48  1.07,244  263  217,18  12  6,/  13  7  6  /,14  10  4,+5  +5  0,90%  92%  88%,155  176  124,36%  32%  41%,1  0  1,3  0  3,-2  0  -2,Redgar GIA,,1.22  1.10  1.29,200  216  190,16  6  10,/  10  5  5  /,9  6  3,+6  +1  +5,85%  88%  83%,134  145  127,42%  46%  40%,1  0  1,1  0  1,0  0  0,hoody GIA,,1.04  0.58  1.31,166  79  217,10  2  8,/  10  4  6  /,7  0  7,0  -2  +2,79%  86%  75%,109  53  141,24%  33%  22%,2  0  2,1  1  0,+1  -1  +2
26,hoody GIA,,1.13  1.11  1.07,189  197  184,56  30  26,/  50  23  27  /,42  18  24,+6  +7  -1,81%  82%  80%,122  127  117,28%  31%  26%,4  1  3,8  3  5,-4  -2  -2,13.0,7.0,Redgar GIA,,0.87  1.06  0.68,130  160  101,11  7  4,/  16  8  8  /,12  8  4,-5  -1  -4,71%  75%  67%,96  114  78,38%  47%  29%,1  1  0,4  1  3,-3  0  -3,Redgar GIA,,1.07  1.22  0.84,174  215  112,13  10  3,/  13  8  5  /,10  7  3,0  +2  -2,70%  75%  63%,113  132  84,50%  63%  30%,0  0  0,1  0  1,-1  0  -1,nukkye GIA,,1.20  0.82  1.45,228  160  275,18  4  14,/  13  6  7  /,4  1  3,+5  -2  +7,80%  75%  83%,149  105  179,16%  23%  14%,3  1  2,2  2  0,+1  -1  +2,Cloud GIA,,1.01  1.01  1.01,165  120  192,14  4  10,/  10  3  7  /,5  1  4,+4  +1  +3,74%  71%  75%,108  57  137,22%  17%  24%,0  0  0,2  2  0,-2  -2  0
27,Redgar GIA,,0.97  0.98  0.92,150  170  132,46  24  22,/  52  26  26  /,39  24  15,-6  -2  -4,77%  77%  77%,100  111  91,44%  51%  38%,4  1  3,10  2  8,-6  -1  -5,13.0,6.0,nukkye GIA,,0.72  1.04  0.40,164  218  110,13  9  4,/  16  9  7  /,5  1  4,-3  0  -3,63%  75%  50%,129  160  98,20%  18%  23%,1  1  0,4  2  2,-3  -1  -2,Cloud GIA,,1.05  0.99  1.14,206  207  206,16  10  6,/  12  7  5  /,8  6  2,+4  +3  +1,85%  83%  88%,137  135  140,29%  24%  33%,0  0  0,1  1  0,-1  -1  0,hoody GIA,,1.06  1.07  1.06,150  184  128,11  6  5,/  11  6  5  /,14  4  10,0  0  0,85%  63%  100%,95  99  93,23%  21%  24%,0  0  0,2  2  0,-2  -2  0,Redgar GIA,,0.73  0.53  0.85,95  58  117,6  1  5,/  13  5  8  /,8  3  5,-7  -4  -3,84%  71%  92%,58  33  72,50%  40%  56%,2  0  2,4  1  3,-2  -1  -1
28,k1zpawn SAW,,1.00  0.99  1.08,205  176  234,61  28  33,/  56  27  29  /,11  5  6,+5  +1  +4,60%  61%  59%,138  126  151,30%  31%  30%,3  0  3,9  3  6,-6  -3  -3,,,Fragger SAW,,1.03  1.28  0.78,164  179  150,14  9  5,/  17  6  11  /,14  5  9,-3  +3  -6,75%  92%  58%,104  110  98,41%  53%  29%,0  0  0,1  0  1,-1  0  -1,k1zpawn SAW,,1.06  1.41  0.83,266  303  242,18  9  9,/  16  5  11  /,5  2  3,+2  +4  -2,70%  88%  58%,186  231  157,38%  45%  32%,2  0  2,3  0  3,-1  0  -1,k1zpawn SAW,,1.10  0.61  1.82,222  137  351,17  6  11,/  13  9  4  /,0  0  0,+4  -3  +7,55%  42%  75%,144  90  224,36%  45%  33%,1  0  1,1  1  0,0  -1  +1,k1zpawn SAW,,1.00  1.11  0.80,173  178  166,11  7  4,/  12  7  5  /,4  2  2,-1  0  -1,58%  58%  57%,118  125  108,22%  24%  19%,0  0  0,3  2  1,-3  -2  -1
29,pdr SAW,,0.94  1.03  0.88,157  174  136,45  29  16,/  58  30  28  /,34  15  19,-13  -1  -12,70%  73%  67%,103  112  92,31%  39%  23%,8  4  4,1  0  1,+7  +4  +3,,,pdr SAW,,1.03  1.20  0.86,139  161  117,11  7  4,/  14  6  8  /,11  3  8,-3  +1  -4,75%  83%  67%,102  117  86,39%  44%  33%,2  2  0,0  0  0,+2  +2  0,Fragger SAW,,0.86  0.66  1.00,181  106  231,13  3  10,/  17  6  11  /,5  3  2,-4  -3  -1,50%  63%  42%,120  80  146,34%  30%  36%,0  0  0,2  1  1,-2  -1  -1,pdr SAW,,1.00  0.79  1.31,185  140  254,12  5  7,/  15  10  5  /,10  6  4,-3  -5  +2,75%  67%  88%,121  96  158,21%  29%  16%,2  0  2,0  0  0,+2  0  +2,pdr SAW,,0.99  1.13  0.75,172  199  126,13  11  2,/  12  7  5  /,2  2  0,+1  +4  -3,63%  67%  57%,109  117  96,42%  44%  38%,4  2  2,0  0  0,+4  +2  +2
