,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,SWERL RNG,,,240.0,39.0,/  31  /,11.0,8.0,,,,,,,2.0,0.0,Minimise RNG,,,316.0,27.0,/  14  /,14.0,13.0,,,,,,,SWERL RNG,,,290.0,22.0,/  15  /,8.0,7.0,,,,,,,,,,,,,,,,,,,,
1,Minimise RNG,,,230.0,38.0,/  28  /,24.0,10.0,,,,,,,13.0,11.0,Xiaonuo RNG,,,224.0,21.0,/  13  /,8.0,8.0,,,,,,,GuanG RNG,,,273.0,21.0,/  15  /,3.0,6.0,,,,,,,,,,,,,,,,,,,,
2,GuanG RNG,,,204.0,31.0,/  32  /,11.0,-1.0,,,,,,,13.0,9.0,HaTo RNG,,,196.0,16.0,/  22  /,5.0,-6.0,,,,,,,Xiaonuo RNG,,,163.0,15.0,/  14  /,10.0,1.0,,,,,,,,,,,,,,,,,,,,
3,Xiaonuo RNG,,,194.0,36.0,/  27  /,18.0,9.0,,,,,,,,,SWERL RNG,,,190.0,17.0,/  16  /,3.0,1.0,,,,,,,Minimise RNG,,,144.0,11.0,/  14  /,10.0,-3.0,,,,,,,,,,,,,,,,,,,,
4,HaTo RNG,,,164.0,26.0,/  38  /,14.0,-12.0,,,,,,,,,GuanG RNG,,,134.0,10.0,/  17  /,8.0,-7.0,,,,,,,HaTo RNG,,,131.0,10.0,/  16  /,9.0,-6.0,,,,,,,,,,,,,,,,,,,,
5,Vici JDG,,,258.0,41.0,/  25  /,11.0,16.0,,,,,,,,,Vici JDG,,,288.0,25.0,/  12  /,7.0,13.0,,,,,,,Z1yan JDG,,,274.0,22.0,/  18  /,2.0,4.0,,,,,,,,,,,,,,,,,,,,
6,Z1yan JDG,,,228.0,37.0,/  38  /,4.0,-1.0,,,,,,,,,faraway JDG,,,213.0,15.0,/  21  /,8.0,-6.0,,,,,,,Vici JDG,,,228.0,16.0,/  13  /,4.0,3.0,,,,,,,,,,,,,,,,,,,,
7,faraway JDG,,,211.0,30.0,/  37  /,11.0,-7.0,,,,,,,,,jNwOw JDG,,,193.0,17.0,/  17  /,11.0,0.0,,,,,,,faraway JDG,,,209.0,15.0,/  16  /,3.0,-1.0,,,,,,,,,,,,,,,,,,,,
8,jNwOw JDG,,,201.0,32.0,/  33  /,14.0,-1.0,,,,,,,,,Z1yan JDG,,,181.0,15.0,/  20  /,2.0,-5.0,,,,,,,jNwOw JDG,,,209.0,15.0,/  16  /,3.0,-1.0,,,,,,,,,,,,,,,,,,,,
9,S1Mon JDG,,,115.0,18.0,/  37  /,13.0,-19.0,,,,,,,,,S1Mon JDG,,,122.0,10.0,/  21  /,8.0,-11.0,,,,,,,S1Mon JDG,,,107.0,8.0,/  16  /,5.0,-8.0,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Poly FSS,,1.64  1.70  1.43,295  295  284,39  27  12,/  18  12  6  /,25  22  3,+21  +15  +6,97%  100%  91%,179  189  159,35%  40%  25%,3  1  2,1  1  0,+2  0  +2,2.0,0.0,Muffyn FSS,,2.08  2.04  2.26,426  446  350,21  18  3,/  6  6  0  /,7  4  3,+15  +12  +3,93%  92%  100%,252  266  194,23%  24%  14%,8  6  2,0  0  0,+8  +6  +2,Poly FSS,,1.39  1.44  1.32,269  246  304,20  11  9,/  13  8  5  /,12  9  3,+7  +3  +4,95%  100%  88%,163  153  177,33%  39%  27%,3  1  2,0  0  0,+3  +1  +2,,,,,,,,,,,,,,
12,Muffyn FSS,,1.59  1.59  1.64,328  343  251,37  28  9,/  18  13  5  /,14  7  7,+19  +15  +4,83%  83%  82%,187  203  153,20%  21%  19%,13  9  4,4  3  1,+9  +6  +3,13.0,2.0,Poly FSS,,1.88  1.96  1.54,320  343  231,19  16  3,/  5  4  1  /,13  13  0,+14  +12  +2,100%  100%  100%,201  224  110,37%  41%  17%,0  0  0,1  1  0,-1  -1  0,Babytz FSS,,1.38  1.21  1.63,247  185  342,19  9  10,/  9  5  4  /,2  1  1,+10  +4  +6,90%  92%  88%,170  134  225,21%  22%  21%,3  0  3,0  0  0,+3  0  +3,,,,,,,,,,,,,,
13,Babytz FSS,,1.41  1.21  1.99,252  200  366,36  20  16,/  15  11  4  /,5  4  1,+21  +9  +12,91%  92%  91%,162  132  226,20%  22%  18%,5  1  4,3  3  0,+2  -2  +4,13.0,7.0,Babytz FSS,,1.44  1.22  2.34,257  215  430,17  11  6,/  6  6  0  /,3  3  0,+11  +5  +6,93%  92%  100%,150  131  229,19%  21%  13%,2  1  1,3  3  0,-1  -2  +1,Muffyn FSS,,1.09  1.14  1.02,229  241  213,16  10  6,/  12  7  5  /,7  3  4,+4  +3  +1,75%  75%  75%,139  140  138,17%  16%  20%,5  3  2,4  3  1,+1  0  +1,,,,,,,,,,,,,,
14,alyssa FSS,,1.11  1.11  1.15,153  159  153,21  14  7,/  16  11  5  /,14  11  3,+5  +3  +2,89%  92%  82%,112  117  102,28%  33%  19%,0  0  0,1  1  0,-1  -1  0,,,alyssa FSS,,1.29  1.26  1.41,128  136  102,7  6  1,/  3  3  0  /,5  4  1,+4  +3  +1,93%  92%  100%,98  105  73,19%  17%  25%,0  0  0,0  0  0,0  0  0,alyssa FSS,,0.94  0.96  0.89,178  183  172,14  8  6,/  13  8  5  /,9  7  2,+1  0  +1,85%  92%  75%,123  130  112,36%  56%  18%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,
