,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
0,socools0da NKT,,1.33  1.42  1.21,245  273  210,58  37  21,/  38  23  15  /,22  17  5,+20  +14  +6,73%  72%  75%,152  172  128,31%  32%  30%,7  4  3,7  4  3,0  0  0,2.0,1.0,socools0da NKT,,1.54  1.68  1.36,312  299  329,24  13  11,/  14  7  7  /,9  9  0,+10  +6  +4,73%  75%  70%,194  174  218,35%  34%  37%,3  2  1,2  0  2,+1  +2  -1,Laz NKT,,1.21  0.67  1.86,225  108  367,19  5  14,/  11  8  3  /,1  0  1,+8  -3  +11,77%  67%  90%,141  72  223,41%  44%  39%,3  0  3,1  1  0,+2  -1  +3,socools0da NKT,,1.26  1.43  1.00,232  316  107,19  15  4,/  11  8  3  /,6  5  1,+8  +7  +1,80%  83%  75%,150  219  46,38%  39%  29%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PoomOneLove NKT,,1.05  0.94  1.22,196  201  189,46  25  21,/  42  26  16  /,18  12  6,+4  -1  +5,69%  69%  68%,127  126  127,36%  34%  39%,2  2  0,6  4  2,-4  -2  -2,9.0,13.0,PoomOneLove NKT,,0.81  1.19  0.36,182  261  89,14  11  3,/  19  9  10  /,3  3  0,-5  +2  -7,50%  58%  40%,117  174  48,38%  42%  25%,2  2  0,2  0  2,0  +2  -2,socools0da NKT,,1.20  1.14  1.28,190  204  173,15  9  6,/  13  8  5  /,7  3  4,+2  +1  +1,68%  58%  80%,113  122  103,19%  17%  21%,3  1  2,4  3  1,-1  -2  +1,PoomOneLove NKT,,1.25  0.81  1.91,238  166  347,17  7  10,/  10  7  3  /,8  3  5,+7  0  +7,85%  83%  88%,156  105  234,29%  26%  31%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Laz NKT,,1.03  0.93  1.14,178  158  204,42  22  20,/  36  21  15  /,12  4  8,+6  +1  +5,69%  67%  71%,113  101  128,31%  32%  31%,6  3  3,5  3  2,+1  0  +1,13.0,9.0,Teerapong NKT,,0.79  0.77  0.81,150  148  155,11  6  5,/  16  8  8  /,7  5  2,-5  -2  -3,77%  83%  70%,114  117  109,27%  20%  42%,0  0  0,2  2  0,-2  -2  0,PoomOneLove NKT,,1.08  0.83  1.37,169  176  162,15  7  8,/  13  10  3  /,7  6  1,+2  -3  +5,73%  67%  80%,110  100  121,46%  31%  67%,0  0  0,2  2  0,-2  -2  0,Teerapong NKT,,1.20  0.88  1.68,223  165  311,16  6  10,/  14  10  4  /,6  4  2,+2  -4  +6,75%  75%  75%,141  109  189,18%  10%  27%,5  2  3,2  1  1,+3  +1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Teerapong NKT,,0.99  0.78  1.27,183  151  224,42  19  23,/  45  28  17  /,17  12  5,-3  -9  +6,70%  67%  75%,126  104  154,25%  18%  33%,7  3  4,6  4  2,+1  -1  +2,13.0,7.0,qq NKT,,0.71  0.66  0.77,200  180  225,14  8  6,/  20  11  9  /,4  3  1,-6  -3  -3,68%  67%  70%,132  127  138,20%  23%  16%,4  2  2,4  3  1,0  -1  +1,qq NKT,,1.00  0.89  1.14,170  142  204,11  5  6,/  16  9  7  /,12  5  7,-5  -4  -1,73%  67%  80%,117  103  132,26%  20%  33%,5  3  2,0  0  0,+5  +3  +2,Laz NKT,,1.17  1.29  0.98,185  225  127,13  11  2,/  9  5  4  /,8  1  7,+4  +6  -2,65%  58%  75%,116  138  83,35%  45%  22%,2  2  0,3  2  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,qq NKT,,0.90  0.81  1.01,172  146  208,34  17  17,/  47  26  21  /,24  13  11,-13  -9  -4,70%  67%  75%,117  106  132,20%  20%  21%,12  5  7,5  4  1,+7  +1  +6,,,Laz NKT,,0.71  0.83  0.57,123  141  103,10  6  4,/  16  8  8  /,3  3  0,-6  -2  -4,64%  75%  50%,83  93  70,21%  18%  26%,1  1  0,1  0  1,0  +1  -1,Teerapong NKT,,0.98  0.70  1.32,177  140  224,15  7  8,/  15  10  5  /,4  3  1,0  -3  +3,59%  42%  80%,124  86  170,32%  29%  35%,2  1  1,2  1  1,0  0  0,qq NKT,,0.98  0.88  1.12,145  116  191,9  4  5,/  11  6  5  /,8  5  3,-2  -2  0,70%  67%  75%,101  86  123,16%  15%  17%,3  0  3,1  1  0,+2  -1  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PTC FS,,1.17  1.05  1.28,212  200  226,51  19  32,/  40  19  21  /,17  12  5,+11  0  +11,78%  79%  78%,135  133  136,28%  30%  27%,7  2  5,4  1  3,+3  +1  +2,,,PTC FS,,1.41  1.65  1.20,265  337  206,22  12  10,/  12  4  8  /,6  4  2,+10  +8  +2,82%  90%  75%,173  224  130,36%  30%  47%,1  1  0,1  0  1,0  +1  -1,PTC FS,,1.24  0.71  1.68,230  115  327,19  4  15,/  14  8  6  /,6  3  3,+5  -4  +9,82%  70%  92%,136  75  187,22%  22%  22%,3  0  3,1  0  1,+2  0  +2,foxz FS,,1.10  0.63  1.41,252  141  327,18  4  14,/  15  6  9  /,3  3  0,+3  -2  +5,65%  50%  75%,169  104  212,46%  38%  48%,3  0  3,3  2  1,0  -2  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Leviathan FS,,0.90  0.73  1.03,164  156  173,39  16  23,/  44  21  23  /,19  7  12,-5  -5  0,66%  64%  67%,104  97  110,34%  41%  30%,2  1  1,4  3  1,-2  -2  0,,,Leviathan FS,,1.08  0.78  1.32,172  104  229,16  5  11,/  14  7  7  /,8  3  5,+2  -2  +4,82%  80%  83%,115  79  145,50%  63%  45%,1  0  1,0  0  0,+1  0  +1,Leviathan FS,,0.99  1.03  0.95,191  262  132,15  9  6,/  16  8  8  /,8  3  5,-1  +1  -2,59%  60%  58%,126  152  105,28%  33%  23%,1  1  0,2  2  0,-1  -1  0,JohnOlsen FS,,0.94  1.10  0.84,214  249  191,12  6  6,/  16  6  10  /,5  3  2,-4  0  -4,70%  75%  67%,133  151  121,17%  20%  15%,2  1  1,2  1  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,foxz FS,,0.89  0.82  0.93,196  177  209,45  17  28,/  48  22  26  /,12  12  0,-3  -5  +2,66%  57%  72%,124  116  129,42%  50%  39%,6  2  4,8  4  4,-2  -2  0,,,Sushiboys FS,,1.03  0.99  1.07,156  130  179,13  6  7,/  13  5  8  /,4  0  4,0  +1  -1,73%  70%  75%,113  87  136,22%  19%  24%,2  1  1,2  1  1,0  0  0,Sushiboys FS,,0.83  0.47  1.13,171  142  196,12  4  8,/  13  8  5  /,3  1  2,-1  -4  +3,64%  50%  75%,114  79  144,22%  36%  18%,0  0  0,1  0  1,-1  0  -1,PTC FS,,0.88  0.77  0.95,141  134  146,10  3  7,/  14  7  7  /,5  5  0,-4  -4  0,70%  75%  67%,92  93  92,25%  43%  18%,3  1  2,2  1  1,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,JohnOlsen FS,,0.87  0.81  0.94,209  198  219,41  19  22,/  50  21  29  /,14  6  8,-9  -2  -7,67%  64%  69%,137  134  140,18%  22%  15%,12  5  7,14  7  7,-2  -2  0,,,JohnOlsen FS,,0.96  1.11  0.84,263  282  249,19  11  8,/  18  6  12  /,4  2  2,+1  +5  -4,68%  80%  58%,174  198  154,22%  29%  15%,6  3  3,6  1  5,0  +2  -2,foxz FS,,0.76  0.62  0.88,149  135  162,12  4  8,/  16  9  7  /,4  3  1,-4  -5  +1,68%  40%  92%,92  87  96,44%  50%  42%,1  0  1,3  1  2,-2  -1  -1,Leviathan FS,,0.65  0.39  0.82,129  87  158,8  2  6,/  14  6  8  /,3  1  2,-6  -4  -2,55%  50%  58%,68  52  79,25%  40%  20%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sushiboys FS,,0.84  0.76  0.91,144  137  154,32  14  18,/  41  19  22  /,11  3  8,-9  -5  -4,63%  57%  67%,101  84  115,20%  23%  19%,3  1  2,5  2  3,-2  -1  -1,,,foxz FS,,0.82  1.22  0.49,188  249  138,15  9  6,/  17  7  10  /,5  6  -1,-2  +2  -4,64%  80%  50%,114  155  80,38%  56%  22%,2  2  0,2  1  1,0  +1  -1,JohnOlsen FS,,0.71  0.21  1.13,151  74  217,10  2  8,/  16  9  7  /,5  1  4,-6  -7  +1,64%  40%  83%,104  56  145,14%  9%  17%,4  1  3,6  5  1,-2  -4  +2,Sushiboys FS,,0.65  0.83  0.54,106  137  86,7  4  3,/  15  6  9  /,4  2  2,-8  -2  -6,50%  50%  50%,74  86  66,15%  17%  13%,1  0  1,2  1  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
