,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,KOHAL ZETA.GC,,1.09  0.97  1.21,230  194  272,48  21  27,/  43  20  23  /,25  11  14,+5  +1  +4,67%  69%  66%,155  135  175,29%  22%  36%,7  4  3,5  4  1,+2  0  +2,0.0,2.0,KOHAL ZETA.GC,,1.21  0.89  1.54,260  194  327,31  12  19,/  24  12  12  /,14  6  8,+7  0  +7,72%  75%  69%,175  144  206,32%  21%  44%,1  1  0,1  1  0,0  0  0,suzu ZETA.GC,,1.33  2.09  0.57,330  504  158,29  23  6,/  19  8  11  /,5  1  4,+10  +15  -5,69%  85%  54%,219  332  106,35%  40%  25%,7  6  1,1  0  1,+6  +6  0,,,,,,,,,,,,,,
1,suzu ZETA.GC,,0.99  1.31  0.66,256  312  186,47  31  16,/  48  22  26  /,11  5  6,-1  +9  -10,64%  69%  59%,160  201  120,31%  38%  24%,15  10  5,14  6  8,+1  +4  -3,15.0,17.0,romia ZETA.GC,,1.05  1.33  0.77,209  239  180,24  15  9,/  22  9  13  /,7  3  4,+2  +6  -4,69%  69%  69%,143  162  124,27%  23%  31%,2  1  1,2  0  2,0  +1  -1,KOHAL ZETA.GC,,0.97  1.05  0.88,200  195  206,17  9  8,/  19  8  11  /,11  5  6,-2  +1  -3,62%  62%  62%,131  125  137,25%  23%  27%,6  3  3,4  3  1,+2  0  +2,,,,,,,,,,,,,,
2,Moco ZETA.GC,,0.96  0.81  1.10,200  159  246,39  16  23,/  45  21  24  /,38  16  22,-6  -5  -1,74%  76%  72%,119  92  145,29%  26%  32%,2  0  2,2  1  1,0  -1  +1,12.0,14.0,Moco ZETA.GC,,1.03  1.01  1.04,226  220  232,23  13  10,/  25  12  13  /,26  11  15,-2  +1  -3,69%  69%  69%,128  124  132,25%  28%  22%,2  0  2,1  1  0,+1  -1  +2,Moco ZETA.GC,,0.89  0.62  1.16,173  83  264,16  3  13,/  20  9  11  /,12  5  7,-4  -6  +2,81%  85%  77%,108  54  161,38%  21%  46%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,
3,romia ZETA.GC,,0.86  1.15  0.57,204  227  183,42  26  16,/  43  18  25  /,11  5  6,-1  +8  -9,66%  72%  59%,143  156  131,24%  26%  21%,2  1  1,8  1  7,-6  0  -6,,,aco ZETA.GC,,0.64  0.68  0.59,146  157  136,16  8  8,/  28  14  14  /,5  3  2,-12  -6  -6,63%  75%  50%,100  105  95,22%  19%  25%,2  2  0,0  0  0,+2  +2  0,aco ZETA.GC,,0.75  1.01  0.48,87  89  85,8  5  3,/  18  6  12  /,9  3  6,-10  -1  -9,62%  77%  46%,60  66  55,20%  25%  15%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,
4,aco ZETA.GC,,0.69  0.85  0.54,117  127  113,24  13  11,/  46  20  26  /,14  6  8,-22  -7  -15,62%  76%  48%,82  87  77,21%  21%  21%,2  2  0,1  0  1,+1  +2  -1,,,suzu ZETA.GC,,0.64  0.52  0.76,182  156  209,18  8  10,/  29  14  15  /,6  4  2,-11  -6  -5,59%  56%  63%,113  94  132,27%  33%  23%,8  4  4,13  6  7,-5  -2  -3,romia ZETA.GC,,0.67  0.97  0.37,199  213  186,18  11  7,/  21  9  12  /,4  2  2,-3  +2  -5,62%  77%  46%,143  148  138,21%  30%  12%,0  0  0,6  1  5,-6  -1  -5,,,,,,,,,,,,,,
5,Clem EDGS,,1.32  1.52  1.13,272  317  218,59  37  22,/  39  19  20  /,14  7  7,+20  +18  +2,84%  90%  79%,193  218  167,33%  34%  31%,7  4  3,9  2  7,-2  +2  -4,,,Yusin EDGS,,1.49  1.79  1.19,267  315  219,32  19  13,/  20  9  11  /,15  8  7,+12  +10  +2,78%  88%  69%,154  190  118,19%  20%  18%,3  3  0,0  0  0,+3  +3  0,Clem EDGS,,1.46  1.84  1.07,316  390  242,31  20  11,/  17  7  10  /,9  5  4,+14  +13  +1,85%  92%  77%,227  263  191,32%  32%  31%,5  3  2,4  0  4,+1  +3  -2,,,,,,,,,,,,,,
6,Yusin EDGS,,1.28  1.57  0.99,210  264  168,46  29  17,/  37  16  21  /,33  18  15,+9  +13  -4,76%  83%  69%,133  167  98,20%  24%  16%,4  3  1,0  0  0,+4  +3  +1,,,Clem EDGS,,1.19  1.19  1.20,227  257  199,28  17  11,/  22  12  10  /,5  2  3,+6  +5  +1,84%  88%  81%,165  182  148,34%  36%  31%,2  1  1,5  2  3,-3  -1  -2,XiMiLu EDGS,,1.42  1.84  0.99,245  283  207,23  13  10,/  15  5  10  /,16  7  9,+8  +8  0,88%  100%  77%,154  174  133,19%  18%  20%,1  1  0,2  0  2,-1  +1  -2,,,,,,,,,,,,,,
7,XiMiLu EDGS,,1.24  1.39  1.10,230  246  211,46  24  22,/  37  17  20  /,31  13  18,+9  +7  +2,84%  90%  79%,147  157  138,24%  20%  31%,4  3  1,4  1  3,0  +2  -2,,,XiMiLu EDGS,,1.06  0.93  1.20,215  216  215,23  11  12,/  22  12  10  /,15  6  9,+1  -1  +2,81%  81%  81%,142  142  142,30%  22%  46%,3  2  1,2  1  1,+1  +1  0,Lizhi EDGS,,1.37  1.52  1.22,297  309  286,25  14  11,/  19  8  11  /,9  3  6,+6  +6  0,81%  92%  69%,188  177  198,27%  33%  22%,6  5  1,2  2  0,+4  +3  +1,,,,,,,,,,,,,,
8,Lizhi EDGS,,1.18  1.21  1.14,272  267  272,50  26  24,/  44  21  23  /,20  9  11,+6  +5  +1,76%  83%  69%,175  171  179,34%  38%  32%,12  8  4,8  5  3,+4  +3  +1,,,Lizhi EDGS,,0.98  0.90  1.07,246  233  260,25  12  13,/  25  13  12  /,11  6  5,0  -1  +1,72%  75%  69%,165  167  164,44%  42%  47%,6  3  3,6  3  3,0  0  0,Yusin EDGS,,1.07  1.35  0.78,153  202  106,14  10  4,/  17  7  10  /,18  10  8,-3  +3  -6,73%  77%  69%,107  140  74,23%  32%  14%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
9,WawaLee EDGS,,0.70  0.53  0.87,123  85  171,24  8  16,/  43  23  20  /,16  5  11,-19  -15  -4,72%  69%  76%,91  64  119,26%  21%  31%,3  0  3,7  3  4,-4  -3  -1,,,WawaLee EDGS,,0.86  0.68  1.05,173  126  221,20  8  12,/  23  13  10  /,7  2  5,-3  -5  +2,81%  75%  88%,116  89  144,30%  30%  30%,3  0  3,2  1  1,+1  -1  +2,WawaLee EDGS,,0.53  0.38  0.69,72  35  110,4  0  4,/  20  10  10  /,9  3  6,-16  -10  -6,62%  62%  62%,61  33  88,19%  0%  33%,0  0  0,5  2  3,-5  -2  -3,,,,,,,,,,,,,,
