,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
19,marky OAS,,1.03  1.02  1.04,196  194  199,29  12  17,/  25  10  15  /,14  7  7,+4  +2  +2,64%  61%  67%,118  119  117,23%  26%  20%,8  3  5,5  2  3,+3  +1  +2,,,marky OAS,,1.08  1.39  0.84,174  210  149,13  7  6,/  12  3  9  /,12  6  6,+1  +4  -3,57%  67%  50%,94  113  80,16%  24%  9%,1  0  1,2  1  1,-1  -1  0,kellyS OAS,,0.90  0.96  0.86,161  173  153,11  6  5,/  15  6  9  /,12  7  5,-4  0  -4,81%  78%  83%,103  110  97,16%  13%  21%,1  0  1,3  2  1,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,kellyS OAS,,0.86  0.70  0.98,173  130  206,23  9  14,/  32  13  19  /,18  7  11,-9  -4  -5,76%  72%  79%,118  85  142,14%  15%  14%,1  0  1,10  5  5,-9  -5  -4,,,kellyS OAS,,0.82  0.44  1.11,185  87  259,12  3  9,/  17  7  10  /,6  0  6,-5  -4  -1,71%  67%  75%,133  60  188,13%  22%  11%,0  0  0,7  3  4,-7  -3  -4,Wild0reoo OAS,,0.89  0.63  1.09,186  129  229,16  5  11,/  16  8  8  /,4  2  2,0  -3  +3,76%  78%  75%,118  69  155,24%  8%  32%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,f0rsakeN CONN,,1.40  1.65  1.16,372  435  309,32  19  13,/  19  10  9  /,3  1  2,+13  +9  +4,79%  92%  67%,221  235  207,26%  29%  24%,5  3  2,3  1  2,+2  +2  0,1.0,0.0,f0rsakeN CONN,,1.40  1.65  1.16,372  435  309,32  19  13,/  19  10  9  /,3  1  2,+13  +9  +4,79%  92%  67%,221  235  207,26%  29%  24%,5  3  2,3  1  2,+2  +2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,d4v41 CONN,,0.96  0.53  1.40,245  161  330,19  5  14,/  19  11  8  /,7  3  4,0  -6  +6,71%  58%  83%,159  106  211,26%  15%  36%,3  2  1,4  3  1,-1  -1  0,13.0,11.0,d4v41 CONN,,0.96  0.53  1.40,245  161  330,19  5  14,/  19  11  8  /,7  3  4,0  -6  +6,71%  58%  83%,159  106  211,26%  15%  36%,3  2  1,4  3  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Monyet CONN,,0.89  0.95  0.84,178  190  168,16  8  8,/  18  9  9  /,4  3  1,-2  -1  -1,75%  75%  75%,112  129  94,32%  33%  30%,1  1  0,0  0  0,+1  +1  0,,,Monyet CONN,,0.89  0.95  0.84,178  190  168,16  8  8,/  18  9  9  /,4  3  1,-2  -1  -1,75%  75%  75%,112  129  94,32%  33%  30%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,m0rea CONN,,0.89  1.01  0.76,134  169  101,13  8  5,/  15  8  7  /,7  4  3,-2  0  -2,75%  75%  75%,88  111  65,21%  33%  10%,0  0  0,6  1  5,-6  -1  -5,,,m0rea CONN,,0.89  1.01  0.76,134  169  101,13  8  5,/  15  8  7  /,7  4  3,-2  0  -2,75%  75%  75%,88  111  65,21%  33%  10%,0  0  0,6  1  5,-6  -1  -5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,blaZek1ng CONN,,0.77  0.57  0.98,137  89  186,13  5  8,/  17  8  9  /,3  1  2,-4  -3  -1,67%  58%  75%,96  65  126,22%  33%  18%,1  0  1,1  1  0,0  -1  +1,,,blaZek1ng CONN,,0.77  0.57  0.98,137  89  186,13  5  8,/  17  8  9  /,3  1  2,-4  -3  -1,67%  58%  75%,96  65  126,22%  33%  18%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,fl1pzjder CONN,,1.25  1.49  1.01,269  276  263,23  12  11,/  18  7  11  /,11  8  3,+5  +5  0,71%  58%  83%,178  182  175,38%  38%  38%,2  1  1,1  1  0,+1  0  +1,,,fl1pzjder CONN,,1.25  1.49  1.01,269  276  263,23  12  11,/  18  7  11  /,11  8  3,+5  +5  0,71%  58%  83%,178  182  175,38%  38%  38%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,xffero CONN,,1.12  1.12  1.12,257  281  235,20  10  10,/  19  10  9  /,9  6  3,+1  0  +1,83%  83%  83%,171  192  150,13%  18%  10%,6  3  3,2  0  2,+4  +3  +1,,,xffero CONN,,1.12  1.12  1.12,257  281  235,20  10  10,/  19  10  9  /,9  6  3,+1  0  +1,83%  83%  83%,171  192  150,13%  18%  10%,6  3  3,2  0  2,+4  +3  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,xccurate CONN,,1.05  0.80  1.29,188  115  263,17  5  12,/  16  9  7  /,3  2  1,+1  -4  +5,50%  42%  58%,132  85  178,28%  18%  33%,2  1  1,2  0  2,0  +1  -1,,,xccurate CONN,,1.05  0.80  1.29,188  115  263,17  5  12,/  16  9  7  /,3  2  1,+1  -4  +5,50%  42%  58%,132  85  178,28%  18%  33%,2  1  1,2  0  2,0  +1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,mindfreak CONN,,0.96  0.91  1.02,181  180  182,16  8  8,/  20  11  9  /,14  7  7,-4  -3  -1,71%  67%  75%,116  121  111,36%  47%  26%,2  2  0,2  1  1,0  +1  -1,,,mindfreak CONN,,0.96  0.91  1.02,181  180  182,16  8  8,/  20  11  9  /,14  7  7,-4  -3  -1,71%  67%  75%,116  121  111,36%  47%  26%,2  2  0,2  1  1,0  +1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,BerserX CONN,,0.66  0.65  0.67,162  165  160,12  7  5,/  20  11  9  /,9  5  4,-8  -4  -4,54%  50%  58%,107  92  122,23%  17%  29%,2  1  1,3  2  1,-1  -1  0,,,BerserX CONN,,0.66  0.65  0.67,162  165  160,12  7  5,/  20  11  9  /,9  5  4,-8  -4  -4,54%  50%  58%,107  92  122,23%  17%  29%,2  1  1,3  2  1,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Leviathan FS,,1.34  1.61  1.16,244  321  185,58  33  25,/  36  16  20  /,26  12  14,+22  +17  +5,78%  82%  75%,156  196  125,38%  35%  41%,4  2  2,2  1  1,+2  +1  +1,2.0,1.0,Leviathan FS,,1.22  1.38  1.06,203  261  146,19  12  7,/  13  6  7  /,10  5  5,+6  +6  0,71%  83%  58%,131  155  108,34%  27%  47%,1  1  0,1  1  0,0  0  0,Leviathan FS,,1.28  1.74  1.05,220  364  149,15  9  6,/  10  3  7  /,7  3  4,+5  +6  -1,83%  100%  75%,157  250  111,44%  47%  41%,0  0  0,1  0  1,-1  0  -1,Leviathan FS,,1.53  1.71  1.39,308  366  260,24  12  12,/  13  7  6  /,9  4  5,+11  +5  +6,82%  70%  92%,181  213  155,36%  36%  36%,3  1  2,0  0  0,+3  +1  +2,,,,,,,,,,,,,,
34,JohnOlsen FS,,0.97  0.60  1.26,227  164  282,53  17  36,/  48  23  25  /,6  2  4,+5  -6  +11,67%  57%  75%,149  111  179,33%  27%  37%,12  4  8,12  9  3,0  -5  +5,13.0,11.0,PTC FS,,1.17  1.42  0.93,219  227  212,19  10  9,/  16  6  10  /,12  9  3,+3  +4  -1,75%  92%  58%,150  166  134,26%  28%  24%,0  0  0,2  0  2,-2  0  -2,foxz FS,,0.76  0.95  0.67,166  107  196,9  2  7,/  16  4  12  /,9  5  4,-7  -2  -5,72%  100%  58%,104  53  129,22%  0%  29%,1  0  1,1  0  1,0  0  0,JohnOlsen FS,,1.41  0.67  2.02,284  134  411,24  5  19,/  12  7  5  /,2  0  2,+12  -2  +14,68%  50%  83%,178  77  262,30%  23%  32%,6  1  5,4  3  1,+2  -2  +4,,,,,,,,,,,,,,
35,foxz FS,,0.96  1.13  0.83,177  192  168,36  18  18,/  46  19  27  /,30  19  11,-10  -1  -9,72%  86%  61%,116  121  113,26%  25%  27%,5  3  2,6  2  4,-1  +1  -2,5.0,13.0,foxz FS,,1.08  1.39  0.77,199  207  192,16  9  7,/  16  6  10  /,9  6  3,0  +3  -3,63%  75%  50%,131  136  125,26%  24%  29%,3  2  1,4  1  3,-1  +1  -2,Sushiboys FS,,0.66  1.01  0.48,154  228  118,8  4  4,/  15  5  10  /,6  5  1,-7  -1  -6,61%  100%  42%,112  164  86,31%  26%  38%,0  0  0,4  1  3,-4  -1  -3,foxz FS,,1.04  1.03  1.05,166  226  117,11  7  4,/  14  9  5  /,12  8  4,-3  -2  -1,82%  90%  75%,111  143  84,30%  37%  22%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,
36,PTC FS,,0.84  0.95  0.73,164  175  159,37  18  19,/  44  18  26  /,20  14  6,-7  0  -7,72%  86%  61%,110  118  103,22%  25%  19%,3  1  2,9  3  6,-6  -2  -4,13.0,9.0,JohnOlsen FS,,0.87  0.68  1.06,221  197  246,18  8  10,/  21  11  10  /,4  2  2,-3  -3  0,67%  67%  67%,145  136  153,36%  32%  41%,3  2  1,4  3  1,-1  -1  0,PTC FS,,0.65  0.56  0.69,170  127  193,10  3  7,/  15  5  10  /,3  1  2,-5  -2  -3,72%  100%  58%,111  68  132,28%  33%  27%,1  0  1,3  1  2,-2  -1  -1,Sushiboys FS,,0.98  0.76  1.17,217  146  276,17  5  12,/  15  7  8  /,11  5  6,+2  -2  +4,82%  80%  83%,134  98  164,29%  31%  29%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
37,Sushiboys FS,,0.81  0.84  0.82,170  159  180,36  15  21,/  46  20  26  /,23  12  11,-10  -5  -5,67%  75%  61%,115  111  119,27%  23%  31%,2  0  2,9  3  6,-7  -3  -4,,,Sushiboys FS,,0.79  0.75  0.82,139  134  145,11  6  5,/  16  8  8  /,6  2  4,-5  -2  -3,58%  58%  58%,101  95  106,23%  15%  30%,1  0  1,5  2  3,-4  -2  -2,JohnOlsen FS,,0.63  0.44  0.72,175  149  189,11  4  7,/  15  5  10  /,0  0  0,-4  -1  -3,67%  50%  75%,121  119  123,32%  20%  40%,3  1  2,4  3  1,-1  -2  +1,PTC FS,,0.70  0.86  0.57,104  142  73,8  5  3,/  13  7  6  /,5  4  1,-5  -2  -3,68%  70%  67%,65  90  44,9%  18%  0%,2  1  1,4  2  2,-2  -1  -1,,,,,,,,,,,,,,
38,cgrs MiTH,,1.15  1.03  1.30,207  176  235,45  22  23,/  38  21  17  /,11  5  6,+7  +1  +6,77%  67%  89%,141  117  171,26%  25%  27%,6  2  4,4  3  1,+2  -1  +3,,,seph1roth MiTH,,1.53  1.58  1.48,301  279  324,25  12  13,/  14  6  8  /,4  0  4,+11  +6  +5,79%  92%  67%,190  176  205,50%  38%  64%,5  3  2,1  0  1,+4  +3  +1,cgrs MiTH,,1.68  1.64  1.76,265  245  307,19  12  7,/  7  3  4  /,0  0  0,+12  +9  +3,94%  92%  100%,199  153  293,26%  24%  28%,1  0  1,1  1  0,0  -1  +1,kongared MiTH,,1.05  0.84  1.30,186  142  240,16  6  10,/  15  9  6  /,3  0  3,+1  -3  +4,59%  50%  70%,120  84  163,39%  45%  36%,2  0  2,1  0  1,+1  0  +1,,,,,,,,,,,,,,
39,seph1roth MiTH,,1.11  1.08  1.17,248  228  279,53  28  25,/  49  28  21  /,12  4  8,+4  0  +4,72%  72%  71%,164  149  182,36%  35%  38%,14  9  5,6  3  3,+8  +6  +2,,,Kadoom MiTH,,1.12  1.07  1.17,275  292  258,23  13  10,/  18  9  9  /,2  0  2,+5  +4  +1,71%  75%  67%,165  180  150,21%  21%  21%,7  4  3,2  1  1,+5  +3  +2,Kadoom MiTH,,1.30  1.58  0.73,246  273  193,15  12  3,/  10  5  5  /,3  3  0,+5  +7  -2,94%  100%  83%,143  160  107,23%  38%  0%,6  3  3,2  2  0,+4  +1  +3,cgrs MiTH,,0.97  0.69  1.30,228  168  301,16  6  10,/  16  10  6  /,6  3  3,0  -4  +4,68%  50%  90%,145  112  184,20%  22%  18%,1  0  1,2  2  0,-1  -2  +1,,,,,,,,,,,,,,
40,Kadoom MiTH,,1.07  1.03  1.04,235  227  249,53  30  23,/  46  24  22  /,7  3  4,+7  +6  +1,73%  75%  71%,144  135  155,25%  26%  24%,15  8  7,9  7  2,+6  +1  +5,,,cgrs MiTH,,0.80  0.75  0.85,129  116  143,10  4  6,/  15  8  7  /,5  2  3,-5  -4  -1,71%  58%  83%,93  86  100,36%  29%  44%,4  2  2,1  0  1,+3  +2  +1,Kntz MiTH,,1.09  1.05  1.18,162  180  128,11  8  3,/  10  7  3  /,8  4  4,+1  +1  0,78%  75%  83%,106  116  86,17%  17%  18%,0  0  0,0  0  0,0  0  0,seph1roth MiTH,,0.89  0.85  0.95,191  184  201,13  7  6,/  18  11  7  /,4  1  3,-5  -4  -1,55%  42%  70%,130  122  140,20%  28%  12%,3  1  2,3  2  1,0  -1  +1,,,,,,,,,,,,,,
41,kongared MiTH,,0.89  0.96  0.80,149  160  133,38  23  15,/  43  23  20  /,7  3  4,-5  0  -5,66%  69%  61%,91  89  93,33%  43%  24%,2  0  2,3  2  1,-1  -2  +1,,,Kntz MiTH,,0.76  0.98  0.53,162  199  126,13  8  5,/  17  8  9  /,7  5  2,-4  0  -4,83%  92%  75%,116  146  85,37%  43%  27%,0  0  0,2  0  2,-2  0  -2,kongared MiTH,,1.00  1.13  0.73,154  184  95,11  9  2,/  9  5  4  /,2  1  1,+2  +4  -2,78%  83%  67%,93  104  69,32%  41%  13%,0  0  0,0  0  0,0  0  0,Kadoom MiTH,,0.79  0.43  1.22,185  115  270,15  5  10,/  18  10  8  /,2  0  2,-3  -5  +2,59%  50%  70%,122  65  190,34%  21%  42%,2  1  1,5  4  1,-3  -3  0,,,,,,,,,,,,,,
