,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,FengF TE,,,276.0,16.0,/  13  /,5.0,3.0,,,,2.0,,,2.0,1.0,FengF TE,,,276.0,16.0,/  13  /,5.0,3.0,,,,2.0,,,FengF TE,,,,,/  /,,,,,,,,,FengF TE,,,,,/  /,,,,,,,,
1,Kai TE,,,164.0,9.0,/  15  /,3.0,-6.0,,,,,,,4.0,13.0,Kai TE,,,164.0,9.0,/  15  /,3.0,-6.0,,,,,,,Flex1n TE,,,,,/  /,,,,,,,,,Flex1n TE,,,,,/  /,,,,,,,,
2,Flex1n TE,,,153.0,10.0,/  15  /,2.0,-5.0,,,,,,,13.0,4.0,Flex1n TE,,,153.0,10.0,/  15  /,2.0,-5.0,,,,,,,YOU TE,,,,,/  /,,,,,,,,,YOU TE,,,,,/  /,,,,,,,,
3,YOU TE,,,138.0,7.0,/  16  /,2.0,-9.0,,,,,,,13.0,11.0,YOU TE,,,138.0,7.0,/  16  /,2.0,-9.0,,,,,,,HeiB TE,,,,,/  /,,,,,,,,,HeiB TE,,,,,/  /,,,,,,,,
4,HeiB TE,,,64.0,4.0,/  15  /,6.0,-11.0,,,,,,,,,HeiB TE,,,64.0,4.0,/  15  /,6.0,-11.0,,,,,,,Kai TE,,,,,/  /,,,,,,,,,Kai TE,,,,,/  /,,,,,,,,
5,CB NOVA,,,341.0,23.0,/  9  /,1.0,14.0,,,,3.0,,,,,CB NOVA,,,341.0,23.0,/  9  /,1.0,14.0,,,,3.0,,,PangH NOVA,,,,,/  /,,,,,,,,,PangH NOVA,,,,,/  /,,,,,,,,
6,o0o0o NOVA,,,240.0,17.0,/  9  /,8.0,8.0,,,,,,,,,o0o0o NOVA,,,240.0,17.0,/  9  /,8.0,8.0,,,,,,,JL NOVA,,,,,/  /,,,,,,,,,JL NOVA,,,,,/  /,,,,,,,,
7,PangH NOVA,,,207.0,13.0,/  9  /,2.0,4.0,,,,,,,,,PangH NOVA,,,207.0,13.0,/  9  /,2.0,4.0,,,,,,,o0o0o NOVA,,,,,/  /,,,,,,,,,o0o0o NOVA,,,,,/  /,,,,,,,,
8,JL NOVA,,,205.0,10.0,/  9  /,9.0,1.0,,,,,,,,,JL NOVA,,,205.0,10.0,/  9  /,9.0,1.0,,,,,,,OBONE NOVA,,,,,/  /,,,,,,,,,OBONE NOVA,,,,,/  /,,,,,,,,
9,OBONE NOVA,,,173.0,11.0,/  10  /,11.0,1.0,,,,,,,,,OBONE NOVA,,,173.0,11.0,/  10  /,11.0,1.0,,,,,,,CB NOVA,,,,,/  /,,,,,,,,,CB NOVA,,,,,/  /,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,B1ack IMAY,,,217.0,25.0,/  27  /,10.0,-2.0,,,,,,,0.0,2.0,B1ack IMAY,,,185.0,8.0,/  12  /,4.0,-4.0,,,,,,,B1ack IMAY,,,249.0,17.0,/  15  /,6.0,2.0,,,,,,,,,,,,,,,,,,,,
12,2cy IMAY,,,158.0,19.0,/  28  /,1.0,-9.0,,,,,,,0.0,13.0,shameless IMAY,,,166.0,7.0,/  13  /,2.0,-6.0,,,,,,,2cy IMAY,,,194.0,14.0,/  15  /,0.0,-1.0,,,,,,,,,,,,,,,,,,,,
13,shameless IMAY,,,154.0,15.0,/  29  /,13.0,-14.0,,,,,,,6.0,13.0,2cy IMAY,,,121.0,5.0,/  13  /,1.0,-8.0,,,,,,,Eileen IMAY,,,185.0,12.0,/  16  /,2.0,-4.0,,,,,,,,,,,,,,,,,,,,
