,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,Less LOUD,,1.27  1.41  0.93,250  275  161,55  38  17,/  43  22  21  /,15  9  6,+12  +16  -4,70%  76%  62%,149  180  109,24%  23%  26%,4  1  3,2  1  1,+2  0  +2,1.0,2.0,tuyz LOUD,,1.09  0.76  1.43,184  139  229,20  7  13,/  17  12  5  /,15  8  7,+3  -5  +8,68%  50%  86%,116  84  147,35%  27%  40%,2  1  1,2  2  0,0  -1  +1,Less LOUD,,2.11  2.31  1.31,424  454  309,24  21  3,/  7  4  3  /,5  4  1,+17  +17  0,87%  83%  100%,258  283  158,23%  23%  25%,3  1  2,0  0  0,+3  +1  +2,aspas LOUD,,1.50  1.23  1.75,326  257  390,27  10  17,/  14  7  7  /,2  1  1,+13  +3  +10,78%  73%  83%,201  155  243,40%  45%  36%,7  3  4,5  3  2,+2  0  +2
1,aspas LOUD,,1.21  1.13  1.24,252  224  296,60  30  30,/  42  22  20  /,7  3  4,+18  +8  +10,77%  68%  90%,160  141  184,28%  34%  21%,15  8  7,10  8  2,+5  0  +5,13.0,15.0,cauanzin LOUD,,1.06  0.86  1.25,212  175  251,20  8  12,/  21  12  9  /,12  4  8,-1  -4  +3,86%  86%  86%,130  103  157,33%  15%  52%,4  0  4,3  0  3,+1  0  +1,saadhak LOUD,,1.50  1.54  1.32,179  175  195,10  8  2,/  5  3  2  /,13  10  3,+5  +5  0,93%  92%  100%,104  106  95,26%  40%  8%,0  0  0,0  0  0,0  0  0,cauanzin LOUD,,0.94  0.80  1.06,228  192  263,18  8  10,/  18  9  9  /,10  4  6,0  -1  +1,70%  64%  75%,148  124  171,30%  25%  34%,1  0  1,4  2  2,-3  -2  -1
2,cauanzin LOUD,,1.10  0.88  1.66,226  187  272,52  24  28,/  47  29  18  /,26  12  14,+5  -5  +10,80%  78%  83%,140  115  171,30%  23%  37%,7  2  5,9  4  5,-2  -2  0,13.0,2.0,aspas LOUD,,1.03  1.06  1.00,222  222  222,21  11  10,/  20  9  11  /,5  2  3,+1  +2  -1,75%  57%  93%,140  140  141,23%  40%  11%,4  2  2,3  3  0,+1  -1  +2,cauanzin LOUD,,1.31  0.97  2.67,238  197  404,14  8  6,/  8  8  0  /,4  4  0,+6  0  +6,87%  83%  100%,145  121  239,26%  31%  19%,2  2  0,2  2  0,0  0  0,tuyz LOUD,,0.93  0.84  1.02,155  135  174,14  5  9,/  17  9  8  /,12  6  6,-3  -4  +1,74%  55%  92%,103  106  100,50%  57%  44%,0  0  0,1  1  0,-1  -1  0
3,tuyz LOUD,,1.06  0.90  1.30,154  135  193,40  17  23,/  40  27  13  /,38  23  15,0  -10  +10,76%  65%  90%,103  90  120,35%  35%  34%,3  2  1,4  4  0,-1  -2  +1,10.0,13.0,Less LOUD,,0.96  0.95  0.97,191  196  186,21  10  11,/  20  10  10  /,3  1  2,+1  0  +1,64%  64%  64%,132  127  136,35%  31%  38%,1  0  1,1  1  0,0  -1  +1,tuyz LOUD,,1.17  1.09  1.46,124  129  109,6  5  1,/  6  6  0  /,11  9  2,0  -1  +1,93%  92%  100%,81  84  69,16%  27%  0%,1  1  0,1  1  0,0  0  0,saadhak LOUD,,0.75  1.12  0.41,145  177  117,8  5  3,/  19  8  11  /,14  9  5,-11  -3  -8,78%  82%  75%,113  144  85,11%  12%  10%,2  2  0,2  0  2,0  +2  -2
4,saadhak LOUD,,1.05  1.05  1.02,184  178  201,38  20  18,/  48  26  22  /,39  26  13,-10  -6  -4,79%  81%  76%,126  123  130,16%  13%  20%,6  4  2,6  3  3,0  +1  -1,,,saadhak LOUD,,0.90  0.49  1.32,228  182  274,20  7  13,/  24  15  9  /,12  7  5,-4  -8  +4,71%  71%  71%,148  121  175,16%  5%  31%,4  2  2,4  3  1,0  -1  +1,aspas LOUD,,1.09  1.12  0.97,209  196  263,12  9  3,/  8  6  2  /,0  0  0,+4  +3  +1,80%  75%  100%,135  129  156,22%  19%  33%,4  3  1,2  2  0,+2  +1  +1,Less LOUD,,0.73  0.97  0.51,136  182  94,10  7  3,/  16  8  8  /,7  4  3,-6  -1  -5,65%  82%  50%,100  137  66,14%  15%  13%,0  0  0,1  0  1,-1  0  -1
5,something PRX,,1.11  0.84  1.27,217  219  245,55  23  32,/  46  23  23  /,8  2  6,+9  0  +9,73%  72%  73%,142  142  142,17%  22%  14%,13  4  9,9  6  3,+4  -2  +6,,,something PRX,,1.41  0.86  1.96,297  199  395,31  10  21,/  20  12  8  /,3  1  2,+11  -2  +13,82%  79%  86%,167  128  205,16%  25%  13%,7  2  5,4  3  1,+3  -1  +4,d4v41 PRX,,0.84  0.77  0.85,182  233  170,8  2  6,/  13  3  10  /,4  1  3,-5  -1  -4,60%  67%  58%,136  140  136,15%  7%  19%,1  0  1,0  0  0,+1  0  +1,something PRX,,1.28  1.44  1.11,221  279  159,18  12  6,/  13  8  5  /,3  1  2,+5  +4  +1,74%  67%  82%,142  187  92,17%  20%  10%,4  2  2,2  2  0,+2  0  +2
6,d4v41 PRX,,0.96  0.79  1.11,190  160  216,42  16  26,/  49  22  27  /,32  13  19,-7  -6  -1,74%  76%  73%,129  106  146,30%  25%  32%,2  0  2,1  0  1,+1  0  +1,,,d4v41 PRX,,1.04  0.42  1.66,186  127  247,18  6  12,/  20  12  8  /,17  6  11,-2  -6  +4,82%  71%  93%,128  86  170,40%  30%  47%,0  0  0,1  0  1,-1  0  -1,something PRX,,0.63  0.22  0.73,133  69  149,6  1  5,/  13  3  10  /,2  0  2,-7  -2  -5,53%  67%  50%,96  31  112,19%  0%  21%,2  0  2,3  1  2,-1  -1  0,Jinggg PRX,,1.16  0.86  1.48,288  253  328,23  10  13,/  18  11  7  /,10  4  6,+5  -1  +6,74%  67%  82%,189  181  199,30%  38%  24%,3  3  0,4  2  2,-1  +1  -2
7,Jinggg PRX,,0.84  0.64  0.99,224  228  238,51  22  29,/  54  27  27  /,20  7  13,-3  -5  +2,70%  66%  73%,160  151  168,26%  29%  23%,6  4  2,13  8  5,-7  -4  -3,,,Jinggg PRX,,0.89  0.81  0.97,226  220  234,20  10  10,/  23  13  10  /,8  2  6,-3  -3  0,71%  64%  79%,169  142  196,24%  26%  21%,2  1  1,6  5  1,-4  -4  0,mindfreak PRX,,0.54  0.42  0.57,166  170  165,9  2  7,/  14  4  10  /,4  1  3,-5  -2  -3,60%  100%  50%,107  90  111,23%  14%  26%,1  0  1,0  0  0,+1  0  +1,f0rsakeN PRX,,1.12  0.81  1.46,214  157  278,18  6  12,/  17  10  7  /,6  3  3,+1  -4  +5,65%  58%  73%,137  103  175,18%  23%  15%,3  0  3,2  1  1,+1  -1  +2
8,f0rsakeN PRX,,0.82  0.64  0.97,162  173  176,41  18  23,/  51  25  26  /,22  9  13,-10  -7  -3,67%  66%  68%,114  113  114,16%  22%  13%,5  0  5,7  2  5,-2  -2  0,,,f0rsakeN PRX,,0.85  0.78  0.91,194  210  178,20  12  8,/  21  12  9  /,9  3  6,-1  0  -1,71%  64%  79%,121  132  109,13%  22%  6%,2  0  2,1  0  1,+1  0  +1,f0rsakeN PRX,,0.49  0.34  0.53,78  65  81,3  0  3,/  13  3  10  /,7  3  4,-10  -3  -7,60%  100%  50%,65  65  65,28%  17%  33%,0  0  0,4  1  3,-4  -1  -3,d4v41 PRX,,0.99  1.17  0.80,202  181  226,16  8  8,/  16  7  9  /,11  6  5,0  +1  -1,74%  83%  64%,125  122  128,33%  35%  30%,1  0  1,0  0  0,+1  0  +1
9,mindfreak PRX,,0.74  0.82  0.62,136  171  102,31  20  11,/  46  21  25  /,23  9  14,-15  -1  -14,68%  79%  59%,85  109  67,28%  44%  15%,5  3  2,5  2  3,0  +1  -1,,,mindfreak PRX,,0.75  0.83  0.66,131  190  74,13  11  2,/  19  11  8  /,8  3  5,-6  0  -6,68%  64%  71%,82  119  45,36%  48%  17%,2  1  1,3  2  1,-1  -1  0,Jinggg PRX,,0.47  0.25  0.52,159  161  159,8  2  6,/  13  3  10  /,2  1  1,-5  -1  -4,60%  67%  58%,100  73  107,23%  13%  27%,1  0  1,3  1  2,-2  -1  -1,mindfreak PRX,,0.92  1.20  0.62,111  148  70,9  7  2,/  13  6  7  /,11  5  6,-4  +1  -5,74%  92%  55%,75  101  47,23%  54%  0%,2  2  0,2  0  2,0  +2  -2
