,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Sylvan TES,,,241,58,/  43  /,27,15,,,,,,,2.0,1.0,Sylvan TES,,,253,21,/  15  /,5,6,,,,,,,Sylvan TES,,,316.0,23.0,/  13  /,15.0,10.0,,,,,,,eKo TES,,,274.0,23.0,/  12  /,11.0,11.0,,,,,,,,,,,,,,,,,,,,
12,eKo TES,,,231,53,/  45  /,25,8,,,,,,,10.0,13.0,eKo TES,,,198,14,/  17  /,9,-3,,,,,,,MrCANI TES,,,261.0,23.0,/  13  /,9.0,10.0,,,,,,,coldfish TES,,,264.0,23.0,/  15  /,6.0,8.0,,,,,,,,,,,,,,,,,,,,
13,coldfish TES,,,207,53,/  44  /,14,9,,,,,,,13.0,9.0,MrCANI TES,,,195,16,/  17  /,2,-1,,,,,,,eKo TES,,,221.0,16.0,/  16  /,5.0,0.0,,,,,,,jkuro TES,,,264.0,22.0,/  20  /,2.0,2.0,,,,,,,,,,,,,,,,,,,,
14,MrCANI TES,,,198,50,/  45  /,19,5,,,,,,,13.0,11.0,coldfish TES,,,159,14,/  17  /,1,-3,,,,,,,coldfish TES,,,197.0,16.0,/  12  /,7.0,4.0,,,,,,,Sylvan TES,,,155.0,14.0,/  15  /,7.0,-1.0,,,,,,,,,,,,,,,,,,,,
15,jkuro TES,,,184,42,/  55  /,12,-13,,,,,,,,,jkuro TES,,,158,11,/  19  /,5,-8,,,,,,,jkuro TES,,,131.0,9.0,/  16  /,5.0,-7.0,,,,,,,MrCANI TES,,,138.0,11.0,/  15  /,8.0,-4.0,,,,,,,,,,,,,,,,,,,,
16,Yoyo 17,,,235,58,/  48  /,8,10,,,,,,,,,Yoyo 17,,,254,22,/  14  /,0,8,,,,,,,Yoyo 17,,,272.0,20.0,/  17  /,3.0,3.0,,,,,,,deLb 17,,,247.0,21.0,/  18  /,3.0,3.0,,,,,,,,,,,,,,,,,,,,
17,deLb 17,,,222,57,/  51  /,11,6,,,,,,,,,deLb 17,,,219,19,/  16  /,5,3,,,,,,,deLb 17,,,199.0,17.0,/  17  /,3.0,0.0,,,,,,,0n1y 17,,,187.0,15.0,/  20  /,5.0,-5.0,,,,,,,,,,,,,,,,,,,,
18,LuXlis 17,,,188,47,/  52  /,20,-5,,,,,,,,,LuXlis 17,,,210,16,/  18  /,11,-2,,,,,,,LuXlis 17,,,191.0,16.0,/  16  /,5.0,0.0,,,,,,,Yoyo 17,,,178.0,16.0,/  17  /,5.0,-1.0,,,,,,,,,,,,,,,,,,,,
19,0n1y 17,,,162,38,/  51  /,18,-13,,,,,,,,,0n1y 17,,,199,16,/  13  /,8,3,,,,,,,theDoctorr 17,,,150.0,10.0,/  19  /,6.0,-9.0,,,,,,,LuXlis 17,,,162.0,15.0,/  18  /,4.0,-3.0,,,,,,,,,,,,,,,,,,,,
20,theDoctorr 17,,,137,32,/  54  /,25,-22,,,,,,,,,theDoctorr 17,,,140,12,/  15  /,8,-3,,,,,,,0n1y 17,,,99.0,7.0,/  18  /,5.0,-11.0,,,,,,,theDoctorr 17,,,121.0,10.0,/  20  /,11.0,-10.0,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Venka GRY,,1.40  0.83  1.98,287  172  403,25  7  18,/  15  9  6  /,1  1  0,+10  -2  +12,79%  75%  83%,178  112  245,43%  44%  42%,7  2  5,6  4  2,+1  -2  +3,1.0,0.0,Venka GRY,,1.40  0.83  1.98,287  172  403,25  7  18,/  15  9  6  /,1  1  0,+10  -2  +12,79%  75%  83%,178  112  245,43%  44%  42%,7  2  5,6  4  2,+1  -2  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Deadly10 GRY,,1.31  1.66  0.95,279  376  182,24  16  8,/  16  8  8  /,3  3  0,+8  +8  0,75%  83%  67%,171  223  119,27%  26%  29%,2  1  1,2  2  0,0  -1  +1,13.0,11.0,Deadly10 GRY,,1.31  1.66  0.95,279  376  182,24  16  8,/  16  8  8  /,3  3  0,+8  +8  0,75%  83%  67%,171  223  119,27%  26%  29%,2  1  1,2  2  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Hoax GRY,,1.17  1.22  1.12,170  179  162,14  7  7,/  14  7  7  /,16  13  3,0  0  0,79%  92%  67%,98  95  101,33%  31%  35%,1  0  1,1  1  0,0  -1  +1,,,Hoax GRY,,1.17  1.22  1.12,170  179  162,14  7  7,/  14  7  7  /,16  13  3,0  0  0,79%  92%  67%,98  95  101,33%  31%  35%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,vibhoRR GRY,,1.08  0.94  1.22,204  158  251,17  7  10,/  16  8  8  /,7  4  3,+1  -1  +2,63%  58%  67%,137  102  172,18%  20%  16%,1  0  1,4  2  2,-3  -2  -1,,,vibhoRR GRY,,1.08  0.94  1.22,204  158  251,17  7  10,/  16  8  8  /,7  4  3,+1  -1  +2,63%  58%  67%,137  102  172,18%  20%  16%,1  0  1,4  2  2,-3  -2  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PanzeR GRY,,0.87  0.92  0.81,162  150  175,14  6  8,/  17  8  9  /,9  5  4,-3  -2  -1,71%  75%  67%,105  85  125,26%  20%  30%,0  0  0,0  0  0,0  0  0,,,PanzeR GRY,,0.87  0.92  0.81,162  150  175,14  6  8,/  17  8  9  /,9  5  4,-3  -2  -1,71%  75%  67%,105  85  125,26%  20%  30%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ezzy MDL,,1.00  0.96  1.04,260  266  255,25  13  12,/  20  10  10  /,0  0  0,+5  +3  +2,71%  75%  67%,154  146  162,41%  40%  43%,4  1  3,2  0  2,+2  +1  +1,,,ezzy MDL,,1.00  0.96  1.04,260  266  255,25  13  12,/  20  10  10  /,0  0  0,+5  +3  +2,71%  75%  67%,154  146  162,41%  40%  43%,4  1  3,2  0  2,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,blackhawk MDL,,0.90  0.67  1.13,125  82  170,10  3  7,/  17  10  7  /,9  8  1,-7  -7  0,58%  67%  50%,88  51  126,32%  25%  36%,2  0  2,2  2  0,0  -2  +2,,,blackhawk MDL,,0.90  0.67  1.13,125  82  170,10  3  7,/  17  10  7  /,9  8  1,-7  -7  0,58%  67%  50%,88  51  126,32%  25%  36%,2  0  2,2  2  0,0  -2  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Whimp MDL,,0.86  0.85  0.87,178  182  174,14  7  7,/  17  9  8  /,5  3  2,-3  -2  -1,67%  67%  67%,123  120  127,28%  24%  32%,2  1  1,1  1  0,+1  0  +1,,,Whimp MDL,,0.86  0.85  0.87,178  182  174,14  7  7,/  17  9  8  /,5  3  2,-3  -2  -1,67%  67%  67%,123  120  127,28%  24%  32%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1TaPGoD MDL,,0.76  0.76  0.77,210  199  223,16  8  8,/  21  11  10  /,10  6  4,-5  -3  -2,79%  83%  75%,140  133  146,23%  23%  23%,4  1  3,0  0  0,+4  +1  +3,,,1TaPGoD MDL,,0.76  0.76  0.77,210  199  223,16  8  8,/  21  11  10  /,10  6  4,-5  -3  -2,79%  83%  75%,140  133  146,23%  23%  23%,4  1  3,0  0  0,+4  +1  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Paradox MDL,,0.62  0.59  0.66,156  188  124,13  7  6,/  19  11  8  /,3  3  0,-6  -4  -2,54%  58%  50%,110  141  79,24%  36%  10%,1  1  0,6  5  1,-5  -4  -1,,,Paradox MDL,,0.62  0.59  0.66,156  188  124,13  7  6,/  19  11  8  /,3  3  0,-6  -4  -2,54%  58%  50%,110  141  79,24%  36%  10%,1  1  0,6  5  1,-5  -4  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,punda ANTC,,1.34  1.14  1.41,283  252  318,59  25  34,/  36  18  18  /,19  9  10,+23  +7  +16,76%  64%  87%,177  158  194,18%  18%  17%,9  3  6,5  4  1,+4  -1  +5,3.0,1.0,WAT ANTC,,1.36  1.08  1.52,245  218  261,17  5  12,/  12  5  7  /,6  3  3,+5  0  +5,89%  100%  83%,202  191  209,36%  36%  36%,5  3  2,0  0  0,+5  +3  +2,Nozz ANTC,,,,,/  /,,,,,,,,,punda ANTC,,1.68  1.82  1.58,365  425  322,27  14  13,/  11  5  6  /,4  2  2,+16  +9  +7,81%  78%  83%,210  250  181,11%  13%  10%,5  3  2,2  2  0,+3  +1  +2,Mazuong ANTC,,1.57  1.57  1.57,376  386  359,25  18  7,/  16  10  6  /,7  2  5,+9  +8  +1,74%  75%  71%,241  231  257,27%  35%  17%,7  3  4,2  1  1,+5  +2  +3
34,Mazuong ANTC,,1.26  1.20  1.32,294  305  283,61  31  30,/  43  22  21  /,18  5  13,+18  +9  +9,75%  75%  74%,195  190  200,23%  28%  19%,12  4  8,3  2  1,+9  +2  +7,13.0,6.0,M1kE ANTC,,1.32  0.87  1.59,233  152  282,16  3  13,/  10  4  6  /,3  1  2,+6  -1  +7,79%  57%  92%,170  126  196,28%  21%  31%,2  0  2,3  3  0,-1  -3  +2,WAT ANTC,,,,,/  /,,,,,,,,,M1kE ANTC,,1.29  1.37  1.23,203  214  196,15  7  8,/  10  3  7  /,7  1  6,+5  +4  +1,81%  89%  75%,125  124  125,27%  31%  24%,2  1  1,1  0  1,+1  +1  0,Nozz ANTC,,1.15  1.23  1.00,161  172  144,11  7  4,/  10  6  4  /,9  8  1,+1  +1  0,79%  92%  57%,102  111  87,15%  15%  15%,2  2  0,2  1  1,0  +1  -1
35,M1kE ANTC,,1.18  1.12  1.15,213  206  220,45  19  26,/  33  14  19  /,14  6  8,+12  +5  +7,75%  75%  74%,144  141  146,27%  25%  29%,5  2  3,4  3  1,+1  -1  +2,0.0,0.0,punda ANTC,,1.29  0.48  1.76,299  126  401,20  2  18,/  13  6  7  /,5  2  3,+7  -4  +11,74%  43%  92%,200  108  253,22%  17%  23%,3  0  3,1  0  1,+2  0  +2,punda ANTC,,,,,/  /,,,,,,,,,Mazuong ANTC,,1.25  0.72  1.64,273  138  375,22  4  18,/  12  6  6  /,3  2  1,+10  -2  +12,76%  67%  83%,188  111  247,25%  18%  27%,2  0  2,1  1  0,+1  -1  +2,punda ANTC,,1.05  1.13  0.90,186  196  171,12  9  3,/  12  7  5  /,10  5  5,0  +2  -2,74%  67%  86%,116  118  113,24%  33%  13%,1  0  1,2  2  0,-1  -2  +1
36,WAT ANTC,,1.14  1.16  1.10,186  200  171,41  21  20,/  35  17  18  /,19  9  10,+6  +4  +2,81%  86%  77%,127  135  120,34%  31%  36%,8  5  3,2  0  2,+6  +5  +1,13.0,8.0,Nozz ANTC,,1.07  1.10  1.06,143  202  109,11  6  5,/  9  5  4  /,3  1  2,+2  +1  +1,95%  86%  100%,92  129  70,23%  10%  56%,2  0  2,0  0  0,+2  0  +2,M1kE ANTC,,,,,/  /,,,,,,,,,WAT ANTC,,1.08  1.38  0.85,136  160  119,11  6  5,/  10  3  7  /,9  3  6,+1  +3  -2,76%  89%  67%,83  107  65,31%  31%  32%,1  0  1,2  0  2,-1  0  -1,WAT ANTC,,0.98  1.02  0.92,177  220  106,13  10  3,/  13  9  4  /,4  3  1,0  +1  -1,79%  75%  86%,101  124  62,33%  28%  50%,2  2  0,0  0  0,+2  +2  0
37,Nozz ANTC,,1.09  1.14  1.02,147  169  126,32  18  14,/  32  16  16  /,28  13  15,0  +2  -2,88%  86%  90%,96  109  84,20%  17%  24%,7  4  3,4  1  3,+3  +3  0,13.0,6.0,Mazuong ANTC,,0.96  1.32  0.75,232  380  147,14  9  5,/  15  6  9  /,8  1  7,-1  +3  -4,74%  86%  67%,158  221  121,17%  26%  11%,3  1  2,0  0  0,+3  +1  +2,Mazuong ANTC,,,,,/  /,,,,,,,,,Nozz ANTC,,1.04  1.10  1.00,136  141  133,10  5  5,/  13  5  8  /,16  4  12,-3  0  -3,90%  78%  100%,94  91  97,24%  36%  17%,3  2  1,2  0  2,+1  +2  -1,M1kE ANTC,,0.93  1.12  0.62,202  231  153,14  9  5,/  13  7  6  /,4  4  0,+1  +2  -1,63%  75%  43%,138  162  95,26%  23%  38%,1  1  0,0  0  0,+1  +1  0
38,Blessed DFX,,0.99  1.06  0.91,216  238  191,41  23  18,/  46  24  22  /,24  11  13,-5  -1  -4,68%  68%  68%,142  154  128,33%  37%  29%,4  2  2,6  3  3,-2  -1  -1,,,Blessed DFX,,1.05  1.12  0.94,261  273  242,16  10  6,/  16  10  6  /,7  4  3,0  0  0,74%  75%  71%,159  161  156,34%  34%  33%,2  1  1,2  2  0,0  -1  +1,Myth DFX,,,,,/  /,,,,,,,,,Blessed DFX,,0.99  1.04  0.92,189  227  140,12  8  4,/  16  9  7  /,10  4  6,-4  -1  -3,62%  58%  67%,136  167  95,32%  43%  16%,1  0  1,2  0  2,-1  0  -1,FETA DFX,,1.02  1.21  0.92,241  255  234,17  7  10,/  15  4  11  /,2  2  0,+2  +3  -1,63%  71%  58%,167  182  159,38%  35%  40%,1  0  1,5  3  2,-4  -3  -1
39,FETA DFX,,0.85  0.64  1.25,189  141  240,39  15  24,/  49  27  22  /,9  6  3,-10  -12  +2,59%  52%  68%,128  93  168,28%  20%  34%,4  2  2,11  9  2,-7  -7  0,,,MaiShiu DFX,,0.94  0.96  0.91,191  205  168,13  9  4,/  14  9  5  /,7  4  3,-1  0  -1,63%  58%  71%,120  128  105,42%  50%  29%,0  0  0,5  3  2,-5  -3  -2,HaoHao DFX,,,,,/  /,,,,,,,,,MaiShiu DFX,,0.87  1.07  0.61,202  203  202,15  9  6,/  17  10  7  /,6  4  2,-2  -1  -1,57%  50%  67%,116  112  121,33%  32%  35%,3  2  1,2  2  0,+1  0  +1,Blessed DFX,,0.93  1.03  0.87,198  199  199,13  5  8,/  14  5  9  /,7  3  4,-1  0  -1,68%  71%  67%,130  118  137,34%  29%  38%,1  1  0,2  1  1,-1  0  -1
40,MaiShiu DFX,,0.84  0.81  0.80,185  173  201,37  20  17,/  47  25  22  /,19  9  10,-10  -5  -5,64%  61%  68%,119  103  137,35%  38%  33%,4  2  2,11  6  5,-7  -4  -3,,,FETA DFX,,0.93  0.42  1.80,196  143  288,12  5  7,/  16  12  4  /,6  3  3,-4  -7  +3,63%  50%  86%,139  90  223,26%  19%  32%,1  0  1,2  2  0,-1  -2  +1,MaiShiu DFX,,,,,/  /,,,,,,,,,Myth DFX,,0.77  0.91  0.59,190  229  139,14  10  4,/  16  9  7  /,3  1  2,-2  +1  -3,57%  67%  44%,126  150  93,30%  36%  20%,2  1  1,4  0  4,-2  +1  -3,Myth DFX,,0.84  1.42  0.50,171  212  148,10  5  5,/  14  3  11  /,3  2  1,-4  +2  -6,68%  86%  58%,119  141  106,33%  27%  40%,3  1  2,0  0  0,+3  +1  +2
41,Myth DFX,,0.74  0.95  0.62,167  195  139,33  21  12,/  46  23  23  /,10  4  6,-13  -2  -11,63%  65%  61%,113  129  96,30%  33%  28%,5  2  3,5  1  4,0  +1  -1,,,HaoHao DFX,,0.66  0.47  0.97,163  109  256,9  3  6,/  16  11  5  /,8  6  2,-7  -8  +1,58%  58%  57%,104  80  144,21%  36%  13%,1  0  1,5  3  2,-4  -3  -1,Blessed DFX,,,,,/  /,,,,,,,,,FETA DFX,,0.61  0.29  1.04,131  72  211,10  3  7,/  18  11  7  /,1  1  0,-8  -8  0,52%  42%  67%,84  43  137,21%  0%  32%,2  2  0,4  4  0,-2  -2  0,HaoHao DFX,,0.84  1.04  0.72,230  260  214,15  6  9,/  16  5  11  /,2  1  1,-1  +1  -2,74%  71%  75%,144  160  134,15%  8%  21%,0  0  0,2  0  2,-2  0  -2
42,HaoHao DFX,,0.66  0.71  0.68,163  150  173,29  13  16,/  50  28  22  /,18  13  5,-21  -15  -6,59%  58%  61%,102  96  108,18%  20%  16%,1  0  1,8  4  4,-7  -4  -3,,,Myth DFX,,0.62  0.53  0.77,141  151  125,9  6  3,/  16  11  5  /,4  1  3,-7  -5  -2,63%  50%  86%,94  100  83,28%  33%  20%,0  0  0,1  1  0,-1  -1  0,FETA DFX,,,,,/  /,,,,,,,,,HaoHao DFX,,0.50  0.60  0.37,95  127  53,5  4  1,/  18  12  6  /,8  6  2,-13  -8  -5,48%  50%  44%,62  75  45,19%  27%  8%,0  0  0,1  1  0,-1  -1  0,MaiShiu DFX,,0.71  0.40  0.89,161  65  218,9  2  7,/  16  6  10  /,6  1  5,-7  -4  -3,74%  86%  67%,123  45  168,29%  14%  33%,1  0  1,4  1  3,-3  -1  -2
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Techno TR,,1.51  1.74  1.03,258  266  191,34  24  10,/  18  6  12  /,19  12  7,+16  +18  -2,85%  87%  81%,145  163  119,20%  18%  24%,2  0  2,1  0  1,+1  0  +1,2.0,0.0,hellff TR,,1.24  1.89  0.63,234  336  141,20  14  6,/  14  4  10  /,8  6  2,+6  +10  -4,78%  91%  67%,142  206  83,38%  39%  35%,0  0  0,0  0  0,0  0  0,Techno TR,,1.98  2.24  1.21,387  398  356,24  19  5,/  6  3  3  /,7  6  1,+18  +16  +2,88%  83%  100%,242  249  219,23%  19%  36%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,hellff TR,,1.21  1.59  0.78,219  267  158,32  23  9,/  23  10  13  /,16  12  4,+9  +13  -4,77%  83%  69%,141  166  105,40%  40%  42%,2  1  1,1  1  0,+1  0  +1,13.0,10.0,DEATHMAKER TR,,1.21  1.12  1.29,234  222  247,20  9  11,/  15  6  9  /,0  0  0,+5  +3  +2,61%  64%  58%,156  137  173,31%  38%  28%,3  1  2,3  2  1,0  -1  +1,hellff TR,,1.19  1.29  0.92,204  204  207,12  9  3,/  9  6  3  /,8  6  2,+3  +3  0,75%  75%  75%,139  129  169,44%  40%  57%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,DEATHMAKER TR,,1.13  0.94  1.60,219  191  267,32  16  16,/  24  13  11  /,4  4  0,+8  +3  +5,64%  65%  63%,147  119  186,28%  26%  29%,5  2  3,5  4  1,0  -2  +2,13.0,3.0,d1srupt TR,,1.07  1.04  1.10,202  191  213,17  7  10,/  17  8  9  /,3  2  1,0  -1  +1,70%  82%  58%,138  116  158,46%  40%  50%,5  3  2,6  3  3,-1  0  -1,d1srupt TR,,1.16  1.25  0.88,233  276  105,13  12  1,/  11  8  3  /,3  2  1,+2  +4  -2,88%  92%  75%,162  187  87,32%  34%  25%,6  6  0,1  1  0,+5  +5  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,d1srupt TR,,1.12  1.15  0.99,218  235  186,30  19  11,/  28  16  12  /,6  4  2,+2  +3  -1,77%  87%  63%,148  153  140,39%  36%  43%,11  9  2,7  4  3,+4  +5  -1,,,Techno TR,,1.03  1.24  0.85,129  123  135,10  5  5,/  12  3  9  /,12  6  6,-2  +2  -4,83%  91%  75%,78  69  86,14%  13%  15%,1  0  1,1  0  1,0  0  0,Aryu TR,,1.10  1.12  1.04,142  138  158,10  7  3,/  8  6  2  /,3  3  0,+2  +1  +1,75%  75%  75%,102  96  120,59%  73%  33%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
