,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,averageferret Ratz,,1.18  1.04  1.25,274  252  297,42  19  23,/  35  19  16  /,11  8  3,+7  0  +7,74%  76%  71%,166  146  187,31%  21%  42%,5  2  3,3  2  1,+2  0  +2,0.0,2.0,hayyel Ratz,,1.02  0.96  1.11,236  228  248,16  9  7,/  17  10  7  /,4  2  2,-1  -1  0,67%  75%  56%,161  164  156,25%  18%  38%,6  4  2,4  2  2,+2  +2  0,averageferret Ratz,,1.55  1.19  1.82,342  313  365,26  10  16,/  15  8  7  /,3  2  1,+11  +2  +9,71%  67%  75%,207  182  227,29%  17%  43%,3  0  3,1  1  0,+2  -1  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,toadfish Ratz,,0.90  0.80  0.97,178  186  171,25  12  13,/  33  18  15  /,10  6  4,-8  -6  -2,71%  76%  67%,123  130  115,16%  19%  11%,0  0  0,1  0  1,-1  0  -1,8.0,13.0,dawn Ratz,,0.89  1.25  0.41,203  242  152,14  10  4,/  17  8  9  /,4  2  2,-3  +2  -5,71%  92%  44%,138  163  103,39%  38%  42%,2  1  1,2  1  1,0  0  0,toadfish Ratz,,0.94  0.74  1.09,176  153  195,12  4  8,/  16  9  7  /,5  3  2,-4  -5  +1,81%  89%  75%,114  94  130,19%  32%  12%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,dawn Ratz,,0.86  0.93  0.70,188  202  174,26  14  12,/  33  16  17  /,11  5  6,-7  -2  -5,71%  86%  57%,121  135  106,29%  26%  33%,4  1  3,7  4  3,-3  -3  0,8.0,13.0,toadfish Ratz,,0.86  0.86  0.85,179  210  140,13  8  5,/  17  9  8  /,5  3  2,-4  -1  -3,62%  67%  56%,131  158  95,13%  15%  9%,0  0  0,0  0  0,0  0  0,Aspra Ratz,,0.89  0.66  1.07,170  145  190,12  4  8,/  15  8  7  /,1  1  0,-3  -4  +1,62%  44%  75%,120  101  134,25%  14%  37%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,hayyel Ratz,,0.81  0.70  0.92,188  192  184,24  13  11,/  34  19  15  /,11  4  7,-10  -6  -4,62%  57%  67%,135  144  126,19%  22%  17%,8  5  3,9  5  4,-1  0  -1,,,averageferret Ratz,,0.80  0.89  0.67,206  206  207,16  9  7,/  20  11  9  /,8  6  2,-4  -2  -2,76%  83%  67%,125  119  134,33%  26%  40%,2  2  0,2  1  1,0  +1  -1,dawn Ratz,,0.82  0.61  0.98,172  148  191,12  4  8,/  16  8  8  /,7  3  4,-4  -4  0,71%  78%  67%,104  98  108,20%  12%  28%,2  0  2,5  3  2,-3  -3  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Aspra Ratz,,0.81  0.72  0.86,159  149  169,22  11  11,/  31  17  14  /,9  6  3,-9  -6  -3,67%  57%  76%,108  99  117,21%  17%  26%,2  0  2,3  2  1,-1  -2  +1,,,Aspra Ratz,,0.73  0.79  0.65,147  152  142,10  7  3,/  16  9  7  /,8  5  3,-6  -2  -4,71%  67%  78%,96  97  95,17%  20%  13%,1  0  1,2  1  1,-1  -1  0,hayyel Ratz,,0.60  0.44  0.73,140  145  137,8  4  4,/  17  9  8  /,7  2  5,-9  -5  -4,57%  33%  75%,109  117  103,14%  28%  3%,2  1  1,5  3  2,-3  -2  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Emi SNIP,,1.20  1.03  1.43,242  178  308,35  14  21,/  27  15  12  /,23  10  13,+8  -1  +9,74%  67%  81%,153  113  192,15%  27%  10%,4  0  4,4  2  2,0  -2  +2,,,Tokyeoh SNIP,,1.22  1.23  1.21,285  281  290,21  9  12,/  16  6  10  /,4  2  2,+5  +3  +2,71%  67%  75%,170  163  175,24%  20%  27%,4  2  2,3  2  1,+1  0  +1,Emi SNIP,,1.41  1.04  1.91,309  195  463,22  9  13,/  14  8  6  /,13  7  6,+8  +1  +7,71%  58%  89%,196  120  298,14%  27%  8%,3  0  3,1  1  0,+2  -1  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Tokyeoh SNIP,,1.12  1.03  1.24,265  241  289,39  18  21,/  32  16  16  /,8  4  4,+7  +2  +5,71%  67%  76%,167  159  175,27%  30%  25%,10  4  6,8  6  2,+2  -2  +4,,,Rosa SNIP,,1.16  1.70  0.76,264  391  170,20  13  7,/  15  5  10  /,1  1  0,+5  +8  -3,62%  78%  50%,175  253  117,18%  22%  14%,2  2  0,1  0  1,+1  +2  -1,alannah SNIP,,1.21  1.08  1.37,200  202  197,16  8  8,/  13  7  6  /,7  3  4,+3  +1  +2,76%  67%  89%,125  130  119,31%  29%  33%,2  2  0,2  2  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,alannah SNIP,,1.11  1.08  1.17,183  197  170,29  15  14,/  24  11  13  /,13  4  9,+5  +4  +1,79%  71%  86%,126  130  122,30%  26%  35%,2  2  0,5  3  2,-3  -1  -2,,,bethany SNIP,,1.15  1.12  1.16,256  188  308,20  6  14,/  15  6  9  /,3  3  0,+5  0  +5,86%  89%  83%,167  125  198,22%  14%  26%,3  1  2,1  0  1,+2  +1  +1,Tokyeoh SNIP,,1.02  0.83  1.26,244  212  287,18  9  9,/  16  10  6  /,4  2  2,+2  -1  +3,71%  67%  78%,164  156  176,33%  43%  20%,6  2  4,5  4  1,+1  -2  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Rosa SNIP,,1.04  1.21  0.97,221  237  205,34  18  16,/  29  14  15  /,12  8  4,+5  +4  +1,69%  76%  62%,142  151  133,17%  17%  18%,2  2  0,1  0  1,+1  +2  -1,,,alannah SNIP,,1.01  1.07  0.97,166  189  150,13  7  6,/  11  4  7  /,6  1  5,+2  +3  -1,81%  78%  83%,126  130  124,29%  21%  37%,0  0  0,3  1  2,-3  -1  -2,Rosa SNIP,,0.92  0.72  1.18,177  122  252,14  5  9,/  14  9  5  /,11  7  4,0  -4  +4,76%  75%  78%,109  74  155,16%  10%  23%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,bethany SNIP,,0.93  0.86  1.02,192  173  212,29  13  16,/  29  16  13  /,13  5  8,0  -3  +3,74%  67%  81%,119  106  133,24%  24%  24%,5  2  3,1  0  1,+4  +2  +2,,,Emi SNIP,,0.98  1.02  0.95,175  155  191,13  5  8,/  13  7  6  /,10  3  7,0  -2  +2,76%  78%  75%,109  104  113,18%  26%  14%,1  0  1,3  1  2,-2  -1  -1,bethany SNIP,,0.72  0.59  0.88,128  161  85,9  7  2,/  14  10  4  /,10  2  8,-5  -3  -2,62%  50%  78%,72  92  46,29%  35%  18%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Shiro BME,,1.28  1.31  1.25,278  297  261,25  14  11,/  18  8  10  /,10  5  5,+7  +6  +1,92%  92%  92%,173  187  160,20%  22%  19%,5  1  4,0  0  0,+5  +1  +4,1.0,0.0,Shiro BME,,1.28  1.31  1.25,278  297  261,25  14  11,/  18  8  10  /,10  5  5,+7  +6  +1,92%  92%  92%,173  187  160,20%  22%  19%,5  1  4,0  0  0,+5  +1  +4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,NcSlasher BME,,1.21  1.29  1.12,223  268  179,22  13  9,/  16  9  7  /,11  6  5,+6  +4  +2,81%  85%  77%,147  177  118,43%  50%  35%,2  1  1,2  2  0,0  -1  +1,14.0,12.0,NcSlasher BME,,1.21  1.29  1.12,223  268  179,22  13  9,/  16  9  7  /,11  6  5,+6  +4  +2,81%  85%  77%,147  177  118,43%  50%  35%,2  1  1,2  2  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Famouz BME,,1.18  1.21  1.15,272  238  307,23  10  13,/  18  8  10  /,7  3  4,+5  +2  +3,81%  77%  85%,179  153  205,14%  10%  20%,4  2  2,1  1  0,+3  +1  +2,,,Famouz BME,,1.18  1.21  1.15,272  238  307,23  10  13,/  18  8  10  /,7  3  4,+5  +2  +3,81%  77%  85%,179  153  205,14%  10%  20%,4  2  2,1  1  0,+3  +1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BerserX BME,,0.86  0.81  0.92,200  183  217,19  9  10,/  18  10  8  /,2  1  1,+1  -1  +2,58%  62%  54%,141  139  143,25%  26%  24%,2  1  1,4  2  2,-2  -1  -1,,,BerserX BME,,0.86  0.81  0.92,200  183  217,19  9  10,/  18  10  8  /,2  1  1,+1  -1  +2,58%  62%  54%,141  139  143,25%  26%  24%,2  1  1,4  2  2,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,m0rea BME,,0.79  0.68  0.91,140  104  178,13  5  8,/  16  8  8  /,9  3  6,-3  -3  0,81%  62%  100%,94  66  121,22%  14%  30%,3  0  3,3  3  0,0  -3  +3,,,m0rea BME,,0.79  0.68  0.91,140  104  178,13  5  8,/  16  8  8  /,9  3  6,-3  -3  0,81%  62%  100%,94  66  121,22%  14%  30%,3  0  3,3  3  0,0  -3  +3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Crouzer APAC,,1.20  1.21  1.19,254  275  234,22  12  10,/  18  9  9  /,6  2  4,+4  +3  +1,77%  77%  77%,166  174  158,23%  26%  21%,4  2  2,3  1  2,+1  +1  0,,,Crouzer APAC,,1.20  1.21  1.19,254  275  234,22  12  10,/  18  9  9  /,6  2  4,+4  +3  +1,77%  77%  77%,166  174  158,23%  26%  21%,4  2  2,3  1  2,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,damaraa APAC,,1.01  0.82  1.20,248  216  280,22  10  12,/  22  11  11  /,2  1  1,0  -1  +1,73%  69%  77%,168  155  181,19%  22%  17%,3  0  3,4  3  1,-1  -3  +2,,,damaraa APAC,,1.01  0.82  1.20,248  216  280,22  10  12,/  22  11  11  /,2  1  1,0  -1  +1,73%  69%  77%,168  155  181,19%  22%  17%,3  0  3,4  3  1,-1  -3  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Lee APAC,,0.97  1.11  0.84,209  236  183,19  10  9,/  21  10  11  /,9  8  1,-2  0  -2,85%  100%  69%,123  133  114,29%  30%  28%,1  0  1,2  2  0,-1  -2  +1,,,Lee APAC,,0.97  1.11  0.84,209  236  183,19  10  9,/  21  10  11  /,9  8  1,-2  0  -2,85%  100%  69%,123  133  114,29%  30%  28%,1  0  1,2  2  0,-1  -2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Nythan APAC,,0.87  0.83  0.90,150  113  188,12  5  7,/  20  10  10  /,17  9  8,-8  -5  -3,77%  85%  69%,110  81  138,44%  45%  43%,0  0  0,3  3  0,-3  -3  0,,,Nythan APAC,,0.87  0.83  0.90,150  113  188,12  5  7,/  20  10  10  /,17  9  8,-8  -5  -3,77%  85%  69%,110  81  138,44%  45%  43%,0  0  0,3  3  0,-3  -3  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Birelta APAC,,0.71  0.80  0.63,116  149  85,11  7  4,/  22  12  10  /,8  3  5,-11  -5  -6,54%  62%  46%,89  112  65,10%  10%  10%,2  0  2,4  2  2,-2  -2  0,,,Birelta APAC,,0.71  0.80  0.63,116  149  85,11  7  4,/  22  12  10  /,8  3  5,-11  -5  -6,54%  62%  46%,89  112  65,10%  10%  10%,2  0  2,4  2  2,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Life ASE,,,265,55,/  42  /,10,13,,,,,,,2.0,1.0,Life ASE,,,362,19,/  12  /,5,7,,,,,,,Life ASE,,,261,23,/  16  /,1,7,,,,,,,Yuicaw ASE,,,288.0,23.0,/  11  /,3.0,12.0,,,,,,,,,,,,,,,,,,,,
34,Yuicaw ASE,,,241,50,/  39  /,14,11,,,,,,,13.0,2.0,hfmi0dzjc9z7 ASE,,,281,15,/  6  /,20,9,,,,,,,Yuicaw ASE,,,203,15,/  19  /,7,-4,,,,,,,monk ASE,,,271.0,23.0,/  16  /,12.0,7.0,,,,,,,,,,,,,,,,,,,,
35,hfmi0dzjc9z7 ASE,,,210,43,/  38  /,28,5,,,,,,,10.0,13.0,Yuicaw ASE,,,231,12,/  9  /,4,3,,,,,,,YHchen ASE,,,176,13,/  19  /,13,-6,,,,,,,hfmi0dzjc9z7 ASE,,,181.0,15.0,/  17  /,5.0,-2.0,,,,,,,,,,,,,,,,,,,,
36,monk ASE,,,197,47,/  37  /,29,10,,,,,,,13.0,10.0,monk ASE,,,153,10,/  7  /,8,3,,,,,,,monk ASE,,,168,14,/  14  /,9,0,,,,,,,Life ASE,,,171.0,13.0,/  14  /,4.0,-1.0,,,,,,,,,,,,,,,,,,,,
37,YHchen ASE,,,145,29,/  41  /,34,-12,,,,,,,,,YHchen ASE,,,140,8,/  8  /,3,0,,,,,,,hfmi0dzjc9z7 ASE,,,167,13,/  15  /,3,-2,,,,,,,YHchen ASE,,,120.0,8.0,/  14  /,18.0,-6.0,,,,,,,,,,,,,,,,,,,,
38,Biank BLG,,,265,56,/  46  /,14,10,,,,,,,,,Biank BLG,,,302,15,/  13  /,2,2,,,,,,,Yosemite BLG,,,275,22,/  14  /,10,8,,,,,,,Biank BLG,,,262.0,22.0,/  15  /,5.0,7.0,,,,,,,,,,,,,,,,,,,,
39,whzy BLG,,,208,43,/  48  /,8,-5,,,,,,,,,whzy BLG,,,242,12,/  12  /,2,0,,,,,,,Biank BLG,,,230,19,/  18  /,7,1,,,,,,,rin BLG,,,210.0,15.0,/  14  /,8.0,1.0,,,,,,,,,,,,,,,,,,,,
40,Yosemite BLG,,,175,35,/  43  /,21,-8,,,,,,,,,Knight BLG,,,175,8,/  13  /,5,-5,,,,,,,whzy BLG,,,224,17,/  19  /,5,-2,,,,,,,whzy BLG,,,157.0,14.0,/  17  /,1.0,-3.0,,,,,,,,,,,,,,,,,,,,
41,Knight BLG,,,173,35,/  47  /,26,-12,,,,,,,,,rin BLG,,,102,3,/  14  /,7,-11,,,,,,,Knight BLG,,,190,15,/  15  /,14,0,,,,,,,Knight BLG,,,154.0,12.0,/  19  /,7.0,-7.0,,,,,,,,,,,,,,,,,,,,
42,rin BLG,,,142,28,/  40  /,23,-12,,,,,,,,,Yosemite BLG,,,100,4,/  12  /,3,-8,,,,,,,rin BLG,,,115,10,/  12  /,8,-2,,,,,,,Yosemite BLG,,,150.0,9.0,/  17  /,8.0,-8.0,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PanzeR GRY,,0.92  1.05  0.77,199  237  168,28  17  11,/  29  16  13  /,6  5  1,-1  +1  -2,63%  65%  61%,138  161  113,30%  27%  38%,5  2  3,2  0  2,+3  +2  +1,0.0,2.0,Deadly10 GRY,,1.17  1.42  0.69,275  303  221,17  13  4,/  15  9  6  /,4  4  0,+2  +4  -2,56%  58%  50%,162  177  132,32%  30%  40%,7  5  2,2  2  0,+5  +3  +2,PanzeR GRY,,1.36  1.54  1.24,300  400  234,22  12  10,/  14  6  8  /,2  2  0,+8  +6  +2,80%  75%  83%,194  259  150,33%  29%  39%,5  2  3,1  0  1,+4  +2  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Deadly10 GRY,,0.87  0.83  0.73,219  219  213,26  15  11,/  34  17  17  /,9  6  3,-8  -2  -6,53%  50%  56%,137  132  142,27%  30%  24%,11  6  5,7  6  1,+4  0  +4,5.0,13.0,Venka GRY,,0.81  0.80  0.83,176  186  158,11  8  3,/  15  10  5  /,1  1  0,-4  -2  -2,44%  42%  50%,104  103  107,35%  29%  50%,3  1  2,3  3  0,0  -2  +2,Hoax GRY,,0.85  0.39  1.15,157  111  189,10  3  7,/  13  7  6  /,7  3  4,-3  -4  +1,70%  50%  83%,97  53  127,22%  22%  22%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Hoax GRY,,0.73  0.57  0.73,142  131  156,15  7  8,/  29  17  12  /,17  11  6,-14  -10  -4,68%  65%  72%,96  87  107,18%  18%  18%,0  0  0,3  2  1,-3  -2  -1,7.0,13.0,Hoax GRY,,0.60  0.75  0.31,126  145  90,5  4  1,/  16  10  6  /,10  8  2,-11  -6  -5,67%  75%  50%,95  109  67,14%  17%  9%,0  0  0,2  1  1,-2  -1  -1,vibhoRR GRY,,0.80  0.17  1.23,165  13  267,11  0  11,/  16  7  9  /,7  3  4,-5  -7  +2,60%  38%  75%,106  3  174,29%  0%  30%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Venka GRY,,0.73  0.69  0.77,136  160  107,18  11  7,/  30  17  13  /,9  4  5,-12  -6  -6,53%  45%  61%,83  94  70,36%  31%  47%,3  1  2,6  3  3,-3  -2  -1,,,PanzeR GRY,,0.48  0.57  0.31,98  129  37,6  5  1,/  15  10  5  /,4  3  1,-9  -5  -4,44%  58%  17%,77  96  39,25%  24%  33%,0  0  0,1  0  1,-1  0  -1,Venka GRY,,0.66  0.58  0.71,96  121  81,7  3  4,/  15  7  8  /,8  3  5,-8  -4  -4,60%  50%  67%,64  82  52,38%  33%  44%,0  0  0,3  0  3,-3  0  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,vibhoRR GRY,,0.63  0.29  0.88,154  85  233,21  6  15,/  32  17  15  /,8  4  4,-11  -11  0,53%  40%  67%,99  49  156,35%  31%  37%,1  0  1,0  0  0,+1  0  +1,,,vibhoRR GRY,,0.46  0.42  0.53,143  133  164,10  6  4,/  16  10  6  /,1  1  0,-6  -4  -2,44%  42%  50%,92  79  118,43%  33%  63%,0  0  0,0  0  0,0  0  0,Deadly10 GRY,,0.56  0.24  0.78,162  92  209,9  2  7,/  19  8  11  /,5  2  3,-10  -6  -4,50%  38%  58%,114  64  147,22%  33%  19%,4  1  3,5  4  1,-1  -3  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
