,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,niffy AAA,,1.10  1.02  1.17,203  198  214,53  26  27,/  49  25  24  /,27  9  18,+4  +1  +3,71%  68%  75%,141  136  145,26%  25%  27%,9  4  5,6  3  3,+3  +1  +2,1.0,2.0,Raigard AAA,,1.17  1.54  0.81,228  258  200,20  12  8,/  17  7  10  /,13  9  4,+3  +5  -2,71%  75%  67%,151  169  133,28%  31%  23%,1  0  1,3  1  2,-2  -1  -1,niffy AAA,,1.31  1.20  1.42,268  275  262,24  12  12,/  17  10  7  /,10  1  9,+7  +2  +5,77%  69%  85%,195  189  201,26%  33%  18%,6  2  4,2  1  1,+4  +1  +3,Potter AAA,,1.10  1.41  0.76,221  324  110,19  14  5,/  16  8  8  /,4  3  1,+3  +6  -3,65%  75%  55%,136  190  77,29%  31%  23%,4  4  0,6  2  4,-2  +2  -4
1,Raigard AAA,,1.07  1.10  1.04,192  206  183,52  28  24,/  50  26  24  /,43  26  17,+2  +2  0,79%  81%  78%,129  137  121,27%  29%  25%,5  1  4,5  2  3,0  -1  +1,11.0,13.0,ChAlalala AAA,,1.06  1.09  1.04,201  163  239,18  7  11,/  15  5  10  /,6  3  3,+3  +2  +1,79%  92%  67%,125  110  140,18%  12%  23%,0  0  0,1  0  1,-1  0  -1,Raigard AAA,,1.25  1.03  1.47,225  239  211,24  12  12,/  15  9  6  /,13  6  7,+9  +3  +6,85%  85%  85%,146  155  137,26%  27%  26%,3  1  2,0  0  0,+3  +1  +2,niffy AAA,,0.99  1.02  0.96,170  183  157,14  8  6,/  14  7  7  /,7  4  3,0  +1  -1,65%  58%  73%,115  134  95,23%  20%  29%,1  1  0,3  2  1,-2  -1  -1
2,ChAlalala AAA,,1.02  0.92  1.12,191  161  222,54  23  31,/  43  20  23  /,12  4  8,+11  +3  +8,74%  73%  75%,115  98  132,22%  17%  26%,3  1  2,5  2  3,-2  -1  -1,14.0,12.0,niffy AAA,,0.99  0.85  1.12,171  129  213,15  6  9,/  18  8  10  /,10  4  6,-3  -2  -1,71%  75%  67%,105  82  129,29%  15%  47%,2  1  1,1  0  1,+1  +1  0,basbabe AAA,,1.12  0.94  1.31,226  222  231,20  9  11,/  17  10  7  /,12  9  3,+3  -1  +4,81%  85%  77%,150  145  155,41%  48%  36%,1  0  1,1  0  1,0  0  0,basbabe AAA,,0.94  0.65  1.26,251  181  329,19  7  12,/  22  12  10  /,10  6  4,-3  -5  +2,83%  83%  82%,162  121  206,33%  27%  38%,1  0  1,1  0  1,0  0  0
3,basbabe AAA,,0.94  0.77  1.12,212  185  241,51  22  29,/  58  32  26  /,31  18  13,-7  -10  +3,77%  78%  75%,143  119  168,34%  33%  34%,4  2  2,3  0  3,+1  +2  -1,10.0,13.0,basbabe AAA,,0.76  0.72  0.80,160  150  172,12  6  6,/  19  10  9  /,9  3  6,-7  -4  -3,67%  67%  67%,119  90  147,27%  25%  29%,2  2  0,1  0  1,+1  +2  -1,ChAlalala AAA,,1.10  0.78  1.42,178  130  228,19  7  12,/  13  8  5  /,2  0  2,+6  -1  +7,69%  62%  77%,96  71  121,16%  4%  26%,3  1  2,0  0  0,+3  +1  +2,ChAlalala AAA,,0.91  0.90  0.91,194  192  196,17  9  8,/  15  7  8  /,4  1  3,+2  +2  0,74%  67%  82%,125  116  135,35%  44%  29%,0  0  0,4  2  2,-4  -2  -2
4,Potter AAA,,0.85  0.82  0.87,204  219  189,49  28  21,/  58  29  29  /,17  6  11,-9  -1  -8,64%  57%  72%,129  129  130,21%  29%  13%,14  10  4,19  12  7,-5  -2  -3,,,Potter AAA,,0.76  0.69  0.83,219  222  217,16  9  7,/  22  10  12  /,7  3  4,-6  -1  -5,63%  42%  83%,139  125  153,15%  19%  11%,6  3  3,7  5  2,-1  -2  +1,Potter AAA,,0.69  0.36  1.03,173  118  229,14  5  9,/  20  11  9  /,6  0  6,-6  -6  0,65%  54%  77%,115  77  153,22%  45%  10%,4  3  1,6  5  1,-2  -2  0,Raigard AAA,,0.78  0.72  0.84,124  118  131,8  4  4,/  18  10  8  /,17  11  6,-10  -6  -4,83%  83%  82%,87  85  90,28%  29%  26%,1  0  1,2  1  1,-1  -1  0
5,PoomOneLove NKT,,1.11  1.21  1.01,196  220  173,51  30  21,/  48  26  22  /,21  7  14,+3  +4  -1,73%  81%  65%,128  144  112,29%  32%  26%,5  3  2,7  2  5,-2  +1  -3,,,Laz NKT,,1.27  1.35  1.19,242  313  172,21  15  6,/  15  9  6  /,7  3  4,+6  +6  0,83%  92%  75%,163  195  132,22%  19%  26%,5  3  2,1  0  1,+4  +3  +1,Laz NKT,,1.11  1.18  1.04,222  246  199,20  11  9,/  19  10  9  /,4  1  3,+1  +1  0,69%  62%  77%,155  175  135,44%  48%  39%,2  1  1,1  0  1,+1  +1  0,Teerapong NKT,,1.33  1.38  1.28,221  204  238,19  10  9,/  11  3  8  /,14  6  8,+8  +7  +1,96%  91%  100%,154  134  173,24%  21%  27%,1  0  1,0  0  0,+1  0  +1
6,Teerapong NKT,,1.09  0.82  1.37,214  155  271,53  20  33,/  50  25  25  /,34  17  17,+3  -5  +8,85%  81%  89%,150  110  189,19%  18%  20%,6  2  4,5  4  1,+1  -2  +3,,,PoomOneLove NKT,,1.18  1.46  0.90,200  288  114,18  14  4,/  14  7  7  /,10  3  7,+4  +7  -3,75%  92%  58%,128  174  82,26%  28%  20%,1  1  0,2  1  1,-1  0  -1,PoomOneLove NKT,,0.99  1.10  0.88,190  207  174,16  9  7,/  20  11  9  /,4  2  2,-4  -2  -2,73%  77%  69%,127  141  112,27%  41%  17%,1  1  0,4  1  3,-3  0  -3,PoomOneLove NKT,,1.16  1.06  1.25,197  162  230,17  7  10,/  14  8  6  /,7  2  5,+3  -1  +4,70%  73%  67%,129  114  142,36%  28%  44%,3  1  2,1  0  1,+2  +1  +1
7,Laz NKT,,1.04  1.11  0.96,205  230  184,56  32  24,/  52  26  26  /,12  4  8,+4  +6  -2,71%  72%  70%,136  152  120,26%  27%  24%,9  6  3,4  0  4,+5  +6  -1,,,qq NKT,,1.12  1.11  1.14,203  183  223,16  8  8,/  16  8  8  /,14  6  8,0  0  0,88%  83%  92%,136  115  156,27%  20%  35%,2  1  1,1  0  1,+1  +1  0,Teerapong NKT,,0.92  0.54  1.31,189  147  232,17  7  10,/  19  12  7  /,9  5  4,-2  -5  +3,81%  77%  85%,133  96  169,22%  26%  20%,0  0  0,0  0  0,0  0  0,qq NKT,,1.14  0.84  1.41,283  284  282,20  10  10,/  19  10  9  /,7  3  4,+1  0  +1,87%  91%  83%,188  179  196,13%  13%  14%,8  5  3,4  2  2,+4  +3  +1
8,qq NKT,,0.98  0.69  1.26,217  175  255,50  20  30,/  58  31  27  /,24  10  14,-8  -11  +3,73%  64%  81%,148  115  181,20%  16%  23%,12  7  5,13  9  4,-1  -2  +1,,,Teerapong NKT,,1.03  0.54  1.52,231  118  346,17  3  14,/  20  10  10  /,11  6  5,-3  -7  +4,79%  75%  83%,166  103  229,15%  10%  18%,5  2  3,5  4  1,0  -2  +2,socools0da NKT,,0.79  0.43  1.16,187  164  210,15  7  8,/  20  12  8  /,3  1  2,-5  -5  0,65%  54%  77%,136  121  152,30%  30%  30%,4  0  4,4  2  2,0  -2  +2,socools0da NKT,,0.99  1.18  0.81,182  258  114,14  9  5,/  15  9  6  /,6  4  2,-1  0  -1,70%  82%  58%,130  182  83,26%  23%  36%,2  1  1,0  0  0,+2  +1  +1
9,socools0da NKT,,0.90  0.88  0.93,191  224  159,48  28  20,/  51  29  22  /,16  9  7,-3  -1  -2,68%  69%  68%,127  147  108,26%  26%  26%,6  1  5,6  2  4,0  -1  +1,,,socools0da NKT,,0.92  1.03  0.82,203  257  150,19  12  7,/  16  8  8  /,7  4  3,+3  +4  -1,71%  75%  67%,115  144  86,22%  26%  16%,0  0  0,2  0  2,-2  0  -2,qq NKT,,0.69  0.14  1.23,165  74  258,14  2  12,/  23  13  10  /,3  1  2,-9  -11  +2,46%  23%  69%,124  60  189,27%  21%  29%,2  1  1,8  7  1,-6  -6  0,Laz NKT,,0.74  0.81  0.67,151  120  181,15  6  9,/  18  7  11  /,1  0  1,-3  -1  -2,61%  64%  58%,86  78  94,17%  21%  15%,2  2  0,2  0  2,0  +2  -2
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,JohnOlsen FS,,1.66  1.86  1.58,332  382  285,42  25  17,/  20  10  10  /,7  4  3,+22  +15  +7,86%  88%  83%,222  250  196,30%  40%  21%,3  1  2,6  2  4,-3  -1  -2,2.0,0.0,JohnOlsen FS,,1.57  1.57  1.58,323  367  236,22  17  5,/  12  9  3  /,5  3  2,+10  +8  +2,94%  92%  100%,224  247  179,50%  52%  45%,2  0  2,4  2  2,-2  -2  0,JohnOlsen FS,,1.75  2.15  1.58,341  418  309,20  8  12,/  8  1  7  /,2  1  1,+12  +7  +5,76%  80%  75%,220  258  205,20%  27%  16%,1  1  0,2  0  2,-1  +1  -2,,,,,,,,,,,,,,
