,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,Kadoom MiTH,,1.89  1.56  1.99,435  414  456,50  24  26,/  19  11  8  /,9  6  3,+31  +13  +18,90%  88%  93%,267  262  272,29%  34%  23%,17  8  9,4  2  2,+13  +6  +7,2.0,0.0,Kadoom MiTH,,1.81  1.14  2.04,427  219  496,25  3  22,/  10  3  7  /,4  2  2,+15  0  +15,94%  100%  92%,258  145  295,25%  44%  21%,9  1  8,3  1  2,+6  0  +6,Kadoom MiTH,,1.97  1.98  1.94,442  480  296,25  21  4,/  9  8  1  /,5  4  1,+16  +13  +3,87%  83%  100%,277  301  181,33%  33%  38%,8  7  1,1  1  0,+7  +6  +1,,,,,,,,,,,,,,
1,AloNeFillz MiTH,,1.46  1.66  1.52,258  250  268,31  16  15,/  15  8  7  /,11  4  7,+16  +8  +8,94%  94%  93%,171  158  185,24%  28%  19%,3  1  2,0  0  0,+3  +1  +2,13.0,3.0,Kntz MiTH,,1.68  1.10  1.87,288  238  306,16  3  13,/  7  3  4  /,16  1  15,+9  0  +9,88%  50%  100%,170  154  175,31%  29%  31%,1  1  0,0  0  0,+1  +1  0,kongared MiTH,,1.79  1.74  1.95,274  268  301,17  12  5,/  5  4  1  /,10  10  0,+12  +8  +4,80%  75%  100%,163  150  215,46%  45%  50%,2  2  0,0  0  0,+2  +2  0,,,,,,,,,,,,,,
2,Kntz MiTH,,1.45  1.16  1.56,207  154  270,23  9  14,/  13  7  6  /,23  5  18,+10  +2  +8,87%  75%  100%,127  103  153,28%  23%  32%,2  1  1,0  0  0,+2  +1  +1,13.0,2.0,AloNeFillz MiTH,,1.61  2.09  1.45,270  323  253,17  5  12,/  6  1  5  /,7  2  5,+11  +4  +7,94%  100%  92%,191  202  188,21%  44%  15%,1  0  1,0  0  0,+1  0  +1,AloNeFillz MiTH,,1.31  1.23  1.59,246  226  328,14  11  3,/  9  7  2  /,4  2  2,+5  +4  +1,93%  92%  100%,150  144  173,26%  24%  30%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,
3,kongared MiTH,,1.38  1.69  1.34,200  284  105,24  17  7,/  15  7  8  /,20  14  6,+9  +10  -1,81%  81%  80%,118  166  67,33%  38%  24%,2  2  0,0  0  0,+2  +2  0,,,seph1roth MiTH,,1.25  0.85  1.39,165  106  185,11  2  9,/  6  2  4  /,2  1  1,+5  0  +5,75%  75%  75%,114  66  130,20%  25%  20%,2  1  1,0  0  0,+2  +1  +1,Kntz MiTH,,1.23  1.23  1.25,126  126  130,7  6  1,/  6  4  2  /,7  4  3,+1  +2  -1,87%  83%  100%,82  86  67,24%  21%  50%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
4,seph1roth MiTH,,1.08  0.78  1.56,150  111  192,17  6  11,/  13  9  4  /,5  3  2,+4  -3  +7,77%  75%  80%,103  72  136,24%  29%  22%,2  1  1,1  1  0,+1  0  +1,,,kongared MiTH,,0.96  1.64  0.74,125  334  57,7  5  2,/  10  3  7  /,10  4  6,-3  +2  -5,81%  100%  75%,77  217  30,20%  29%  9%,0  0  0,0  0  0,0  0  0,seph1roth MiTH,,0.91  0.71  1.72,134  113  220,6  4  2,/  7  7  0  /,3  2  1,-1  -3  +2,80%  75%  100%,91  74  160,30%  29%  33%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,
5,NIZ INFN,,0.74  0.40  0.86,172  122  217,18  7  11,/  26  14  12  /,10  5  5,-8  -7  -1,55%  47%  63%,119  86  150,41%  60%  33%,0  0  0,2  1  1,-2  -1  -1,,,NIZ INFN,,0.80  0.79  0.82,153  152  156,9  7  2,/  14  11  3  /,6  5  1,-5  -4  -1,50%  58%  25%,111  107  123,52%  60%  38%,0  0  0,0  0  0,0  0  0,notxd INFN,,0.76  0.82  0.75,229  289  215,10  3  7,/  14  3  11  /,1  0  1,-4  0  -4,47%  67%  42%,143  150  141,29%  19%  35%,0  0  0,2  0  2,-2  0  -2,,,,,,,,,,,,,,
6,KhanBigD INFN,,0.64  0.42  0.92,160  99  215,16  6  10,/  27  14  13  /,8  5  3,-11  -8  -3,45%  33%  56%,105  65  143,39%  27%  45%,1  0  1,6  3  3,-5  -3  -2,,,slash INFN,,0.72  0.74  0.69,209  221  175,11  8  3,/  16  12  4  /,2  2  0,-5  -4  -1,63%  58%  75%,133  146  96,25%  23%  33%,1  1  0,2  1  1,-1  0  -1,NIZ INFN,,0.68  0.02  0.89,190  0  238,9  0  9,/  12  3  9  /,4  0  4,-3  -3  0,60%  0%  75%,127  0  159,32%  32%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,
7,notxd INFN,,0.62  0.61  0.74,190  149  227,17  7  10,/  30  15  15  /,3  2  1,-13  -8  -5,48%  47%  50%,121  89  151,30%  34%  28%,2  1  1,4  2  2,-2  -1  -1,,,KhanBigD INFN,,0.62  0.46  1.09,135  93  265,8  5  3,/  14  11  3  /,6  5  1,-6  -6  0,44%  33%  75%,91  61  181,42%  30%  56%,0  0  0,3  3  0,-3  -3  0,KhanBigD INFN,,0.67  0.37  0.74,184  126  199,8  1  7,/  13  3  10  /,2  0  2,-5  -2  -3,47%  33%  50%,120  77  131,36%  20%  40%,1  0  1,3  0  3,-2  0  -2,,,,,,,,,,,,,,
8,slash INFN,,0.59  0.38  0.64,166  180  156,18  8  10,/  31  15  16  /,4  3  1,-13  -7  -6,61%  53%  69%,104  121  88,27%  21%  35%,2  1  1,5  3  2,-3  -2  -1,,,notxd INFN,,0.49  0.41  0.73,151  114  263,7  4  3,/  16  12  4  /,2  2  0,-9  -8  -1,50%  42%  75%,101  74  182,33%  50%  21%,2  1  1,2  2  0,0  -1  +1,slash INFN,,0.45  0.02  0.60,123  20  149,7  0  7,/  15  3  12  /,2  1  1,-8  -3  -5,60%  33%  67%,72  20  85,31%  0%  36%,1  0  1,3  2  1,-2  -2  0,,,,,,,,,,,,,,
9,Fewkungz INFN,,0.15  0.31  0.06,66  122  16,6  6  0,/  31  15  16  /,6  4  2,-25  -9  -16,45%  53%  38%,45  76  16,30%  47%  0%,0  0  0,9  4  5,-9  -4  -5,,,Fewkungz INFN,,0.13  0.23  0.02,83  112,4  4  0,/  16  12  4  /,3  3  0,-12  -8  -4,44%  50%  25%,51  68,45%  45%,0  0  0,6  4  2,-6  -4  -2,Fewkungz INFN,,0.17  0.38  0.11,49  162  22,2  2  0,/  15  3  12  /,3  1  2,-13  -1  -12,47%  67%  42%,39  106  22,17%  50%  0%,0  0  0,3  0  3,-3  0  -3,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,siraphop XIA,,1.34  1.00  1.69,237  144  341,37  13  24,/  23  14  9  /,16  8  8,+14  -1  +15,86%  82%  90%,149  91  213,27%  32%  25%,4  1  3,3  2  1,+1  -1  +2,2.0,0.0,aLerT XIA,,1.50  0.87  2.02,296  188  388,25  7  18,/  11  8  3  /,5  0  5,+14  -1  +15,73%  50%  92%,189  105  258,31%  29%  31%,5  2  3,2  2  0,+3  0  +3,xZe XIA,,1.41  1.18  1.75,261  229  309,19  10  9,/  13  8  5  /,15  7  8,+6  +2  +4,85%  75%  100%,159  140  187,54%  48%  64%,3  1  2,1  1  0,+2  0  +2,,,,,,,,,,,,,,
12,aLerT XIA,,1.33  0.91  1.75,251  203  311,39  14  25,/  22  16  6  /,8  3  5,+17  -2  +19,76%  64%  90%,166  130  206,26%  20%  32%,9  5  4,4  3  1,+5  +2  +3,13.0,9.0,siraphop XIA,,1.47  1.02  1.84,239  131  330,19  5  14,/  10  6  4  /,9  3  6,+9  -1  +10,91%  80%  100%,160  101  210,33%  36%  32%,2  0  2,1  1  0,+1  -1  +2,LBY XIA,,1.24  0.71  2.04,207  123  334,15  5  10,/  12  9  3  /,9  3  6,+3  -4  +7,85%  75%  100%,137  77  226,36%  21%  45%,2  1  1,2  2  0,0  -1  +1,,,,,,,,,,,,,,
13,xZe XIA,,1.16  1.00  1.36,199  188  206,29  14  15,/  26  15  11  /,28  13  15,+3  -1  +4,74%  64%  85%,121  117  125,55%  50%  63%,4  1  3,2  1  1,+2  0  +2,13.0,7.0,RoLEX XIA,,1.10  0.96  1.22,211  177  240,15  5  10,/  15  8  7  /,5  3  2,0  -3  +3,73%  70%  75%,137  140  134,20%  35%  14%,5  2  3,3  2  1,+2  0  +2,siraphop XIA,,1.21  0.98  1.54,235  154  357,18  8  10,/  13  8  5  /,7  5  2,+5  0  +5,80%  83%  75%,137  83  217,21%  29%  18%,2  1  1,2  1  1,0  0  0,,,,,,,,,,,,,,
14,LBY XIA,,1.13  0.63  1.71,163  119  208,24  9  15,/  25  18  7  /,23  7  16,-1  -9  +8,83%  73%  95%,104  75  137,28%  17%  37%,2  1  1,4  3  1,-2  -2  0,,,LBY XIA,,1.01  0.56  1.39,119  114  124,9  4  5,/  13  9  4  /,14  4  10,-4  -5  +1,82%  70%  92%,75  73  77,19%  13%  25%,0  0  0,2  1  1,-2  -1  -1,aLerT XIA,,1.16  0.94  1.48,206  215  195,14  7  7,/  11  8  3  /,3  3  0,+3  -1  +4,80%  75%  88%,142  151  128,21%  16%  33%,4  3  1,2  1  1,+2  +2  0,,,,,,,,,,,,,,
