,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,Governor TTR,,1.32  1.59  1.04,264  349  173,41  29  12,/  29  15  14  /,7  3  4,+12  +14  -2,84%  91%  77%,170  223  115,26%  31%  18%,10  7  3,1  0  1,+9  +7  +2,2.0,0.0,Rossy TTR,,1.38  1.09  1.64,249  161  331,20  7  13,/  14  8  6  /,15  10  5,+6  -1  +7,96%  91%  100%,159  92  221,18%  16%  20%,3  1  2,1  1  0,+2  0  +2,Governor TTR,,1.41  1.75  0.99,319  394  231,24  18  6,/  16  8  8  /,4  2  2,+8  +10  -2,86%  92%  80%,212  264  151,30%  36%  17%,5  3  2,1  0  1,+4  +3  +1,,,,,,,,,,,,,,
1,Rossy TTR,,1.20  1.05  1.35,228  160  301,36  14  22,/  27  14  13  /,23  15  8,+9  0  +9,84%  78%  91%,151  105  199,23%  26%  21%,5  2  3,3  3  0,+2  -1  +3,13.0,10.0,dazzLe TTR,,1.28  0.83  1.68,314  262  362,25  10  15,/  17  9  8  /,4  2  2,+8  +1  +7,74%  64%  83%,204  172  233,30%  27%  32%,3  1  2,4  2  2,-1  -1  0,WeDid TTR,,1.09  1.42  0.69,227  284  160,18  12  6,/  15  7  8  /,10  7  3,+3  +5  -2,73%  92%  50%,155  197  106,39%  48%  24%,2  2  0,2  0  2,0  +2  -2,,,,,,,,,,,,,,
2,dazzLe TTR,,1.14  1.04  1.20,243  233  258,37  18  19,/  33  18  15  /,21  18  3,+4  0  +4,76%  74%  77%,160  153  168,31%  26%  36%,5  2  3,6  2  4,-1  0  -1,13.0,9.0,Governor TTR,,1.24  1.42  1.08,208  301  124,17  11  6,/  13  7  6  /,3  1  2,+4  +4  0,83%  91%  75%,129  178  84,21%  23%  18%,5  4  1,0  0  0,+5  +4  +1,Rossy TTR,,1.03  1.00  1.07,207  159  265,16  7  9,/  13  6  7  /,8  5  3,+3  +1  +2,73%  67%  80%,142  116  173,29%  39%  23%,2  1  1,2  2  0,0  -1  +1,,,,,,,,,,,,,,
3,WeDid TTR,,0.99  1.06  0.89,188  206  166,29  16  13,/  30  15  15  /,18  11  7,-1  +1  -2,76%  83%  68%,124  140  107,32%  41%  23%,3  2  1,4  1  3,-1  +1  -2,,,WeDid TTR,,0.89  0.69  1.08,148  122  172,11  4  7,/  15  8  7  /,8  4  4,-4  -4  0,78%  73%  83%,94  79  109,24%  29%  22%,1  0  1,2  1  1,-1  -1  0,dazzLe TTR,,1.00  1.25  0.71,172  206  132,12  8  4,/  16  9  7  /,17  16  1,-4  -1  -3,77%  83%  70%,115  136  90,32%  24%  50%,2  1  1,2  0  2,0  +1  -1,,,,,,,,,,,,,,
4,Add3r TTR,,0.82  0.83  0.80,179  171  188,31  15  16,/  31  16  15  /,9  6  3,0  -1  +1,73%  78%  68%,118  116  121,35%  33%  38%,3  1  2,5  3  2,-2  -2  0,,,Add3r TTR,,0.75  0.73  0.77,175  153  196,15  6  9,/  16  8  8  /,7  4  3,-1  -2  +1,78%  91%  67%,111  98  123,42%  57%  32%,1  0  1,3  1  2,-2  -1  -1,Add3r TTR,,0.88  0.93  0.83,183  188  178,16  9  7,/  15  8  7  /,2  2  0,+1  +1  0,68%  67%  70%,126  132  118,30%  22%  43%,2  1  1,2  2  0,0  -1  +1,,,,,,,,,,,,,,
5,kana Blinn,,1.20  1.33  1.14,259  284  237,39  22  17,/  31  15  16  /,6  1  5,+8  +7  +1,69%  73%  65%,172  180  164,20%  26%  14%,7  3  4,7  4  3,0  -1  +1,,,kana Blinn,,1.51  1.21  1.84,293  276  313,23  11  12,/  13  9  4  /,4  0  4,+10  +2  +8,78%  67%  91%,189  178  200,18%  21%  15%,6  2  4,2  2  0,+4  0  +4,jovahnii Blinn,,1.20  1.25  1.16,249  223  272,18  8  10,/  17  7  10  /,8  2  6,+1  +1  0,82%  70%  92%,141  119  159,24%  17%  29%,2  1  1,2  1  1,0  0  0,,,,,,,,,,,,,,
6,MANBEARPIG Blinn,,1.08  0.86  1.31,249  200  298,38  16  22,/  35  16  19  /,10  2  8,+3  0  +3,67%  64%  70%,173  123  222,18%  12%  22%,8  4  4,5  2  3,+3  +2  +1,,,MANBEARPIG Blinn,,1.26  0.87  1.67,279  233  329,21  9  12,/  18  10  8  /,6  2  4,+3  -1  +4,70%  58%  82%,199  151  251,17%  13%  21%,3  2  1,2  1  1,+1  +1  0,MANBEARPIG Blinn,,0.90  0.85  0.94,219  160  270,17  7  10,/  17  6  11  /,4  0  4,0  +1  -1,64%  70%  58%,146  88  194,20%  9%  24%,5  2  3,3  1  2,+2  +1  +1,,,,,,,,,,,,,,
7,jovahnii Blinn,,0.94  1.00  0.89,185  170  197,29  13  16,/  36  17  19  /,14  6  8,-7  -4  -3,69%  64%  74%,109  100  118,23%  19%  27%,3  2  1,5  3  2,-2  -1  -1,,,Spaz Blinn,,0.77  0.77  0.76,190  180  202,15  8  7,/  17  10  7  /,6  4  2,-2  -2  0,70%  67%  73%,123  114  132,24%  32%  17%,0  0  0,1  0  1,-1  0  -1,kana Blinn,,0.89  1.45  0.43,225  294  168,16  11  5,/  18  6  12  /,2  1  1,-2  +5  -7,59%  80%  42%,154  182  131,24%  38%  14%,1  1  0,5  2  3,-4  -1  -3,,,,,,,,,,,,,,
8,Spaz Blinn,,0.82  0.93  0.73,176  174  178,29  14  15,/  34  17  17  /,11  8  3,-5  -3  -2,64%  68%  61%,113  121  105,21%  24%  18%,0  0  0,3  1  2,-3  -1  -2,,,jovahnii Blinn,,0.69  0.74  0.62,121  126  117,11  5  6,/  19  10  9  /,6  4  2,-8  -5  -3,57%  58%  55%,79  85  72,22%  21%  23%,1  1  0,3  2  1,-2  -1  -1,Spaz Blinn,,0.88  1.09  0.71,161  167  157,14  6  8,/  17  7  10  /,5  4  1,-3  -1  -2,59%  70%  50%,102  128  81,19%  17%  20%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,
9,monSi Blinn,,0.50  0.48  0.55,104  103  104,14  6  8,/  38  19  19  /,10  5  5,-24  -13  -11,49%  45%  52%,73  72  74,23%  18%  27%,1  1  0,6  2  4,-5  -1  -4,,,monSi Blinn,,0.23  0.05  0.42,58  49  68,4  1  3,/  21  12  9  /,3  1  2,-17  -11  -6,35%  33%  36%,47  37  58,29%  33%  27%,0  0  0,5  2  3,-5  -2  -3,monSi Blinn,,0.78  0.90  0.68,150  168  136,10  5  5,/  17  7  10  /,7  4  3,-7  -2  -5,64%  60%  67%,100  115  88,21%  16%  27%,1  1  0,1  0  1,0  +1  -1,,,,,,,,,,,,,,
