,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Banger 4AM,,,258.0,15.0,/  14  /,3.0,1.0,,,,3.0,,,0.0,2.0,Banger 4AM,,,258.0,15.0,/  14  /,3.0,1.0,,,,3.0,,,Ace 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,XuAN 4AM,,,195.0,11.0,/  13  /,2.0,-2.0,,,,,,,3.0,13.0,XuAN 4AM,,,195.0,11.0,/  13  /,2.0,-2.0,,,,,,,XuAN 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Ace 4AM,,,129.0,8.0,/  14  /,1.0,-6.0,,,,,,,4.0,13.0,Ace 4AM,,,129.0,8.0,/  14  /,1.0,-6.0,,,,,,,PAULTATO 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PAULTATO 4AM,,,114.0,5.0,/  15  /,2.0,-10.0,,,,,,,,,PAULTATO 4AM,,,114.0,5.0,/  15  /,2.0,-10.0,,,,,,,UdoTan 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,UdoTan 4AM,,,60.0,2.0,/  15  /,3.0,-13.0,,,,,,,,,UdoTan 4AM,,,60.0,2.0,/  15  /,3.0,-13.0,,,,,,,Banger 4AM,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Lysoar FPX,,,267.0,17.0,/  8  /,3.0,9.0,,,,,,,,,Lysoar FPX,,,267.0,17.0,/  8  /,3.0,9.0,,,,,,,AAAAY FPX,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,nizhaoTZH FPX,,,255.0,16.0,/  9  /,4.0,7.0,,,,,,,,,nizhaoTZH FPX,,,255.0,16.0,/  9  /,4.0,7.0,,,,,,,BerLIN FPX,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Autumn FPX,,,227.0,14.0,/  9  /,2.0,5.0,,,,,,,,,Autumn FPX,,,227.0,14.0,/  9  /,2.0,5.0,,,,,,,nizhaoTZH FPX,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,AAAAY FPX,,,220.0,13.0,/  8  /,5.0,5.0,,,,,,,,,AAAAY FPX,,,220.0,13.0,/  8  /,5.0,5.0,,,,,,,Lysoar FPX,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,BerLIN FPX,,,173.0,11.0,/  7  /,5.0,4.0,,,,,,,,,BerLIN FPX,,,173.0,11.0,/  7  /,5.0,4.0,,,,,,,Autumn FPX,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,JohnOlsen FS,,1.72  1.75  1.76,297  340  294,36  11  25,/  15  5  10  /,8  1  7,+21  +6  +15,100%  100%  100%,201  208  199,22%  31%  19%,9  3  6,1  1  0,+8  +2  +6,2.0,0.0,JohnOlsen FS,,1.73  1.48  1.87,359  343  369,24  9  15,/  11  5  6  /,6  1  5,+13  +4  +9,100%  100%  100%,231  205  246,18%  22%  16%,6  2  4,1  1  0,+5  +1  +4,foxz FS,,1.78  1.70  1.80,286  289  286,15  2  13,/  4  0  4  /,4  0  4,+11  +2  +9,100%  100%  100%,179  218  173,32%  50%  29%,2  0  2,0  0  0,+2  0  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PTC FS,,1.63  1.76  1.52,290  349  269,36  12  24,/  14  4  10  /,14  7  7,+22  +8  +14,88%  100%  83%,171  193  162,22%  14%  25%,6  0  6,1  0  1,+5  0  +5,13.0,6.0,PTC FS,,1.70  2.12  1.45,295  422  222,21  11  10,/  8  3  5  /,6  5  1,+13  +8  +5,84%  100%  75%,178  237  144,22%  11%  35%,3  0  3,0  0  0,+3  0  +3,Sushiboys FS,,1.77  2.52  1.65,256  410  230,15  4  11,/  3  0  3  /,5  0  5,+12  +4  +8,100%  100%  100%,166  225  156,28%  80%  21%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Sushiboys FS,,1.50  1.79  1.49,225  193  230,27  7  20,/  15  4  11  /,17  4  13,+12  +3  +9,85%  78%  88%,148  135  153,23%  47%  17%,2  1  1,2  0  2,0  +1  -1,13.0,1.0,Sushiboys FS,,1.23  1.07  1.33,194  131  231,12  3  9,/  12  4  8  /,12  4  8,0  -1  +1,74%  71%  75%,135  110  150,19%  33%  13%,1  0  1,2  0  2,-1  0  -1,JohnOlsen FS,,1.70  2.02  1.65,235  329  220,12  2  10,/  4  0  4  /,2  0  2,+8  +2  +6,100%  100%  100%,161  219  151,33%  67%  26%,3  1  2,0  0  0,+3  +1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,foxz FS,,1.42  1.25  1.50,216  153  226,24  4  20,/  13  4  9  /,15  6  9,+11  0  +11,91%  89%  92%,138  125  143,26%  25%  27%,2  0  2,3  2  1,-1  -2  +1,,,Leviathan FS,,1.20  1.17  1.22,200  216  191,15  6  9,/  11  5  6  /,8  4  4,+4  +1  +3,89%  100%  83%,128  137  122,37%  40%  35%,3  2  1,0  0  0,+3  +2  +1,PTC FS,,1.57  1.40  1.60,284  92  317,15  1  14,/  6  1  5  /,8  2  6,+9  0  +9,93%  100%  92%,161  39  181,21%  100%  20%,3  0  3,1  0  1,+2  0  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Leviathan FS,,1.28  1.19  1.30,221  202  224,27  7  20,/  19  6  13  /,13  6  7,+8  +1  +7,91%  100%  88%,143  124  150,41%  37%  43%,6  2  4,1  0  1,+5  +2  +3,,,foxz FS,,1.05  0.80  1.20,146  115  165,9  2  7,/  9  4  5  /,11  6  5,0  -2  +2,84%  86%  83%,108  98  113,21%  14%  24%,0  0  0,3  2  1,-3  -2  -1,Leviathan FS,,1.35  1.21  1.37,242  154  257,12  1  11,/  8  1  7  /,5  2  3,+4  0  +4,93%  100%  92%,163  78  177,46%  25%  50%,3  0  3,1  0  1,+2  0  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ZRIP ARC,,0.84  0.72  1.03,220  208  310,26  16  10,/  28  21  7  /,2  1  1,-2  -5  +3,52%  42%  78%,149  138  176,29%  28%  31%,5  3  2,9  8  1,-4  -5  +1,,,ZRIP ARC,,1.23  0.96  1.67,320  278  395,20  10  10,/  15  10  5  /,2  1  1,+5  0  +5,68%  58%  86%,200  187  222,27%  24%  32%,4  2  2,3  2  1,+1  0  +1,DELP ARC,,0.49  0.52  0.29,136  130  173,6  5  1,/  14  12  2  /,2  2  0,-8  -7  -1,50%  50%  50%,101  100  104,30%  33%  20%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,DELP ARC,,0.53  0.62  0.31,126  126  122,13  10  3,/  29  21  8  /,4  3  1,-16  -11  -5,52%  54%  44%,86  88  81,22%  21%  25%,0  0  0,1  1  0,-1  -1  0,,,Sou ARC,,0.66  0.62  0.75,166  121  245,11  6  5,/  17  10  7  /,2  0  2,-6  -4  -2,63%  58%  71%,110  71  178,20%  31%  16%,1  0  1,3  1  2,-2  -1  -1,ZRIP ARC,,0.46  0.47  0.38,120  139  14,6  6  0,/  13  11  2  /,0  0  0,-7  -5  -2,29%  25%  50%,78  89  14,36%  38%  0%,1  1  0,6  6  0,-5  -5  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Sou ARC,,0.43  0.39  0.51,116  89  220,13  7  6,/  31  22  9  /,7  5  2,-18  -15  -3,61%  58%  67%,84  56  157,20%  25%  17%,1  0  1,5  3  2,-4  -3  -1,,,DELP ARC,,0.58  0.72  0.33,115  121  107,7  5  2,/  15  9  6  /,2  1  1,-8  -4  -4,53%  58%  43%,75  76  74,18%  13%  27%,0  0  0,1  1  0,-1  -1  0,MJM ARC,,0.26  0.34  0.01,127  147  13,7  7  0,/  14  12  2  /,1  1  0,-7  -5  -2,50%  58%,78  89  13,26%  28%  0%,1  1  0,3  2  1,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Scarlett ARC,,0.36  0.38  0.27,135  141  126,12  9  3,/  32  23  9  /,7  4  3,-20  -14  -6,45%  50%  33%,91  87  102,27%  36%  12%,1  1  0,5  3  2,-4  -2  -2,,,Scarlett ARC,,0.46  0.43  0.52,146  137  163,8  5  3,/  18  11  7  /,5  2  3,-10  -6  -4,47%  50%  43%,104  88  131,22%  33%  12%,1  1  0,4  3  1,-3  -2  -1,Scarlett ARC,,0.26  0.34  0.01,124  146,4  4  0,/  14  12  2  /,2  2  0,-10  -8  -2,43%  50%,74  87,38%  38%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MJM ARC,,0.29  0.28  0.26,95  115  24,12  11  1,/  30  22  8  /,7  3  4,-18  -11  -7,45%  46%  44%,57  71  21,27%  25%  50%,1  1  0,5  4  1,-4  -3  -1,,,MJM ARC,,0.33  0.23  0.50,62  84  27,5  4  1,/  16  10  6  /,6  2  4,-11  -6  -5,42%  33%  57%,42  53  23,27%  20%  100%,0  0  0,2  2  0,-2  -2  0,Sou ARC,,0.19  0.17  0.27,66  56  130,2  1  1,/  14  12  2  /,5  5  0,-12  -11  -1,57%  58%  50%,48  42  85,20%  18%  25%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,WsLeo LGD,,,246,35,/  33  /,13,2,,,,3.0,,,0.0,2.0,diseased LGD,,,299,21,/  17  /,9,4,,,,2.0,,,WsLeo LGD,,,282,20,/  15  /,3,5,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,diseased LGD,,,236,35,/  32  /,12,3,,,,2.0,,,8.0,13.0,watasink LGD,,,230,17,/  16  /,3,1,,,,,,,Kiuuuu LGD,,,247,19,/  15  /,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,watasink LGD,,,176,27,/  32  /,4,-5,,,,,,,9.0,13.0,WsLeo LGD,,,209,15,/  18  /,10,-3,,,,,,,diseased LGD,,,172,14,/  15  /,3,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Kiuuuu LGD,,,167,25,/  33  /,6,-8,,,,,,,,,GGHuiii LGD,,,192,13,/  18  /,5,-5,,,,,,,GGHuiii LGD,,,123,10,/  16  /,6,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,GGHuiii LGD,,,158,23,/  34  /,11,-11,,,,,,,,,Kiuuuu LGD,,,86,6,/  18  /,4,-12,,,,,,,watasink LGD,,,121,10,/  16  /,1,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,miKa AG,,,260,39,/  26  /,23,13,,,,4.0,,,,,miKa AG,,,285,21,/  13  /,16,8,,,,2.0,,,miKa AG,,,234,18,/  13  /,7,5,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,BeYN AG,,,242,38,/  31  /,8,7,,,,,,,,,BeYN AG,,,277,22,/  16  /,2,6,,,,,,,Playerr AG,,,223,18,/  18  /,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,X3B AG,,,197,31,/  28  /,15,3,,,,,,,,,Naschzz AG,,,231,17,/  15  /,16,2,,,,,,,BeYN AG,,,206,16,/  15  /,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Naschzz AG,,,184,27,/  30  /,27,-3,,,,,,,,,X3B AG,,,206,16,/  16  /,8,0,,,,,,,X3B AG,,,188,15,/  12  /,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Playerr AG,,,177,29,/  30  /,5,-1,,,,,,,,,Playerr AG,,,131,11,/  12  /,2,-1,,,,,,,Naschzz AG,,,136,10,/  15  /,11,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Kntz MiTH,,1.15  1.41  0.88,207  233  186,41  24  17,/  33  13  20  /,27  19  8,+8  +11  -3,76%  86%  67%,139  155  122,27%  26%  30%,3  2  1,3  1  2,0  +1  -1,2.0,0.0,seph1roth MiTH,,1.22  0.75  1.73,280  241  323,23  10  13,/  16  11  5  /,3  1  2,+7  -1  +8,70%  67%  73%,174  150  201,24%  26%  23%,2  0  2,6  4  2,-4  -4  0,kongared MiTH,,1.46  1.46  1.46,263  223  304,28  13  15,/  18  6  12  /,15  10  5,+10  +7  +3,75%  94%  56%,175  154  196,29%  31%  27%,4  2  2,1  1  0,+3  +1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,kongared MiTH,,1.15  1.12  1.17,208  204  231,40  20  20,/  33  15  18  /,24  16  8,+7  +5  +2,80%  93%  67%,147  144  150,26%  27%  25%,4  2  2,2  2  0,+2  0  +2,13.0,10.0,cgrs MiTH,,1.22  1.24  1.19,208  207  211,16  10  6,/  15  8  7  /,10  2  8,+1  +2  -1,74%  75%  73%,139  135  142,20%  21%  19%,0  0  0,0  0  0,0  0  0,Kntz MiTH,,1.34  1.71  0.97,220  247  195,24  14  10,/  17  5  12  /,21  15  6,+7  +9  -2,81%  100%  63%,138  159  117,27%  29%  24%,2  2  0,1  1  0,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,cgrs MiTH,,1.12  1.30  0.93,192  220  158,36  24  12,/  33  16  17  /,12  4  8,+3  +8  -5,69%  82%  56%,123  138  109,28%  31%  24%,1  1  0,1  0  1,0  +1  -1,17.0,15.0,Kadoom MiTH,,1.17  0.90  1.46,268  220  321,21  8  13,/  16  10  6  /,7  4  3,+5  -2  +7,70%  58%  82%,161  129  196,21%  13%  32%,5  2  3,6  5  1,-1  -3  +2,cgrs MiTH,,1.02  1.36  0.68,176  230  123,20  14  6,/  18  8  10  /,2  2  0,+2  +6  -4,66%  88%  44%,113  140  85,34%  38%  29%,1  1  0,1  0  1,0  +1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,seph1roth MiTH,,1.05  0.99  1.14,214  223  184,38  21  17,/  36  19  17  /,15  10  5,+2  +2  0,67%  79%  56%,126  140  113,23%  23%  22%,3  0  3,9  5  4,-6  -5  -1,,,Kntz MiTH,,0.96  1.10  0.79,193  213  173,17  10  7,/  16  8  8  /,6  4  2,+1  +2  -1,70%  67%  73%,141  150  130,28%  21%  40%,1  0  1,2  0  2,-1  0  -1,Kadoom MiTH,,0.91  1.29  0.53,217  339  95,25  20  5,/  24  12  12  /,3  2  1,+1  +8  -7,66%  94%  38%,128  197  60,20%  26%  4%,9  6  3,9  2  7,0  +4  -4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Kadoom MiTH,,1.04  1.10  1.00,243  288  187,46  28  18,/  40  22  18  /,10  6  4,+6  +6  0,67%  79%  56%,142  168  115,20%  20%  20%,14  8  6,15  7  8,-1  +1  -2,,,kongared MiTH,,0.83  0.79  0.88,152  178  124,12  7  5,/  15  9  6  /,9  6  3,-3  -2  -1,87%  92%  82%,107  130  83,21%  22%  20%,0  0  0,1  1  0,-1  -1  0,seph1roth MiTH,,0.89  1.23  0.55,148  210  88,15  11  4,/  20  8  12  /,12  9  3,-5  +3  -8,66%  88%  44%,92  131  53,21%  21%  21%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,endoist VLTH,,1.03  1.02  1.02,268  267  253,49  25  24,/  45  20  25  /,8  3  5,+4  +5  -1,69%  70%  68%,164  167  162,23%  24%  22%,14  5  9,7  5  2,+7  0  +7,,,endoist VLTH,,1.09  0.73  1.43,318  231  398,26  9  17,/  20  10  10  /,1  0  1,+6  -1  +7,78%  55%  100%,189  129  244,24%  22%  24%,11  4  7,3  3  0,+8  +1  +7,harddora VLTH,,1.14  1.62  0.66,261  321  202,29  18  11,/  22  8  14  /,4  3  1,+7  +10  -3,75%  88%  63%,168  200  136,34%  33%  35%,7  7  0,2  1  1,+5  +6  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,harddora VLTH,,1.02  1.17  0.86,191  222  184,39  22  17,/  38  16  22  /,16  5  11,+1  +6  -5,75%  78%  71%,132  138  126,33%  32%  34%,7  7  0,4  3  1,+3  +4  -1,,,MERjie VLTH,,1.06  0.85  1.25,202  166  236,15  5  10,/  17  9  8  /,11  7  4,-2  -4  +2,61%  55%  67%,154  132  174,28%  27%  29%,0  0  0,0  0  0,0  0  0,endoist VLTH,,0.96  1.30  0.61,218  293  145,23  16  7,/  25  10  15  /,7  3  4,-2  +6  -8,63%  81%  44%,147  192  101,23%  25%  17%,3  1  2,4  2  2,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,FonTuz VLTH,,0.93  0.91  0.94,167  157  173,32  15  17,/  37  16  21  /,17  9  8,-5  -1  -4,75%  78%  71%,111  105  117,25%  29%  22%,6  2  4,7  2  5,-1  0  -1,,,FonTuz VLTH,,0.95  0.85  1.03,178  178  179,14  6  8,/  16  8  8  /,12  6  6,-2  -2  0,78%  73%  83%,110  113  107,26%  25%  28%,3  1  2,2  1  1,+1  0  +1,FonTuz VLTH,,0.91  0.97  0.85,155  142  169,18  9  9,/  21  8  13  /,5  3  2,-3  +1  -4,72%  81%  63%,112  99  124,25%  33%  19%,3  1  2,5  1  4,-2  0  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,MERjie VLTH,,0.92  1.02  0.80,169  164  164,29  14  15,/  40  16  24  /,22  16  6,-11  -2  -9,60%  67%  54%,121  120  122,27%  26%  27%,1  1  0,2  0  2,-1  +1  -2,,,harddora VLTH,,0.90  0.72  1.07,120  78  159,10  4  6,/  16  8  8  /,12  2  10,-6  -4  -2,74%  64%  83%,81  47  113,30%  25%  32%,0  0  0,2  2  0,-2  -2  0,MERjie VLTH,,0.77  1.19  0.36,135  162  110,14  9  5,/  23  7  16  /,11  9  2,-9  +2  -11,59%  75%  44%,97  111  83,24%  25%  24%,1  1  0,2  0  2,-1  +1  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,VADE VLTH,,0.69  0.87  0.52,133  149  111,26  15  11,/  42  18  24  /,10  4  6,-16  -3  -13,65%  78%  54%,84  101  68,42%  53%  30%,2  0  2,5  2  3,-3  -2  -1,,,VADE VLTH,,0.73  0.97  0.50,154  201  112,13  8  5,/  20  9  11  /,5  2  3,-7  -1  -6,70%  73%  67%,103  140  69,40%  42%  36%,1  0  1,1  0  1,0  0  0,VADE VLTH,,0.65  0.76  0.54,112  113  111,13  7  6,/  22  9  13  /,5  2  3,-9  -2  -7,63%  81%  44%,71  75  68,44%  73%  25%,1  0  1,4  2  2,-3  -2  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,kaajak Z10,,1.31  1.15  1.53,295  243  353,72  30  42,/  48  25  23  /,1  0  1,+24  +5  +19,62%  59%  66%,192  162  225,42%  46%  38%,15  4  11,17  11  6,-2  -7  +5,1.0,2.0,kaajak Z10,,1.16  0.97  1.42,260  219  315,20  9  11,/  17  10  7  /,0  0  0,+3  -1  +4,52%  42%  67%,156  133  186,44%  44%  44%,5  2  3,7  5  2,-2  -3  +1,kaajak Z10,,1.51  0.94  2.13,342  189  511,29  8  21,/  16  9  7  /,1  0  1,+13  -1  +14,74%  67%  82%,225  127  332,33%  37%  32%,7  1  6,6  6  0,+1  -5  +6,kaajak Z10,,1.26  1.53  1.04,282  338  237,23  13  10,/  15  6  9  /,0  0  0,+8  +7  +1,59%  70%  50%,193  237  157,54%  57%  50%,3  1  2,4  0  4,-1  +1  -2,,,,,,,,,,,,,,
56,Freyy Z10,,0.90  1.07  0.72,192  220  165,42  25  17,/  49  25  24  /,15  6  9,-7  0  -7,65%  65%  66%,124  131  117,39%  40%  37%,6  4  2,4  2  2,+2  +2  0,8.0,13.0,ALMO Z10,,0.84  0.54  1.24,177  108  269,11  3  8,/  16  11  5  /,4  2  2,-5  -8  +3,57%  42%  78%,128  91  178,25%  29%  23%,3  0  3,2  2  0,+1  -2  +3,Freyy Z10,,1.28  1.42  1.12,248  287  205,20  12  8,/  17  10  7  /,8  2  6,+3  +2  +1,78%  75%  82%,164  175  151,45%  48%  41%,0  0  0,1  1  0,-1  -1  0,qxv Z10,,0.80  1.08  0.57,147  140  153,11  5  6,/  16  5  11  /,10  6  4,-5  0  -5,64%  60%  67%,88  79  95,18%  17%  20%,3  1  2,0  0  0,+3  +1  +2,,,,,,,,,,,,,,
57,ALMO Z10,,0.85  0.80  0.96,172  169  175,35  18  17,/  49  28  21  /,20  6  14,-14  -10  -4,62%  56%  69%,125  127  122,28%  30%  26%,4  1  3,7  5  2,-3  -4  +1,13.0,10.0,qxv Z10,,0.78  0.45  1.22,106  70  156,8  2  6,/  15  11  4  /,5  5  0,-7  -9  +2,57%  50%  67%,71  48  101,26%  29%  25%,0  0  0,0  0  0,0  0  0,ALMO Z10,,1.01  0.91  1.11,190  224  154,14  9  5,/  16  10  6  /,11  2  9,-2  -1  -1,74%  67%  82%,141  172  107,41%  42%  40%,0  0  0,2  1  1,-2  -1  -1,Freyy Z10,,0.72  0.95  0.52,152  203  110,11  7  4,/  15  6  9  /,3  2  1,-4  +1  -5,64%  70%  58%,91  113  73,36%  33%  43%,4  3  1,3  1  2,+1  +2  -1,,,,,,,,,,,,,,
