,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,neth RED,,1.16  1.47  0.97,269  281  261,58  25  33,/  44  15  29  /,19  10  9,+14  +10  +4,77%  85%  72%,178  193  168,21%  23%  19%,9  4  5,6  1  5,+3  +3  0,2.0,1.0,neth RED,,1.39  1.38  1.39,310  304  316,24  10  14,/  14  6  8  /,6  4  2,+10  +4  +6,77%  80%  75%,197  205  190,20%  21%  19%,4  1  3,2  1  1,+2  0  +2,Medusa RED,,1.41  1.45  1.39,243  203  267,19  6  13,/  9  3  6  /,1  1  0,+10  +3  +7,68%  100%  50%,170  144  185,36%  14%  44%,1  1  0,1  0  1,0  +1  -1,Art RED,,1.08  1.22  0.97,209  201  217,14  7  7,/  14  5  9  /,14  8  6,0  +2  -2,81%  89%  75%,126  109  140,14%  25%  11%,2  0  2,2  0  2,0  0  0
1,Medusa RED,,1.07  1.19  0.98,221  207  229,52  21  31,/  40  14  26  /,5  2  3,+12  +7  +5,69%  77%  64%,156  156  157,33%  38%  30%,6  4  2,7  4  3,-1  0  -1,13.0,9.0,Reita RED,,1.18  1.14  1.20,223  175  264,18  6  12,/  15  7  8  /,13  9  4,+3  -1  +4,77%  80%  75%,144  117  167,20%  19%  22%,1  0  1,1  0  1,0  0  0,Minty RED,,1.27  1.81  0.96,280  406  208,20  11  9,/  15  5  10  /,6  2  4,+5  +6  -1,89%  100%  83%,203  301  146,38%  43%  32%,3  2  1,2  0  2,+1  +2  -1,neth RED,,0.94  1.14  0.79,211  165  247,15  5  10,/  16  5  11  /,7  3  4,-1  0  -1,71%  78%  67%,148  118  170,26%  41%  17%,0  0  0,0  0  0,0  0  0
2,Reita RED,,1.04  1.03  1.06,198  169  219,46  16  30,/  42  17  25  /,27  17  10,+4  -1  +5,71%  69%  72%,125  113  134,26%  27%  25%,6  3  3,10  5  5,-4  -2  -2,13.0,6.0,Minty RED,,1.01  0.80  1.19,190  218  167,17  8  9,/  14  9  5  /,4  2  2,+3  -1  +4,64%  50%  75%,120  142  102,29%  39%  22%,2  2  0,2  0  2,0  +2  -2,Reita RED,,1.23  1.27  1.20,211  132  258,15  4  11,/  10  3  7  /,13  7  6,+5  +1  +4,84%  86%  83%,123  77  150,29%  44%  25%,0  0  0,1  0  1,-1  0  -1,Medusa RED,,0.84  0.75  0.91,231  166  280,17  5  12,/  17  6  11  /,2  0  2,0  -1  +1,76%  78%  75%,160  132  181,30%  30%  29%,0  0  0,1  1  0,-1  -1  0
3,Minty RED,,0.99  1.20  0.87,220  287  168,50  28  22,/  48  22  26  /,16  7  9,+2  +6  -4,71%  73%  69%,146  196  110,33%  39%  28%,6  4  2,6  0  6,0  +4  -4,8.0,13.0,Medusa RED,,0.97  1.36  0.65,188  247  140,16  10  6,/  14  5  9  /,2  1  1,+2  +5  -3,64%  60%  67%,141  186  104,34%  60%  22%,5  3  2,5  3  2,0  0  0,neth RED,,1.14  1.89  0.71,286  398  222,19  10  9,/  14  4  10  /,6  3  3,+5  +6  -1,84%  100%  75%,190  271  143,18%  15%  21%,5  3  2,4  0  4,+1  +3  -2,Reita RED,,0.73  0.68  0.77,160  193  136,13  6  7,/  17  7  10  /,1  1  0,-4  -1  -3,52%  44%  58%,108  137  87,31%  33%  29%,5  3  2,8  5  3,-3  -2  -1
4,Art RED,,0.96  0.83  1.05,166  121  199,34  12  22,/  39  16  23  /,33  15  18,-5  -4  -1,76%  65%  83%,106  70  131,15%  25%  13%,2  0  2,4  1  3,-2  -1  -1,,,Art RED,,0.88  0.50  1.21,136  47  211,11  2  9,/  14  7  7  /,10  4  6,-3  -5  +2,64%  40%  83%,83  23  133,18%  20%  18%,0  0  0,0  0  0,0  0  0,Art RED,,0.91  0.77  0.99,152  124  169,9  3  6,/  11  4  7  /,9  3  6,-2  -1  -1,84%  71%  92%,108  86  121,15%  27%  10%,0  0  0,2  1  1,-2  -1  -1,Minty RED,,0.69  0.98  0.47,189  271  129,13  9  4,/  19  8  11  /,6  3  3,-6  +1  -7,62%  78%  50%,122  176  82,32%  33%  31%,1  0  1,2  0  2,-1  0  -1
5,CLZ PINK,,1.09  1.19  0.94,236  274  190,52  35  17,/  47  28  19  /,15  7  8,+5  +7  -2,71%  81%  58%,154  175  124,19%  22%  13%,11  10  1,6  4  2,+5  +6  -1,,,CLZ PINK,,1.24  1.52  0.92,299  406  170,22  17  5,/  17  10  7  /,7  3  4,+5  +7  -2,77%  83%  70%,179  234  113,12%  17%  7%,6  5  1,3  2  1,+3  +3  0,CLZ PINK,,1.10  1.26  0.81,202  218  177,14  10  4,/  14  8  6  /,4  1  3,0  +2  -2,68%  83%  43%,144  162  114,17%  27%  4%,2  2  0,1  0  1,+1  +2  -1,Xdll PINK,,1.60  1.56  1.66,314  296  338,26  14  12,/  12  7  5  /,2  2  0,+14  +7  +7,81%  92%  67%,201  197  206,35%  26%  56%,4  2  2,2  1  1,+2  +1  +1
6,Xdll PINK,,1.02  1.00  1.02,218  220  212,48  27  21,/  50  30  20  /,11  9  2,-2  -3  +1,69%  69%  69%,146  148  143,21%  17%  30%,10  7  3,4  2  2,+6  +5  +1,,,Misaya PINK,,0.98  0.64  1.38,218  156  293,16  6  10,/  17  10  7  /,7  4  3,-1  -4  +3,59%  58%  60%,132  101  169,16%  10%  23%,1  0  1,3  1  2,-2  -1  -1,makiba PINK,,0.95  0.99  0.88,222  193  274,14  8  6,/  17  10  7  /,8  6  2,-3  -2  -1,68%  75%  57%,140  136  147,21%  36%  15%,2  2  0,3  1  2,-1  +1  -2,takej PINK,,1.34  1.41  1.25,254  268  237,16  10  6,/  15  8  7  /,12  5  7,+1  +2  -1,90%  92%  89%,151  167  129,33%  29%  39%,6  2  4,2  1  1,+4  +1  +3
7,takej PINK,,0.98  1.11  0.78,191  213  161,37  26  11,/  48  27  21  /,26  12  14,-11  -1  -10,71%  69%  73%,121  136  100,34%  40%  26%,7  3  4,9  4  5,-2  -1  -1,,,makiba PINK,,0.86  0.55  1.24,170  103  252,13  4  9,/  17  10  7  /,6  3  3,-4  -6  +2,55%  50%  60%,103  66  148,33%  45%  27%,2  0  2,2  1  1,0  -1  +1,Xdll PINK,,0.85  1.00  0.60,214  244  165,12  9  3,/  19  12  7  /,8  6  2,-7  -3  -4,74%  75%  71%,145  164  114,9%  10%  5%,5  4  1,1  1  0,+4  +3  +1,Misaya PINK,,1.05  1.38  0.60,174  237  92,13  12  1,/  16  9  7  /,12  8  4,-3  +3  -6,86%  92%  78%,127  168  73,22%  24%  18%,0  0  0,1  0  1,-1  0  -1
8,makiba PINK,,0.88  0.84  0.92,180  154  213,39  20  19,/  47  26  21  /,16  11  5,-8  -6  -2,58%  61%  54%,112  105  122,25%  36%  18%,4  2  2,6  3  3,-2  -1  -1,,,takej PINK,,0.82  0.94  0.69,136  161  108,10  7  3,/  16  9  7  /,7  3  4,-6  -2  -4,64%  58%  70%,89  108  66,37%  50%  18%,0  0  0,3  2  1,-3  -2  -1,takej PINK,,0.77  0.98  0.41,183  210  138,11  9  2,/  17  10  7  /,7  4  3,-6  -1  -5,58%  58%  57%,124  132  111,34%  47%  15%,1  1  0,4  1  3,-3  0  -3,CLZ PINK,,0.92  0.79  1.09,208  199  222,16  8  8,/  16  10  6  /,4  3  1,0  -2  +2,67%  75%  56%,136  130  143,30%  24%  45%,3  3  0,2  2  0,+1  +1  0
9,Misaya PINK,,0.86  0.91  0.77,169  160  188,37  22  15,/  48  27  21  /,23  16  7,-11  -5  -6,65%  69%  58%,111  110  113,17%  16%  19%,1  0  1,4  1  3,-3  -1  -2,,,Xdll PINK,,0.60  0.43  0.80,125  120  132,10  4  6,/  19  11  8  /,1  1  0,-9  -7  -2,55%  42%  70%,94  83  107,28%  25%  32%,1  1  0,1  0  1,0  +1  -1,Misaya PINK,,0.57  0.70  0.34,115  89  161,8  4  4,/  15  8  7  /,4  4  0,-7  -4  -3,47%  58%  29%,69  60  85,11%  11%  13%,0  0  0,0  0  0,0  0  0,makiba PINK,,0.83  0.98  0.64,147  166  122,12  8  4,/  13  6  7  /,2  2  0,-1  +2  -3,52%  58%  44%,96  113  74,25%  30%  19%,0  0  0,1  1  0,-1  -1  0
