,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,BerLIN FPX,,,284.0,37.0,/  23  /,22.0,14.0,,,,,,,2.0,0.0,Autumn FPX,,,265.0,17.0,/  11  /,3.0,6.0,,,,,,,BerLIN FPX,,,329.0,21.0,/  13  /,11.0,8.0,,,,,,,,,,,,,,,,,,,,
1,Autumn FPX,,,267.0,37.0,/  27  /,5.0,10.0,,,,,,,13.0,5.0,AAAAY FPX,,,256.0,18.0,/  8  /,8.0,10.0,,,,,,,Autumn FPX,,,268.0,20.0,/  16  /,2.0,4.0,,,,,,,,,,,,,,,,,,,,
2,AAAAY FPX,,,229.0,33.0,/  21  /,19.0,12.0,,,,,,,13.0,7.0,BerLIN FPX,,,239.0,16.0,/  10  /,11.0,6.0,,,,,,,AAAAY FPX,,,201.0,15.0,/  13  /,11.0,2.0,,,,,,,,,,,,,,,,,,,,
3,Lysoar FPX,,,209.0,31.0,/  21  /,11.0,10.0,,,,,,,,,Lysoar FPX,,,229.0,15.0,/  8  /,9.0,7.0,,,,,,,Lysoar FPX,,,189.0,16.0,/  13  /,2.0,3.0,,,,,,,,,,,,,,,,,,,,
4,nizhaoTZH FPX,,,174.0,24.0,/  25  /,14.0,-1.0,,,,,,,,,nizhaoTZH FPX,,,186.0,12.0,/  13  /,8.0,-1.0,,,,,,,nizhaoTZH FPX,,,162.0,12.0,/  12  /,6.0,0.0,,,,,,,,,,,,,,,,,,,,
5,Minimise RNG,,,203.0,28.0,/  33  /,13.0,-5.0,,,,,,,,,Xiaonuo RNG,,,194.0,11.0,/  16  /,3.0,-5.0,,,,,,,GuanG RNG,,,259.0,21.0,/  15  /,1.0,6.0,,,,,,,,,,,,,,,,,,,,
6,GuanG RNG,,,198.0,29.0,/  30  /,9.0,-1.0,,,,,,,,,HaTo RNG,,,181.0,12.0,/  15  /,1.0,-3.0,,,,,,,Minimise RNG,,,245.0,18.0,/  17  /,8.0,1.0,,,,,,,,,,,,,,,,,,,,
7,SWERL RNG,,,181.0,21.0,/  35  /,9.0,-14.0,,,,,,,,,Minimise RNG,,,160.0,10.0,/  16  /,5.0,-6.0,,,,,,,SWERL RNG,,,203.0,12.0,/  19  /,7.0,-7.0,,,,,,,,,,,,,,,,,,,,
8,HaTo RNG,,,166.0,21.0,/  33  /,6.0,-12.0,,,,,,,,,SWERL RNG,,,158.0,9.0,/  16  /,2.0,-7.0,,,,,,,HaTo RNG,,,150.0,9.0,/  18  /,5.0,-9.0,,,,,,,,,,,,,,,,,,,,
9,Xiaonuo RNG,,,160.0,18.0,/  31  /,14.0,-13.0,,,,,,,,,GuanG RNG,,,136.0,8.0,/  15  /,8.0,-7.0,,,,,,,Xiaonuo RNG,,,126.0,7.0,/  15  /,11.0,-8.0,,,,,,,,,,,,,,,,,,,,
