,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Anthem GREE,,0.99  1.02  0.89,237  278  218,31  14  17,/  31  11  20  /,4  1  3,0  +3  -3,58%  50%  63%,144  170  128,16%  20%  12%,4  1  3,4  4  0,0  -3  +3,0.0,2.0,Anthem GREE,,1.12  1.68  0.69,266  372  187,19  12  7,/  17  6  11  /,4  1  3,+2  +6  -4,57%  56%  58%,163  229  114,16%  21%  10%,2  1  1,2  2  0,0  -1  +1,Anthem GREE,,0.87  0.35  1.09,207  108  249,12  2  10,/  14  5  9  /,0  0  0,-2  -3  +1,59%  40%  67%,119  64  143,15%  17%  14%,2  0  2,2  2  0,0  -2  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,oitaN GREE,,0.87  1.07  0.86,201  272  157,28  14  14,/  30  12  18  /,7  0  7,-2  +2  -4,61%  57%  63%,140  182  116,36%  33%  39%,0  0  0,5  1  4,-5  -1  -4,8.0,13.0,xnfri GREE,,0.99  0.69  1.22,211  175  240,15  5  10,/  17  8  9  /,9  3  6,-2  -3  +1,81%  89%  75%,132  118  143,45%  50%  43%,1  0  1,2  0  2,-1  0  -1,oitaN GREE,,0.85  1.66  0.51,215  448  118,13  8  5,/  14  4  10  /,3  0  3,-1  +4  -5,53%  60%  50%,148  308  81,42%  36%  56%,0  0  0,3  0  3,-3  0  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Flax GREE,,0.83  0.87  0.79,170  165  177,23  9  14,/  32  11  21  /,4  1  3,-9  -2  -7,61%  71%  54%,115  118  114,34%  42%  30%,6  2  4,2  1  1,+4  +1  +3,4.0,13.0,Flax GREE,,0.99  1.10  0.90,192  186  197,15  7  8,/  18  7  11  /,4  1  3,-3  0  -3,62%  78%  50%,129  141  120,38%  43%  33%,4  1  3,2  1  1,+2  0  +2,Flax GREE,,0.66  0.63  0.67,148  127  158,8  2  6,/  14  4  10  /,0  0  0,-6  -2  -4,59%  60%  58%,98  76  108,29%  40%  26%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,xnfri GREE,,0.79  0.60  0.92,165  157  179,20  6  14,/  31  12  19  /,15  6  9,-11  -6  -5,74%  79%  71%,112  115  111,48%  50%  47%,2  0  2,5  2  3,-3  -2  -1,,,oitaN GREE,,0.90  0.47  1.22,186  173  196,15  6  9,/  16  8  8  /,4  0  4,-1  -2  +1,67%  56%  75%,135  112  152,32%  29%  33%,0  0  0,2  1  1,-2  -1  -1,SyouTa GREE,,0.61  0.15  0.81,153  20  210,7  0  7,/  16  5  11  /,2  1  1,-9  -5  -4,59%  60%  58%,112  20  151,23%  0%  25%,3  0  3,1  0  1,+2  0  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,SyouTa GREE,,0.61  0.12  0.90,156  54  217,18  2  16,/  36  14  22  /,3  1  2,-18  -12  -6,68%  57%  75%,107  35  149,19%  13%  19%,5  0  5,5  3  2,0  -3  +3,,,SyouTa GREE,,0.61  0.08  0.99,159  73  224,11  2  9,/  20  9  11  /,1  0  1,-9  -7  -2,76%  56%  92%,103  44  147,16%  20%  16%,2  0  2,4  3  1,-2  -3  +1,xnfri GREE,,0.59  0.50  0.62,119  125  117,5  1  4,/  14  4  10  /,6  3  3,-9  -3  -6,65%  60%  67%,88  110  78,53%  50%  56%,1  0  1,3  2  1,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Reita RED,,1.45  1.57  1.21,257  272  221,36  24  12,/  21  12  9  /,12  9  3,+15  +12  +3,84%  83%  86%,165  176  146,35%  36%  33%,4  1  3,1  0  1,+3  +1  +2,,,neth RED,,1.36  1.36  1.36,280  284  275,21  12  9,/  13  7  6  /,8  4  4,+8  +5  +3,81%  83%  78%,175  177  172,26%  32%  19%,3  2  1,1  0  1,+2  +2  0,Reita RED,,1.75  1.92  1.32,292  327  211,18  14  4,/  6  4  2  /,6  5  1,+12  +10  +2,82%  83%  80%,192  213  144,39%  40%  38%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,neth RED,,1.29  1.39  1.04,226  232  232,32  20  12,/  20  11  9  /,21  14  7,+12  +9  +3,84%  83%  86%,142  143  140,26%  28%  23%,4  2  2,2  1  1,+2  +1  +1,,,Reita RED,,1.16  1.21  1.09,221  217  227,18  10  8,/  15  8  7  /,6  4  2,+3  +2  +1,86%  83%  89%,143  140  147,31%  31%  32%,2  0  2,1  0  1,+1  0  +1,Medusa RED,,1.54  1.66  1.24,264  316  140,19  16  3,/  8  6  2  /,1  0  1,+11  +10  +1,71%  75%  60%,164  187  107,44%  41%  60%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Medusa RED,,1.13  1.19  0.98,216  258  131,33  25  8,/  22  14  8  /,2  1  1,+11  +11  0,68%  67%  71%,138  163  94,39%  39%  42%,4  3  1,4  4  0,0  -1  +1,,,Minty RED,,1.01  0.80  1.29,294  280  314,21  12  9,/  18  11  7  /,7  3  4,+3  +1  +2,81%  75%  89%,215  188  249,23%  26%  20%,3  1  2,2  2  0,+1  -1  +2,neth RED,,1.22  1.42  0.73,172  181  154,11  8  3,/  7  4  3  /,13  10  3,+4  +4  0,88%  83%  100%,102  110  83,25%  22%  31%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Minty RED,,0.96  0.76  1.33,264  234  326,34  20  14,/  31  20  11  /,10  4  6,+3  0  +3,74%  71%  79%,193  160  250,33%  36%  29%,8  4  4,6  5  1,+2  -1  +3,,,Art RED,,0.93  0.70  1.23,187  164  219,14  8  6,/  15  9  6  /,8  3  5,-1  -1  0,71%  58%  89%,119  112  128,20%  33%  14%,1  0  1,2  2  0,-1  -2  +1,Minty RED,,0.92  0.73  1.37,234  189  346,13  8  5,/  13  9  4  /,3  1  2,0  -1  +1,65%  67%  60%,166  131  251,55%  56%  54%,5  3  2,4  3  1,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Art RED,,0.92  0.57  1.65,180  133  264,25  12  13,/  26  18  8  /,12  4  8,-1  -6  +5,71%  58%  93%,113  94  146,20%  21%  19%,1  0  1,4  4  0,-3  -4  +1,,,Medusa RED,,0.72  0.71  0.73,167  199  126,14  9  5,/  14  8  6  /,1  1  0,0  +1  -1,67%  58%  78%,117  140  87,32%  33%  29%,3  2  1,3  3  0,0  -1  +1,Art RED,,0.91  0.43  2.07,173  102  344,11  4  7,/  11  9  2  /,4  1  3,0  -5  +5,71%  58%  100%,106  76  177,19%  9%  32%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Cloud GIA,,1.22  1.34  1.07,259  272  217,79  50  29,/  62  31  31  /,32  18  14,+17  +19  -2,74%  82%  64%,162  169  153,26%  25%  30%,9  7  2,9  4  5,0  +3  -3,3.0,1.0,hoody GIA,,1.06  1.67  0.45,189  285  94,20  16  4,/  18  6  12  /,6  5  1,+2  +10  -8,57%  79%  36%,132  186  77,34%  43%  19%,3  3  0,4  1  3,-1  +2  -3,Cloud GIA,,1.39  1.43  1.29,358  364  345,21  15  6,/  12  8  4  /,6  3  3,+9  +7  +2,88%  83%  100%,212  211  214,22%  24%  16%,5  4  1,4  3  1,+1  +1  0,hoody GIA,,1.16  1.43  0.90,209  242  177,18  11  7,/  17  8  9  /,5  2  3,+1  +3  -2,67%  67%  67%,136  153  118,40%  63%  25%,3  2  1,3  1  2,0  +1  -1,hoody GIA,,1.41  1.68  1.01,196  247  120,14  11  3,/  11  6  5  /,16  11  5,+3  +5  -2,90%  100%  75%,126  166  66,28%  34%  9%,2  1  1,3  1  2,-1  0  -1,,,,,,,,,,,,,,
23,hoody GIA,,1.18  1.45  0.90,185  227  138,62  44  18,/  56  26  30  /,33  22  11,+6  +18  -12,72%  80%  62%,124  146  96,30%  38%  20%,8  6  2,10  3  7,-2  +3  -5,13.0,15.0,Cloud GIA,,0.92  1.33  0.51,197  229  166,20  13  7,/  20  7  13  /,10  6  4,0  +6  -6,64%  79%  50%,126  148  105,18%  18%  19%,0  0  0,3  1  2,-3  -1  -2,nukkye GIA,,1.30  1.22  1.47,184  190  171,12  9  3,/  7  5  2  /,2  0  2,+5  +4  +1,65%  58%  80%,129  123  144,50%  56%  43%,1  1  0,1  0  1,0  +1  -1,Cloud GIA,,1.15  1.14  1.16,213  234  194,18  9  9,/  18  10  8  /,11  5  6,0  -1  +1,71%  67%  75%,162  166  158,34%  23%  53%,1  0  1,1  0  1,0  0  0,Cloud GIA,,1.40  1.46  1.32,266  270  263,20  13  7,/  12  6  6  /,5  4  1,+8  +7  +1,80%  100%  50%,170  156  191,38%  37%  39%,3  3  0,1  0  1,+2  +3  -1,,,,,,,,,,,,,,
24,nukkye GIA,,1.05  1.21  0.86,207  216  204,65  40  25,/  59  27  32  /,25  14  11,+6  +13  -7,74%  76%  72%,148  153  141,21%  24%  17%,3  2  1,7  2  5,-4  0  -4,13.0,4.0,Redgar GIA,,0.91  1.23  0.60,158  182  136,15  9  6,/  21  8  13  /,10  6  4,-6  +1  -7,68%  71%  64%,105  113  97,32%  34%  28%,3  2  1,2  0  2,+1  +2  -1,Fit1nho GIA,,1.26  1.08  1.70,227  200  294,15  9  6,/  10  7  3  /,5  2  3,+5  +2  +3,88%  83%  100%,154  140  186,31%  40%  20%,1  0  1,1  1  0,0  -1  +1,nukkye GIA,,1.02  0.80  1.25,206  154  258,18  7  11,/  17  9  8  /,8  3  5,+1  -2  +3,75%  67%  83%,139  113  165,24%  47%  15%,1  0  1,1  1  0,0  -1  +1,Redgar GIA,,1.19  1.16  1.23,245  189  331,18  9  9,/  14  8  6  /,6  4  2,+4  +1  +3,90%  92%  88%,174  145  219,54%  50%  59%,2  1  1,0  0  0,+2  +1  +1,,,,,,,,,,,,,,
25,Redgar GIA,,1.01  0.98  1.07,205  193  207,62  33  29,/  67  37  30  /,31  22  9,-5  -4  -1,76%  74%  79%,133  129  137,40%  42%  37%,11  6  5,5  2  3,+6  +4  +2,13.0,11.0,nukkye GIA,,0.86  1.29  0.43,240  261  220,22  13  9,/  22  8  14  /,10  7  3,0  +5  -5,86%  93%  79%,161  172  151,15%  13%  17%,0  0  0,2  0  2,-2  0  -2,Redgar GIA,,1.17  1.09  1.36,235  238  228,15  9  6,/  13  10  3  /,9  9  0,+2  -1  +3,76%  75%  80%,143  148  133,46%  43%  57%,3  2  1,1  1  0,+2  +1  +1,Redgar GIA,,0.76  0.44  1.07,182  165  199,14  6  8,/  19  11  8  /,6  3  3,-5  -5  0,75%  58%  92%,123  115  131,32%  44%  24%,3  1  2,2  1  1,+1  0  +1,nukkye GIA,,1.03  1.52  0.30,197  251  117,13  11  2,/  13  5  8  /,5  4  1,0  +6  -6,65%  83%  38%,156  201  88,13%  17%  4%,1  1  0,3  1  2,-2  0  -2,,,,,,,,,,,,,,
26,Fit1nho GIA,,0.88  0.98  0.81,190  200  163,60  37  23,/  69  35  34  /,13  8  5,-9  +2  -11,66%  76%  54%,119  134  100,30%  38%  20%,12  6  6,15  12  3,-3  -6  +3,13.0,7.0,Fit1nho GIA,,0.69  1.04  0.33,155  224  87,16  12  4,/  24  10  14  /,2  1  1,-8  +2  -10,54%  79%  29%,102  149  55,25%  28%  18%,7  4  3,4  3  1,+3  +1  +2,hoody GIA,,1.09  1.04  1.23,144  124  193,10  6  4,/  10  6  4  /,6  4  2,0  0  0,82%  75%  100%,94  72  146,16%  12%  21%,0  0  0,0  0  0,0  0  0,Fit1nho GIA,,0.65  0.55  0.74,141  96  188,12  4  8,/  17  8  9  /,2  1  1,-5  -4  -1,58%  58%  58%,93  69  117,36%  56%  26%,2  1  1,7  5  2,-5  -4  -1,Fit1nho GIA,,0.93  1.24  0.48,237  278  178,17  12  5,/  18  10  8  /,4  4  0,-1  +2  -3,75%  83%  63%,144  175  98,31%  41%  16%,2  1  1,3  3  0,-1  -2  +1,,,,,,,,,,,,,,
27,Famsii UCAM,,1.19  1.29  1.10,263  276  243,85  42  43,/  68  29  39  /,6  3  3,+17  +13  +4,74%  77%  72%,167  180  157,37%  40%  35%,14  7  7,13  8  5,+1  -1  +2,,,Quick UCAM,,1.31  1.54  1.07,265  274  256,26  14  12,/  20  8  12  /,8  6  2,+6  +6  0,86%  93%  79%,186  200  172,29%  37%  22%,4  3  1,2  1  1,+2  +2  0,grubinho UCAM,,1.26  0.44  1.60,261  154  307,16  2  14,/  12  5  7  /,8  4  4,+4  -3  +7,76%  60%  83%,160  102  184,32%  20%  38%,0  0  0,2  0  2,-2  0  -2,Famsii UCAM,,1.16  0.80  1.53,244  187  301,22  8  14,/  17  11  6  /,1  1  0,+5  -3  +8,79%  75%  83%,178  142  214,44%  45%  44%,4  1  3,4  3  1,0  -2  +2,Famsii UCAM,,1.55  2.08  1.19,383  488  314,27  14  13,/  18  6  12  /,2  2  0,+9  +8  +1,85%  100%  75%,229  296  185,37%  39%  33%,6  4  2,2  1  1,+4  +3  +1,,,,,,,,,,,,,,
28,grubinho UCAM,,1.02  1.06  0.89,205  215  194,61  29  32,/  64  24  40  /,46  23  23,-3  +5  -8,74%  85%  66%,132  147  120,32%  30%  35%,6  3  3,6  1  5,0  +2  -2,,,Flickless UCAM,,1.25  1.60  0.89,190  190  191,16  8  8,/  16  4  12  /,21  12  9,0  +4  -4,79%  100%  57%,143  150  137,17%  15%  18%,0  0  0,2  0  2,-2  0  -2,Famsii UCAM,,1.07  0.85  1.16,236  260  226,15  5  10,/  13  5  8  /,1  0  1,+2  0  +2,71%  60%  75%,147  131  153,26%  12%  43%,1  0  1,1  1  0,0  -1  +1,OLIZERA UCAM,,1.08  1.01  1.15,248  246  252,21  10  11,/  18  10  8  /,4  3  1,+3  0  +3,75%  83%  67%,162  160  165,25%  21%  29%,8  5  3,4  3  1,+4  +2  +2,grubinho UCAM,,0.78  1.15  0.54,162  182  150,10  5  5,/  16  5  11  /,16  7  9,-6  0  -6,75%  75%  75%,106  132  88,30%  33%  26%,2  0  2,1  1  0,+1  -1  +2,,,,,,,,,,,,,,
29,Flickless UCAM,,0.91  1.09  0.76,185  191  181,53  26  27,/  66  21  45  /,57  29  28,-13  +5  -18,74%  87%  64%,125  130  122,21%  19%  24%,4  1  3,5  0  5,-1  +1  -2,,,OLIZERA UCAM,,1.20  1.73  0.67,213  243  184,24  15  9,/  17  4  13  /,3  1  2,+7  +11  -4,89%  100%  79%,145  168  123,30%  32%  27%,4  2  2,1  0  1,+3  +2  +1,Flickless UCAM,,0.63  0.96  0.50,206  309  164,12  6  6,/  17  5  12  /,10  5  5,-5  +1  -6,65%  100%  50%,123  169  104,31%  25%  38%,1  1  0,2  0  2,-1  +1  -2,Quick UCAM,,1.06  0.98  1.14,141  158  126,13  7  6,/  13  8  5  /,14  6  8,0  -1  +1,79%  75%  83%,96  114  78,24%  21%  27%,0  0  0,0  0  0,0  0  0,Flickless UCAM,,0.70  0.58  0.78,160  95  205,10  3  7,/  17  5  12  /,16  6  10,-7  -2  -5,85%  75%  92%,108  55  143,21%  9%  25%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
30,OLIZERA UCAM,,0.87  0.96  0.75,189  204  188,62  30  32,/  66  24  42  /,13  8  5,-4  +6  -10,74%  87%  64%,134  141  128,23%  23%  24%,16  8  8,10  4  6,+6  +4  +2,,,grubinho UCAM,,1.03  1.69  0.37,197  305  90,18  14  4,/  20  7  13  /,16  12  4,-2  +7  -9,71%  100%  43%,129  197  62,25%  22%  40%,4  3  1,2  0  2,+2  +3  -1,OLIZERA UCAM,,0.63  0.39  0.73,153  132  163,7  2  5,/  15  5  10  /,3  2  1,-8  -3  -5,65%  80%  58%,108  111  107,14%  23%  10%,4  1  3,4  1  3,0  0  0,Flickless UCAM,,1.05  1.23  0.87,185  208  163,15  9  6,/  16  7  9  /,10  6  4,-1  +2  -3,67%  75%  58%,121  140  102,23%  23%  24%,2  0  2,1  0  1,+1  0  +1,Quick UCAM,,0.63  1.21  0.24,124  215  64,11  8  3,/  15  5  10  /,1  1  0,-4  +3  -7,55%  75%  42%,73  115  44,36%  43%  25%,1  1  0,6  1  5,-5  0  -5,,,,,,,,,,,,,,
31,Quick UCAM,,0.79  1.02  0.63,146  200  128,52  30  22,/  64  26  38  /,23  13  10,-12  +4  -16,70%  82%  60%,108  138  85,28%  32%  24%,6  4  2,9  3  6,-3  +1  -4,,,Famsii UCAM,,0.97  1.43  0.52,190  236  145,21  15  6,/  20  7  13  /,2  0  2,+1  +8  -7,64%  71%  57%,126  164  89,40%  59%  19%,3  2  1,6  3  3,-3  -1  -2,Quick UCAM,,0.16  0.33  0.08,52  72  44,2  1  1,/  16  5  11  /,0  0  0,-14  -4  -10,47%  80%  33%,40  60  32,25%  20%  29%,1  0  1,1  1  0,0  -1  +1,grubinho UCAM,,1.01  0.95  1.08,201  158  245,17  8  9,/  16  7  9  /,6  0  6,+1  +1  0,75%  83%  67%,136  117  156,44%  57%  36%,0  0  0,1  0  1,-1  0  -1,OLIZERA UCAM,,0.56  0.71  0.46,140  117  156,10  3  7,/  16  5  11  /,3  2  1,-6  -2  -4,60%  75%  50%,104  86  117,18%  5%  33%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
