,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
0,SWERL RNG,,,266.0,52.0,/  45  /,17.0,7.0,,,,7.0,,,2.0,1.0,SWERL RNG,,,248.0,13.0,/  16  /,3.0,-3.0,,,,4.0,,,SWERL RNG,,,283.0,24.0,/  16  /,3.0,8.0,,,,3.0,,,SWERL RNG,,,,15.0,/  13  /,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,HaTo RNG,,,204.0,41.0,/  39  /,11.0,2.0,,,,,,,4.0,13.0,GuanG RNG,,,185.0,11.0,/  16  /,4.0,-5.0,,,,,,,Minimise RNG,,,232.0,17.0,/  15  /,16.0,2.0,,,,,,,Minimise RNG,,,,12.0,/  14  /,10.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GuanG RNG,,,190.0,41.0,/  44  /,21.0,-3.0,,,,,,,13.0,9.0,HaTo RNG,,,179.0,11.0,/  14  /,1.0,-3.0,,,,,,,HaTo RNG,,,229.0,18.0,/  13  /,5.0,5.0,,,,,,,Xiaonuo RNG,,,,12.0,/  11  /,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Minimise RNG,,,177.0,35.0,/  45  /,28.0,-10.0,,,,,,,13.0,7.0,Xiaonuo RNG,,,166.0,9.0,/  15  /,6.0,-6.0,,,,,,,GuanG RNG,,,194.0,13.0,/  17  /,12.0,-4.0,,,,,,,HaTo RNG,,,,12.0,/  12  /,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Xiaonuo RNG,,,164.0,34.0,/  41  /,31.0,-7.0,,,,,,,,,Minimise RNG,,,122.0,6.0,/  16  /,2.0,-10.0,,,,,,,Xiaonuo RNG,,,162.0,13.0,/  15  /,13.0,-2.0,,,,,,,GuanG RNG,,,,17.0,/  11  /,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,barricade DYG,,,273.0,45.0,/  41  /,11.0,4.0,,,,7.0,,,,,barricade DYG,,,302.0,20.0,/  10  /,5.0,10.0,,,,,,,barricade DYG,,,243.0,20.0,/  17  /,3.0,3.0,,,,7.0,,,ZiXuan DYG,,,,20.0,/  14  /,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ZiXuan DYG,,,214.0,50.0,/  39  /,22.0,11.0,,,,,,,,,Glacier DYG,,,258.0,17.0,/  8  /,3.0,9.0,,,,,,,Guran DYG,,,221.0,16.0,/  17  /,7.0,-1.0,,,,,,,barricade DYG,,,,5.0,/  14  /,3.0,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Guran DYG,,,208.0,45.0,/  43  /,27.0,2.0,,,,,,,,,ZiXuan DYG,,,252.0,17.0,/  8  /,10.0,9.0,,,,,,,yyy DYG,,,191.0,13.0,/  17  /,9.0,-4.0,,,,,,,Guran DYG,,,,18.0,/  13  /,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,yyy DYG,,,173.0,31.0,/  43  /,23.0,-12.0,,,,,,,,,Guran DYG,,,194.0,11.0,/  13  /,10.0,-2.0,,,,,,,ZiXuan DYG,,,175.0,13.0,/  17  /,9.0,-4.0,,,,,,,yyy DYG,,,,7.0,/  15  /,6.0,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Glacier DYG,,,138.0,42.0,/  38  /,10.0,4.0,,,,,,,,,yyy DYG,,,155.0,11.0,/  11  /,8.0,0.0,,,,,,,Glacier DYG,,,18.0,14.0,/  17  /,4.0,-3.0,,,,,,,Glacier DYG,,,,11.0,/  13  /,3.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
