,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
0,Muj TUR,,1.30  1.42  1.12,199  191  214,15  9  6,/  9  4  5  /,4  4  0,+6  +5  +1,80%  100%  50%,123  125  119,24%  33%  19%,1  0  1,0  0  0,+1  0  +1,1.0,0.0,Muj TUR,,1.30  1.42  1.12,199  191  214,15  9  6,/  9  4  5  /,4  4  0,+6  +5  +1,80%  100%  50%,123  125  119,24%  33%  19%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ip0TT TUR,,1.30  1.58  0.88,289  294  282,21  14  7,/  13  6  7  /,5  2  3,+8  +8  0,80%  83%  75%,187  203  163,37%  45%  26%,4  2  2,1  0  1,+3  +2  +1,13.0,7.0,ip0TT TUR,,1.30  1.58  0.88,289  294  282,21  14  7,/  13  6  7  /,5  2  3,+8  +8  0,80%  83%  75%,187  203  163,37%  45%  26%,4  2  2,1  0  1,+3  +2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Smurfette TUR,,1.11  1.37  0.71,254  338  130,19  15  4,/  14  8  6  /,2  2  0,+5  +7  -2,75%  83%  63%,158  207  85,41%  46%  25%,3  3  0,5  2  3,-2  +1  -3,,,Smurfette TUR,,1.11  1.37  0.71,254  338  130,19  15  4,/  14  8  6  /,2  2  0,+5  +7  -2,75%  83%  63%,158  207  85,41%  46%  25%,3  3  0,5  2  3,-2  +1  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,glovee TUR,,0.96  0.54  1.60,180  103  297,13  4  9,/  13  9  4  /,3  2  1,0  -5  +5,75%  58%  100%,118  74  185,41%  27%  53%,1  0  1,2  2  0,-1  -2  +1,,,glovee TUR,,0.96  0.54  1.60,180  103  297,13  4  9,/  13  9  4  /,3  2  1,0  -5  +5,75%  58%  100%,118  74  185,41%  27%  53%,1  0  1,2  2  0,-1  -2  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,schnellÃ TUR,,0.80  0.78  0.82,138  156  111,10  6  4,/  15  10  5  /,2  2  0,-5  -4  -1,70%  67%  75%,101  120  72,31%  35%  22%,2  2  0,1  1  0,+1  +1  0,,,schnellÃ TUR,,0.80  0.78  0.82,138  156  111,10  6  4,/  15  10  5  /,2  2  0,-5  -4  -1,70%  67%  75%,101  120  72,31%  35%  22%,2  2  0,1  1  0,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Veqaj FRA,,1.20  1.53  0.98,226  316  167,17  10  7,/  15  5  10  /,9  3  6,+2  +5  -3,70%  88%  58%,131  185  95,39%  44%  33%,2  1  1,2  1  1,0  0  0,,,Veqaj FRA,,1.20  1.53  0.98,226  316  167,17  10  7,/  15  5  10  /,9  3  6,+2  +5  -3,70%  88%  58%,131  185  95,39%  44%  33%,2  1  1,2  1  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,lux9 FRA,,1.01  0.85  1.12,241  235  246,17  7  10,/  17  7  10  /,4  1  3,0  0  0,70%  63%  75%,162  132  183,16%  19%  14%,4  2  2,3  1  2,+1  +1  0,,,lux9 FRA,,1.01  0.85  1.12,241  235  246,17  7  10,/  17  7  10  /,4  1  3,0  0  0,70%  63%  75%,162  132  183,16%  19%  14%,4  2  2,3  1  2,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Nami FRA,,0.74  0.72  0.75,159  131  179,10  3  7,/  15  6  9  /,6  3  3,-5  -3  -2,75%  63%  83%,111  96  121,28%  20%  32%,0  0  0,1  0  1,-1  0  -1,,,Nami FRA,,0.74  0.72  0.75,159  131  179,10  3  7,/  15  6  9  /,6  3  3,-5  -3  -2,75%  63%  83%,111  96  121,28%  20%  32%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,SoOn FRA,,0.71  0.52  0.84,158  116  186,10  3  7,/  15  6  9  /,6  1  5,-5  -3  -2,65%  63%  67%,103  78  119,16%  25%  13%,2  1  1,4  1  3,-2  0  -2,,,SoOn FRA,,0.71  0.52  0.84,158  116  186,10  3  7,/  15  6  9  /,6  1  5,-5  -3  -2,65%  63%  67%,103  78  119,16%  25%  13%,2  1  1,4  1  3,-2  0  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,bramz FRA,,0.62  0.61  0.62,130  109  145,10  4  6,/  16  6  10  /,2  0  2,-6  -2  -4,70%  63%  75%,76  71  79,26%  30%  23%,1  0  1,1  1  0,0  -1  +1,,,bramz FRA,,0.62  0.61  0.62,130  109  145,10  4  6,/  16  6  10  /,2  0  2,-6  -2  -4,70%  63%  75%,76  71  79,26%  30%  23%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,KenzmPs EGN,,1.05  1.26  0.91,181  202  162,39  20  19,/  36  20  16  /,14  7  7,+3  0  +3,74%  76%  72%,117  133  100,23%  21%  27%,2  1  1,4  2  2,-2  -1  -1,1.0,2.0,KenzmPs EGN,,1.66  2.08  1.48,254  317  228,18  5  13,/  6  2  4  /,6  4  2,+12  +3  +9,88%  80%  92%,169  260  132,21%  18%  25%,1  0  1,0  0  0,+1  0  +1,GrTw EGN,,1.18  1.07  1.29,204  163  245,17  8  9,/  15  8  7  /,7  3  4,+2  0  +2,71%  67%  75%,150  130  169,31%  32%  30%,1  0  1,0  0  0,+1  0  +1,guedeszy EGN,,0.74  0.54  1.23,184  146  277,11  5  6,/  16  12  4  /,2  2  0,-5  -7  +2,65%  58%  80%,122  93  194,38%  50%  29%,0  0  0,2  2  0,-2  -2  0
12,GrTw EGN,,1.03  0.90  1.10,179  170  194,34  19  15,/  37  22  15  /,20  6  14,-3  -3  0,71%  55%  86%,127  119  135,27%  33%  23%,3  0  3,3  2  1,0  -2  +2,13.0,4.0,furyan EGN,,1.46  0.73  1.76,261  176  297,17  3  14,/  7  4  3  /,0  0  0,+10  -1  +11,76%  40%  92%,172  138  187,21%  18%  22%,4  0  4,1  1  0,+3  -1  +4,KenzmPs EGN,,0.90  1.11  0.69,188  251  127,16  11  5,/  17  9  8  /,8  3  5,-1  +2  -3,71%  83%  58%,118  150  86,22%  22%  22%,0  0  0,3  1  2,-3  -1  -2,GrTw EGN,,0.69  0.70  0.66,179  176  189,9  8  1,/  15  10  5  /,4  0  4,-6  -2  -4,53%  33%  100%,119  112  134,22%  26%  15%,0  0  0,3  2  1,-3  -2  -1
13,furyan EGN,,0.97  0.61  1.30,210  153  262,42  13  29,/  43  26  17  /,5  3  2,-1  -13  +12,62%  45%  79%,139  112  167,21%  15%  28%,6  1  5,8  7  1,-2  -6  +4,11.0,13.0,GrTw EGN,,1.23  0.95  1.35,153  173  145,8  3  5,/  7  4  3  /,9  3  6,+1  -1  +2,88%  80%  92%,104  110  102,28%  75%  19%,2  0  2,0  0  0,+2  0  +2,furyan EGN,,0.81  0.66  0.96,186  160  213,16  6  10,/  19  10  9  /,3  3  0,-3  -4  +1,54%  42%  67%,124  117  131,20%  8%  44%,1  0  1,3  2  1,-2  -2  0,furyan EGN,,0.65  0.43  1.18,184  138  296,9  4  5,/  17  12  5  /,2  0  2,-8  -8  0,59%  50%  80%,128  96  207,22%  26%  17%,1  1  0,4  4  0,-3  -3  0
14,guedeszy EGN,,0.84  0.42  1.15,197  144  245,37  11  26,/  47  28  19  /,16  8  8,-10  -17  +7,72%  62%  83%,130  94  167,25%  27%  24%,4  1  3,5  4  1,-1  -3  +2,4.0,13.0,raxtazzz EGN,,1.23  1.59  1.07,250  337  215,16  7  9,/  10  3  7  /,4  2  2,+6  +4  +2,82%  80%  83%,161  188  149,30%  18%  40%,4  2  2,1  1  0,+3  +1  +2,raxtazzz EGN,,0.70  0.46  0.93,181  156  208,15  7  8,/  20  11  9  /,3  2  1,-5  -4  -1,71%  67%  75%,129  100  157,22%  19%  23%,5  2  3,8  5  3,-3  -3  0,KenzmPs EGN,,0.58  0.59  0.55,100  105  88,5  4  1,/  13  9  4  /,0  0  0,-8  -5  -3,65%  67%  60%,62  63  60,29%  21%  67%,1  1  0,1  1  0,0  0  0
15,raxtazzz EGN,,0.79  0.86  0.78,193  187  197,39  20  19,/  47  26  21  /,8  5  3,-8  -6  -2,66%  62%  69%,128  116  139,24%  19%  29%,10  4  6,13  7  6,-3  -3  0,,,guedeszy EGN,,1.10  0.05  1.54,233  18  323,15  0  15,/  10  5  5  /,2  1  1,+5  -5  +10,76%  40%  92%,149  13  206,28%  0%  29%,3  0  3,1  1  0,+2  -1  +3,guedeszy EGN,,0.67  0.65  0.68,173  194  153,11  6  5,/  21  11  10  /,12  5  7,-10  -5  -5,75%  75%  75%,123  129  117,17%  20%  14%,1  1  0,2  1  1,-1  0  -1,raxtazzz EGN,,0.46  0.52  0.33,147  155  131,8  6  2,/  17  12  5  /,1  1  0,-9  -6  -3,41%  50%  20%,93  102  72,20%  21%  17%,1  0  1,4  1  3,-3  -1  -2
16,athelstan FUZO,,1.20  1.32  1.18,229  231  224,48  25  23,/  34  21  13  /,21  9  12,+14  +4  +10,72%  66%  79%,147  152  141,28%  34%  23%,3  1  2,3  2  1,0  -1  +1,,,athelstan FUZO,,0.80  0.74  0.96,193  205  165,11  8  3,/  14  11  3  /,3  1  2,-3  -3  0,41%  33%  60%,113  118  100,27%  30%  20%,1  0  1,2  2  0,-1  -2  +1,gmA FUZO,,1.59  1.27  1.91,270  200  342,24  9  15,/  13  7  6  /,8  4  4,+11  +2  +9,79%  67%  92%,194  135  253,25%  26%  24%,2  1  1,0  0  0,+2  +1  +1,dimaxx FUZO,,1.75  1.23  1.96,339  211  393,23  4  19,/  8  3  5  /,1  1  0,+15  +1  +14,82%  80%  83%,227  125  270,16%  13%  17%,4  0  4,1  0  1,+3  0  +3
17,dimaxx FUZO,,1.12  0.97  1.20,204  160  239,42  16  26,/  36  20  16  /,11  4  7,+6  -4  +10,69%  62%  76%,132  105  160,15%  17%  13%,8  1  7,6  4  2,+2  -3  +5,,,KILLDREAM FUZO,,0.75  0.21  2.04,182  62  472,11  2  9,/  16  12  4  /,2  1  1,-5  -10  +5,53%  33%  100%,123  38  326,23%  0%  39%,1  0  1,3  3  0,-2  -3  +1,athelstan FUZO,,1.30  1.38  1.21,216  220  213,19  10  9,/  14  7  7  /,9  5  4,+5  +3  +2,79%  83%  75%,149  153  144,36%  39%  32%,1  1  0,1  0  1,0  +1  -1,athelstan FUZO,,1.50  1.86  1.36,277  318  260,18  7  11,/  6  3  3  /,9  3  6,+12  +4  +8,94%  100%  92%,178  233  155,23%  33%  20%,1  0  1,0  0  0,+1  0  +1
18,gmA FUZO,,1.12  0.93  1.21,172  161  207,40  17  23,/  34  22  12  /,15  9  6,+6  -5  +11,72%  59%  86%,126  104  148,23%  24%  23%,4  1  3,2  0  2,+2  +1  +1,,,gmA FUZO,,0.71  0.79  0.51,114  128  81,7  5  2,/  14  10  4  /,3  3  0,-7  -5  -2,53%  50%  60%,69  79  43,21%  29%  0%,1  0  1,1  0  1,0  0  0,KILLDREAM FUZO,,1.06  0.95  1.17,227  171  284,21  8  13,/  18  9  9  /,11  9  2,+3  -1  +4,83%  83%  83%,149  127  171,31%  44%  25%,3  0  3,4  2  2,-1  -2  +1,stepa FUZO,,1.46  1.40  1.49,250  228  259,16  5  11,/  9  3  6  /,11  4  7,+7  +2  +5,94%  100%  92%,157  149  161,61%  100%  52%,3  1  2,0  0  0,+3  +1  +2
19,stepa FUZO,,0.94  0.90  0.99,174  141  211,36  16  20,/  41  23  18  /,22  10  12,-5  -7  +2,72%  66%  79%,116  90  143,41%  39%  43%,9  5  4,6  6  0,+3  -1  +4,,,dimaxx FUZO,,0.55  0.46  0.74,113  115  111,7  5  2,/  14  11  3  /,1  0  1,-7  -6  -1,47%  42%  60%,71  73  65,20%  23%  14%,0  0  0,5  4  1,-5  -4  -1,dimaxx FUZO,,1.05  1.22  0.88,161  183  139,12  7  5,/  14  6  8  /,9  3  6,-2  +1  -3,75%  75%  75%,108  128  89,10%  16%  4%,4  1  3,0  0  0,+4  +1  +3,gmA FUZO,,1.07  0.73  1.21,132  148  126,9  3  6,/  7  5  2  /,4  2  2,+2  -2  +4,82%  60%  92%,87  88  86,22%  13%  27%,1  0  1,1  0  1,0  0  0
20,KILLDREAM FUZO,,0.85  0.67  1.31,202  137  274,44  14  30,/  46  25  21  /,15  11  4,-2  -11  +9,69%  62%  76%,135  96  174,27%  30%  26%,9  3  6,8  6  2,+1  -3  +4,,,stepa FUZO,,0.36  0.28  0.54,85  44  185,4  2  2,/  16  12  4  /,7  3  4,-12  -10  -2,53%  50%  60%,63  32  140,31%  50%  25%,0  0  0,3  3  0,-3  -3  0,stepa FUZO,,0.99  1.03  0.95,187  201  175,16  9  7,/  16  8  8  /,4  3  1,0  +1  -1,71%  67%  75%,125  124  125,33%  25%  42%,6  4  2,3  3  0,+3  +1  +2,KILLDREAM FUZO,,0.75  0.85  0.71,198  238  183,12  4  8,/  12  4  8  /,2  1  1,0  0  0,65%  80%  58%,126  159  112,25%  50%  15%,5  3  2,1  1  0,+4  +2  +2
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,YaBoiLewis UK,,1.72  1.27  1.95,342  205  411,23  5  18,/  10  4  6  /,5  1  4,+13  +1  +12,83%  83%  83%,214  140  251,49%  83%  43%,0  0  0,0  0  0,0  0  0,1.0,0.0,YaBoiLewis UK,,1.72  1.27  1.95,342  205  411,23  5  18,/  10  4  6  /,5  1  4,+13  +1  +12,83%  83%  83%,214  140  251,49%  83%  43%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,L1NK UK,,1.49  1.39  1.54,281  337  253,20  8  12,/  8  4  4  /,3  1  2,+12  +4  +8,78%  83%  75%,188  227  169,42%  44%  41%,3  0  3,2  0  2,+1  0  +1,13.0,5.0,L1NK UK,,1.49  1.39  1.54,281  337  253,20  8  12,/  8  4  4  /,3  1  2,+12  +4  +8,78%  83%  75%,188  227  169,42%  44%  41%,3  0  3,2  0  2,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Lime UK,,1.36  1.22  1.42,296  343  273,19  7  12,/  12  5  7  /,4  1  3,+7  +2  +5,78%  100%  67%,181  200  171,32%  50%  23%,6  3  3,1  0  1,+5  +3  +2,,,Lime UK,,1.36  1.22  1.42,296  343  273,19  7  12,/  12  5  7  /,4  1  3,+7  +2  +5,78%  100%  67%,181  200  171,32%  50%  23%,6  3  3,1  0  1,+5  +3  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,soulcas UK,,0.87  1.16  0.73,129  175  107,8  3  5,/  11  4  7  /,5  5  0,-3  -1  -2,72%  83%  67%,81  114  64,30%  33%  27%,3  2  1,2  0  2,+1  +2  -1,,,soulcas UK,,0.87  1.16  0.73,129  175  107,8  3  5,/  11  4  7  /,5  5  0,-3  -1  -2,72%  83%  67%,81  114  64,30%  33%  27%,3  2  1,2  0  2,+1  +2  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Puffy UK,,0.50  0.08  0.71,108  96  115,7  2  5,/  14  6  8  /,2  0  2,-7  -4  -3,72%  50%  83%,73  63  77,23%  50%  17%,0  0  0,1  1  0,-1  -1  0,,,Puffy UK,,0.50  0.08  0.71,108  96  115,7  2  5,/  14  6  8  /,2  0  2,-7  -4  -3,72%  50%  83%,73  63  77,23%  50%  17%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Tag ITA,,1.12  1.09  1.18,251  231  293,17  10  7,/  16  10  6  /,0  0  0,+1  0  +1,61%  58%  67%,172  177  163,36%  24%  75%,1  0  1,1  0  1,0  0  0,,,Tag ITA,,1.12  1.09  1.18,251  231  293,17  10  7,/  16  10  6  /,0  0  0,+1  0  +1,61%  58%  67%,172  177  163,36%  24%  75%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,caydeN ITA,,1.11  0.97  1.40,259  244  291,16  10  6,/  15  10  5  /,5  2  3,+1  0  +1,61%  50%  83%,164  150  192,35%  27%  47%,1  1  0,3  3  0,-2  -2  0,,,caydeN ITA,,1.11  0.97  1.40,259  244  291,16  10  6,/  15  10  5  /,5  2  3,+1  0  +1,61%  50%  83%,164  150  192,35%  27%  47%,1  1  0,3  3  0,-2  -2  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,EduCoz ITA,,0.63  0.44  1.01,123  84  202,6  2  4,/  14  10  4  /,4  3  1,-8  -8  0,50%  42%  67%,99  66  164,10%  0%  21%,0  0  0,1  0  1,-1  0  -1,,,EduCoz ITA,,0.63  0.44  1.01,123  84  202,6  2  4,/  14  10  4  /,4  3  1,-8  -8  0,50%  42%  67%,99  66  164,10%  0%  21%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
