,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Addicted SAW,,1.68  1.99  1.55,218  257  202,14  5  9,/  5  1  4  /,8  2  6,+9  +4  +5,100%  100%  100%,151  164  146,33%  55%  26%,0  0  0,0  0  0,0  0  0,1.0,0.0,Addicted SAW,,1.68  1.99  1.55,218  257  202,14  5  9,/  5  1  4  /,8  2  6,+9  +4  +5,100%  100%  100%,151  164  146,33%  55%  26%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,
12,brk SAW,,1.40  1.64  1.30,271  245  283,19  6  13,/  7  0  7  /,0  0  0,+12  +6  +6,76%  100%  67%,165  143  174,14%  29%  7%,4  1  3,1  0  1,+3  +1  +2,13.0,4.0,brk SAW,,1.40  1.64  1.30,271  245  283,19  6  13,/  7  0  7  /,0  0  0,+12  +6  +6,76%  100%  67%,165  143  174,14%  29%  7%,4  1  3,1  0  1,+3  +1  +2,,,,,,,,,,,,,,
13,pdr SAW,,1.32  1.29  1.33,200  116  236,12  2  10,/  9  2  7  /,8  3  5,+3  0  +3,82%  100%  75%,130  84  149,29%  43%  25%,1  0  1,1  0  1,0  0  0,,,pdr SAW,,1.32  1.29  1.33,200  116  236,12  2  10,/  9  2  7  /,8  3  5,+3  0  +3,82%  100%  75%,130  84  149,29%  43%  25%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,
14,Fragger SAW,,1.13  1.61  0.94,230  315  195,14  6  8,/  12  3  9  /,5  1  4,+2  +3  -1,88%  100%  83%,135  159  125,20%  11%  25%,6  2  4,3  1  2,+3  +1  +2,,,Fragger SAW,,1.13  1.61  0.94,230  315  195,14  6  8,/  12  3  9  /,5  1  4,+2  +3  -1,88%  100%  83%,135  159  125,20%  11%  25%,6  2  4,3  1  2,+3  +1  +2,,,,,,,,,,,,,,
15,k1zpawn SAW,,1.12  1.00  1.17,245  172  276,16  3  13,/  9  2  7  /,3  1  2,+7  +1  +6,94%  80%  100%,156  118  171,24%  42%  19%,0  0  0,1  1  0,-1  -1  0,,,k1zpawn SAW,,1.12  1.00  1.17,245  172  276,16  3  13,/  9  2  7  /,3  1  2,+7  +1  +6,94%  80%  100%,156  118  171,24%  42%  19%,0  0  0,1  1  0,-1  -1  0,,,,,,,,,,,,,,
16,ThoR WYG,,1.02  1.41  0.07,225  283  86,13  12  1,/  14  9  5  /,2  1  1,-1  +3  -4,53%  58%  40%,152  191  58,26%  27%  20%,1  0  1,3  1  2,-2  -1  -1,,,ThoR WYG,,1.02  1.41  0.07,225  283  86,13  12  1,/  14  9  5  /,2  1  1,-1  +3  -4,53%  58%  40%,152  191  58,26%  27%  20%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,
17,1mpala WYG,,0.76  0.83  0.61,203  205  199,12  9  3,/  15  12  3  /,3  3  0,-3  -3  0,71%  67%  80%,133  135  126,35%  30%  50%,1  1  0,3  2  1,-2  -1  -1,,,1mpala WYG,,0.76  0.83  0.61,203  205  199,12  9  3,/  15  12  3  /,3  3  0,-3  -3  0,71%  67%  80%,133  135  126,35%  30%  50%,1  1  0,3  2  1,-2  -1  -1,,,,,,,,,,,,,,
18,YEaHzZ WYG,,0.70  0.78  0.53,211  229  169,11  8  3,/  15  12  3  /,1  1  0,-4  -4  0,59%  58%  60%,150  171  99,36%  38%  29%,3  3  0,2  2  0,+1  +1  0,,,YEaHzZ WYG,,0.70  0.78  0.53,211  229  169,11  8  3,/  15  12  3  /,1  1  0,-4  -4  0,59%  58%  60%,150  171  99,36%  38%  29%,3  3  0,2  2  0,+1  +1  0,,,,,,,,,,,,,,
19,efestk1ng WYG,,0.34  0.39  0.24,71  89  30,3  3  0,/  15  11  4  /,5  4  1,-12  -8  -4,47%  50%  40%,66  80  32,29%  23%  100%,0  0  0,2  2  0,-2  -2  0,,,efestk1ng WYG,,0.34  0.39  0.24,71  89  30,3  3  0,/  15  11  4  /,5  4  1,-12  -8  -4,47%  50%  40%,66  80  32,29%  23%  100%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,
20,Hardez WYG,,0.23  0.23  0.25,58  58  60,3  2  1,/  16  13  3  /,1  1  0,-13  -11  -2,41%  42%  40%,41  39  46,36%  38%  33%,1  0  1,1  1  0,0  -1  +1,,,Hardez WYG,,0.23  0.23  0.25,58  58  60,3  2  1,/  16  13  3  /,1  1  0,-13  -11  -2,41%  42%  40%,41  39  46,36%  38%  33%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,kyrrz ZETA,,1.06  0.96  1.16,219  240  199,17  10  7,/  17  10  7  /,6  1  5,0  0  0,71%  58%  83%,154  165  143,21%  41%  11%,4  2  2,5  4  1,-1  -2  +1,0.0,1.0,kyrrz ZETA,,1.06  0.96  1.16,219  240  199,17  10  7,/  17  10  7  /,6  1  5,0  0  0,71%  58%  83%,154  165  143,21%  41%  11%,4  2  2,5  4  1,-1  -2  +1,,,,,,,,,,,,,,
23,Daniel0 ZETA,,0.98  1.06  0.91,180  208  153,17  9  8,/  15  9  6  /,1  1  0,+2  0  +2,71%  58%  83%,117  143  91,32%  32%  31%,1  0  1,4  1  3,-3  -1  -2,11.0,13.0,Daniel0 ZETA,,0.98  1.06  0.91,180  208  153,17  9  8,/  15  9  6  /,1  1  0,+2  0  +2,71%  58%  83%,117  143  91,32%  32%  31%,1  0  1,4  1  3,-3  -1  -2,,,,,,,,,,,,,,
24,Guardy ZETA,,0.92  0.49  1.36,216  154  279,16  5  11,/  20  12  8  /,13  9  4,-4  -7  +3,83%  83%  83%,142  108  176,38%  32%  43%,3  0  3,1  0  1,+2  0  +2,,,Guardy ZETA,,0.92  0.49  1.36,216  154  279,16  5  11,/  20  12  8  /,13  9  4,-4  -7  +3,83%  83%  83%,142  108  176,38%  32%  43%,3  0  3,1  0  1,+2  0  +2,,,,,,,,,,,,,,
25,neptuNo ZETA,,0.89  0.57  1.21,210  145  276,18  6  12,/  19  10  9  /,7  2  5,-1  -4  +3,71%  67%  75%,152  100  203,43%  31%  53%,1  0  1,1  1  0,0  -1  +1,,,neptuNo ZETA,,0.89  0.57  1.21,210  145  276,18  6  12,/  19  10  9  /,7  2  5,-1  -4  +3,71%  67%  75%,152  100  203,43%  31%  53%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,
26,ease ZETA,,0.83  0.74  0.92,154  191  119,12  7  5,/  17  10  7  /,11  6  5,-5  -3  -2,75%  75%  75%,97  117  77,23%  25%  20%,1  1  0,3  3  0,-2  -2  0,,,ease ZETA,,0.83  0.74  0.92,154  191  119,12  7  5,/  17  10  7  /,11  6  5,-5  -3  -2,75%  75%  75%,97  117  77,23%  25%  20%,1  1  0,3  3  0,-2  -2  0,,,,,,,,,,,,,,
27,Michel AYM,,1.31  0.80  1.81,328  240  417,30  11  19,/  19  11  8  /,4  0  4,+11  0  +11,71%  50%  92%,208  143  273,31%  36%  28%,9  4  5,7  5  2,+2  -1  +3,,,Michel AYM,,1.31  0.80  1.81,328  240  417,30  11  19,/  19  11  8  /,4  0  4,+11  0  +11,71%  50%  92%,208  143  273,31%  36%  28%,9  4  5,7  5  2,+2  -1  +3,,,,,,,,,,,,,,
28,mober AYM,,1.27  1.10  1.44,179  155  205,17  7  10,/  11  6  5  /,2  2  0,+6  +1  +5,79%  58%  100%,142  122  161,34%  21%  52%,1  0  1,0  0  0,+1  0  +1,,,mober AYM,,1.27  1.10  1.44,179  155  205,17  7  10,/  11  6  5  /,2  2  0,+6  +1  +5,79%  58%  100%,142  122  161,34%  21%  52%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
29,MikaEl AYM,,1.18  1.17  1.20,240  240  240,19  9  10,/  19  10  9  /,9  5  4,0  -1  +1,75%  75%  75%,167  172  163,25%  35%  17%,1  1  0,0  0  0,+1  +1  0,,,MikaEl AYM,,1.18  1.17  1.20,240  240  240,19  9  10,/  19  10  9  /,9  5  4,0  -1  +1,75%  75%  75%,167  172  163,25%  35%  17%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,
30,Skygi AYM,,1.03  1.18  0.87,147  172  124,13  7  6,/  15  7  8  /,15  10  5,-2  0  -2,79%  83%  75%,85  101  69,21%  20%  22%,1  0  1,0  0  0,+1  0  +1,,,Skygi AYM,,1.03  1.18  0.87,147  172  124,13  7  6,/  15  7  8  /,15  10  5,-2  0  -2,79%  83%  75%,85  101  69,21%  20%  22%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
31,Chechuu AYM,,0.69  0.46  0.91,115  95  137,9  4  5,/  17  10  7  /,11  6  5,-8  -6  -2,71%  67%  75%,74  57  91,22%  18%  25%,2  0  2,3  2  1,-1  -2  +1,,,Chechuu AYM,,0.69  0.46  0.91,115  95  137,9  4  5,/  17  10  7  /,11  6  5,-8  -6  -2,71%  67%  75%,74  57  91,22%  18%  25%,2  0  2,3  2  1,-1  -2  +1,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Fragger SAW,,1.48  1.55  1.39,285  323  235,23  14  9,/  9  6  3  /,6  3  3,+14  +8  +6,81%  75%  89%,173  203  134,32%  28%  43%,3  2  1,1  0  1,+2  +2  0,1.0,0.0,Fragger SAW,,1.48  1.55  1.39,285  323  235,23  14  9,/  9  6  3  /,6  3  3,+14  +8  +6,81%  75%  89%,173  203  134,32%  28%  43%,3  2  1,1  0  1,+2  +2  0,,,,,,,,,,,,,,
34,brk SAW,,1.29  1.05  1.61,304  264  358,21  10  11,/  14  9  5  /,5  4  1,+7  +1  +6,81%  75%  89%,197  170  232,15%  20%  11%,5  2  3,3  2  1,+2  0  +2,13.0,8.0,brk SAW,,1.29  1.05  1.61,304  264  358,21  10  11,/  14  9  5  /,5  4  1,+7  +1  +6,81%  75%  89%,197  170  232,15%  20%  11%,5  2  3,3  2  1,+2  0  +2,,,,,,,,,,,,,,
35,pdr SAW,,1.16  1.16  1.16,187  167  216,13  8  5,/  12  6  6  /,9  3  6,+1  +2  -1,76%  75%  78%,128  105  160,26%  14%  38%,1  1  0,0  0  0,+1  +1  0,,,pdr SAW,,1.16  1.16  1.16,187  167  216,13  8  5,/  12  6  6  /,9  3  6,+1  +2  -1,76%  75%  78%,128  105  160,26%  14%  38%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,
36,k1zpawn SAW,,1.11  1.37  0.76,168  177  159,11  7  4,/  10  4  6  /,8  6  2,+1  +3  -2,71%  83%  56%,113  109  119,26%  25%  27%,4  4  0,1  1  0,+3  +3  0,,,k1zpawn SAW,,1.11  1.37  0.76,168  177  159,11  7  4,/  10  4  6  /,8  6  2,+1  +3  -2,71%  83%  56%,113  109  119,26%  25%  27%,4  4  0,1  1  0,+3  +3  0,,,,,,,,,,,,,,
37,Addicted SAW,,0.93  1.18  0.59,153  194  98,13  9  4,/  12  7  5  /,5  4  1,+1  +2  -1,71%  83%  56%,94  125  53,27%  29%  20%,1  0  1,2  0  2,-1  0  -1,,,Addicted SAW,,0.93  1.18  0.59,153  194  98,13  9  4,/  12  7  5  /,5  4  1,+1  +2  -1,71%  83%  56%,94  125  53,27%  29%  20%,1  0  1,2  0  2,-1  0  -1,,,,,,,,,,,,,,
38,mober AYM,,0.97  0.54  1.30,218  87  317,16  2  14,/  16  8  8  /,6  4  2,0  -6  +6,57%  44%  67%,132  58  187,38%  40%  38%,1  0  1,0  0  0,+1  0  +1,,,mober AYM,,0.97  0.54  1.30,218  87  317,16  2  14,/  16  8  8  /,6  4  2,0  -6  +6,57%  44%  67%,132  58  187,38%  40%  38%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
39,Michel AYM,,0.91  1.58  0.41,198  319  108,14  12  2,/  16  6  10  /,5  2  3,-2  +6  -8,52%  67%  42%,129  185  87,21%  29%  16%,2  2  0,6  1  5,-4  +1  -5,,,Michel AYM,,0.91  1.58  0.41,198  319  108,14  12  2,/  16  6  10  /,5  2  3,-2  +6  -8,52%  67%  42%,129  185  87,21%  29%  16%,2  2  0,6  1  5,-4  +1  -5,,,,,,,,,,,,,,
40,Chechuu AYM,,0.87  0.90  0.85,182  196  172,14  7  7,/  17  7  10  /,1  0  1,-3  0  -3,48%  56%  42%,118  136  105,45%  54%  38%,1  0  1,4  3  1,-3  -3  0,,,Chechuu AYM,,0.87  0.90  0.85,182  196  172,14  7  7,/  17  7  10  /,1  0  1,-3  0  -3,48%  56%  42%,118  136  105,45%  54%  38%,1  0  1,4  3  1,-3  -3  0,,,,,,,,,,,,,,
41,Skygi AYM,,0.73  0.69  0.77,131  143  123,9  4  5,/  16  7  9  /,7  5  2,-7  -3  -4,52%  56%  50%,83  81  86,27%  16%  45%,2  2  0,1  0  1,+1  +2  -1,,,Skygi AYM,,0.73  0.69  0.77,131  143  123,9  4  5,/  16  7  9  /,7  5  2,-7  -3  -4,52%  56%  50%,83  81  86,27%  16%  45%,2  2  0,1  0  1,+1  +2  -1,,,,,,,,,,,,,,
42,MikaEl AYM,,0.52  0.73  0.35,87  67  103,4  2  2,/  17  6  11  /,6  4  2,-13  -4  -9,43%  56%  33%,74  60  83,8%  17%  4%,1  0  1,3  1  2,-2  -1  -1,,,MikaEl AYM,,0.52  0.73  0.35,87  67  103,4  2  2,/  17  6  11  /,6  4  2,-13  -4  -9,43%  56%  33%,74  60  83,8%  17%  4%,1  0  1,3  1  2,-2  -1  -1,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,YEaHzZ WYG,,0.92  0.37  1.11,269  135  315,15  2  13,/  15  4  11  /,0  0  0,0  -2  +2,63%  25%  75%,164  73  194,50%  67%  48%,3  0  3,4  2  2,-1  -2  +1,0.0,1.0,YEaHzZ WYG,,0.92  0.37  1.11,269  135  315,15  2  13,/  15  4  11  /,0  0  0,0  -2  +2,63%  25%  75%,164  73  194,50%  67%  48%,3  0  3,4  2  2,-1  -2  +1,,,,,,,,,,,,,,
45,Hardez WYG,,0.68  0.41  0.78,173  130  188,8  1  7,/  15  4  11  /,1  0  1,-7  -3  -4,56%  25%  67%,136  108  145,20%  25%  19%,1  0  1,1  0  1,0  0  0,3.0,13.0,Hardez WYG,,0.68  0.41  0.78,173  130  188,8  1  7,/  15  4  11  /,1  0  1,-7  -3  -4,56%  25%  67%,136  108  145,20%  25%  19%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,
46,efestk1ng WYG,,0.58  0.27  0.68,106  76  117,4  0  4,/  13  4  9  /,9  3  6,-9  -4  -5,56%  50%  58%,78  76  78,21%  29%  18%,1  0  1,1  1  0,0  -1  +1,,,efestk1ng WYG,,0.58  0.27  0.68,106  76  117,4  0  4,/  13  4  9  /,9  3  6,-9  -4  -5,56%  50%  58%,78  76  78,21%  29%  18%,1  0  1,1  1  0,0  -1  +1,,,,,,,,,,,,,,
47,ThoR WYG,,0.58  0.14  0.72,169  117  187,9  2  7,/  15  4  11  /,1  0  1,-6  -2  -4,56%  50%  58%,106  54  123,38%  25%  40%,1  0  1,4  1  3,-3  -1  -2,,,ThoR WYG,,0.58  0.14  0.72,169  117  187,9  2  7,/  15  4  11  /,1  0  1,-6  -2  -4,56%  50%  58%,106  54  123,38%  25%  40%,1  0  1,4  1  3,-3  -1  -2,,,,,,,,,,,,,,
48,1mpala WYG,,0.50  0.04  0.66,105  58  121,6  1  5,/  14  4  10  /,2  0  2,-8  -3  -5,44%  25%  50%,75  22  93,18%  0%  21%,0  0  0,0  0  0,0  0  0,,,1mpala WYG,,0.50  0.04  0.66,105  58  121,6  1  5,/  14  4  10  /,2  0  2,-8  -3  -5,44%  25%  50%,75  22  93,18%  0%  21%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,
49,neptuNo ZETA,,1.54  1.45  1.81,270  274  260,16  13  3,/  6  5  1  /,6  2  4,+10  +8  +2,81%  75%  100%,185  190  170,23%  26%  18%,3  0  3,1  1  0,+2  -1  +3,,,neptuNo ZETA,,1.54  1.45  1.81,270  274  260,16  13  3,/  6  5  1  /,6  2  4,+10  +8  +2,81%  75%  100%,185  190  170,23%  26%  18%,3  0  3,1  1  0,+2  -1  +3,,,,,,,,,,,,,,
50,Guardy ZETA,,1.49  1.25  2.22,311  287  384,20  14  6,/  9  7  2  /,3  1  2,+11  +7  +4,81%  75%  100%,185  174  219,29%  28%  31%,1  1  0,1  1  0,0  0  0,,,Guardy ZETA,,1.49  1.25  2.22,311  287  384,20  14  6,/  9  7  2  /,3  1  2,+11  +7  +4,81%  75%  100%,185  174  219,29%  28%  31%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,
51,ease ZETA,,1.27  1.06  1.92,207  215  184,13  9  4,/  8  8  0  /,8  5  3,+5  +1  +4,88%  83%  100%,132  140  107,21%  21%  22%,1  1  0,0  0  0,+1  +1  0,,,ease ZETA,,1.27  1.06  1.92,207  215  184,13  9  4,/  8  8  0  /,8  5  3,+5  +1  +4,88%  83%  100%,132  140  107,21%  21%  22%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,
52,Daniel0 ZETA,,1.21  1.09  1.56,208  217  180,13  10  3,/  9  8  1  /,3  1  2,+4  +2  +2,81%  75%  100%,141  143  133,26%  21%  50%,3  3  0,2  2  0,+1  +1  0,,,Daniel0 ZETA,,1.21  1.09  1.56,208  217  180,13  10  3,/  9  8  1  /,3  1  2,+4  +2  +2,81%  75%  100%,141  143  133,26%  21%  50%,3  3  0,2  2  0,+1  +1  0,,,,,,,,,,,,,,
53,kyrrz ZETA,,1.06  0.98  1.28,183  167  233,10  6  4,/  10  8  2  /,4  3  1,0  -2  +2,75%  75%  75%,111  105  129,20%  20%  20%,2  1  1,2  2  0,0  -1  +1,,,kyrrz ZETA,,1.06  0.98  1.28,183  167  233,10  6  4,/  10  8  2  /,4  3  1,0  -2  +2,75%  75%  75%,111  105  129,20%  20%  20%,2  1  1,2  2  0,0  -1  +1,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,mober AYM,,1.00  0.24  1.20,236  172  253,13  2  11,/  12  4  8  /,3  1  2,+1  -2  +3,53%  67%  50%,135  80  149,29%  25%  29%,2  0  2,2  0  2,0  0  0,0.0,1.0,mober AYM,,1.00  0.24  1.20,236  172  253,13  2  11,/  12  4  8  /,3  1  2,+1  -2  +3,53%  67%  50%,135  80  149,29%  25%  29%,2  0  2,2  0  2,0  0  0,,,,,,,,,,,,,,
56,Chechuu AYM,,0.65  0.02  0.84,128  26  154,6  0  6,/  13  3  10  /,6  1  5,-7  -3  -4,53%  33%  58%,80  26  94,26%  0%  31%,0  0  0,3  2  1,-3  -2  -1,2.0,13.0,Chechuu AYM,,0.65  0.02  0.84,128  26  154,6  0  6,/  13  3  10  /,6  1  5,-7  -3  -4,53%  33%  58%,80  26  94,26%  0%  31%,0  0  0,3  2  1,-3  -2  -1,,,,,,,,,,,,,,
57,Skygi AYM,,0.44  0.45  0.43,111  185  93,4  2  2,/  14  3  11  /,4  1  3,-10  -1  -9,60%  100%  50%,79  96  74,41%  50%  38%,1  0  1,1  0  1,0  0  0,,,Skygi AYM,,0.44  0.45  0.43,111  185  93,4  2  2,/  14  3  11  /,4  1  3,-10  -1  -9,60%  100%  50%,79  96  74,41%  50%  38%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,
58,MikaEl AYM,,0.41  0.15  0.48,124  116  127,6  1  5,/  14  3  11  /,2  1  1,-8  -2  -6,47%  67%  42%,99  81  104,33%  20%  40%,0  0  0,1  0  1,-1  0  -1,,,MikaEl AYM,,0.41  0.15  0.48,124  116  127,6  1  5,/  14  3  11  /,2  1  1,-8  -2  -6,47%  67%  42%,99  81  104,33%  20%  40%,0  0  0,1  0  1,-1  0  -1,,,,,,,,,,,,,,
