,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
59,Michel AYM,,0.27  0.46  0.22,156  199  146,7  2  5,/  15  3  12  /,3  1  2,-8  -1  -7,40%  33%  42%,98  119  92,15%  29%  11%,1  0  1,4  1  3,-3  -1  -2,,,Michel AYM,,0.27  0.46  0.22,156  199  146,7  2  5,/  15  3  12  /,3  1  2,-8  -1  -7,40%  33%  42%,98  119  92,15%  29%  11%,1  0  1,4  1  3,-3  -1  -2,,,,,,,,,,,,,,
60,neptuNo ZETA,,1.72  1.52  2.54,289  278  335,15  11  4,/  7  7  0  /,11  9  2,+8  +4  +4,100%  100%  100%,180  166  237,21%  19%  33%,0  0  0,0  0  0,0  0  0,,,neptuNo ZETA,,1.72  1.52  2.54,289  278  335,15  11  4,/  7  7  0  /,11  9  2,+8  +4  +4,100%  100%  100%,180  166  237,21%  19%  33%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,
61,kyrrz ZETA,,1.62  1.39  2.52,285  270  348,15  11  4,/  6  6  0  /,3  2  1,+9  +5  +4,93%  92%  100%,198  191  224,35%  42%  18%,7  5  2,2  2  0,+5  +3  +2,,,kyrrz ZETA,,1.62  1.39  2.52,285  270  348,15  11  4,/  6  6  0  /,3  2  1,+9  +5  +4,93%  92%  100%,198  191  224,35%  42%  18%,7  5  2,2  2  0,+5  +3  +2,,,,,,,,,,,,,,
62,Daniel0 ZETA,,1.34  1.22  1.81,245  240  266,15  11  4,/  9  7  2  /,3  2  1,+6  +4  +2,93%  92%  100%,170  175  147,31%  31%  29%,1  1  0,0  0  0,+1  +1  0,,,Daniel0 ZETA,,1.34  1.22  1.81,245  240  266,15  11  4,/  9  7  2  /,3  2  1,+6  +4  +2,93%  92%  100%,170  175  147,31%  31%  29%,1  1  0,0  0  0,+1  +1  0,,,,,,,,,,,,,,
63,ease ZETA,,1.33  1.42  0.95,182  202  103,12  13  -1,/  6  3  3  /,6  3  3,+6  +10  -4,80%  83%  67%,136  158  44,48%  58%  0%,1  1  0,1  1  0,0  0  0,,,ease ZETA,,1.33  1.42  0.95,182  202  103,12  13  -1,/  6  3  3  /,6  3  3,+6  +10  -4,80%  83%  67%,136  158  44,48%  58%  0%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,
64,Guardy ZETA,,1.21  1.24  1.10,210  216  185,11  9  2,/  8  6  2  /,4  3  1,+3  +3  0,87%  83%  100%,148  153  129,24%  24%  29%,2  1  1,1  1  0,+1  0  +1,,,Guardy ZETA,,1.21  1.24  1.10,210  216  185,11  9  2,/  8  6  2  /,4  3  1,+3  +3  0,87%  83%  100%,148  153  129,24%  24%  29%,2  1  1,1  1  0,+1  0  +1,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,OXY C9,,1.38  1.23  1.53,289  260  319,25  11  14,/  18  10  8  /,5  3  2,+7  +1  +6,83%  83%  83%,178  160  196,18%  16%  21%,3  2  1,2  1  1,+1  +1  0,1.0,0.0,OXY C9,,1.38  1.23  1.53,289  260  319,25  11  14,/  18  10  8  /,5  3  2,+7  +1  +6,83%  83%  83%,178  160  196,18%  16%  21%,3  2  1,2  1  1,+1  +1  0,,,,,,,,,,,,,,
67,wippie C9,,1.13  1.15  1.11,221  222  222,18  9  9,/  17  9  8  /,5  1  4,+1  0  +1,83%  75%  92%,156  158  155,28%  21%  38%,4  1  3,2  1  1,+2  0  +2,13.0,11.0,wippie C9,,1.13  1.15  1.11,221  222  222,18  9  9,/  17  9  8  /,5  1  4,+1  0  +1,83%  75%  92%,156  158  155,28%  21%  38%,4  1  3,2  1  1,+2  0  +2,,,,,,,,,,,,,,
68,Xeppaa C9,,1.03  1.13  0.93,182  197  168,14  8  6,/  18  9  9  /,8  4  4,-4  -1  -3,83%  83%  83%,128  129  127,14%  7%  25%,1  0  1,2  0  2,-1  0  -1,,,Xeppaa C9,,1.03  1.13  0.93,182  197  168,14  8  6,/  18  9  9  /,8  4  4,-4  -1  -3,83%  83%  83%,128  129  127,14%  7%  25%,1  0  1,2  0  2,-1  0  -1,,,,,,,,,,,,,,
69,jakee C9,,0.91  0.76  1.06,162  125  199,15  5  10,/  16  9  7  /,5  3  2,-1  -4  +3,71%  67%  75%,104  78  130,46%  38%  54%,1  1  0,2  1  1,-1  0  -1,,,jakee C9,,0.91  0.76  1.06,162  125  199,15  5  10,/  16  9  7  /,5  3  2,-1  -4  +3,71%  67%  75%,104  78  130,46%  38%  54%,1  1  0,2  1  1,-1  0  -1,,,,,,,,,,,,,,
70,vanity C9,,0.90  0.61  1.18,202  178  227,18  8  10,/  18  11  7  /,5  1  4,0  -3  +3,63%  50%  75%,115  104  126,17%  20%  16%,2  1  1,5  4  1,-3  -3  0,,,vanity C9,,0.90  0.61  1.18,202  178  227,18  8  10,/  18  11  7  /,5  1  4,0  -3  +3,63%  50%  75%,115  104  126,17%  20%  16%,2  1  1,5  4  1,-3  -3  0,,,,,,,,,,,,,,
71,thief MxS,,1.19  1.35  1.03,277  315  240,23  14  9,/  17  9  8  /,5  1  4,+6  +5  +1,71%  58%  83%,179  212  145,36%  35%  36%,6  2  4,2  1  1,+4  +1  +3,,,thief MxS,,1.19  1.35  1.03,277  315  240,23  14  9,/  17  9  8  /,5  1  4,+6  +5  +1,71%  58%  83%,179  212  145,36%  35%  36%,6  2  4,2  1  1,+4  +1  +3,,,,,,,,,,,,,,
72,v1c MxS,,1.08  0.95  1.21,225  198  252,19  7  12,/  16  9  7  /,0  0  0,+3  -2  +5,75%  58%  92%,144  132  155,13%  14%  12%,5  3  2,2  1  1,+3  +2  +1,,,v1c MxS,,1.08  0.95  1.21,225  198  252,19  7  12,/  16  9  7  /,0  0  0,+3  -2  +5,75%  58%  92%,144  132  155,13%  14%  12%,5  3  2,2  1  1,+3  +2  +1,,,,,,,,,,,,,,
73,brawk MxS,,0.95  0.75  1.15,191  165  217,18  7  11,/  16  9  7  /,8  4  4,+2  -2  +4,71%  58%  83%,121  97  144,42%  29%  56%,1  1  0,2  2  0,-1  -1  0,,,brawk MxS,,0.95  0.75  1.15,191  165  217,18  7  11,/  16  9  7  /,8  4  4,+2  -2  +4,71%  58%  83%,121  97  144,42%  29%  56%,1  1  0,2  2  0,-1  -1  0,,,,,,,,,,,,,,
74,flyuh MxS,,0.80  0.63  0.97,199  177  222,15  7  8,/  22  12  10  /,15  7  8,-7  -5  -2,75%  75%  75%,132  113  152,25%  24%  26%,0  0  0,3  1  2,-3  -1  -2,,,flyuh MxS,,0.80  0.63  0.97,199  177  222,15  7  8,/  22  12  10  /,15  7  8,-7  -5  -2,75%  75%  75%,132  113  152,25%  24%  26%,0  0  0,3  1  2,-3  -1  -2,,,,,,,,,,,,,,
75,mada MxS,,0.51  0.38  0.63,137  96  180,12  4  8,/  19  10  9  /,3  2  1,-7  -6  -1,75%  67%  83%,97  70  124,24%  18%  29%,1  0  1,2  1  1,-1  -1  0,,,mada MxS,,0.51  0.38  0.63,137  96  180,12  4  8,/  19  10  9  /,3  2  1,-7  -6  -1,75%  67%  83%,97  70  124,24%  18%  29%,1  0  1,2  1  1,-1  -1  0,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Xeppaa C9,,1.23  1.45  1.01,266  280  252,42  23  19,/  34  14  20  /,12  5  7,+8  +9  -1,70%  70%  71%,180  192  167,24%  27%  21%,5  2  3,4  2  2,+1  0  +1,2.0,0.0,vanity C9,,1.33  2.06  0.66,221  275  172,18  11  7,/  13  3  10  /,22  20  2,+5  +8  -3,70%  91%  50%,144  169  120,25%  36%  17%,0  0  0,4  0  4,-4  0  -4,Xeppaa C9,,1.37  1.78  0.96,269  352  186,23  15  8,/  17  8  9  /,6  3  3,+6  +7  -1,67%  67%  67%,176  232  120,32%  33%  30%,3  2  1,3  1  2,0  +1  -1
78,vanity C9,,1.18  1.40  0.98,201  208  194,34  16  18,/  30  13  17  /,31  27  4,+4  +3  +1,72%  78%  67%,134  132  135,25%  29%  22%,3  1  2,4  0  4,-1  +1  -2,13.0,10.0,jakee C9,,1.28  0.71  1.81,222  55  377,20  1  19,/  14  6  8  /,5  4  1,+6  -5  +11,87%  82%  92%,129  36  215,20%  13%  22%,3  1  2,1  1  0,+2  0  +2,wippie C9,,1.13  1.31  0.96,182  220  144,16  10  6,/  15  7  8  /,8  4  4,+1  +3  -2,83%  92%  75%,140  167  112,24%  31%  15%,3  2  1,1  1  0,+2  +1  +1
79,jakee C9,,1.09  0.73  1.43,211  108  311,36  8  28,/  34  16  18  /,14  9  5,+2  -8  +10,83%  78%  88%,133  78  185,21%  18%  22%,6  1  5,4  3  1,+2  -2  +4,13.0,11.0,OXY C9,,1.25  2.00  0.55,252  413  106,21  18  3,/  17  6  11  /,6  1  5,+4  +12  -8,87%  91%  83%,177  283  81,40%  46%  24%,7  7  0,2  1  1,+5  +6  -1,vanity C9,,1.02  0.74  1.30,180  146  216,16  5  11,/  17  10  7  /,9  7  2,-1  -5  +4,75%  67%  83%,124  98  151,25%  21%  28%,3  1  2,0  0  0,+3  +1  +2
80,wippie C9,,1.07  1.43  0.72,187  245  131,32  21  11,/  29  11  18  /,9  4  5,+3  +10  -7,79%  91%  67%,133  172  96,23%  27%  20%,3  2  1,4  1  3,-1  +1  -2,,,Xeppaa C9,,1.09  1.12  1.06,262  202  318,19  8  11,/  17  6  11  /,6  2  4,+2  +2  0,74%  73%  75%,183  149  214,19%  21%  18%,2  0  2,1  1  0,+1  -1  +2,jakee C9,,0.90  0.75  1.06,199  156  244,16  7  9,/  20  10  10  /,9  5  4,-4  -3  -1,79%  75%  83%,136  117  156,21%  19%  23%,3  0  3,3  2  1,0  -2  +2
81,OXY C9,,1.02  1.44  0.64,205  275  137,35  25  10,/  36  16  20  /,9  2  7,-1  +9  -10,79%  78%  79%,140  183  99,41%  49%  30%,10  10  0,4  1  3,+6  +9  -3,,,wippie C9,,1.00  1.56  0.49,191  272  118,16  11  5,/  14  4  10  /,1  0  1,+2  +7  -5,74%  91%  58%,126  177  80,23%  23%  24%,0  0  0,3  0  3,-3  0  -3,OXY C9,,0.80  0.87  0.72,158  150  167,14  7  7,/  19  10  9  /,3  1  2,-5  -3  -2,71%  67%  75%,105  92  118,43%  58%  35%,3  3  0,2  0  2,+1  +3  -2
82,v1c MxS,,1.00  1.10  0.88,231  234  229,37  20  17,/  35  17  18  /,8  4  4,+2  +3  -1,64%  67%  61%,161  161  162,23%  23%  23%,2  1  1,4  2  2,-2  -1  -1,,,thief MxS,,0.95  1.15  0.74,227  276  176,18  11  7,/  19  9  10  /,6  5  1,-1  +2  -3,74%  92%  55%,156  178  133,47%  50%  44%,5  4  1,3  1  2,+2  +3  -1,brawk MxS,,1.41  1.50  1.33,278  277  280,26  13  13,/  14  6  8  /,7  2  5,+12  +7  +5,79%  67%  92%,184  182  186,23%  29%  18%,2  1  1,1  0  1,+1  +1  0
83,brawk MxS,,0.98  1.11  0.84,197  213  185,36  20  16,/  33  15  18  /,11  5  6,+3  +5  -2,70%  75%  65%,134  141  128,20%  25%  16%,3  2  1,2  0  2,+1  +2  -1,,,flyuh MxS,,0.95  1.45  0.41,211  308  107,16  13  3,/  20  10  10  /,12  8  4,-4  +3  -7,74%  83%  64%,143  207  74,24%  21%  36%,0  0  0,2  0  2,-2  0  -2,v1c MxS,,1.21  1.32  1.10,271  270  273,22  11  11,/  17  8  9  /,6  3  3,+5  +3  +2,79%  83%  75%,185  189  181,31%  32%  30%,2  1  1,2  2  0,0  -1  +1
84,flyuh MxS,,0.94  1.16  0.69,206  245  166,32  20  12,/  37  19  18  /,22  16  6,-5  +1  -6,72%  83%  61%,139  168  109,30%  24%  45%,2  0  2,6  2  4,-4  -2  -2,,,mada MxS,,0.94  1.12  0.74,193  211  174,16  10  6,/  18  8  10  /,4  1  3,-2  +2  -4,65%  67%  64%,127  138  115,34%  38%  29%,5  3  2,4  3  1,+1  0  +1,flyuh MxS,,0.92  0.87  0.98,201  182  221,16  7  9,/  17  9  8  /,10  8  2,-1  -2  +1,71%  83%  58%,135  128  142,39%  30%  50%,2  0  2,4  2  2,-2  -2  0
85,thief MxS,,0.91  0.93  0.88,211  211  212,33  17  16,/  38  18  20  /,17  8  9,-5  -1  -4,74%  75%  74%,138  130  146,34%  38%  31%,7  6  1,5  2  3,+2  +4  -2,,,v1c MxS,,0.78  0.89  0.67,190  199  182,15  9  6,/  18  9  9  /,2  1  1,-3  0  -3,48%  50%  45%,136  132  141,14%  13%  15%,0  0  0,2  0  2,-2  0  -2,thief MxS,,0.86  0.71  1.02,195  146  245,15  6  9,/  19  9  10  /,11  3  8,-4  -3  -1,75%  58%  92%,119  81  158,26%  26%  26%,2  2  0,2  1  1,0  +1  -1
86,mada MxS,,0.73  0.95  0.51,154  189  117,25  16  9,/  36  17  19  /,10  7  3,-11  -1  -10,62%  67%  57%,104  130  76,28%  33%  21%,6  4  2,10  5  5,-4  -1  -3,,,brawk MxS,,0.55  0.72  0.36,116  149  81,10  7  3,/  19  9  10  /,4  3  1,-9  -2  -7,61%  83%  36%,83  100  64,16%  18%  13%,1  1  0,1  0  1,0  +1  -1,mada MxS,,0.53  0.78  0.28,115  166  65,9  6  3,/  18  9  9  /,6  6  0,-9  -3  -6,58%  67%  50%,82  123  41,21%  29%  8%,1  1  0,6  2  4,-5  -1  -4
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
