,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,marky OAS,,1.47  1.60  1.69,246  253  241,31  17  14,/  16  9  7  /,15  9  6,+15  +8  +7,82%  88%  75%,155  166  144,22%  30%  13%,7  4  3,2  0  2,+5  +4  +1,2.0,0.0,xavi8k OAS,,1.58  1.68  1.29,264  318  103,15  14  1,/  6  5  1  /,4  1  3,+9  +9  0,94%  92%  100%,166  197  73,20%  23%  11%,2  2  0,0  0  0,+2  +2  0,Wild0reoo OAS,,1.67  1.46  1.76,323  269  346,21  5  16,/  9  3  6  /,5  1  4,+12  +2  +10,88%  100%  83%,224  197  235,59%  57%  59%,1  1  0,1  1  0,0  0  0
12,Wild0reoo OAS,,1.47  1.25  1.86,270  194  354,35  13  22,/  18  10  8  /,6  2  4,+17  +3  +14,79%  71%  88%,186  149  225,45%  33%  54%,5  2  3,2  2  0,+3  0  +3,13.0,3.0,kellyS OAS,,1.50  1.49  1.55,324  315  351,18  12  6,/  11  8  3  /,6  5  1,+7  +4  +3,88%  83%  100%,209  207  215,12%  14%  5%,4  4  0,1  1  0,+3  +3  0,marky OAS,,1.49  1.97  1.29,284  383  243,17  7  10,/  9  2  7  /,3  1  2,+8  +5  +3,76%  100%  67%,165  222  141,16%  23%  11%,5  3  2,2  0  2,+3  +3  0
13,xavi8k OAS,,1.39  1.45  1.24,228  279  172,29  18  11,/  15  7  8  /,5  1  4,+14  +11  +3,88%  94%  81%,147  176  116,18%  22%  15%,3  2  1,1  0  1,+2  +2  0,13.0,4.0,marky OAS,,1.44  1.22  2.09,208  199  235,14  10  4,/  7  7  0  /,12  8  4,+7  +3  +4,88%  83%  100%,145  143  151,30%  36%  18%,2  1  1,0  0  0,+2  +1  +1,Draxii OAS,,1.31  1.21  1.35,221  151  252,13  3  10,/  10  3  7  /,11  4  7,+3  0  +3,82%  80%  83%,119  77  136,43%  43%  43%,2  0  2,0  0  0,+2  0  +2
14,Draxii OAS,,1.27  1.13  1.59,198  159  242,23  10  13,/  16  9  7  /,19  8  11,+7  +1  +6,85%  82%  88%,115  97  135,34%  40%  30%,4  2  2,0  0  0,+4  +2  +2,,,Wild0reoo OAS,,1.27  1.04  1.95,216  163  378,14  8  6,/  9  7  2  /,1  1  0,+5  +1  +4,69%  58%  100%,145  129  194,31%  26%  42%,4  1  3,1  1  0,+3  0  +3,xavi8k OAS,,1.21  1.23  1.20,191  184  194,14  4  10,/  9  2  7  /,1  0  1,+5  +2  +3,82%  100%  75%,129  125  131,16%  18%  16%,1  0  1,1  0  1,0  0  0
15,kellyS OAS,,1.20  1.52  1.09,236  296  167,26  16  10,/  21  10  11  /,15  11  4,+5  +6  -1,85%  82%  88%,147  191  101,13%  17%  8%,6  4  2,3  1  2,+3  +3  0,,,Draxii OAS,,1.24  1.05  1.82,174  162  212,10  7  3,/  6  6  0  /,8  4  4,+4  +1  +3,88%  83%  100%,111  105  131,27%  39%  8%,2  2  0,0  0  0,+2  +2  0,kellyS OAS,,0.90  1.56  0.62,148  252  105,8  4  4,/  10  2  8  /,9  6  3,-2  +2  -4,82%  80%  83%,90  153  63,18%  27%  12%,2  0  2,2  0  2,0  0  0
16,Zall DEWA,,0.84  0.67  0.94,203  200  207,23  11  12,/  28  14  14  /,1  0  1,-5  -3  -2,52%  50%  53%,145  135  154,27%  25%  28%,0  0  0,2  1  1,-2  -1  -1,,,Nimji DEWA,,0.74  0.39  0.86,194  210  190,10  3  7,/  13  4  9  /,3  0  3,-3  -1  -2,63%  75%  58%,134  124  137,25%  43%  20%,0  0  0,2  1  1,-2  -1  -1,Zall DEWA,,0.94  0.90  1.04,220  220  221,13  9  4,/  14  10  4  /,0  0  0,-1  -1  0,47%  50%  40%,147  153  132,29%  28%  31%,0  0  0,1  1  0,-1  -1  0
17,Margiela DEWA,,0.66  0.51  0.59,187  183  195,22  11  11,/  29  13  16  /,6  3  3,-7  -2  -5,61%  63%  59%,120  118  122,32%  25%  39%,3  1  2,6  2  4,-3  -1  -2,,,Zall DEWA,,0.73  0.44  0.83,185  138  201,10  2  8,/  14  4  10  /,1  0  1,-4  -2  -2,56%  50%  58%,143  82  163,25%  14%  27%,0  0  0,1  0  1,-1  0  -1,Margiela DEWA,,0.85  0.99  0.52,241  237  251,15  11  4,/  14  9  5  /,3  2  1,+1  +2  -1,76%  75%  80%,148  151  139,33%  27%  50%,2  1  1,2  1  1,0  0  0
18,Nimji DEWA,,0.64  0.51  0.60,145  119  167,15  6  9,/  27  13  14  /,8  5  3,-12  -7  -5,64%  69%  59%,100  80  120,24%  24%  24%,0  0  0,3  2  1,-3  -2  -1,,,Nifty DEWA,,0.58  0.42  0.63,142  78  164,7  1  6,/  15  4  11  /,5  1  4,-8  -3  -5,63%  75%  58%,85  55  95,22%  0%  24%,1  0  1,3  0  3,-2  0  -2,Nimji DEWA,,0.55  0.63  0.35,95  89  111,5  3  2,/  14  9  5  /,5  5  0,-9  -6  -3,65%  67%  60%,69  65  80,22%  14%  50%,0  0  0,1  1  0,-1  -1  0
19,Nifty DEWA,,0.50  0.48  0.40,134  150  120,14  8  6,/  30  15  15  /,8  3  5,-16  -7  -9,52%  50%  53%,84  98  70,28%  37%  23%,2  1  1,5  1  4,-3  0  -3,,,Dragy DEWA,,0.49  0.06  0.63,111  50  132,5  0  5,/  14  4  10  /,3  1  2,-9  -4  -5,63%  25%  75%,81  50  91,21%  20%  21%,0  0  0,4  2  2,-4  -2  -2,Dragy DEWA,,0.49  0.55  0.34,137  137  138,7  5  2,/  16  11  5  /,3  3  0,-9  -6  -3,53%  58%  40%,92  87  104,14%  12%  18%,3  3  0,5  3  2,-2  0  -2
20,Dragy DEWA,,0.49  0.30  0.49,124  115  134,12  5  7,/  30  15  15  /,6  4  2,-18  -10  -8,58%  50%  65%,86  77  95,17%  14%  20%,3  3  0,9  5  4,-6  -2  -4,,,Margiela DEWA,,0.48  0.02  0.66,133  22  171,7  0  7,/  15  4  11  /,3  1  2,-8  -4  -4,44%  25%  50%,90  16  114,30%  0%  33%,1  0  1,4  1  3,-3  -1  -2,Nifty DEWA,,0.43  0.54  0.17,126  174  12,7  7  0,/  15  11  4  /,3  2  1,-8  -4  -4,41%  42%  40%,83  112  12,39%  44%  0%,1  1  0,2  1  1,-1  0  -1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
