,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1
23,purp0 KPI,,0.90  1.17  0.58,191  229  148,16  11  5,/  15  7  8  /,3  2  1,+1  +4  -3,59%  67%  50%,129  161  91,48%  59%  30%,0  0  0,2  0  2,-2  0  -2,9.0,13.0,purp0 KPI,,0.90  1.17  0.58,191  229  148,16  11  5,/  15  7  8  /,3  2  1,+1  +4  -3,59%  67%  50%,129  161  91,48%  59%  30%,0  0  0,2  0  2,-2  0  -2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Insider KPI,,0.73  0.68  0.79,140  87  205,10  4  6,/  17  8  9  /,3  2  1,-7  -4  -3,59%  50%  70%,107  68  153,37%  33%  38%,1  0  1,1  0  1,0  0  0,,,Insider KPI,,0.73  0.68  0.79,140  87  205,10  4  6,/  17  8  9  /,3  2  1,-7  -4  -3,59%  50%  70%,107  68  153,37%  33%  38%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,B1SK KPI,,0.55  0.87  0.16,183  265  85,12  10  2,/  20  10  10  /,2  0  2,-8  0  -8,55%  67%  40%,121  175  57,15%  21%  0%,7  7  0,6  3  3,+1  +4  -3,,,B1SK KPI,,0.55  0.87  0.16,183  265  85,12  10  2,/  20  10  10  /,2  0  2,-8  0  -8,55%  67%  40%,121  175  57,15%  21%  0%,7  7  0,6  3  3,+1  +4  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,dimaxx KPI,,0.40  0.40  0.41,89  88  90,6  3  3,/  18  9  9  /,4  2  2,-12  -6  -6,45%  50%  40%,63  64  63,26%  23%  30%,1  0  1,1  0  1,0  0  0,,,dimaxx KPI,,0.40  0.40  0.41,89  88  90,6  3  3,/  18  9  9  /,4  2  2,-12  -6  -6,45%  50%  40%,63  64  63,26%  23%  30%,1  0  1,1  0  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Flickless UCAM,,1.56  1.82  1.35,300  340  268,24  14  10,/  13  5  8  /,11  5  6,+11  +9  +2,77%  90%  67%,196  211  184,33%  44%  26%,4  3  1,0  0  0,+4  +3  +1,,,Flickless UCAM,,1.56  1.82  1.35,300  340  268,24  14  10,/  13  5  8  /,11  5  6,+11  +9  +2,77%  90%  67%,196  211  184,33%  44%  26%,4  3  1,0  0  0,+4  +3  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,grubinho UCAM,,1.37  1.28  1.45,202  182  221,17  8  9,/  10  6  4  /,11  7  4,+7  +2  +5,86%  90%  83%,125  119  131,41%  39%  42%,2  2  0,1  1  0,+1  +1  0,,,grubinho UCAM,,1.37  1.28  1.45,202  182  221,17  8  9,/  10  6  4  /,11  7  4,+7  +2  +5,86%  90%  83%,125  119  131,41%  39%  42%,2  2  0,1  1  0,+1  +1  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Famsii UCAM,,1.19  1.39  1.03,244  287  208,17  9  8,/  14  5  9  /,6  4  2,+3  +4  -1,82%  100%  67%,173  210  142,15%  14%  19%,2  1  1,3  1  2,-1  0  -1,,,Famsii UCAM,,1.19  1.39  1.03,244  287  208,17  9  8,/  14  5  9  /,6  4  2,+3  +4  -1,82%  100%  67%,173  210  142,15%  14%  19%,2  1  1,3  1  2,-1  0  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Quick UCAM,,1.10  0.95  1.22,157  89  215,13  3  10,/  13  6  7  /,9  3  6,0  -3  +3,82%  90%  75%,99  79  116,26%  33%  23%,2  1  1,4  0  4,-2  +1  -3,,,Quick UCAM,,1.10  0.95  1.22,157  89  215,13  3  10,/  13  6  7  /,9  3  6,0  -3  +3,82%  90%  75%,99  79  116,26%  33%  23%,2  1  1,4  0  4,-2  +1  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,OLIZERA UCAM,,1.06  1.50  0.70,171  226  127,14  9  5,/  13  4  9  /,4  2  2,+1  +5  -4,68%  80%  58%,132  165  104,35%  47%  24%,1  1  0,3  0  3,-2  +1  -3,,,OLIZERA UCAM,,1.06  1.50  0.70,171  226  127,14  9  5,/  13  4  9  /,4  2  2,+1  +5  -4,68%  80%  58%,132  165  104,35%  47%  24%,1  1  0,3  0  3,-2  +1  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Lil Bob Card,,1.05  1.27  0.70,224  239  205,43  24  19,/  37  18  19  /,18  11  7,+6  +6  0,72%  68%  76%,143  158  125,32%  31%  35%,3  0  3,6  5  1,-3  -5  +2,1.0,2.0,SUPERPHROG Card,,1.46  2.08  1.25,301  479  242,21  8  13,/  8  1  7  /,0  0  0,+13  +7  +6,69%  75%  67%,182  239  163,32%  18%  45%,3  1  2,3  1  2,0  0  0,Lil Bob Card,,0.92  1.11  0.63,198  191  209,14  7  7,/  15  8  7  /,5  5  0,-1  -1  0,70%  67%  75%,155  153  156,25%  15%  50%,0  0  0,2  1  1,-2  -1  -1,Lil Bob Card,,1.02  1.32  0.29,255  295  162,17  14  3,/  13  8  5  /,3  1  2,+4  +6  -2,71%  67%  80%,150  180  79,41%  45%  25%,0  0  0,2  2  0,-2  -2  0
34,SUPERPHROG Card,,0.96  1.27  0.69,227  257  189,44  26  18,/  39  20  19  /,3  0  3,+5  +6  -1,64%  68%  60%,144  157  129,31%  27%  38%,9  5  4,16  9  7,-7  -4  -3,13.0,3.0,LizA Card,,1.38  1.86  1.22,310  289  317,17  5  12,/  11  1  10  /,2  0  2,+6  +4  +2,69%  75%  67%,205  202  206,38%  75%  30%,1  0  1,0  0  0,+1  0  +1,LizA Card,,0.86  0.98  0.66,190  195  183,14  9  5,/  15  9  6  /,3  2  1,-1  0  -1,80%  67%  100%,130  128  132,41%  50%  31%,0  0  0,2  1  1,-2  -1  -1,SUPERPHROG Card,,0.63  0.78  0.27,187  213  127,11  9  2,/  15  10  5  /,1  0  1,-4  -1  -3,59%  58%  60%,119  136  79,24%  30%  10%,2  2  0,5  3  2,-3  -1  -2
35,LizA Card,,0.87  1.08  0.75,198  147  250,36  16  20,/  40  19  21  /,7  2  5,-4  -3  -1,68%  57%  80%,133  101  168,40%  61%  31%,2  0  2,5  2  3,-3  -2  -1,7.0,13.0,Lil Bob Card,,1.22  1.38  1.16,219  219  220,12  3  9,/  9  2  7  /,10  5  5,+3  +1  +2,75%  75%  75%,120  107  124,34%  60%  29%,3  0  3,2  2  0,+1  -2  +3,SUPERPHROG Card,,0.80  0.97  0.56,194  226  148,12  9  3,/  16  9  7  /,2  0  2,-4  0  -4,65%  75%  50%,135  152  110,36%  31%  46%,4  2  2,8  5  3,-4  -3  -1,Sylva Card,,0.60  0.60  0.61,190  183  211,10  6  4,/  15  10  5  /,5  3  2,-5  -4  -1,65%  58%  80%,121  124  117,33%  38%  22%,2  2  0,2  2  0,0  0  0
36,Sylva Card,,0.80  0.85  0.78,180  199  166,31  18  13,/  40  22  18  /,21  7  14,-9  -4  -5,72%  61%  84%,118  131  104,24%  30%  17%,5  4  1,4  3  1,+1  +1  0,4.0,13.0,chachi Card,,1.04  0.68  1.16,155  140  160,10  2  8,/  11  4  7  /,8  1  7,-1  -2  +1,81%  75%  83%,115  80  127,29%  50%  25%,1  0  1,2  0  2,-1  0  -1,Sylva Card,,0.79  0.82  0.74,214  229  194,14  10  4,/  16  10  6  /,4  1  3,-2  0  -2,65%  50%  88%,140  142  136,19%  20%  17%,2  2  0,2  1  1,0  +1  -1,chachi Card,,0.39  0.43  0.30,110  113  103,6  5  1,/  15  10  5  /,2  2  0,-9  -5  -4,53%  50%  60%,68  61  83,17%  19%  13%,0  0  0,0  0  0,0  0  0
37,chachi Card,,0.71  0.67  0.61,130  123  137,23  11  12,/  41  22  19  /,22  13  9,-18  -11  -7,70%  68%  72%,83  70  98,25%  28%  23%,1  0  1,2  0  2,-1  0  -1,,,Sylva Card,,1.02  1.13  0.99,136  160  129,7  2  5,/  9  2  7  /,12  3  9,-2  0  -2,88%  100%  83%,88  118  78,23%  44%  14%,1  0  1,0  0  0,+1  0  +1,chachi Card,,0.69  0.89  0.38,125  127  123,7  4  3,/  15  8  7  /,12  10  2,-8  -4  -4,75%  83%  63%,72  77  64,32%  33%  29%,0  0  0,0  0  0,0  0  0,LizA Card,,0.38  0.39  0.37,93  51  195,5  2  3,/  14  9  5  /,2  0  2,-9  -7  -2,53%  42%  80%,68  40  134,46%  75%  33%,1  0  1,3  1  2,-2  -1  -1
38,Leyre MAD.L,,1.22  1.54  1.17,247  246  247,45  22  23,/  39  19  20  /,24  12  12,+6  +3  +3,79%  76%  82%,151  153  150,24%  32%  19%,9  4  5,6  3  3,+3  +1  +2,,,Alessia MAD.L,,0.90  1.18  0.05,186  249,11  11  0,/  12  8  4  /,1  1  0,-1  +3  -4,50%  67%,122  163,45%  45%,1  1  0,1  1  0,0  0  0,Leyre MAD.L,,1.32  1.61  1.13,224  237  216,16  8  8,/  13  5  8  /,9  4  5,+3  +3  0,80%  88%  75%,130  142  121,18%  54%  7%,4  2  2,3  1  2,+1  +1  0,Nahashi MAD.L,,1.65  1.36  1.77,313  290  324,19  5  14,/  10  5  5  /,3  2  1,+9  0  +9,76%  80%  75%,212  183  225,26%  25%  26%,5  2  3,1  0  1,+4  +2  +2
39,Nahashi MAD.L,,1.21  1.29  1.24,257  256  259,45  21  24,/  39  20  19  /,14  8  6,+6  +1  +5,70%  76%  64%,177  167  185,21%  21%  20%,11  7  4,5  3  2,+6  +4  +2,,,Leyre MAD.L,,0.82  0.69  1.20,216  173  347,12  6  6,/  15  11  4  /,5  4  1,-3  -5  +2,69%  58%  100%,131  115  181,24%  19%  36%,2  0  2,2  2  0,0  -2  +2,MoniOvess MAD.L,,1.26  1.29  1.23,224  152  273,17  5  12,/  11  3  8  /,7  7  0,+6  +2  +4,65%  88%  50%,152  106  183,43%  33%  48%,2  0  2,0  0  0,+2  0  +2,Leyre MAD.L,,1.51  2.31  1.18,301  437  245,17  8  9,/  11  3  8  /,10  4  6,+6  +5  +1,88%  100%  83%,196  260  169,33%  33%  32%,3  2  1,1  0  1,+2  +2  0
40,Alessia MAD.L,,1.17  1.49  0.80,198  249  155,41  25  16,/  30  14  16  /,7  4  3,+11  +11  0,68%  80%  57%,136  170  105,41%  42%  39%,6  2  4,2  1  1,+4  +1  +3,,,Nahashi MAD.L,,0.81  0.67  1.22,218  189  308,9  6  3,/  15  11  4  /,8  4  4,-6  -5  -1,69%  67%  75%,153  128  227,18%  16%  21%,3  2  1,3  3  0,0  -1  +1,Nahashi MAD.L,,1.17  1.85  0.72,240  336  178,17  10  7,/  14  4  10  /,3  2  1,+3  +6  -3,65%  88%  50%,165  215  132,19%  26%  14%,3  3  0,1  0  1,+2  +3  -1,Alessia MAD.L,,1.48  2.15  1.20,202  297  163,15  7  8,/  6  1  5  /,2  0  2,+9  +6  +3,82%  100%  75%,148  205  124,54%  50%  56%,1  0  1,0  0  0,+1  0  +1
41,Nidxvilco MAD.L,,1.00  1.05  0.78,193  190  198,33  16  17,/  36  18  18  /,17  11  6,-3  -2  -1,75%  80%  71%,126  121  131,16%  17%  14%,2  1  1,3  2  1,-1  -1  0,,,MoniOvess MAD.L,,0.74  0.88  0.32,115  127  79,8  7  1,/  12  8  4  /,4  2  2,-4  -1  -3,69%  67%  75%,86  98  48,37%  50%  0%,0  0  0,1  1  0,-1  -1  0,Alessia MAD.L,,1.14  1.13  1.14,207  220  199,15  7  8,/  12  5  7  /,4  3  1,+3  +2  +1,70%  88%  58%,137  159  122,27%  33%  20%,4  1  3,1  0  1,+3  +1  +2,Nidxvilco MAD.L,,1.16  0.98  1.24,232  185  252,13  3  10,/  12  4  8  /,4  1  3,+1  -1  +2,88%  100%  83%,149  134  156,16%  15%  16%,0  0  0,0  0  0,0  0  0
42,MoniOvess MAD.L,,0.97  1.12  0.78,154  129  186,33  14  19,/  33  13  20  /,15  12  3,0  +1  -1,68%  80%  57%,108  90  124,40%  46%  36%,5  0  5,4  2  2,+1  -2  +3,,,Nidxvilco MAD.L,,0.70  0.95  0.03,156  192  51,8  8  0,/  13  9  4  /,5  5  0,-5  -1  -4,50%  67%,98  113  51,16%  19%  0%,1  1  0,2  1  1,-1  0  -1,Nidxvilco MAD.L,,1.13  1.23  1.06,192  192  193,12  5  7,/  11  5  6  /,8  5  3,+1  0  +1,85%  88%  83%,129  124  132,16%  16%  16%,1  0  1,1  1  0,0  -1  +1,MoniOvess MAD.L,,0.91  1.18  0.79,123  95  136,8  2  6,/  10  2  8  /,4  3  1,-2  0  -2,71%  100%  58%,78  46  91,37%  100%  32%,3  0  3,3  1  2,0  -1  +1
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Incredible DIA,,1.67  1.78  1.34,273  289  273,31  24  7,/  12  8  4  /,20  15  5,+19  +16  +3,88%  83%  100%,174  177  164,21%  21%  21%,5  4  1,0  0  0,+5  +4  +1,2.0,0.0,Incredible DIA,,1.76  1.90  1.52,353  390  290,22  16  6,/  8  5  3  /,8  5  3,+14  +11  +3,84%  75%  100%,216  243  170,22%  23%  17%,3  2  1,0  0  0,+3  +2  +1,Grmekista DIA,,1.84  1.79  2.15,331  299  522,18  14  4,/  4  3  1  /,1  1  0,+14  +11  +3,100%  100%  100%,209  187  345,46%  46%  44%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,
45,Grmekista DIA,,1.51  1.30  1.97,275  233  355,35  22  13,/  13  10  3  /,3  3  0,+22  +12  +10,85%  88%  78%,159  147  193,41%  46%  30%,2  1  1,2  2  0,0  -1  +1,13.0,6.0,Prti DIA,,1.25  1.25  1.26,162  162  163,11  7  4,/  7  4  3  /,6  4  2,+4  +3  +1,79%  83%  71%,104  98  115,31%  33%  27%,2  2  0,1  1  0,+1  +1  0,Pa1ze DIA,,1.62  1.74  0.90,333  374  89,16  15  1,/  8  7  1  /,4  3  1,+8  +8  0,93%  92%  100%,210  238  39,31%  33%  0%,6  6  0,2  1  1,+4  +5  -1,,,,,,,,,,,,,,
