,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,d4v41 PRX,,1.46  1.43  1.52,262  245  267,35  22  13,/  21  13  8  /,25  15  10,+14  +9  +5,93%  92%  94%,157  146  173,31%  32%  29%,4  3  1,0  0  0,+4  +3  +1,2.0,0.0,something PRX,,1.35  0.53  2.23,291  147  449,24  5  19,/  13  10  3  /,4  3  1,+11  -5  +16,70%  50%  91%,178  99  263,27%  26%  27%,4  0  4,5  4  1,-1  -4  +3,d4v41 PRX,,1.75  1.70  1.85,320  271  441,20  13  7,/  9  5  4  /,11  8  3,+11  +8  +3,100%  100%  100%,202  169  282,40%  36%  44%,2  2  0,0  0  0,+2  +2  0
12,something PRX,,1.31  1.06  1.38,260  213  343,39  18  21,/  22  15  7  /,5  4  1,+17  +3  +14,73%  71%  75%,165  138  205,30%  31%  29%,10  5  5,6  5  1,+4  0  +4,13.0,10.0,d4v41 PRX,,1.17  1.15  1.20,204  220  188,15  9  6,/  12  8  4  /,14  7  7,+3  +1  +2,87%  83%  91%,124  124  123,22%  29%  15%,2  1  1,0  0  0,+2  +1  +1,f0rsakeN PRX,,1.46  1.80  0.63,298  357  159,17  14  3,/  10  6  4  /,3  3  0,+7  +8  -1,82%  100%  40%,209  256  96,30%  33%  11%,2  2  0,0  0  0,+2  +2  0
13,f0rsakeN PRX,,1.27  1.31  1.00,268  293  219,36  24  12,/  28  18  10  /,13  5  8,+8  +6  +2,83%  83%  81%,177  198  145,27%  33%  19%,3  2  1,1  1  0,+2  +1  +1,13.0,4.0,f0rsakeN PRX,,1.08  0.82  1.37,237  229  247,19  10  9,/  18  12  6  /,10  2  8,+1  -2  +3,83%  67%  100%,153  139  168,25%  32%  21%,1  0  1,1  1  0,0  -1  +1,something PRX,,1.28  1.59  0.54,229  279  109,15  13  2,/  9  5  4  /,1  1  0,+6  +8  -2,76%  92%  40%,148  177  78,36%  33%  67%,6  5  1,1  1  0,+5  +4  +1
14,Jinggg PRX,,0.93  0.64  1.34,186  126  293,30  11  19,/  27  18  9  /,7  3  4,+3  -7  +10,65%  63%  69%,119  90  161,21%  22%  20%,5  2  3,9  6  3,-4  -4  0,,,Jinggg PRX,,1.01  0.58  1.47,228  140  326,21  6  15,/  15  10  5  /,2  0  2,+6  -4  +10,70%  58%  82%,140  101  182,18%  24%  17%,4  2  2,5  4  1,-1  -2  +1,Jinggg PRX,,0.85  0.70  1.21,143  111  221,9  5  4,/  12  8  4  /,5  3  2,-3  -3  0,59%  67%  40%,91  80  115,26%  20%  36%,1  0  1,4  2  2,-3  -2  -1
15,mindfreak PRX,,0.89  0.83  0.92,118  124  111,19  13  6,/  19  13  6  /,7  2  5,0  0  0,68%  63%  75%,73  74  72,26%  33%  17%,1  0  1,1  0  1,0  0  0,,,mindfreak PRX,,1.00  0.83  1.18,122  147  97,11  7  4,/  10  8  2  /,3  0  3,+1  -1  +2,65%  50%  82%,76  83  67,30%  38%  20%,1  0  1,0  0  0,+1  0  +1,mindfreak PRX,,0.78  0.84  0.65,113  102  143,8  6  2,/  9  5  4  /,4  2  2,-1  +1  -2,71%  75%  60%,70  65  82,21%  27%  13%,0  0  0,1  0  1,-1  0  -1
16,MrFaliN FUT,,1.02  1.05  1.09,228  218  247,31  11  20,/  33  14  19  /,8  4  4,-2  -3  +1,70%  63%  75%,171  163  176,31%  25%  35%,3  1  2,3  2  1,0  -1  +1,,,MrFaliN FUT,,1.24  0.91  1.54,276  220  328,21  7  14,/  18  10  8  /,5  3  2,+3  -3  +6,74%  55%  92%,190  165  213,31%  28%  33%,1  0  1,2  2  0,-1  -2  +1,AtaKaptan FUT,,0.95  1.45  0.74,236  262  225,12  5  7,/  13  5  8  /,6  5  1,-1  0  -1,53%  60%  50%,162  153  165,31%  33%  30%,2  1  1,3  1  2,-1  0  -1
17,qw1 FUT,,0.82  0.79  0.92,198  145  229,28  10  18,/  33  17  16  /,5  2  3,-5  -7  +2,65%  50%  75%,127  93  150,23%  33%  16%,7  1  6,6  2  4,+1  -1  +2,,,qRaxs FUT,,0.89  0.47  1.28,157  115  196,14  4  10,/  17  11  6  /,8  2  6,-3  -7  +4,74%  55%  92%,110  79  138,29%  38%  24%,0  0  0,0  0  0,0  0  0,qw1 FUT,,0.85  1.15  0.73,213  242  201,13  6  7,/  13  6  7  /,3  1  2,0  0  0,76%  80%  75%,138  141  136,18%  25%  14%,1  0  1,2  0  2,-1  0  -1
18,AtaKaptan FUT,,0.81  0.97  0.78,181  158  182,21  9  12,/  31  15  16  /,14  8  6,-10  -6  -4,60%  50%  67%,120  92  140,23%  26%  21%,4  2  2,8  5  3,-4  -3  -1,,,qw1 FUT,,0.79  0.42  1.12,182  101  257,15  4  11,/  20  11  9  /,2  1  1,-5  -7  +2,57%  36%  75%,119  71  163,29%  42%  19%,6  1  5,4  2  2,+2  -1  +3,MrFaliN FUT,,0.80  1.20  0.64,180  212  167,10  4  6,/  15  4  11  /,3  1  2,-5  0  -5,65%  80%  58%,144  158  138,32%  20%  38%,2  1  1,1  0  1,+1  +1  0
19,MOJJ FUT,,0.74  0.73  0.86,135  102  152,18  5  13,/  30  15  15  /,6  3  3,-12  -10  -2,58%  56%  58%,93  66  110,21%  7%  32%,3  1  2,3  1  2,0  0  0,,,MOJJ FUT,,0.77  0.33  1.17,115  58  167,9  1  8,/  17  11  6  /,2  2  0,-8  -10  +2,52%  45%  58%,82  51  111,22%  8%  32%,2  0  2,1  1  0,+1  -1  +2,MOJJ FUT,,0.72  1.14  0.55,155  198  137,9  4  5,/  13  4  9  /,4  1  3,-4  0  -4,65%  80%  58%,107  100  110,20%  7%  33%,1  1  0,2  0  2,-1  +1  -2
20,qRaxs FUT,,0.66  0.33  0.91,146  127  162,19  5  14,/  32  17  15  /,16  6  10,-13  -12  -1,73%  63%  79%,115  100  125,27%  27%  27%,0  0  0,3  1  2,-3  -1  -2,,,AtaKaptan FUT,,0.67  0.50  0.82,125  111  139,9  4  5,/  18  10  8  /,8  3  5,-9  -6  -3,65%  45%  83%,90  64  114,16%  20%  13%,2  1  1,5  4  1,-3  -3  0,qRaxs FUT,,0.44  0.19  0.54,135  152  129,5  1  4,/  15  6  9  /,8  4  4,-10  -5  -5,71%  80%  67%,122  147  112,24%  18%  31%,0  0  0,3  1  2,-3  -1  -2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
