,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WerlasS REG,,1.62  1.81  1.45,298  334  248,52  33  19,/  27  13  14  /,21  15  6,+25  +20  +5,83%  92%  71%,197  227  162,40%  40%  40%,3  1  2,1  0  1,+2  +1  +1,2.0,0.0,WerlasS REG,,1.45  1.91  0.99,274  357  192,26  17  9,/  17  8  9  /,15  10  5,+9  +9  0,77%  92%  62%,199  257  140,43%  41%  46%,1  1  0,0  0  0,+1  +1  0,WerlasS REG,,1.79  1.71  1.91,321  310  339,26  16  10,/  10  5  5  /,6  5  1,+16  +11  +5,90%  92%  88%,195  193  198,37%  39%  33%,2  0  2,1  0  1,+1  0  +1
12,musz3kk REG,,1.06  1.17  0.89,253  260  227,40  23  17,/  37  20  17  /,7  4  3,+3  +3  0,74%  72%  76%,155  173  135,32%  38%  24%,7  3  4,11  8  3,-4  -5  +1,14.0,12.0,jonx REG,,1.08  1.29  0.86,216  244  190,19  12  7,/  17  7  10  /,11  3  8,+2  +5  -3,77%  85%  69%,137  147  127,29%  29%  29%,2  1  1,4  2  2,-2  -1  -1,musz3kk REG,,1.37  1.66  0.94,318  359  259,22  15  7,/  15  9  6  /,4  2  2,+7  +6  +1,70%  67%  75%,195  225  150,32%  38%  15%,3  2  1,6  4  2,-3  -2  -1
13,jonx REG,,1.02  1.09  0.97,188  198  185,29  18  11,/  28  14  14  /,19  8  11,+1  +4  -3,83%  88%  76%,129  138  118,35%  37%  32%,4  2  2,5  3  2,-1  -1  0,13.0,7.0,lauzen REG,,1.05  1.37  0.74,240  226  255,22  11  11,/  20  7  13  /,5  2  3,+2  +4  -2,65%  62%  69%,151  145  157,32%  18%  50%,0  0  0,2  0  2,-2  0  -2,jonx REG,,0.97  0.89  1.08,159  148  176,10  6  4,/  11  7  4  /,8  5  3,-1  -1  0,90%  92%  88%,118  129  102,46%  53%  36%,2  1  1,1  1  0,+1  0  +1
14,lauzen REG,,0.99  1.05  0.98,189  180  215,33  17  16,/  30  15  15  /,5  2  3,+3  +2  +1,70%  64%  76%,129  120  139,34%  20%  55%,0  0  0,2  0  2,-2  0  -2,,,musz3kk REG,,0.75  0.67  0.84,187  168  207,18  8  10,/  22  11  11  /,3  2  1,-4  -3  -1,77%  77%  77%,125  125  125,32%  38%  28%,4  1  3,5  4  1,-1  -3  +2,m1tez REG,,0.97  0.56  1.58,173  120  254,12  4  8,/  13  11  2  /,3  2  1,-1  -7  +6,65%  50%  88%,116  86  159,36%  45%  32%,1  1  0,4  3  1,-3  -2  -1
15,m1tez REG,,0.84  0.57  1.21,166  121  218,27  9  18,/  34  22  12  /,12  8  4,-7  -13  +6,65%  60%  71%,111  92  134,42%  40%  43%,3  3  0,10  5  5,-7  -2  -5,,,m1tez REG,,0.71  0.58  0.84,159  122  197,15  5  10,/  21  11  10  /,9  6  3,-6  -6  0,65%  69%  62%,107  97  118,48%  36%  60%,2  2  0,6  2  4,-4  0  -4,lauzen REG,,0.92  0.72  1.23,137  130  150,11  6  5,/  10  8  2  /,0  0  0,+1  -2  +3,75%  67%  88%,100  93  111,40%  25%  67%,0  0  0,0  0  0,0  0  0
16,kabzi TNT,,1.14  1.27  0.93,242  299  216,39  22  17,/  33  14  19  /,12  4  8,+6  +8  -2,67%  67%  68%,173  196  154,29%  38%  22%,4  3  1,4  1  3,0  +2  -2,,,kabzi TNT,,1.52  2.23  0.82,330  430  230,28  20  8,/  18  7  11  /,8  3  5,+10  +13  -3,77%  85%  69%,223  286  159,30%  44%  15%,3  2  1,3  1  2,0  +1  -1,CaN TNT,,1.04  1.12  0.99,262  256  267,18  7  11,/  17  6  11  /,1  1  0,+1  +1  0,65%  75%  58%,151  160  144,44%  37%  54%,6  2  4,2  1  1,+4  +1  +3
17,audaz TNT,,0.97  0.89  1.01,216  197  234,34  15  19,/  36  16  20  /,14  5  9,-2  -1  -1,78%  86%  72%,148  143  152,49%  40%  60%,5  1  4,1  1  0,+4  0  +4,,,audaz TNT,,1.01  1.08  0.94,216  224  210,20  11  9,/  20  9  11  /,7  3  4,0  +2  -2,77%  92%  62%,141  158  124,55%  43%  83%,3  0  3,0  0  0,+3  0  +3,audaz TNT,,0.94  0.71  1.09,216  152  260,14  4  10,/  16  7  9  /,7  2  5,-2  -3  +1,80%  75%  83%,157  118  183,43%  33%  48%,2  1  1,1  1  0,+1  0  +1
18,CaN TNT,,0.86  0.89  0.85,213  179  230,33  12  21,/  39  17  22  /,3  3  0,-6  -5  -1,63%  62%  64%,126  125  127,33%  33%  33%,12  6  6,5  2  3,+7  +4  +3,,,sunny TNT,,1.00  1.18  0.82,228  280  177,20  13  7,/  20  11  9  /,10  5  5,0  +2  -2,85%  85%  85%,157  188  127,43%  55%  32%,5  3  2,2  1  1,+3  +2  +1,kabzi TNT,,0.75  0.32  1.04,154  84  202,11  2  9,/  15  7  8  /,4  1  3,-4  -5  +1,55%  38%  67%,109  50  149,26%  10%  32%,1  1  0,1  0  1,0  +1  -1
19,ibonata TNT,,0.76  0.50  0.95,140  86  188,22  6  16,/  35  18  17  /,24  10  14,-13  -12  -1,78%  57%  96%,95  60  125,30%  33%  29%,2  0  2,4  2  2,-2  -2  0,,,ibonata TNT,,0.82  0.69  0.94,146  85  209,14  4  10,/  20  11  9  /,10  7  3,-6  -7  +1,77%  62%  92%,101  64  138,40%  50%  36%,0  0  0,1  1  0,-1  -1  0,ibonata TNT,,0.69  0.30  0.95,133  87  165,8  2  6,/  15  7  8  /,14  3  11,-7  -5  -2,80%  50%  100%,87  53  110,19%  13%  22%,2  0  2,3  1  2,-1  -1  0
20,sunny TNT,,0.74  0.85  0.64,172  215  149,27  16  11,/  38  19  19  /,13  5  8,-11  -3  -8,63%  62%  64%,132  146  119,33%  47%  23%,6  3  3,3  2  1,+3  +1  +2,,,CaN TNT,,0.69  0.66  0.71,164  133  196,15  5  10,/  22  11  11  /,2  2  0,-7  -6  -1,62%  54%  69%,107  103  111,23%  29%  14%,6  4  2,3  1  2,+3  +3  0,sunny TNT,,0.49  0.53  0.46,115  110  119,7  3  4,/  18  8  10  /,3  0  3,-11  -5  -6,35%  25%  42%,98  79  111,19%  30%  14%,1  0  1,1  1  0,0  -1  +1
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
