,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1,Map 3Unnamed: 0,Map 3Unnamed: 1,Map 3R,Map 3ACS,Map 3K,Map 3D,Map 3A,Map 3+/–,Map 3KAST,Map 3ADR,Map 3HS%,Map 3FK,Map 3FD,Map 3+/–.1,Map 4Unnamed: 0,Map 4Unnamed: 1,Map 4R,Map 4ACS,Map 4K,Map 4D,Map 4A,Map 4+/–,Map 4KAST,Map 4ADR,Map 4HS%,Map 4FK,Map 4FD,Map 4+/–.1,Map 5Unnamed: 0,Map 5Unnamed: 1,Map 5R,Map 5ACS,Map 5K,Map 5D,Map 5A,Map 5+/–,Map 5KAST,Map 5ADR,Map 5HS%,Map 5FK,Map 5FD,Map 5+/–.1
0,olulu THE,,1.16  1.42  0.83,268  317  211,60  40  20,/  50  25  25  /,27  12  15,+10  +15  -5,79%  86%  70%,172  202  137,25%  25%  25%,7  6  1,5  0  5,+2  +6  -4,1.0,2.0,Snowwke THE,,1.14  1.09  1.19,183  210  149,14  8  6,/  13  8  5  /,6  6  0,+1  0  +1,67%  75%  56%,130  157  94,23%  21%  30%,1  1  0,5  4  1,-4  -3  -1,olulu THE,,1.50  1.64  1.35,294  314  274,24  14  10,/  16  7  9  /,16  8  8,+8  +7  +1,87%  92%  82%,201  216  184,23%  25%  22%,2  2  0,1  0  1,+1  +2  -1,olulu THE,,0.95  1.32  0.51,219  266  164,16  11  5,/  15  7  8  /,4  2  2,+1  +4  -3,68%  83%  50%,129  154  99,29%  32%  25%,2  2  0,3  0  3,-1  +2  -3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Snowwke THE,,1.00  0.94  1.06,191  201  182,43  22  21,/  45  26  19  /,16  14  2,-2  -4  +2,62%  69%  53%,128  142  110,14%  15%  13%,6  3  3,13  9  4,-7  -6  -1,8.0,13.0,olulu THE,,1.01  1.30  0.63,291  370  188,20  15  5,/  19  11  8  /,7  2  5,+1  +4  -3,81%  83%  78%,186  237  119,24%  20%  32%,3  2  1,1  0  1,+2  +2  0,Snowwke THE,,1.31  1.25  1.37,258  243  276,21  9  12,/  14  7  7  /,6  5  1,+7  +2  +5,74%  75%  73%,161  162  159,9%  7%  11%,4  2  2,3  1  2,+1  +1  0,StrwbryBagel THE,,0.94  1.19  0.63,177  196  154,14  10  4,/  16  7  9  /,4  1  3,-2  +3  -5,59%  67%  50%,119  125  112,22%  41%  15%,3  1  2,2  1  1,+1  0  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,StrwbryBagel THE,,0.93  1.00  0.84,196  210  177,46  29  17,/  47  23  24  /,18  5  13,-1  +6  -7,70%  78%  60%,129  135  121,23%  32%  17%,10  6  4,5  2  3,+5  +4  +1,13.0,10.0,StrwbryBagel THE,,0.94  1.05  0.80,235  256  207,17  11  6,/  16  8  8  /,7  2  5,+1  +3  -2,71%  83%  56%,161  177  140,30%  34%  25%,3  2  1,2  0  2,+1  +2  -1,Hanuh THE,,1.10  0.92  1.30,195  176  217,16  8  8,/  14  8  6  /,8  2  6,+2  0  +2,74%  67%  82%,134  130  138,17%  20%  14%,1  0  1,3  2  1,-2  -2  0,Aisling THE,,0.94  1.16  0.67,124  128  119,10  6  4,/  15  7  8  /,10  7  3,-5  -1  -4,68%  92%  40%,81  75  88,14%  10%  18%,1  1  0,1  1  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Aisling THE,,0.89  1.04  0.73,145  142  151,33  19  14,/  45  21  24  /,35  20  15,-12  -2  -10,73%  83%  60%,94  87  102,14%  14%  14%,4  1  3,5  3  2,-1  -2  +1,9.0,13.0,Aisling THE,,0.76  0.76  0.76,136  106  178,9  3  6,/  16  8  8  /,12  7  5,-7  -5  -2,71%  67%  78%,84  74  97,16%  17%  15%,1  0  1,2  1  1,-1  -1  0,Aisling THE,,0.99  1.20  0.76,175  191  158,14  10  4,/  14  6  8  /,13  6  7,0  +4  -4,78%  92%  64%,114  111  118,13%  16%  11%,2  0  2,2  1  1,0  -1  +1,Hanuh THE,,0.90  0.81  1.02,197  186  211,16  9  7,/  16  9  7  /,4  3  1,0  0  0,64%  58%  70%,111  100  124,19%  22%  16%,2  1  1,2  1  1,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Hanuh THE,,0.88  0.85  0.90,180  171  192,44  25  19,/  48  26  22  /,15  7  8,-4  -1  -3,67%  61%  73%,114  108  121,20%  21%  19%,3  1  2,8  5  3,-5  -4  -1,,,Hanuh THE,,0.63  0.82  0.38,147  153  140,12  8  4,/  18  9  9  /,3  2  1,-6  -1  -5,62%  58%  67%,96  95  96,32%  22%  57%,0  0  0,3  2  1,-3  -2  -1,StrwbryBagel THE,,0.92  0.77  1.09,175  179  173,15  8  7,/  15  8  7  /,7  2  5,0  0  0,78%  83%  73%,109  105  113,17%  22%  13%,4  3  1,1  1  0,+3  +2  +1,Snowwke THE,,0.54  0.48  0.61,132  151  110,8  5  3,/  18  11  7  /,4  3  1,-10  -6  -4,45%  58%  30%,92  109  72,13%  18%  8%,1  0  1,5  4  1,-4  -4  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PIETY NYX,,1.35  1.56  1.18,252  269  235,59  29  30,/  42  17  25  /,36  20  16,+17  +12  +5,80%  80%  81%,165  170  160,30%  27%  33%,8  5  3,5  1  4,+3  +4  -1,,,PIETY NYX,,1.89  2.27  1.60,365  435  313,29  15  14,/  12  4  8  /,16  8  8,+17  +11  +6,90%  100%  83%,232  263  208,41%  43%  39%,3  2  1,1  0  1,+2  +2  0,Kon NYX,,1.16  1.41  0.93,235  303  174,18  11  7,/  17  8  9  /,9  6  3,+1  +3  -2,61%  73%  50%,161  212  114,42%  56%  26%,4  2  2,4  2  2,0  0  0,Kon NYX,,1.23  1.77  0.78,278  302  259,22  12  10,/  15  4  11  /,6  2  4,+7  +8  -1,82%  80%  83%,198  216  184,29%  35%  23%,3  0  3,3  1  2,0  -1  +1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Kon NYX,,1.20  1.59  0.85,257  302  216,40  23  17,/  32  12  20  /,15  8  7,+8  +11  -3,71%  76%  67%,179  214  149,35%  45%  25%,7  2  5,7  3  4,0  -1  +1,,,DelBisky NYX,,1.23  1.58  0.97,231  337  153,17  10  7,/  13  5  8  /,4  3  1,+4  +5  -1,71%  78%  67%,146  215  94,33%  38%  25%,3  2  1,2  1  1,+1  +1  0,PIETY NYX,,0.98  0.91  1.05,219  199  238,15  6  9,/  19  9  10  /,12  7  5,-4  -3  -1,70%  64%  75%,149  133  165,23%  12%  29%,3  1  2,2  0  2,+1  +1  0,Kachow NYX,,1.22  1.03  1.37,235  163  295,17  5  12,/  13  5  8  /,4  2  2,+4  0  +4,68%  80%  58%,185  141  222,18%  17%  19%,3  0  3,2  1  1,+1  -1  +2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,DelBisky NYX,,1.06  1.22  0.94,205  260  159,49  27  22,/  45  20  25  /,13  9  4,+4  +7  -3,74%  73%  75%,133  170  102,25%  30%  19%,8  6  2,7  4  3,+1  +2  -1,,,Lizchaaan NYX,,1.02  1.40  0.73,222  268  189,17  10  7,/  15  5  10  /,4  1  3,+2  +5  -3,71%  89%  58%,154  198  121,37%  48%  25%,2  1  1,2  1  1,0  0  0,Kachow NYX,,0.98  0.99  0.98,219  227  213,18  10  8,/  18  8  10  /,5  2  3,0  +2  -2,57%  64%  50%,145  144  146,38%  31%  48%,2  2  0,4  2  2,-2  0  -2,PIETY NYX,,1.17  1.51  0.90,173  197  153,15  8  7,/  11  4  7  /,8  5  3,+4  +4  0,82%  80%  83%,117  128  107,26%  21%  31%,2  2  0,2  1  1,0  +1  -1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Lizchaaan NYX,,1.02  1.40  0.73,222  268  189,17  10  7,/  15  5  10  /,4  1  3,+2  +5  -3,71%  89%  58%,154  198  121,37%  48%  25%,2  1  1,2  1  1,0  0  0,,,Shuni NYX,,0.92  0.75  1.04,145  67  205,9  1  8,/  14  5  9  /,13  5  8,-5  -4  -1,76%  89%  67%,93  48  127,16%  14%  16%,2  0  2,1  0  1,+1  0  +1,DelBisky NYX,,0.79  0.81  0.77,175  194  158,16  8  8,/  18  8  10  /,2  1  1,-2  0  -2,70%  55%  83%,118  138  100,17%  23%  12%,0  0  0,3  2  1,-3  -2  -1,DelBisky NYX,,1.16  1.26  1.08,210  263  166,16  9  7,/  14  7  7  /,7  5  2,+2  +2  0,82%  90%  75%,136  165  113,27%  29%  25%,5  4  1,2  1  1,+3  +3  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Kachow NYX,,0.95  0.82  1.06,196  159  230,45  17  28,/  49  21  28  /,11  4  7,-4  -4  0,61%  63%  58%,140  114  161,24%  22%  25%,8  3  5,8  4  4,0  -1  +1,,,Kachow NYX,,0.66  0.43  0.83,134  72  181,10  2  8,/  18  8  10  /,2  0  2,-8  -6  -2,57%  44%  67%,87  47  116,20%  20%  19%,3  1  2,2  1  1,+1  0  +1,sombd1 NYX,,0.47  0.40  0.53,83  63  101,6  2  4,/  18  8  10  /,1  0  1,-12  -6  -6,48%  36%  58%,51  40  62,40%  38%  42%,1  0  1,0  0  0,+1  0  +1,sombd1 NYX,,0.98  1.26  0.75,137  164  114,10  5  5,/  11  4  7  /,7  5  2,-1  +1  -2,77%  80%  75%,100  136  70,38%  29%  57%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
